"X.1","X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","p_val_adj.y"
4,"mt-Nd2",4.54170400884992e-09,0.594668840713373,0.801,0.638,0.00015835559367657,3.99755473693436e-09,-0.601092135513079,0.655,0.801,0.00013938274101269
