"","Cluster","group","othergroup","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"3561","Oligo.chronic","Oligo","chronic","GO:0022406","membrane docking","3/84","86/28943",0.00202880818431103,0.0394026373835309,0.0290607405554562,"75914/20979/83671",3
"3577","Oligo.chronic","Oligo","chronic","GO:0045730","respiratory burst","2/84","26/28943",0.00258529367810056,0.0430375359354387,0.0317415977461616,"227541/16337",2
"3584","Oligo.chronic","Oligo","chronic","GO:0140029","exocytic process","3/84","99/28943",0.00302646917464433,0.0479634834797634,0.0353746460160533,"75914/20979/83671",3
"3676","OPC.acute","OPC","acute","GO:0042752","regulation of circadian rhythm","2/8","129/28943",0.000542322754405864,0.0041120421504951,0.00111282750404401,"192167/19215",2
"3690","OPC.acute","OPC","acute","GO:0031503","protein-containing complex localization","2/8","217/28943",0.00152083255343649,0.00979546988718769,0.00265091356230016,"192167/18189",2
"3692","OPC.acute","OPC","acute","GO:0007623","circadian rhythm","2/8","222/28943",0.00159078857949811,0.0100303406223091,0.00271447580324331,"192167/19215",2
"3731","OPC.acute","OPC","acute","GO:1900272","negative regulation of long-term synaptic potentiation","1/8","12/28943",0.00331245498163701,0.0146974854370413,0.00397752878886628,"11816",1
"3752","OPC.acute","OPC","acute","GO:0021700","developmental maturation","2/8","355/28943",0.00400032857931982,0.015026067634914,0.00406645183336571,"192167/18189",2
"3758","OPC.acute","OPC","acute","GO:0044794","positive regulation by host of viral process","1/8","15/28943",0.00413906704467581,0.015026067634914,0.00406645183336571,"11816",1
"3821","OPC.acute","OPC","acute","GO:0019068","virion assembly","1/8","27/28943",0.00743951977044643,0.0196311556938212,0.00531271061742987,"11816",1
"3824","OPC.acute","OPC","acute","GO:0042753","positive regulation of circadian rhythm","1/8","27/28943",0.00743951977044643,0.0196311556938212,0.00531271061742987,"192167",1
"3847","OPC.acute","OPC","acute","GO:0097242","amyloid-beta clearance","1/8","36/28943",0.00990857445203874,0.0237409443870848,0.00642492827626933,"11816",1
"3853","OPC.acute","OPC","acute","GO:0034381","plasma lipoprotein particle clearance","1/8","38/28943",0.0104565228621381,0.024371428772065,0.00659555404779545,"11816",1
"3856","OPC.acute","OPC","acute","GO:0030431","sleep","1/8","39/28943",0.0107303975487698,0.0249128222159423,0.00674206945128744,"19215",1
"3859","OPC.acute","OPC","acute","GO:0071827","plasma lipoprotein particle organization","1/8","41/28943",0.0112779479540562,0.0257843161239683,0.00697791878234094,"11816",1
"3861","OPC.acute","OPC","acute","GO:0002021","response to dietary excess","1/8","43/28943",0.0118252331604854,0.0267294892948331,0.00723370767314701,"11816",1
"3885","OPC.acute","OPC","acute","GO:1900047","negative regulation of hemostasis","1/8","52/28943",0.0142847377048333,0.0298137905407496,0.00806840127102266,"11816",1
"3902","OPC.acute","OPC","acute","GO:1905953","negative regulation of lipid localization","1/8","58/28943",0.0159214301025112,0.0313715020769876,0.00848995926518951,"11816",1
"3903","OPC.acute","OPC","acute","GO:0006903","vesicle targeting","1/8","59/28943",0.0161939808575462,0.031699982136177,0.00857885466825633,"192167",1
"3907","OPC.acute","OPC","acute","GO:0035176","social behavior","1/8","62/28943",0.017011236863598,0.0327644079784411,0.00886691649007983,"18189",1
"3919","OPC.acute","OPC","acute","GO:0097006","regulation of plasma lipoprotein particle levels","1/8","68/28943",0.0186439669444074,0.0346824105580746,0.00938597878208153,"11816",1
"3927","OPC.acute","OPC","acute","GO:0007585","respiratory gaseous exchange by respiratory system","1/8","72/28943",0.0197311349038409,0.0356138411343522,0.00963804856285079,"192167",1
"3934","OPC.acute","OPC","acute","GO:1900046","regulation of hemostasis","1/8","73/28943",0.0200027621741385,0.0356138411343522,0.00963804856285079,"11816",1
"3942","OPC.acute","OPC","acute","GO:2000242","negative regulation of reproductive process","1/8","80/28943",0.0219023097402834,0.0381380335303191,0.0103211618727162,"19215",1
"3943","OPC.acute","OPC","acute","GO:0007568","aging","1/8","81/28943",0.0221734105101989,0.0382762907654443,0.0103585779419707,"11816",1
"3966","OPC.acute","OPC","acute","GO:0140029","exocytic process","1/8","99/28943",0.0270419941837731,0.0440167242284784,0.0119120912594424,"192167",1
"3978","OPC.acute","OPC","acute","GO:0033555","multicellular organismal response to stress","1/8","109/28943",0.0297375870524047,0.0468758280115537,0.0126858404600286,"11816",1
