"","item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"so$nCount_RNA1","1","0",1,2279,5665.06757349715,2274.56018899861,5295,5459.31726027397,2016.336,628,17753,17125,1.03517261954234,1.79430370902915,47.6458710422058
"so$nCount_RNA2","2","1",1,1700,5622.88764705882,2218.05259297506,5269,5433.00661764706,1970.3754,708,16327,15619,0.963927273276393,1.48971759041968,53.7956772000666
"so$nCount_RNA3","3","2",1,1412,3720.8059490085,1326.39319232991,3493,3598.60619469027,1203.1299,530,9971,9441,0.931324263822918,1.08776108276415,35.2983931438877
"so$nCount_RNA4","4","3",1,1364,5061.90249266862,1965.21097570719,4704.5,4868.26098901099,1653.8403,584,16828,16244,1.32667881957188,3.59401067550657,53.2110704630535
"so$nCount_RNA5","5","4",1,1014,2517.10059171598,1211.03956050871,2325.5,2393.23891625616,1120.8456,520,9227,8707,1.21427081148726,2.44524455846404,38.0311407893683
"so$nCount_RNA6","6","5",1,328,5458.16463414634,3097.70973655642,4651,5018.6553030303,2370.6774,1248,23918,22670,2.03995945145116,6.55282467916521,171.042406772418
"so$nCount_RNA7","7","6",1,268,1794.02611940299,832.294015900173,1587,1678.27777777778,661.9809,737,6300,5563,1.71319726230755,4.29791016473707,50.840448731801
"so$nCount_RNA8","8","7",1,78,5401.34615384615,1977.62903975471,5170,5248.46875,1866.5934,2065,10964,8899,0.700929755512584,0.219280642313437,223.922394377168
