"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"6330411D24Rik",0,2.68061720915839,0.821,0.124,0,"0","6330411D24Rik"
"Dock4",0,2.33662821201884,0.958,0.473,0,"0","Dock4"
"Cemip",0,2.09735509715197,0.828,0.14,0,"0","Cemip"
"Slit2",0,1.75877649895174,0.806,0.124,0,"0","Slit2"
"Esrrg",0,1.65009116890133,0.917,0.408,0,"0","Esrrg"
"Tmem108",0,1.54017889492952,0.752,0.234,0,"0","Tmem108"
"Ndst3",0,1.52849472088098,0.74,0.186,0,"0","Ndst3"
"Scn9a",0,1.51245932506091,0.829,0.228,0,"0","Scn9a"
"Eya4",0,1.50695110098748,0.633,0.129,0,"0","Eya4"
"Kcnc2",0,1.50572646551001,0.991,0.71,0,"0","Kcnc2"
"Iqgap2",0,1.4614585865638,0.807,0.223,0,"0","Iqgap2"
"Cntnap4",0,1.42577426111883,0.903,0.357,0,"0","Cntnap4"
"Fam135b",0,1.42015600328953,0.901,0.366,0,"0","Fam135b"
"Lrrc4c",0,1.4052366896674,0.985,0.785,0,"0","Lrrc4c"
"Me3",0,1.39994615058947,0.931,0.425,0,"0","Me3"
"Tafa2",0,1.39122660456547,0.937,0.445,0,"0","Tafa2"
"Kazn",0,1.39013061043921,0.922,0.506,0,"0","Kazn"
"Gm13629",0,1.37340703499889,0.78,0.221,0,"0","Gm13629"
"Sox5",0,1.36186344749736,0.936,0.392,0,"0","Sox5"
"Btbd11",0,1.31859788546485,0.88,0.413,0,"0","Btbd11"
"Nek7",0,1.31505744842731,0.698,0.135,0,"0","Nek7"
"Tmem132d",0,1.27668629589728,0.76,0.242,0,"0","Tmem132d"
"Sox6",0,1.20528319534235,0.94,0.332,0,"0","Sox6"
"Kcnc1",0,1.15939322517894,0.917,0.511,0,"0","Kcnc1"
"Sox5os4",0,1.14342271240375,0.544,0.073,0,"0","Sox5os4"
"Gpr176",0,1.13555712557404,0.749,0.252,0,"0","Gpr176"
"ENSMUSG00000120164",0,1.09672067898278,0.77,0.269,0,"0","ENSMUSG00000120164"
"Atrnl1",0,1.09345343965287,0.942,0.6,0,"0","Atrnl1"
"Cntnap5a",0,1.09329912478122,0.971,0.527,0,"0","Cntnap5a"
"Slc24a2",0,1.08364628106518,0.963,0.631,0,"0","Slc24a2"
"Etv6",0,1.06636832055375,0.631,0.196,0,"0","Etv6"
"Myo5b",0,1.06451819818351,0.499,0.048,0,"0","Myo5b"
"Mitf",0,1.05095468716631,0.604,0.145,0,"0","Mitf"
"Plxna4",0,1.046746100842,0.945,0.564,0,"0","Plxna4"
"Erbb4",0,1.03994602316493,0.998,0.847,0,"0","Erbb4"
"Plcxd3",0,1.02509120553109,0.68,0.189,0,"0","Plcxd3"
"Hcn1",0,1.01970095880278,0.975,0.7,0,"0","Hcn1"
"Tmem44",0,1.01371970881211,0.631,0.165,0,"0","Tmem44"
"Man1c1",0,0.995402077573211,0.607,0.168,0,"0","Man1c1"
"Fgf12",0,0.987691654232336,0.992,0.892,0,"0","Fgf12"
"Pvalb",0,0.978508087343909,0.436,0.047,0,"0","Pvalb"
"Gm45904",0,0.977298705728493,0.556,0.137,0,"0","Gm45904"
"Rbms3",0,0.961357375211999,0.971,0.734,0,"0","Rbms3"
"Tmem132c",0,0.946259957926629,0.538,0.127,0,"0","Tmem132c"
"Syt2",0,0.927178641197057,0.344,0.024,0,"0","Syt2"
"Adgrb3",0,0.923290286259705,0.997,0.936,0,"0","Adgrb3"
"Rbfox1",0,0.904194797765439,0.997,0.894,0,"0","Rbfox1"
"Frmpd1",0,0.886665384610365,0.434,0.063,0,"0","Frmpd1"
"Gm28501",0,0.827926899065454,0.392,0.049,0,"0","Gm28501"
"Magi2",0,0.773547219416005,0.994,0.939,0,"0","Magi2"
"Mypn",1.21657510079491e-305,0.695222044140159,0.306,0.028,4.24183240394161e-301,"0","Mypn"
"Cacna2d2",1.25026308020776e-296,0.918769808253578,0.681,0.236,4.3592922817604e-292,"0","Cacna2d2"
"Gm1604a",5.4954890719784e-294,0.910214324393763,0.669,0.227,1.91611217472671e-289,"0","Gm1604a"
"Ntrk3",7.60150702322374e-293,1.14636223456193,0.897,0.543,2.65041745378742e-288,"0","Ntrk3"
"Dlgap2",6.65675922633437e-291,0.792633540568213,0.99,0.837,2.32101223944601e-286,"0","Dlgap2"
"Myo1e",3.42537673520746e-290,0.759139890052918,0.349,0.046,1.19432610626479e-285,"0","Myo1e"
"Il1rapl2",3.58898867866212e-290,2.0397621028496,0.547,0.166,1.25137268258912e-285,"0","Il1rapl2"
"Opcml",2.88766806457472e-289,0.971018957902009,0.991,0.837,1.00684322407527e-284,"0","Opcml"
"Kcnma1",1.75557480293276e-288,0.80821459238558,0.976,0.773,6.12116266538567e-284,"0","Kcnma1"
"Dlgap1",4.32076619275428e-288,0.594308504790921,0.995,0.966,1.50652154842763e-283,"0","Dlgap1"
"Rapgef5",4.48542492277392e-287,0.906598107366064,0.695,0.258,1.56393310782358e-282,"0","Rapgef5"
"Kcnab1",1.53227966338997e-285,1.00645240762669,0.898,0.553,5.34259950234181e-281,"0","Kcnab1"
"Mef2c",1.32449770525603e-284,0.794364459438424,0.984,0.824,4.61812614891621e-280,"0","Mef2c"
"Ppp2r2b",2.60501139209234e-282,0.879716479144499,0.96,0.735,9.08289322080837e-278,"0","Ppp2r2b"
"St3gal6",1.73724959301606e-277,0.774332149173977,0.445,0.095,6.05726815596909e-273,"0","St3gal6"
"Trps1",3.8214497034723e-276,1.00351575334635,0.714,0.284,1.33242486810969e-271,"0","Trps1"
"Runx2",9.52510366688221e-274,1.08659573252448,0.77,0.357,3.32111789553182e-269,"0","Runx2"
"Phlda1",2.01300899350853e-269,0.741416736122307,0.398,0.073,7.01875845766618e-265,"0","Phlda1"
"Kcnh7",3.5976674777736e-266,0.815800882554506,0.976,0.721,1.25439871947532e-261,"0","Kcnh7"
"Specc1",1.46790746768232e-264,0.879089971837399,0.769,0.345,5.11815296756796e-260,"0","Specc1"
"Epb41",2.47545338865006e-263,0.851900041508295,0.572,0.183,8.63116333020618e-259,"0","Epb41"
"Rnf144b",8.13610928765812e-263,0.843000228998917,0.651,0.229,2.83681722532776e-258,"0","Rnf144b"
"Flt3",3.902243463629e-262,0.717532942009847,0.408,0.083,1.36059522846352e-257,"0","Flt3"
"Il1rapl1",6.31615276077142e-261,0.732704183811896,0.987,0.904,2.20225298309817e-256,"0","Il1rapl1"
"A330015K06Rik",6.35462968133268e-259,1.02845480866,0.824,0.452,2.21566873099026e-254,"0","A330015K06Rik"
"Zfp804a",1.01085945985918e-258,0.919013905657991,0.876,0.486,3.52456367869099e-254,"0","Zfp804a"
"Srrm4",1.52309497224483e-255,0.857116073535627,0.866,0.466,5.31057523972605e-251,"0","Srrm4"
"Mkx",1.58684233647741e-253,0.848294755586053,0.712,0.283,5.53284317459579e-249,"0","Mkx"
"Hunk",3.89876955004393e-253,0.839950724867508,0.51,0.146,1.35938397901382e-248,"0","Hunk"
"6330576A10Rik",2.48707822633039e-251,0.841278063746016,0.582,0.184,8.67169565174618e-247,"0","6330576A10Rik"
"Fmn1",1.00246510097704e-244,0.983813955248411,0.707,0.318,3.49529506757664e-240,"0","Fmn1"
"ENSMUSG00000120285",5.56116647408774e-240,0.952879613333706,0.49,0.139,1.93901191452017e-235,"0","ENSMUSG00000120285"
"Tac1",3.06223663750596e-239,0.826037035203179,0.355,0.065,1.0677100483992e-234,"0","Tac1"
"Itpr1",1.50301784539578e-237,0.837694826611572,0.772,0.352,5.24057232154147e-233,"0","Itpr1"
"Fgf1",2.07943626937199e-237,0.952779654569686,0.735,0.356,7.25037044041933e-233,"0","Fgf1"
"Ppargc1a",1.05987091681455e-236,0.811198959314327,0.696,0.288,3.69545192565729e-232,"0","Ppargc1a"
"Slc4a4",3.8099215636294e-230,0.739270887811924,0.72,0.292,1.32840535159066e-225,"0","Slc4a4"
"Enox1",8.76862803917705e-230,0.777082642044082,0.944,0.671,3.05735753841986e-225,"0","Enox1"
"Cntnap5c",2.55204537304483e-227,1.11542269920302,0.778,0.418,8.89821660219542e-223,"0","Cntnap5c"
"Sh3rf3",1.21114585060875e-226,0.77729561346091,0.912,0.546,4.22290223731751e-222,"0","Sh3rf3"
"Arhgap18",2.6459914590729e-226,0.798873032964489,0.513,0.161,9.22577842034948e-222,"0","Arhgap18"
"Cntnap3",5.34226321403248e-225,0.791697358749806,0.672,0.265,1.8626869148367e-220,"0","Cntnap3"
"Cdh18",1.48546697249939e-224,0.804387020134018,0.746,0.338,5.17937769301361e-220,"0","Cdh18"
"Tnr",6.25477960657047e-223,0.789216313084331,0.816,0.422,2.18085400542293e-218,"0","Tnr"
"4930445B16Rik",7.88740415155333e-221,0.889031936808048,0.58,0.208,2.7501012055221e-216,"0","4930445B16Rik"
"Scn1a",1.15922833401505e-219,0.755942546962152,0.923,0.653,4.04188143221026e-215,"0","Scn1a"
"Gm55122",2.22542640414656e-219,0.878152109296794,0.886,0.554,7.75939424333781e-215,"0","Gm55122"
"Kcnip2",2.7511361934054e-219,0.647327960186424,0.398,0.094,9.59238656554662e-215,"0","Kcnip2"
"Slc35f3",1.06697050043778e-218,0.83649560385033,0.582,0.211,3.7202060438764e-214,"0","Slc35f3"
"Klf12",2.45209310542696e-215,0.726108551931611,0.95,0.739,8.54971303069218e-211,"0","Klf12"
"Coro6",2.28218402453207e-213,0.743123120718429,0.502,0.162,7.95729103833598e-209,"0","Coro6"
"Oprd1",4.84064117781451e-213,0.693918322561367,0.434,0.118,1.68778635946858e-208,"0","Oprd1"
"Pde5a",5.37389211154507e-213,0.668610812542194,0.506,0.154,1.87371496253242e-208,"0","Pde5a"
"Arhgap26",7.39794898339298e-211,0.828527944860206,0.661,0.291,2.57944287203963e-206,"0","Arhgap26"
"Slit3",2.0157602159373e-209,0.839006282697719,0.531,0.177,7.0283511449086e-205,"0","Slit3"
"Gm20033",4.72928850732283e-209,0.631394395500253,0.34,0.07,1.64896102384825e-204,"0","Gm20033"
"4930447N08Rik",1.4925943707461e-205,0.642212855011898,0.462,0.13,5.20422879248043e-201,"0","4930447N08Rik"
"Gabrg3",8.48535421391292e-205,0.688518321929164,0.973,0.731,2.95858845376502e-200,"0","Gabrg3"
"Tmem132cos",1.64524602772146e-198,0.712663632605688,0.341,0.076,5.73647932485641e-194,"0","Tmem132cos"
"Snhg11",6.13987830108824e-194,0.434527892562146,1,0.964,2.14079136724044e-189,"0","Snhg11"
"Denn2b",5.59398076203701e-192,0.65693371936962,0.459,0.144,1.95045327229944e-187,"0","Denn2b"
"Ptpre",1.22354142709715e-191,0.687707740212305,0.583,0.216,4.26612189385963e-187,"0","Ptpre"
"Arl15",7.44238789371281e-191,0.753413987843465,0.831,0.488,2.59493738690084e-186,"0","Arl15"
"Adgra3",1.91585506342824e-190,0.542686416756187,0.285,0.051,6.68001184965525e-186,"0","Adgra3"
"Galnt17",2.03892873011884e-189,0.704499567249444,0.621,0.259,7.10913280330537e-185,"0","Galnt17"
"Tm6sf1",1.34553975271149e-188,0.696023513095919,0.638,0.273,4.69149345577916e-184,"0","Tm6sf1"
"Tenm1",7.37013240160902e-188,0.826619044312154,0.9,0.656,2.56974406446902e-183,"0","Tenm1"
"Chchd3",2.88423466736609e-184,0.722921629167046,0.731,0.376,1.00564610147053e-179,"0","Chchd3"
"Pdzrn3",9.13800946561957e-180,0.774359686599511,0.468,0.159,3.18614976037758e-175,"0","Pdzrn3"
"Elavl2",5.40485414412364e-173,0.660481639040228,0.931,0.605,1.88451049443159e-168,"0","Elavl2"
"Gria4",6.47453000295844e-173,0.587347962172761,0.983,0.901,2.25747437613152e-168,"0","Gria4"
"Msrb3",1.41955246035464e-169,0.5745108059339,0.341,0.088,4.94955356351853e-165,"0","Msrb3"
"Nebl",1.41675069894181e-168,0.646032088565804,0.923,0.673,4.93978466200041e-164,"0","Nebl"
"Gsdme",1.73241174834414e-167,0.768569697659996,0.748,0.408,6.04040004295153e-163,"0","Gsdme"
"Wwox",3.71429958521613e-167,0.729453773024835,0.877,0.576,1.29506483637731e-162,"0","Wwox"
"Meg3",3.72790148816408e-167,0.409261243675835,1,0.983,1.29980741187817e-162,"0","Meg3"
"Cntn5",4.13396801372315e-163,1.16174366360826,0.878,0.705,1.44139062734485e-158,"0","Cntn5"
"Gm35188",5.09297217818238e-163,0.733060806093707,0.817,0.513,1.77576660936685e-158,"0","Gm35188"
"Btbd3",1.24455844762326e-162,0.642972217500231,0.547,0.222,4.33940193932804e-158,"0","Btbd3"
"Bcan",4.91278793727819e-162,0.474838153999885,0.294,0.065,1.71294177009079e-157,"0","Bcan"
"Klf3",1.4713389337128e-161,0.518089564906589,0.291,0.066,5.13011746017641e-157,"0","Klf3"
"Gabrd",6.34621064996623e-160,0.567235395899687,0.392,0.119,2.21273326732373e-155,"0","Gabrd"
"Gria3",2.30228447486892e-157,0.587086090106256,0.956,0.668,8.02737527852547e-153,"0","Gria3"
"Ank1",3.39328669825409e-157,0.68573576777869,0.642,0.316,1.18313727308025e-152,"0","Ank1"
"Rora",3.63310669663961e-157,0.549046778717725,0.958,0.774,1.26675531191733e-152,"0","Rora"
"Magi1",1.67372577774723e-156,0.575420262269577,0.95,0.776,5.83577966927128e-152,"0","Magi1"
"Cplx1",3.687009714284e-155,0.653059108356248,0.564,0.246,1.2855496770794e-150,"0","Cplx1"
"Cntnap2",9.04791913898513e-155,0.441898039660195,0.998,0.933,3.15473796618994e-150,"0","Cntnap2"
"Lhfp",9.25546035528259e-155,0.539292491808692,0.292,0.069,3.22710136207638e-150,"0","Lhfp"
"Arap2",9.38751990100747e-155,0.633892071231576,0.497,0.19,3.27314656388427e-150,"0","Arap2"
"Plch2",1.1810943528929e-152,0.514765776277845,0.351,0.1,4.11812168023168e-148,"0","Plch2"
"Ctnnd2",1.70281812195381e-152,0.472234335575835,0.985,0.911,5.93721594581636e-148,"0","Ctnnd2"
"Kcnq3",3.52666830118201e-150,0.623824157655818,0.908,0.612,1.22964343657313e-145,"0","Kcnq3"
"Cacna1a",1.54974161828623e-148,0.571399045679261,0.953,0.76,5.40348410047861e-144,"0","Cacna1a"
"Alk",1.72169360585221e-148,0.448177077947402,0.808,0.427,6.0030290955249e-144,"0","Alk"
"Kcna1",4.37036363711181e-148,0.666696639595733,0.522,0.224,1.52381468935177e-143,"0","Kcna1"
"Tenm2",3.45315837273181e-145,0.688645559004784,0.974,0.801,1.2040127298204e-140,"0","Tenm2"
"Manba",1.1703242645808e-144,0.55197568154527,0.354,0.108,4.08056961331389e-140,"0","Manba"
"Sfxn5",5.62416477939746e-144,0.594791944693146,0.461,0.179,1.96097753363251e-139,"0","Sfxn5"
"Lsamp",3.07106410834465e-143,0.473741218799691,0.998,0.933,1.07078792265653e-138,"0","Lsamp"
"Lpp",5.25912693601916e-143,0.602939907962384,0.497,0.202,1.8336997887818e-138,"0","Lpp"
"Trpc4",5.18830158632949e-142,0.586387334856604,0.644,0.297,1.8090051141055e-137,"0","Trpc4"
"Rps6ka2",1.30738960117843e-141,0.583565579801486,0.483,0.194,4.55847532242884e-137,"0","Rps6ka2"
"Pkp4",3.75651892287413e-141,0.638764514585353,0.75,0.441,1.30978545283852e-136,"0","Pkp4"
"Arhgap5",5.37585597138703e-140,0.625953603184965,0.812,0.521,1.87439970154352e-135,"0","Arhgap5"
"Dgkh",1.98765731382412e-139,0.646522055655806,0.648,0.33,6.93036475611055e-135,"0","Dgkh"
"Tspan9",4.3330705886148e-139,0.435682147126036,0.26,0.059,1.51081172213232e-134,"0","Tspan9"
"Kcnmb2",4.53027181634112e-139,0.517618848008344,0.955,0.661,1.57956987420366e-134,"0","Kcnmb2"
"Vwc2",2.65628378342816e-138,0.560701169630745,0.668,0.333,9.26166466767896e-134,"0","Vwc2"
"Prkacb",7.74744190631441e-138,0.631029086271754,0.708,0.392,2.70130056947464e-133,"0","Prkacb"
"4930517O19Rik",2.25492663359588e-137,0.626756684482178,0.715,0.394,7.86225269335875e-133,"0","4930517O19Rik"
"Cep83",2.9218542890187e-137,0.583459967711827,0.534,0.238,1.01876293495215e-132,"0","Cep83"
"Sorbs2os",3.73685274238704e-137,0.615315568428733,0.714,0.399,1.30292844568809e-132,"0","Sorbs2os"
"Scn8a",5.56144444790427e-137,0.606559721195751,0.81,0.529,1.93910883565078e-132,"0","Scn8a"
"4933413L06Rik",6.11060180853136e-137,0.629951930191089,0.524,0.226,2.13058353258063e-132,"0","4933413L06Rik"
"Nrg3",1.79458499220127e-134,0.313906435629928,0.997,0.882,6.25717949230818e-130,"0","Nrg3"
"Dgki",4.38288541975753e-134,0.518664961767462,0.891,0.639,1.52818065930686e-129,"0","Dgki"
"Klhl32",8.57293633642581e-134,0.597248588070333,0.72,0.402,2.98912571242159e-129,"0","Klhl32"
"Exoc4",4.70578157613946e-133,0.556826821712808,0.893,0.657,1.64076486215255e-128,"0","Exoc4"
"Hs3st1",1.0273511881686e-132,0.475828446343638,0.313,0.09,3.58206538778746e-128,"0","Hs3st1"
"Luzp1",3.09035114257492e-132,0.621616770746686,0.659,0.349,1.0775127328816e-127,"0","Luzp1"
"Robo1",5.65072373055026e-132,0.574773594744328,0.972,0.798,1.97023784313096e-127,"0","Robo1"
"Usp6nl",6.01011396632376e-132,0.473939143080321,0.303,0.085,2.09554643663811e-127,"0","Usp6nl"
"St6galnac5",1.42920963186027e-131,0.478881752087486,0.583,0.249,4.98322522340721e-127,"0","St6galnac5"
"Rcan2",1.21242164085436e-130,0.58005318814518,0.741,0.426,4.2273505351669e-126,"0","Rcan2"
"Gm43175",2.42369627160804e-130,0.480670488709326,0.351,0.113,8.45070179021574e-126,"0","Gm43175"
"Cux2",3.14034202649844e-130,0.574229346781568,0.606,0.293,1.09494305437921e-125,"0","Cux2"
"Osbpl1a",6.40945888108627e-130,0.580922362376684,0.655,0.344,2.23478602806835e-125,"0","Osbpl1a"
"Gm13963",9.36079157396118e-130,0.562120588510186,0.413,0.155,3.26382719809304e-125,"0","Gm13963"
"Nos1ap",1.16669143847629e-129,0.545305662381902,0.772,0.442,4.06790303853529e-125,"0","Nos1ap"
"Rerg",2.7668352299403e-128,0.50219891322312,0.354,0.115,9.64712439623284e-124,"0","Rerg"
"Peg3",3.2209688997098e-127,0.533615510586388,0.93,0.734,1.12305522626182e-122,"0","Peg3"
"Ttc39b",5.40436978843863e-127,0.543572079743587,0.493,0.21,1.8843416141349e-122,"0","Ttc39b"
"Gm48893",1.34418879871479e-126,0.533559423516492,0.385,0.138,4.68678308447886e-122,"0","Gm48893"
"Gm48091",1.42842045298605e-126,0.616703395005446,0.608,0.302,4.98047359342648e-122,"0","Gm48091"
"Slc25a3",8.47091805460344e-126,0.565483105793387,0.852,0.568,2.95355499809858e-121,"0","Slc25a3"
"Luzp2",9.71862090790883e-125,0.80170813181044,0.743,0.512,3.38859155196057e-120,"0","Luzp2"
"Pla2g3",4.12291633238619e-124,0.431768357510353,0.402,0.142,1.43753723761309e-119,"0","Pla2g3"
"Vwa8",4.38998152824617e-124,0.581907452539027,0.7,0.402,1.53065485945359e-119,"0","Vwa8"
"St8sia1",5.85256847828365e-123,0.51319692998786,0.442,0.177,2.04061505132316e-118,"0","St8sia1"
"Gabrg2",9.51045313863543e-123,0.576513591503788,0.764,0.47,3.31600969584801e-118,"0","Gabrg2"
"Sparcl1",1.03077123597115e-122,0.587219833699597,0.733,0.432,3.59399006846063e-118,"0","Sparcl1"
"Gm46102",1.40545888458942e-122,0.668964175274006,0.366,0.132,4.90041349289794e-118,"0","Gm46102"
"Dcbld2",4.11764498525164e-122,0.467065401961291,0.335,0.109,1.43569927700769e-117,"0","Dcbld2"
"9330162G02Rik",4.49908444984193e-122,0.500601115364265,0.969,0.828,1.56869577512639e-117,"0","9330162G02Rik"
"Nxph1",1.7492014161457e-120,0.462318386388243,0.99,0.631,6.09894057767523e-116,"0","Nxph1"
"Ahr",3.53175933771675e-120,0.475465895983477,0.284,0.083,1.2314185282817e-115,"0","Ahr"
"Col19a1",1.12985750003385e-119,0.551104064398675,0.731,0.41,3.93947414536802e-115,"0","Col19a1"
"Rarb",3.20795020380438e-119,0.373668587488951,0.287,0.081,1.11851599756047e-114,"0","Rarb"
"Lynx1",2.07449219232649e-118,0.529527035165914,0.437,0.178,7.23313192698477e-114,"0","Lynx1"
"Plekhh2",2.65897785603394e-118,0.504942560031031,0.452,0.19,9.27105809063352e-114,"0","Plekhh2"
"Etl4",5.95682434693045e-118,0.294853123848027,0.986,0.759,2.07696594504424e-113,"0","Etl4"
"Cap2",3.24510131210766e-117,0.558875802222399,0.613,0.316,1.13146947449258e-112,"0","Cap2"
"Trpc3",9.76595433526403e-117,0.460248709371236,0.262,0.071,3.40509529807651e-112,"0","Trpc3"
"Xkr4",2.75828527855743e-116,0.453229523955408,0.989,0.831,9.6173132807462e-112,"0","Xkr4"
"Arhgap15",1.59743226052931e-115,0.555782208483725,0.416,0.166,5.56976706278755e-111,"0","Arhgap15"
"Lekr1",2.4592857226121e-115,0.57973577720254,0.499,0.231,8.5747915290316e-111,"0","Lekr1"
"4930578G10Rik",3.81472098397866e-115,0.513268071092035,0.504,0.227,1.33007876548384e-110,"0","4930578G10Rik"
"Plxna4os3",4.58154687030244e-115,0.486534848630438,0.369,0.134,1.59744794726835e-110,"0","Plxna4os3"
"Snph",5.98492571774899e-115,0.563462664660186,0.65,0.366,2.08676405000754e-110,"0","Snph"
"Ntn4",2.02613845850396e-114,0.378851649108991,0.289,0.085,7.06453696326577e-110,"0","Ntn4"
"Grm5",2.60851315545866e-114,0.421547852994159,0.989,0.86,9.09510281913771e-110,"0","Grm5"
"Stard9",3.37631715849074e-113,0.42867478362891,0.333,0.113,1.17722050365096e-108,"0","Stard9"
"Ppfia2",1.16512672364985e-112,0.456312547261086,0.944,0.793,4.06244734734993e-108,"0","Ppfia2"
"Tox3",3.5687139446215e-112,0.417484843071763,0.662,0.337,1.24430349107118e-107,"0","Tox3"
"Mb21d2",5.16182667389109e-112,0.475643707921661,0.308,0.1,1.79977410638561e-107,"0","Mb21d2"
"Adamts6",4.79579174613897e-111,0.511375862240581,0.356,0.129,1.67214870812628e-106,"0","Adamts6"
"Lrrtm4",4.33363683271631e-109,0.590036433485042,0.907,0.855,1.51100915446319e-104,"0","Lrrtm4"
"Mir124-2hg",9.73539644723902e-109,0.504217035585949,0.582,0.298,3.39444067925883e-104,"0","Mir124-2hg"
"Pals2",2.19116640666083e-108,0.566168442030259,0.642,0.363,7.63993991010433e-104,"0","Pals2"
"Utrn",2.31186813135403e-108,0.52467984632034,0.724,0.408,8.06079061359208e-104,"0","Utrn"
"Pigk",4.43701474544086e-108,0.518078974225082,0.677,0.38,1.54705393129286e-103,"0","Pigk"
"Unc5d",1.65567013187769e-107,0.472074184739666,0.725,0.385,5.77282504881795e-103,"0","Unc5d"
"Ppip5k2",7.4206478166294e-107,0.536331464437859,0.527,0.262,2.58735727422417e-102,"0","Ppip5k2"
"Lnx1",4.91531740615172e-106,0.512008681459582,0.482,0.225,1.71382372000292e-101,"0","Lnx1"
"Clec16a",5.12559428696339e-105,0.527360855817299,0.56,0.288,1.78714096003553e-100,"0","Clec16a"
"Camta1",9.69475923282529e-105,0.505766122128506,0.887,0.679,3.38027170170919e-100,"0","Camta1"
"Stambpl1",3.32299588160051e-104,0.52467687955498,0.446,0.2,1.15862897403765e-99,"0","Stambpl1"
"Gabra1",1.22601575026438e-103,0.491167166726098,0.744,0.438,4.2747491164468e-99,"0","Gabra1"
"Oxr1",1.0898030906441e-102,0.330077478893755,0.979,0.769,3.79981643614879e-98,"0","Oxr1"
"E430024P14Rik",2.26752738215173e-102,0.456939312891385,0.34,0.127,7.90618772334842e-98,"0","E430024P14Rik"
"Slc6a1",3.5703404777891e-102,0.460929541180654,0.842,0.568,1.24487061439072e-97,"0","Slc6a1"
"Inpp5j",5.22724354398186e-102,0.363035284559983,0.305,0.1,1.82258300648015e-97,"0","Inpp5j"
"Cacng2",3.93126349488116e-101,0.512239983408367,0.656,0.381,1.37071364276021e-96,"0","Cacng2"
"Agbl4",5.68623160796306e-101,0.487037141176319,0.906,0.67,1.98261837474848e-96,"0","Agbl4"
"Gabrb2",7.1651447757442e-101,0.410821197864807,0.87,0.56,2.49827102895873e-96,"0","Gabrb2"
"Fut9",7.30879269165649e-101,0.520474492170957,0.796,0.507,2.54835674779987e-96,"0","Fut9"
"Ttll11",8.30901692147775e-101,0.51360071932567,0.629,0.353,2.89710493001165e-96,"0","Ttll11"
"Elapor2",4.71068029465260e-100,0.531931596975056,0.547,0.283,1.64247289833652e-95,"0","Elapor2"
"Cdh7",4.09017656204615e-99,0.509791486032054,0.45,0.202,1.42612186188863e-94,"0","Cdh7"
"Thrb",5.86218601923946e-99,0.440678414846699,0.947,0.691,2.04396839932822e-94,"0","Thrb"
"Acsl3",6.3250790920319e-99,0.533722538198296,0.506,0.251,2.20536532701876e-94,"0","Acsl3"
"Nav3",3.93458827460258e-98,0.315199061804062,0.986,0.851,1.37187289370568e-93,"0","Nav3"
"Lrrc4",4.41636771523787e-98,0.526651807200018,0.656,0.384,1.53985493127199e-93,"0","Lrrc4"
"Scn1b",5.48645910161035e-98,0.495318294252614,0.534,0.272,1.91296369495848e-93,"0","Scn1b"
"Afap1",2.5818924226561e-97,0.485067297668176,0.535,0.272,9.00228431007503e-93,"0","Afap1"
"Grm3",4.94220071291623e-97,0.418588777662195,0.586,0.304,1.7231971225725e-92,"0","Grm3"
"Tmem178",1.17484147963133e-96,0.457159643324164,0.521,0.259,4.09631978703056e-92,"0","Tmem178"
"Myo6",3.2490194922696e-95,0.420657032897294,0.431,0.189,1.13283562636964e-90,"0","Myo6"
"Apbb2",6.63175040362857e-95,0.486736105780548,0.588,0.322,2.31229241323317e-90,"0","Apbb2"
"Dip2a",1.8752668711218e-94,0.46554739563214,0.531,0.274,6.53849299954038e-90,"0","Dip2a"
"Moxd1",2.18562302362891e-94,0.507010120699444,0.262,0.086,7.62061179648693e-90,"0","Moxd1"
"Sorbs1",8.47774317745284e-94,0.455568549992291,0.88,0.667,2.95593471368248e-89,"0","Sorbs1"
"Osbpl3",1.97797103313833e-93,0.492136770706251,0.697,0.419,6.8965916012434e-89,"0","Osbpl3"
"Ube3a",4.80720648230848e-93,0.421588479418046,0.972,0.868,1.6761286841865e-88,"0","Ube3a"
"Alcam",1.098073547124e-92,0.326622988637791,0.768,0.453,3.82865303675726e-88,"0","Alcam"
"Las1l",1.27171032204037e-92,0.48782979113622,0.621,0.352,4.43407237985817e-88,"0","Las1l"
"Lmo3",4.06147065531234e-92,0.420059312036547,0.393,0.166,1.41611297338775e-87,"0","Lmo3"
"Wasf3",4.55286395940418e-92,0.472672541847859,0.603,0.337,1.58744707672545e-87,"0","Wasf3"
"Lgi2",5.92990061613039e-91,0.447423633926367,0.447,0.205,2.06757844782618e-86,"0","Lgi2"
"Strbp",1.64309844742393e-90,0.371592620528387,0.979,0.888,5.728991356633e-86,"0","Strbp"
"Immp2l",4.33105885479392e-90,0.474360696893516,0.69,0.418,1.510110290901e-85,"0","Immp2l"
"Aldh1l2",1.43936617605309e-89,0.395040577189398,0.251,0.081,5.01863804604431e-85,"0","Aldh1l2"
"Snhg14",1.54336229164213e-89,0.381833478807005,0.967,0.873,5.38124130226862e-85,"0","Snhg14"
"Nrg3os",1.71296746365406e-89,0.320375890575183,0.926,0.673,5.97260365552261e-85,"0","Nrg3os"
"Prickle2",5.33087028007197e-89,0.455555321262468,0.79,0.524,1.85871454055269e-84,"0","Prickle2"
"Mmp16",5.56346931150121e-89,0.461456159690127,0.859,0.608,1.93981484484113e-84,"0","Mmp16"
