"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Arhgap18",1.94209156441386e-195,0.732621879766394,0.476,0.161,6.77149065764181e-191,"0","Arhgap18"
"Fmn1",2.55042617324697e-195,0.87323236633064,0.657,0.321,8.89257093826022e-191,"0","Fmn1"
"Tmem132cos",4.86736907825827e-187,0.673431954909919,0.321,0.072,1.69710557651631e-182,"0","Tmem132cos"
"Cdh18",3.04041908604581e-185,0.684201954098117,0.702,0.338,1.06010292273159e-180,"0","Cdh18"
"Kcnmb2",1.10323497524391e-184,0.614962729036084,0.957,0.649,3.84664938818295e-180,"0","Kcnmb2"
"Gm20033",4.73894109031596e-183,0.57303736163158,0.312,0.069,1.65232658996046e-178,"0","Gm20033"
"Pde5a",8.746901498785e-183,0.58447558120293,0.47,0.153,3.04978214558137e-178,"0","Pde5a"
"Nebl",2.12465628804637e-182,0.650787988332051,0.917,0.665,7.40803907953128e-178,"0","Nebl"
"Wwox",3.54402807223009e-182,0.747578925840108,0.87,0.566,1.23569626794447e-177,"0","Wwox"
"Gm35188",3.92425226212172e-182,0.755075949071524,0.812,0.503,1.36826903623398e-177,"0","Gm35188"
"Lpp",5.59662085254328e-181,0.672752891000895,0.505,0.187,1.95137379265626e-176,"0","Lpp"
"Tspan9",6.75208539340849e-176,0.484053946267265,0.266,0.049,2.35424961411974e-171,"0","Tspan9"
"Bcan",3.34115010226719e-175,0.47869928544385,0.287,0.058,1.1649588061575e-170,"0","Bcan"
"Pigk",1.38267518949874e-174,0.753261485513703,0.699,0.36,4.82097358322524e-170,"0","Pigk"
"Gsdme",4.54526036791503e-173,0.754805136516036,0.734,0.399,1.58479593248093e-168,"0","Gsdme"
"4930447N08Rik",7.45795619853774e-172,0.559449403055196,0.424,0.13,2.60036558774415e-167,"0","4930447N08Rik"
"Gabrd",8.53823124570461e-172,0.577791345391859,0.382,0.111,2.97702508843983e-167,"0","Gabrd"
"Galnt17",6.43813106429142e-169,0.64436839372554,0.588,0.256,2.24478315818649e-164,"0","Galnt17"
"Exoc4",6.49996067873268e-169,0.624128378989701,0.896,0.646,2.26634128985372e-164,"0","Exoc4"
"Msrb3",1.34010317012297e-167,0.556995603809277,0.325,0.083,4.67253772326777e-163,"0","Msrb3"
"Tenm1",1.54144119892796e-166,0.779753580411133,0.871,0.657,5.37454302830211e-162,"0","Tenm1"
"Cplx1",9.92162844259724e-166,0.660268457938452,0.552,0.238,3.45937418908038e-161,"0","Cplx1"
"Manba",2.05548735377811e-165,0.585829947613028,0.351,0.099,7.16686775641812e-161,"0","Manba"
"Plch2",5.34881268540734e-163,0.525111830249367,0.342,0.093,1.86497051902098e-158,"0","Plch2"
"Ank1",5.924382357208e-163,0.676522881191888,0.628,0.308,2.06565439648771e-158,"0","Ank1"
"Cacna1a",9.89082975066038e-163,0.581074666921253,0.952,0.752,3.44863560916275e-158,"0","Cacna1a"
"Rarb",3.25678104946622e-160,0.455701735396764,0.297,0.069,1.13554184851739e-155,"0","Rarb"
"Robo1",4.35676443956063e-160,0.662874772442982,0.966,0.793,1.5190730571416e-155,"0","Robo1"
"Arhgap5",1.45895762062559e-157,0.646569761050225,0.806,0.512,5.08694753583524e-153,"0","Arhgap5"
"Cntnap2",4.01576396853063e-157,0.4368499578952,0.996,0.931,1.40017642290757e-152,"0","Cntnap2"
"Dgki",4.75673763089162e-156,0.546243165000805,0.889,0.63,1.65853170976298e-151,"0","Dgki"
"Thrb",5.65612370171135e-155,0.590017866806573,0.95,0.679,1.9721206510757e-150,"0","Thrb"
"Lhfp",8.69543828339453e-154,0.525912131956467,0.279,0.065,3.03183846627117e-149,"0","Lhfp"
"Magi1",1.51540717397521e-152,0.548079550608895,0.941,0.772,5.28377019349935e-148,"0","Magi1"
"Adamts6",2.0225484868156e-152,0.592276267001258,0.369,0.115,7.05201980897996e-148,"0","Adamts6"
"Dgkh",2.96830568863652e-152,0.664182959005222,0.638,0.32,1.0349591444569e-147,"0","Dgkh"
"Sorbs2os",4.70599144598064e-152,0.631108660477327,0.707,0.389,1.64083803747007e-147,"0","Sorbs2os"
"Klf3",4.8381482100695e-151,0.486920456797057,0.273,0.063,1.68691713640493e-146,"0","Klf3"
"4933413L06Rik",7.44908298721538e-151,0.64557397533904,0.516,0.217,2.59727176515239e-146,"0","4933413L06Rik"
"Pdzrn3",4.55956482526766e-148,0.688913713133773,0.43,0.16,1.58978346762608e-143,"0","Pdzrn3"
"Plekhh2",5.35650298791654e-147,0.56089461003882,0.457,0.178,1.86765189679686e-142,"0","Plekhh2"
"Utrn",1.35698930213254e-146,0.613391959953571,0.737,0.39,4.73141459974552e-142,"0","Utrn"
"Lrrtm4",5.70814389048727e-146,0.661993255163038,0.915,0.85,1.9902585302962e-141,"0","Lrrtm4"
"Gria4",1.02182423784458e-145,0.541288212327987,0.968,0.903,3.56279457009269e-141,"0","Gria4"
"Cux2",7.16547914249651e-145,0.594842289269849,0.599,0.283,2.49838761261426e-140,"0","Cux2"
"Pkp4",1.04985324621733e-144,0.630902173805299,0.734,0.434,3.66052331358597e-140,"0","Pkp4"
"Kcnq3",1.40062456579958e-144,0.591362362754491,0.893,0.605,4.88355767357341e-140,"0","Kcnq3"
"Kcna1",4.83737632898362e-144,0.638186123148252,0.503,0.219,1.68664800462672e-139,"0","Kcna1"
"St8sia1",6.20947355306214e-144,0.553719632347419,0.44,0.167,2.16505714374618e-139,"0","St8sia1"
"Luzp1",8.16298223499583e-144,0.636417587086911,0.648,0.34,2.846187015876e-139,"0","Luzp1"
"Arap2",2.65786976929828e-143,0.587934130303663,0.473,0.186,9.26719452461232e-139,"0","Arap2"
"Stard9",5.01351416610667e-142,0.488409411412181,0.338,0.102,1.74806198429641e-137,"0","Stard9"
"Kcnip4",5.3052789194811e-142,0.672923990728476,0.972,0.785,1.84979160085548e-137,"0","Kcnip4"
"Rcan2",4.61511207080346e-141,0.591970260513446,0.731,0.416,1.60915112572704e-136,"0","Rcan2"
"Vwa8",6.82205294909449e-141,0.6058589289141,0.695,0.391,2.37864520176078e-136,"0","Vwa8"
"Nos1ap",2.03601437953274e-140,0.559085898021262,0.761,0.433,7.0989713371168e-136,"0","Nos1ap"
"Osbpl1a",4.15313482690607e-140,0.584583341330174,0.648,0.334,1.44807352009734e-135,"0","Osbpl1a"
"Ttc39b",5.89592056853482e-140,0.565640524252524,0.485,0.201,2.05573062463104e-135,"0","Ttc39b"
"Slc25a3",2.85255887087306e-138,0.584929957597245,0.842,0.561,9.9460170150731e-134,"0","Slc25a3"
"Pla2g3",3.87430476631192e-138,0.453659274129194,0.396,0.134,1.35085384286998e-133,"0","Pla2g3"
"Btbd3",3.03036520523878e-137,0.575046272651687,0.51,0.223,1.0565974361106e-132,"0","Btbd3"
"Ctnnd2",3.31178331757223e-137,0.434457669456848,0.986,0.908,1.15471948933791e-132,"0","Ctnnd2"
"Unc5d",7.9193074604454e-137,0.551174792797627,0.729,0.369,2.7612249322335e-132,"0","Unc5d"
"4930517O19Rik",1.90103037239095e-136,0.599856095016148,0.699,0.387,6.62832259941553e-132,"0","4930517O19Rik"
"Sfxn5",4.43195681983027e-136,0.562092451474607,0.439,0.176,1.54529038437022e-131,"0","Sfxn5"
"Scn8a",4.69330877713116e-136,0.586061942449447,0.799,0.521,1.63641597132232e-131,"0","Scn8a"
"Cep83",6.50655627981924e-135,0.558347127178168,0.516,0.232,2.26864097808458e-130,"0","Cep83"
"9330162G02Rik",1.61078543555141e-134,0.511445455454266,0.968,0.822,5.61632557813709e-130,"0","9330162G02Rik"
"Agbl4",2.24702925958336e-134,0.567205836469573,0.905,0.661,7.83471691938931e-130,"0","Agbl4"
"Gm43175",4.51684239219101e-133,0.471522982522758,0.34,0.107,1.57488743688524e-128,"0","Gm43175"
"Ahr",3.12700692175976e-132,0.491238449675868,0.279,0.077,1.09029350340998e-127,"0","Ahr"
"Peg3",4.81363999333811e-132,0.52967154837031,0.923,0.729,1.6783718564772e-127,"0","Peg3"
"Mmp16",6.30353545840744e-132,0.614199536189938,0.862,0.596,2.19785370828292e-127,"0","Mmp16"
"Hs3st1",7.78456747432254e-132,0.467794260407538,0.3,0.086,2.71424514127204e-127,"0","Hs3st1"
"Prkacb",5.23119375578975e-131,0.59244179425864,0.687,0.387,1.82396032683121e-126,"0","Prkacb"
"Gabrg2",1.44149746290922e-130,0.57295378554238,0.756,0.461,5.02606920392558e-126,"0","Gabrg2"
"Lsamp",2.30768302116577e-130,0.415772891264909,0.998,0.93,8.04619838989868e-126,"0","Lsamp"
"Nxph1",4.15391403606841e-130,0.454784242919716,0.989,0.617,1.44834520695597e-125,"0","Nxph1"
"Lynx1",6.77356087147886e-130,0.53663255784072,0.43,0.17,2.36173746905854e-125,"0","Lynx1"
"Grm5",1.52192218901745e-128,0.439651721976378,0.988,0.855,5.30648609644714e-124,"0","Grm5"
"Usp6nl",1.5347439158835e-128,0.447150562600127,0.289,0.082,5.35119161151099e-124,"0","Usp6nl"
"Vwc2",6.96629649650255e-127,0.508151019059207,0.641,0.329,2.42893859943554e-122,"0","Vwc2"
"Gm49003",4.53835572891766e-125,0.522720076244527,0.414,0.162,1.58238849200172e-120,"0","Gm49003"
"Gabra1",1.32990135462384e-124,0.516685083317422,0.747,0.425,4.63696705316694e-120,"0","Gabra1"
"Gabrb2",4.37777490802924e-123,0.449570318348348,0.87,0.547,1.52639877718255e-118,"0","Gabrb2"
"Lekr1",7.29284500298677e-123,0.585537474469224,0.489,0.224,2.5427962671914e-118,"0","Lekr1"
"Snhg4",1.55249432648211e-122,0.521786411117135,0.381,0.143,5.41308196814518e-118,"0","Snhg4"
"4930578G10Rik",5.84639069854018e-122,0.515687865499991,0.494,0.219,2.03846104486e-117,"0","4930578G10Rik"
"Alk",7.25070411766741e-122,0.3429471152269,0.772,0.425,2.5281030047071e-117,"0","Alk"
"Mir124-2hg",1.0425363289985e-121,0.522340380214567,0.576,0.288,3.63501141831905e-117,"0","Mir124-2hg"
"Plxna4os3",1.53337210089492e-121,0.490616106665777,0.359,0.128,5.3464085041903e-117,"0","Plxna4os3"
"Lgi2",3.79323270726402e-121,0.533339572808655,0.455,0.192,1.32258644804175e-116,"0","Lgi2"
"Snph",1.83157880168599e-120,0.568565179343541,0.638,0.359,6.38616580783854e-116,"0","Snph"
"Rerg",1.03937959687625e-119,0.4640854151098,0.335,0.113,3.62400484042841e-115,"0","Rerg"
"Xkr4",1.40723647124259e-119,0.44827762353684,0.988,0.824,4.90661140428153e-115,"0","Xkr4"
"Osbpl3",4.25079909196716e-119,0.547631102154461,0.702,0.406,1.48212611939619e-114,"0","Osbpl3"
"Ltbp1",5.18171405515223e-119,0.486221964651478,0.258,0.07,1.80670823960993e-114,"0","Ltbp1"
"Kcnj3",1.64537744367632e-118,0.449412505938073,0.864,0.606,5.73693753286621e-114,"0","Kcnj3"
"Arhgap15",2.57921412028745e-118,0.540389381978215,0.404,0.16,8.99294587320626e-114,"0","Arhgap15"
"Csmd1",6.84924434108339e-118,0.430728866287557,0.995,0.889,2.38812602440555e-113,"0","Csmd1"
"Gm48091",1.06703262820295e-117,0.570512991234595,0.584,0.298,3.72042266475521e-113,"0","Gm48091"
"Gm48893",1.24074606907313e-117,0.494005029845792,0.365,0.135,4.32610931903729e-113,"0","Gm48893"
"St8sia4",1.7009552461421e-117,0.484188232997921,0.425,0.174,5.93072065672367e-113,"0","St8sia4"
"Sparcl1",2.74551320546914e-117,0.553899620915579,0.711,0.428,9.57278089350926e-113,"0","Sparcl1"
"Frmd5",6.63360366009146e-117,0.477406431411505,0.955,0.752,2.31293858816409e-112,"0","Frmd5"
"Ntn4",1.20928217847457e-116,0.369376908969261,0.279,0.081,4.21640417168729e-112,"0","Ntn4"
"Camta1",2.88244957197744e-116,0.51524354936385,0.882,0.672,1.00502369226137e-111,"0","Camta1"
"Cap2",5.2916054501132e-116,0.539335811389129,0.596,0.31,1.84502407229097e-111,"0","Cap2"
"Stambpl1",9.27576412276716e-116,0.532613711041952,0.441,0.191,3.23418067668523e-111,"0","Stambpl1"
"Inpp5j",1.15587771835081e-115,0.378307834977636,0.302,0.093,4.03019884057378e-111,"0","Inpp5j"
"Satb1",2.59808181266813e-115,0.417606997485368,0.588,0.272,9.05873185622998e-111,"0","Satb1"
"Myo6",1.19184114565224e-114,0.470647490528705,0.432,0.179,4.15559252254566e-110,"0","Myo6"
"Rps6ka2",2.2778755317064e-114,0.508521290692542,0.447,0.196,7.94226861640072e-110,"0","Rps6ka2"
"Ppip5k2",3.89701540580657e-114,0.526365573384514,0.519,0.254,1.35877236154258e-109,"0","Ppip5k2"
"Fut9",6.01501362819929e-114,0.542678309223141,0.789,0.498,2.09725480174425e-109,"0","Fut9"
"Tmem178",3.02325116600828e-113,0.488469734441865,0.519,0.249,1.05411698405211e-108,"0","Tmem178"
"Srrm4os",5.57105537755004e-112,0.416385745433453,0.361,0.13,1.94245987849037e-107,"0","Srrm4os"
"Dcbld2",1.87409204482721e-110,0.426557473160617,0.315,0.108,6.53439673269904e-106,"0","Dcbld2"
"Ube3a",2.22257082413512e-110,0.441412064357065,0.971,0.864,7.74943769251193e-106,"0","Ube3a"
"Myo1b",2.51490398464631e-109,0.450215835272596,0.302,0.1,8.76871572326629e-105,"0","Myo1b"
"Gm13963",2.82094537961385e-108,0.502243096103151,0.383,0.156,9.83579025509962e-104,"0","Gm13963"
"Ctnna1",5.98951208756811e-108,0.435788345911641,0.312,0.108,2.08836317957237e-103,"0","Ctnna1"
"Cacng2",6.22766858935154e-108,0.518163377493621,0.646,0.373,2.1714012070492e-103,"0","Cacng2"
"Tenm2",6.9076225865583e-108,0.570640190070626,0.958,0.8,2.40848076725528e-103,"0","Tenm2"
"Pals2",2.67072420857166e-107,0.546410066832857,0.627,0.358,9.31201409802682e-103,"0","Pals2"
"Far2",6.76206910723598e-107,0.54227675983928,0.471,0.224,2.35773063561997e-102,"0","Far2"
"Fam81a",2.76227798616718e-106,0.421616737461447,0.365,0.139,9.6312346543691e-102,"0","Fam81a"
"Gria1",9.49908678091224e-106,0.333649767076495,0.983,0.839,3.31204658790067e-101,"0","Gria1"
"Mb21d2",1.10308928462165e-105,0.449104375287475,0.292,0.097,3.84614140869032e-101,"0","Mb21d2"
"Rora",2.80964621684879e-105,0.415583401733993,0.93,0.776,9.79639346428668e-101,"0","Rora"
"Sorbs1",1.01826491813573e-104,0.467649618795885,0.876,0.66,3.55038429006384e-100,"0","Sorbs1"
"Gm6994",2.75702364185317e-104,0.535739654548761,0.409,0.177,9.61291433204945e-100,"0","Gm6994"
"Afap1",4.97798355462173e-103,0.482532898145429,0.525,0.264,1.73567352598996e-98,"0","Afap1"
"Clec16a",1.05933310520055e-102,0.506182484428793,0.542,0.284,3.69357673790276e-98,"0","Clec16a"
"Strbp",1.34021017382006e-102,0.384457714445002,0.98,0.884,4.6729108130584e-98,"0","Strbp"
"Ttll11",2.69028020495167e-101,0.496851617563336,0.616,0.346,9.38019999060498e-97,"0","Ttll11"
"1700111E14Rik",8.74326212302811e-100,0.468303178355205,0.54,0.279,3.04851320443621e-95,"0","1700111E14Rik"
"Lnx1",1.1563548951269e-99,0.47708105616163,0.462,0.221,4.03186261283897e-95,"0","Lnx1"
"Sorbs2",4.64414165569749e-99,0.407327911682747,0.903,0.69,1.61927287109204e-94,"0","Sorbs2"
"Immp2l",2.58270433021748e-98,0.490620142939468,0.681,0.41,9.00511518816929e-94,"0","Immp2l"
"Wasf3",3.87745019836414e-98,0.473079891071546,0.594,0.329,1.35195056066363e-93,"0","Wasf3"
"Snhg14",5.94559404733962e-98,0.386981417428233,0.964,0.87,2.0730502764859e-93,"0","Snhg14"
"Kcns3",9.36685898819075e-98,0.439742401410683,0.45,0.209,3.26594272341247e-93,"0","Kcns3"
"Las1l",4.92015617770337e-97,0.4880490622134,0.61,0.345,1.71551085447984e-92,"0","Las1l"
"Mdga2",5.88224404860874e-97,0.339244656697052,0.987,0.928,2.05096203242841e-92,"0","Mdga2"
"Sycp2",6.63860301029262e-96,0.47401768697121,0.491,0.246,2.31468171159873e-91,"0","Sycp2"
"Scn1b",7.29249396475076e-96,0.471159053110586,0.518,0.267,2.54267387068965e-91,"0","Scn1b"
"Dip2a",2.92548716298734e-95,0.455706759784038,0.516,0.269,1.0200296091188e-90,"0","Dip2a"
"Nav3",5.78747465156112e-95,0.285585424046984,0.982,0.847,2.01791878675982e-90,"0","Nav3"
"Usp25",6.0564485861843e-94,0.462759969609056,0.424,0.199,2.11170192854488e-89,"0","Usp25"
"Lrrc4",7.30606269639474e-94,0.499574003123295,0.636,0.38,2.54740488035195e-89,"0","Lrrc4"
"Stac2",8.46896205812817e-94,0.379023448117448,0.284,0.1,2.95287300080755e-89,"0","Stac2"
"Ccdc136",3.35496179776998e-93,0.477313968316125,0.568,0.311,1.16977453002846e-88,"0","Ccdc136"
"Slc6a1",1.17503026199385e-92,0.415461935256338,0.823,0.564,4.09697801449395e-88,"0","Slc6a1"
"Pacsin2",1.25436709851451e-92,0.360642725881996,0.41,0.176,4.37360176239054e-88,"0","Pacsin2"
"Gria3",5.46852328743466e-92,0.420816525578135,0.903,0.675,1.90671001462984e-87,"0","Gria3"
