"","item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"so$nFeature_RNA1","1","N1",1,1498,2347.28304405874,674.165273721608,2337.5,2350.00666666667,626.3985,440,4738,4298,0.000692767458401,0.188473969885281,17.4184887172705
"so$nFeature_RNA2","2","N2",1,1814,2162.74862183021,735.028180049538,2135,2144.01377410468,683.4786,400,5021,4621,0.33094103151478,0.206571323117357,17.2577966891464
"so$nFeature_RNA3","3","N3",1,1513,2380.95042961005,683.896374349235,2351,2379.03798513625,646.4136,406,5352,4946,0.092913829856082,0.435786854891183,17.5821037047924
"so$nFeature_RNA4","4","N4",1,2112,2272.67850378788,909.081429951857,2185,2225.19585798817,1031.8896,503,6371,5868,0.478259896740399,-0.166089100578929,19.7813455498591
"so$nFeature_RNA5","5","N5",1,1506,2423.2390438247,721.420894904032,2431,2432.81674958541,670.1352,498,4978,4480,-0.054676540014933,0.139635222916938,18.5898647864451
