"","item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"so$nFeature_RNA1","1","0",1,2279,2659.47433084686,670.589059466517,2626,2645.33534246575,655.3092,464,5132,4668,0.197452621376099,0.250024525676704,14.047023246161
"so$nFeature_RNA2","2","1",1,1700,2629.54058823529,653.071259182326,2597,2615.34191176471,616.7616,520,5059,4539,0.195743207618926,0.529834551466492,15.8393046039051
"so$nFeature_RNA3","3","2",1,1412,1957.26770538244,459.849160866227,1923.5,1938.2407079646,444.0387,406,3586,3180,0.383771335533331,0.315589071359553,12.2376506159763
"so$nFeature_RNA4","4","3",1,1364,2500.2133431085,600.038919572374,2464.5,2482.66483516484,568.5771,485,5018,4533,0.330266595516777,0.800549015249145,16.2469646387205
"so$nFeature_RNA5","5","4",1,1014,1418.28106508876,483.423494792428,1386,1392.1157635468,491.4819,400,3746,3346,0.670968540539292,1.00157817930296,15.1812934860827
"so$nFeature_RNA6","6","5",1,328,2568.58841463415,890.588479183146,2425.5,2488.92424242424,832.4799,950,6371,5421,1.01734817086354,1.56709797422158,49.1745224304357
"so$nFeature_RNA7","7","6",1,268,1151.15298507463,366.536981122481,1084.5,1115.93518518519,346.1871,545,2537,1992,0.906179494982606,0.75873491007131,22.3898096598855
"so$nFeature_RNA8","8","7",1,78,2524,597.222119265738,2512.5,2502.0625,569.3184,1310,4299,2989,0.360832241257712,0.047071187540682,67.622088992776
