"X.1","X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","p_val_adj.y"
1,"Hip1",1.88814565186932e-07,-0.570855707494828,0.277,0.491,0.00658339744437276,8.14277084813853e-10,-0.643694867835719,0.275,0.491,2.83913991162046e-05
