"X.1","X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","p_val_adj.y"
1,"Fgf1",4.70907639925054e-13,0.607957600628552,0.571,0.318,1.64191366812668e-08,8.9797574844456e-15,0.647670241379056,0.595,0.318,3.13097204210165e-10
