"","item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"so$nCount_RNA1","1","N1",1,11718,4563.72725721113,3178.92050533992,4162,4224.74360068259,3617.544,501,30643,30142,1.00401771736298,1.59080844787895,29.3665494964669
"so$nCount_RNA2","2","N2",1,12120,4485.95585808581,3072.15298745525,4034.5,4149.21214933993,3314.3523,501,22389,21888,1.04106971030661,1.42684030015314,27.9056105563433
"so$nCount_RNA3","3","N3",1,12042,4244.63153961136,3388.23913243762,3223,3765.12082208844,3008.1954,500,33038,32538,1.31986603298093,2.20474490357222,30.8762637860587
"so$nCount_RNA4","4","N4",1,11262,4654.39220387143,3576.58162343674,3506.5,4181.44273029967,3171.2814,500,45842,45342,1.30575961106248,2.97951895455172,33.7023651212633
"so$nCount_RNA5","5","N5",1,11555,4547.35828645608,3507.88216434425,3595,4086.71249323959,3364.0194,500,27652,27152,1.14481833438841,1.3634687321986,32.6332269538491
