"","X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj.x","avg_log2FC_N4_N1_DEGs","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","p_val_adj.y","avg_log2FC_N5_N4","N5_N4_sig","color.code"
"1","Ank2",9.74940391146669e-09,0.614365449485845,0.994,0.968,0.000339932466181109,0.614365449485845,0.0436786798222486,-0.233311598583527,0.948,0.994,1,-0.233311598583527,"non-sig","#00AFBB"
"2","Cald1",2.10059039797273e-08,-0.91132262005402,0.503,0.768,0.000732412854061151,-0.91132262005402,0.6734420895402,0.015605598918909,0.515,0.503,1,0.015605598918909,"non-sig","#00AFBB"
"3","Erc2",2.44086621157044e-07,-0.849441124525343,0.732,0.874,0.00851056821988265,-0.849441124525343,0.0852809671857962,0.321741460778036,0.732,0.732,1,0.321741460778036,"non-sig","#00AFBB"
"4","Rn18s-rs5",1.06862709124102e-09,-0.468568771819631,1,1,3.72598207903005e-05,-0.468568771819631,0.293569509763888,-0.0886157530302967,1,1,1,-0.0886157530302967,"non-sig","#00AFBB"
