,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
Ctsk,0.803943478,-0.000147344,0.011,0.01,1,,,,,
Cabcoco1,0.803943478,0.001172525,0.011,0.01,1,,,,,
Magt1,0.803989966,0.01233562,0.052,0.05,1,,,,,
4930447M23Rik,0.804187165,-0.007738535,0.012,0.011,1,,,,,
Sap130,0.804358757,0.02161841,0.228,0.23,1,,,,,
Ctns,0.804427747,-0.000305319,0.072,0.069,1,,,,,
Gm49741,0.804538058,-0.015570804,0.039,0.041,1,,,,,
4930453C13Rik,0.804572045,-0.017079165,0.012,0.013,1,,,,,
Rabggtb,0.804605075,0.00109027,0.112,0.113,1,,,,,
Rab5if,0.804607218,0.023152813,0.145,0.14,1,,,,,
Atp5d,0.805108443,0.033229916,0.284,0.278,1,,,,,
C2cd4c,0.805184564,0.00857077,0.009,0.009,1,,,,,
Gm44941,0.805184565,0.007360722,0.009,0.009,1,,,,,
Gm973,0.805336738,0.006657093,0.009,0.009,1,,,,,
Api5,0.805379845,0.031774102,0.148,0.152,1,,,,,
0610040F04Rik,0.805599169,-0.013901128,0.024,0.023,1,,,,,
Siah1a,0.805665487,0.02585958,0.157,0.153,1,,,,,
D330050G23Rik,0.805697192,-0.009627305,0.031,0.032,1,,,,,
Copb1,0.805871848,0.020756925,0.164,0.167,1,,,,,
Eif5,0.805934276,-0.002521284,0.328,0.318,1,,,,,
Gm8739,0.805939318,-0.003171671,0.014,0.015,1,,,,,
Lmna,0.8060099,0.005097122,0.094,0.091,1,,,,,
Actr3,0.806060078,0.010005152,0.263,0.264,1,,,,,
Vasp,0.806094671,0.00837697,0.021,0.022,1,,,,,
Gm20555,0.806249934,0.006960363,0.009,0.009,1,,,,,
Gm2582,0.806323082,-0.000872443,0.012,0.011,1,,,,,
Med22,0.806337578,-0.008618841,0.032,0.03,1,,,,,
Adamtsl4,0.806430322,-0.000128102,0.014,0.015,1,,,,,
Gna14,0.806554391,0.003677963,0.009,0.009,1,,,,,
Mpnd,0.806609855,-0.008187134,0.039,0.041,1,,,,,
Zfp935,0.80663534,-0.001545891,0.018,0.017,1,,,,,
Gm16580,0.80670663,0.006455472,0.009,0.009,1,,,,,
Gm50484,0.806858877,0.002027869,0.009,0.009,1,,,,,
Cyb5d1,0.807011132,-0.002054592,0.009,0.009,1,,,,,
Hps3,0.807099818,-0.024360626,0.083,0.084,1,,,,,
Gm15818,0.807134702,-0.001120389,0,0.001,1,,,,,
Rbm6-ps1,0.807134702,-0.001319637,0,0.001,1,,,,,
Gm34727,0.807134702,-0.003037105,0,0.001,1,,,,,
Gm38211,0.807134702,-0.001956116,0,0.001,1,,,,,
Gm16107,0.807134702,-0.000968802,0,0.001,1,,,,,
Dytn,0.807134702,-0.001396494,0,0.001,1,,,,,
Gm25939,0.807134702,-0.001424063,0,0.001,1,,,,,
Fev,0.807134702,-0.000727244,0,0.001,1,,,,,
Gm7609,0.807134702,-0.000749921,0,0.001,1,,,,,
Sp110,0.807134702,-0.002593186,0,0.001,1,,,,,
ENSMUSG00000120706,0.807134702,-0.001277185,0,0.001,1,,,,,
Gm28722,0.807134702,-0.001704989,0,0.001,1,,,,,
Ano7,0.807134702,-0.003031249,0,0.001,1,,,,,
Gm29106,0.807134702,-0.001050943,0,0.001,1,,,,,
Gm28209,0.807134702,-0.000525862,0,0.001,1,,,,,
Sctr,0.807134702,-0.003175807,0,0.001,1,,,,,
Gm28857,0.807134702,-0.000596738,0,0.001,1,,,,,
Gm28856,0.807134702,-0.000623261,0,0.001,1,,,,,
Gm29487,0.807134702,-0.001348412,0,0.001,1,,,,,
Cacna1s,0.807134702,-0.001363244,0,0.001,1,,,,,
Gm37759,0.807134702,-0.000659387,0,0.001,1,,,,,
Mroh3,0.807134702,-0.002154586,0,0.001,1,,,,,
Gpr25,0.807134702,-0.000707325,0,0.001,1,,,,,
Gm28724.1,0.807134702,-0.00101398,0,0.001,1,,,,,
ENSMUSG00000120750,0.807134702,-0.000878711,0,0.001,1,,,,,
2810442N19Rik,0.807134702,-0.001464689,0,0.001,1,,,,,
Gm15852,0.807134702,-0.002077041,0,0.001,1,,,,,
Fcgr4,0.807134702,-0.001774127,0,0.001,1,,,,,
Ly9,0.807134702,-0.001206129,0,0.001,1,,,,,
4930527J03Rik,0.807134702,-0.000586798,0,0.001,1,,,,,
Fgfr3-ps,0.807134702,-0.001409886,0,0.001,1,,,,,
Mtarc1,0.807134702,-0.002406294,0,0.001,1,,,,,
A730004F24Rik,0.807134702,-0.00418116,0,0.001,1,,,,,
Gm55905,0.807134702,-0.001226842,0,0.001,1,,,,,
ENSMUSG00000121261,0.807134702,-0.00134999,0,0.001,1,,,,,
Gm13344,0.807134702,-0.00106722,0,0.001,1,,,,,
Gm13420,0.807134702,-0.000837179,0,0.001,1,,,,,
Gm14487,0.807134702,-0.000575548,0,0.001,1,,,,,
Qrfp,0.807134702,-0.000928383,0,0.001,1,,,,,
Gm13611,0.807134702,-0.001360596,0,0.001,1,,,,,
Gm27197,0.807134702,-0.001698054,0,0.001,1,,,,,
Gm43970,0.807134702,-0.000638756,0,0.001,1,,,,,
Gm13497,0.807134702,-0.000539461,0,0.001,1,,,,,
Dhrs9,0.807134702,-0.009589659,0,0.001,1,,,,,
Dnmt3l-ps1,0.807134702,-0.001605628,0,0.001,1,,,,,
Gm52947,0.807134702,-0.000605629,0,0.001,1,,,,,
F2,0.807134702,-0.001422744,0,0.001,1,,,,,
Gm13803,0.807134702,-0.001594077,0,0.001,1,,,,,
Gm10912,0.807134702,-0.000755719,0,0.001,1,,,,,
Gm13882,0.807134702,-0.000616887,0,0.001,1,,,,,
Terb2,0.807134702,-0.001400349,0,0.001,1,,,,,
Rps12-ps10,0.807134702,-0.000976017,0,0.001,1,,,,,
Duox2,0.807134702,-0.001103741,0,0.001,1,,,,,
Il1a,0.807134702,-0.000570105,0,0.001,1,,,,,
Avp,0.807134702,-0.001267389,0,0.001,1,,,,,
Prn,0.807134702,-0.003801979,0,0.001,1,,,,,
Gm14053,0.807134702,-0.000490064,0,0.001,1,,,,,
Banf2os,0.807134702,-0.00088061,0,0.001,1,,,,,
Gm14124,0.807134702,-0.000356302,0,0.001,1,,,,,
4930404H24Rik,0.807134702,-0.001252575,0,0.001,1,,,,,
Gm14198,0.807134702,-0.001484709,0,0.001,1,,,,,
Rpl5-ps2,0.807134702,-0.002125092,0,0.001,1,,,,,
Gm14173,0.807134702,-0.000750915,0,0.001,1,,,,,
Gm14255,0.807134702,-0.000636341,0,0.001,1,,,,,
Gm11451,0.807134702,-0.001699772,0,0.001,1,,,,,
2310001K24Rik,0.807134702,-0.000475358,0,0.001,1,,,,,
Wfdc2,0.807134702,-0.001623453,0,0.001,1,,,,,
Spata25,0.807134702,-0.001001388,0,0.001,1,,,,,
Spo11,0.807134702,-0.001090645,0,0.001,1,,,,,
Gm14416,0.807134702,-0.000996463,0,0.001,1,,,,,
Gm14300,0.807134702,-0.001657796,0,0.001,1,,,,,
Ptk6,0.807134702,-0.001245673,0,0.001,1,,,,,
Gm18864,0.807134702,-0.001837856,0,0.001,1,,,,,
Gm33051,0.807134702,-0.001565331,0,0.001,1,,,,,
Gm20755,0.807134702,-0.001942962,0,0.001,1,,,,,
Gm36976,0.807134702,-0.001873828,0,0.001,1,,,,,
Gm55090,0.807134702,-0.000994945,0,0.001,1,,,,,
ENSMUSG00000120422,0.807134702,-0.00395235,0,0.001,1,,,,,
ENSMUSG00000121389,0.807134702,-0.003971449,0,0.001,1,,,,,
Gm37696,0.807134702,-0.001655601,0,0.001,1,,,,,
Ptx3,0.807134702,-0.002489401,0,0.001,1,,,,,
Gm38353,0.807134702,-0.000545419,0,0.001,1,,,,,
Gm37464,0.807134702,-0.004989677,0,0.001,1,,,,,
Gm9762,0.807134702,-0.000721195,0,0.001,1,,,,,
Gm37971,0.807134702,-0.000762499,0,0.001,1,,,,,
Gm8813,0.807134702,-0.002817047,0,0.001,1,,,,,
Pear1,0.807134702,-0.00075854,0,0.001,1,,,,,
S100a2,0.807134702,-0.001388653,0,0.001,1,,,,,
Rorc,0.807134702,-0.001080063,0,0.001,1,,,,,
Tmod4,0.807134702,-0.001234651,0,0.001,1,,,,,
Hjv,0.807134702,-0.001384413,0,0.001,1,,,,,
5730437C11Rik,0.807134702,-0.000761624,0,0.001,1,,,,,
Gm12474,0.807134702,-0.001310944,0,0.001,1,,,,,
Gm43065,0.807134702,-0.000843964,0,0.001,1,,,,,
ENSMUSG00000120721,0.807134702,-0.001492558,0,0.001,1,,,,,
2010110G14Rik,0.807134702,-0.000622867,0,0.001,1,,,,,
4930425O10Rik,0.807134702,-0.001235165,0,0.001,1,,,,,
ENSMUSG00000120786,0.807134702,-0.001067707,0,0.001,1,,,,,
Gm15540,0.807134702,-0.000627303,0,0.001,1,,,,,
Asb17,0.807134702,-0.001152211,0,0.001,1,,,,,
Gdf6,0.807134702,-0.000439463,0,0.001,1,,,,,
Gm11924,0.807134702,-0.001856495,0,0.001,1,,,,,
Bach2it1,0.807134702,-0.002133707,0,0.001,1,,,,,
Gm11943,0.807134702,-0.001595256,0,0.001,1,,,,,
Gm12395,0.807134702,-0.00076965,0,0.001,1,,,,,
Acnat1,0.807134702,-0.000845856,0,0.001,1,,,,,
Gm11213,0.807134702,-0.000382368,0,0.001,1,,,,,
Gm11234,0.807134702,-0.002155108,0,0.001,1,,,,,
Gm12602,0.807134702,-0.000575297,0,0.001,1,,,,,
Gm12608,0.807134702,-0.001050103,0,0.001,1,,,,,
Gm12632,0.807134702,-0.001933219,0,0.001,1,,,,,
Gm12649,0.807134702,-0.001514438,0,0.001,1,,,,,
Skint2,0.807134702,-0.001808929,0,0.001,1,,,,,
Cyp4b1,0.807134702,-0.000544992,0,0.001,1,,,,,
CK137956,0.807134702,-0.00166291,0,0.001,1,,,,,
Fam229a,0.807134702,-0.001137008,0,0.001,1,,,,,
Catsper4,0.807134702,-0.003988882,0,0.001,1,,,,,
Lactbl1,0.807134702,-0.001253939,0,0.001,1,,,,,
Gm13012,0.807134702,-0.000841366,0,0.001,1,,,,,
Gm45533,0.807134702,-0.000685373,0,0.001,1,,,,,
4930455G09Rik,0.807134702,-0.003796202,0,0.001,1,,,,,
Rbp7,0.807134702,-0.000706202,0,0.001,1,,,,,
Tmem274,0.807134702,-0.005973013,0,0.001,1,,,,,
Gm13133,0.807134702,-0.005862085,0,0.001,1,,,,,
Gm13648,0.807134702,-0.001272863,0,0.001,1,,,,,
Gm36548,0.807134702,-0.001205052,0,0.001,1,,,,,
Gm42686,0.807134702,-0.001199359,0,0.001,1,,,,,
Gm43143,0.807134702,-0.002915977,0,0.001,1,,,,,
Gm10220,0.807134702,-0.001319572,0,0.001,1,,,,,
4930584F24Rik,0.807134702,-0.002064116,0,0.001,1,,,,,
Gm43611,0.807134702,-0.001453399,0,0.001,1,,,,,
Sh3tc1,0.807134702,-0.001040307,0,0.001,1,,,,,
Gm42555,0.807134702,-0.000824355,0,0.001,1,,,,,
Gm43504,0.807134702,-0.001365757,0,0.001,1,,,,,
Gm10025,0.807134702,-0.000545394,0,0.001,1,,,,,
Gm43177,0.807134702,-0.002583181,0,0.001,1,,,,,
Gm10441,0.807134702,-0.000588826,0,0.001,1,,,,,
Gm43721,0.807134702,-0.001062373,0,0.001,1,,,,,
ENSMUSG00000120639,0.807134702,-0.000935333,0,0.001,1,,,,,
9130230L23Rik,0.807134702,-0.000652789,0,0.001,1,,,,,
Odaph,0.807134702,-0.001525266,0,0.001,1,,,,,
Gm42759,0.807134702,-0.000617077,0,0.001,1,,,,,
1700010H22Rik,0.807134702,-0.002247468,0,0.001,1,,,,,
Gbp8,0.807134702,-0.001237267,0,0.001,1,,,,,
Rps15a-ps5,0.807134702,-0.00156223,0,0.001,1,,,,,
Gm43423,0.807134702,-0.001033794,0,0.001,1,,,,,
Gm42900,0.807134702,-0.000426837,0,0.001,1,,,,,
n-R5s173,0.807134702,-0.002745823,0,0.001,1,,,,,
Rnf212,0.807134702,-0.000748713,0,0.001,1,,,,,
Gm20636,0.807134702,-0.00040435,0,0.001,1,,,,,
ENSMUSG00000120846,0.807134702,-0.005017516,0,0.001,1,,,,,
Gm15857,0.807134702,-0.000809604,0,0.001,1,,,,,
Gm42896,0.807134702,-0.001966732,0,0.001,1,,,,,
Srrm3os,0.807134702,-0.000894837,0,0.001,1,,,,,
ENSMUSG00000121004,0.807134702,-0.001357816,0,0.001,1,,,,,
Nxpe5,0.807134702,-0.000466534,0,0.001,1,,,,,
Gm42815,0.807134702,-0.001508771,0,0.001,1,,,,,
Gm42502,0.807134702,-0.001332729,0,0.001,1,,,,,
ENSMUSG00000120771,0.807134702,-0.00179172,0,0.001,1,,,,,
Gm42791,0.807134702,-0.000519682,0,0.001,1,,,,,
Hyal5,0.807134702,-0.004600996,0,0.001,1,,,,,
Gm13848,0.807134702,-0.001071469,0,0.001,1,,,,,
Atp6v0c-ps2,0.807134702,-0.001582606,0,0.001,1,,,,,
Tas2r137,0.807134702,-0.001305306,0,0.001,1,,,,,
Gm45738,0.807134702,-0.000654752,0,0.001,1,,,,,
Aoc1,0.807134702,-0.000832771,0,0.001,1,,,,,
Vmn1r16,0.807134702,-0.001960214,0,0.001,1,,,,,
Gm15644,0.807134702,-0.000796445,0,0.001,1,,,,,
Gm38832,0.807134702,-0.002058937,0,0.001,1,,,,,
Ankrd53,0.807134702,-0.00177524,0,0.001,1,,,,,
Gm5879,0.807134702,-0.002998389,0,0.001,1,,,,,
Gm44105,0.807134702,-0.001870797,0,0.001,1,,,,,
4930517G19Rik,0.807134702,-0.000899575,0,0.001,1,,,,,
ENSMUSG00000121036,0.807134702,-0.001826337,0,0.001,1,,,,,
4933431M02Rik,0.807134702,-0.001486801,0,0.001,1,,,,,
ENSMUSG00000120876,0.807134702,-0.001028151,0,0.001,1,,,,,
Klrb1a,0.807134702,-0.000891146,0,0.001,1,,,,,
Gm44017,0.807134702,-0.002165468,0,0.001,1,,,,,
Gm36582,0.807134702,-0.000767503,0,0.001,1,,,,,
Plbd1,0.807134702,-0.002105839,0,0.001,1,,,,,
Erp27,0.807134702,-0.001751504,0,0.001,1,,,,,
Gm44115,0.807134702,-0.000810538,0,0.001,1,,,,,
Gm3375,0.807134702,-0.00052393,0,0.001,1,,,,,
Ppm1n,0.807134702,-0.001277197,0,0.001,1,,,,,
ENSMUSG00000120217,0.807134702,-0.000739488,0,0.001,1,,,,,
ENSMUSG00000121222,0.807134702,-0.003229312,0,0.001,1,,,,,
Gm16282,0.807134702,-0.000526115,0,0.001,1,,,,,
2200002D01Rik,0.807134702,-0.005669492,0,0.001,1,,,,,
Gm10988,0.807134702,-0.000423696,0,0.001,1,,,,,
Gm45096,0.807134702,-0.000435219,0,0.001,1,,,,,
Gm28514,0.807134702,-0.000338262,0,0.001,1,,,,,
4931406B18Rik,0.807134702,-0.001064868,0,0.001,1,,,,,
Siglece,0.807134702,-0.001155644,0,0.001,1,,,,,
Gm7238,0.807134702,-0.00076241,0,0.001,1,,,,,
Tead2,0.807134702,-0.008171745,0,0.001,1,,,,,
1700025L06Rik,0.807134702,-0.001740415,0,0.001,1,,,,,
Saa3,0.807134702,-0.000990265,0,0.001,1,,,,,
Gm18129,0.807134702,-0.00239234,0,0.001,1,,,,,
Gm16157,0.807134702,-0.001727017,0,0.001,1,,,,,
Gm10619,0.807134702,-0.001353142,0,0.001,1,,,,,
Gm44834,0.807134702,-0.001340725,0,0.001,1,,,,,
Anpep,0.807134702,-0.000380234,0,0.001,1,,,,,
Gm44931,0.807134702,-0.000688505,0,0.001,1,,,,,
Gm10610,0.807134702,-0.003118554,0,0.001,1,,,,,
Gm45038,0.807134702,-0.000796675,0,0.001,1,,,,,
Gm19656,0.807134702,-0.002511757,0,0.001,1,,,,,
Gm45591,0.807134702,-0.002103025,0,0.001,1,,,,,
Gm44914,0.807134702,-0.002284779,0,0.001,1,,,,,
Gm15635,0.807134702,-0.005710329,0,0.001,1,,,,,
Olfr658,0.807134702,-0.001532074,0,0.001,1,,,,,
Olfr678,0.807134702,-0.002181348,0,0.001,1,,,,,
ENSMUSG00000121296,0.807134702,-0.000706266,0,0.001,1,,,,,
Snora23,0.807134702,-0.002065556,0,0.001,1,,,,,
Gm45155,0.807134702,-0.00071486,0,0.001,1,,,,,
Gm9165,0.807134702,-0.00075139,0,0.001,1,,,,,
Gm17136,0.807134702,-0.001823017,0,0.001,1,,,,,
Spn,0.807134702,-0.001762818,0,0.001,1,,,,,
Gm45121,0.807134702,-0.002758456,0,0.001,1,,,,,
Gm15677,0.807134702,-0.001426865,0,0.001,1,,,,,
Gm10584,0.807134702,-0.000921757,0,0.001,1,,,,,
Gm45532,0.807134702,-0.000425916,0,0.001,1,,,,,
Scart2,0.807134702,-0.00245658,0,0.001,1,,,,,
Gm45416,0.807134702,-0.000515792,0,0.001,1,,,,,
Gm16180,0.807134702,-0.000515261,0,0.001,1,,,,,
Gm44626,0.807134702,-0.001583772,0,0.001,1,,,,,
Gm5907,0.807134702,-0.000883152,0,0.001,1,,,,,
Defb40,0.807134702,-0.002247598,0,0.001,1,,,,,
Gm26714,0.807134702,-0.001044484,0,0.001,1,,,,,
Gm45861,0.807134702,-0.001748658,0,0.001,1,,,,,
Gm32567,0.807134702,-0.000607347,0,0.001,1,,,,,
Gm45587,0.807134702,-0.004214801,0,0.001,1,,,,,
Cldn23,0.807134702,-0.00448959,0,0.001,1,,,,,
Gm45368,0.807134702,-0.004230498,0,0.001,1,,,,,
Helt,0.807134702,-0.000551479,0,0.001,1,,,,,
Gm45481,0.807134702,-0.000940657,0,0.001,1,,,,,
Gm54963,0.807134702,-0.001275127,0,0.001,1,,,,,
Adam29,0.807134702,-0.001296032,0,0.001,1,,,,,
Nat2,0.807134702,-0.001227047,0,0.001,1,,,,,
Gm35572,0.807134702,-0.000948536,0,0.001,1,,,,,
Vmn2r-ps91,0.807134702,-0.001810259,0,0.001,1,,,,,
Gm45363,0.807134702,-0.001585976,0,0.001,1,,,,,
Gm15681,0.807134702,-0.002368116,0,0.001,1,,,,,
ENSMUSG00000120064,0.807134702,-0.00130454,0,0.001,1,,,,,
Cdh1,0.807134702,-0.001327437,0,0.001,1,,,,,
Dynlrb2,0.807134702,-0.006493399,0,0.001,1,,,,,
Gm10617,0.807134702,-0.00055422,0,0.001,1,,,,,
Fendrr,0.807134702,-0.000946307,0,0.001,1,,,,,
Il17c,0.807134702,-0.002086093,0,0.001,1,,,,,
1810008B01Rik,0.807134702,-0.001466211,0,0.001,1,,,,,
Gm45874,0.807134702,-0.002001743,0,0.001,1,,,,,
Fdx2,0.807134702,-0.000849463,0,0.001,1,,,,,
Mir1946b,0.807134702,-0.000416218,0,0.001,1,,,,,
Gm10180,0.807134702,-0.001893313,0,0.001,1,,,,,
Vsig2,0.807134702,-0.001643739,0,0.001,1,,,,,
Gm48284,0.807134702,-0.001070442,0,0.001,1,,,,,
Gm6885,0.807134702,-0.000818733,0,0.001,1,,,,,
Gm7439,0.807134702,-0.002120517,0,0.001,1,,,,,
Gm33053,0.807134702,-0.002318628,0,0.001,1,,,,,
Gm27254,0.807134702,-0.000696002,0,0.001,1,,,,,
Gm36948,0.807134702,-0.00688623,0,0.001,1,,,,,
ENSMUSG00000120840,0.807134702,-0.002960085,0,0.001,1,,,,,
Gm27216,0.807134702,-0.002270852,0,0.001,1,,,,,
Rps27a-ps2,0.807134702,-0.000513305,0,0.001,1,,,,,
4930579C12Rik,0.807134702,-0.001843905,0,0.001,1,,,,,
Gm8449,0.807134702,-0.00269657,0,0.001,1,,,,,
Gm32281,0.807134702,-0.001412423,0,0.001,1,,,,,
Itpa-ps2,0.807134702,-0.001410257,0,0.001,1,,,,,
Gm37963,0.807134702,-0.00416674,0,0.001,1,,,,,
4933432G23Rik,0.807134702,-0.000861162,0,0.001,1,,,,,
Gm47059,0.807134702,-0.000766828,0,0.001,1,,,,,
Gm47121,0.807134702,-0.00073248,0,0.001,1,,,,,
Cdcp1,0.807134702,-0.001353137,0,0.001,1,,,,,
Gm23573,0.807134702,-0.001589079,0,0.001,1,,,,,
Gm28289,0.807134702,-0.000965486,0,0.001,1,,,,,
Vnn1,0.807134702,-0.001245131,0,0.001,1,,,,,
Gm36908,0.807134702,-0.00086471,0,0.001,1,,,,,
Gm48891,0.807134702,-0.000853741,0,0.001,1,,,,,
Gm5171,0.807134702,-0.000502744,0,0.001,1,,,,,
Gm26564,0.807134702,-0.002612679,0,0.001,1,,,,,
Gm9987,0.807134702,-0.000811633,0,0.001,1,,,,,
Pldi,0.807134702,-0.000898965,0,0.001,1,,,,,
Gm47593,0.807134702,-0.000948096,0,0.001,1,,,,,
Gm17829,0.807134702,-0.000618581,0,0.001,1,,,,,
Gm25862,0.807134702,-0.001212218,0,0.001,1,,,,,
Gm33035,0.807134702,-0.000741785,0,0.001,1,,,,,
ENSMUSG00000120624,0.807134702,-0.001588791,0,0.001,1,,,,,
2610028H24Rik,0.807134702,-0.000813093,0,0.001,1,,,,,
Gm25794,0.807134702,-0.00058136,0,0.001,1,,,,,
Onecut3,0.807134702,-0.000870333,0,0.001,1,,,,,
Ap3m1-ps,0.807134702,-0.001092064,0,0.001,1,,,,,
4930555G07Rik,0.807134702,-0.000657438,0,0.001,1,,,,,
Hal,0.807134702,-0.001156097,0,0.001,1,,,,,
Gm35206,0.807134702,-0.001548652,0,0.001,1,,,,,
Gm47538,0.807134702,-0.002793232,0,0.001,1,,,,,
Tspan8,0.807134702,-0.006031369,0,0.001,1,,,,,
Lrrc10,0.807134702,-0.002528832,0,0.001,1,,,,,
Gm16166,0.807134702,-0.000987687,0,0.001,1,,,,,
Gm36208,0.807134702,-0.002439572,0,0.001,1,,,,,
Mettl7b,0.807134702,-0.001630073,0,0.001,1,,,,,
Gm16518,0.807134702,-0.000751449,0,0.001,1,,,,,
Gm12034,0.807134702,-0.001211492,0,0.001,1,,,,,
Gm12043,0.807134702,-0.00080034,0,0.001,1,,,,,
Gm12057,0.807134702,-0.000649968,0,0.001,1,,,,,
Gm12126,0.807134702,-0.000839954,0,0.001,1,,,,,
Gm12162,0.807134702,-0.001257679,0,0.001,1,,,,,
BC053393,0.807134702,-0.000568201,0,0.001,1,,,,,
Flt4,0.807134702,-0.001194884,0,0.001,1,,,,,
ENSMUSG00000121382,0.807134702,-0.000738638,0,0.001,1,,,,,
Atp5pb-ps,0.807134702,-0.000622301,0,0.001,1,,,,,
Aurkb,0.807134702,-0.002771168,0,0.001,1,,,,,
Tnfsfm13,0.807134702,-0.000991529,0,0.001,1,,,,,
Spem1,0.807134702,-0.001134044,0,0.001,1,,,,,
Slc2a4,0.807134702,-0.00120553,0,0.001,1,,,,,
Zmynd15,0.807134702,-0.001858234,0,0.001,1,,,,,
P2rx1,0.807134702,-0.001529285,0,0.001,1,,,,,
Trarg1,0.807134702,-0.000754614,0,0.001,1,,,,,
Gm38577,0.807134702,-0.000461797,0,0.001,1,,,,,
Gm525,0.807134702,-0.003383639,0,0.001,1,,,,,
Gm11518,0.807134702,-0.001437333,0,0.001,1,,,,,
Gm11513,0.807134702,-0.001614552,0,0.001,1,,,,,
Gm11517,0.807134702,-0.001682085,0,0.001,1,,,,,
Sp6,0.807134702,-0.002391098,0,0.001,1,,,,,
Gm11614,0.807134702,-0.005129042,0,0.001,1,,,,,
Gm52964,0.807134702,-0.000519957,0,0.001,1,,,,,
Gm11732,0.807134702,-0.001737265,0,0.001,1,,,,,
Gm48619,0.807134702,-0.001060182,0,0.001,1,,,,,
Gm48792,0.807134702,-0.000918846,0,0.001,1,,,,,
Gm47808,0.807134702,-0.002113524,0,0.001,1,,,,,
Gm48311,0.807134702,-0.001170632,0,0.001,1,,,,,
Gm9237,0.807134702,-0.000723539,0,0.001,1,,,,,
Gm16372,0.807134702,-0.000769697,0,0.001,1,,,,,
Gm47847,0.807134702,-0.00082604,0,0.001,1,,,,,
Gm48808,0.807134702,-0.000726916,0,0.001,1,,,,,
Gm18622,0.807134702,-0.001132849,0,0.001,1,,,,,
Gm1818,0.807134702,-0.001800515,0,0.001,1,,,,,
Gm47545,0.807134702,-0.000482865,0,0.001,1,,,,,
Gm48695,0.807134702,-0.000498218,0,0.001,1,,,,,
Gm32369,0.807134702,-0.001257702,0,0.001,1,,,,,
Gm33016,0.807134702,-0.000715024,0,0.001,1,,,,,
Gm54795,0.807134702,-0.000643758,0,0.001,1,,,,,
ENSMUSG00000120833,0.807134702,-0.000514833,0,0.001,1,,,,,
Gm48177,0.807134702,-0.001540742,0,0.001,1,,,,,
ENSMUSG00000120949,0.807134702,-0.000952347,0,0.001,1,,,,,
Gm48771,0.807134702,-0.001160858,0,0.001,1,,,,,
Tcl1b2,0.807134702,-0.002102991,0,0.001,1,,,,,
Gm15208,0.807134702,-0.000682724,0,0.001,1,,,,,
ENSMUSG00000120464,0.807134702,-0.000728465,0,0.001,1,,,,,
Gm26583,0.807134702,-0.001797076,0,0.001,1,,,,,
Gm6750,0.807134702,-0.0006292,0,0.001,1,,,,,
Gm28155,0.807134702,-0.000681885,0,0.001,1,,,,,
Gm47406,0.807134702,-0.000721848,0,0.001,1,,,,,
Gm6556,0.807134702,-0.001050493,0,0.001,1,,,,,
Olfr1535,0.807134702,-0.000885473,0,0.001,1,,,,,
Olfr1364,0.807134702,-0.000496702,0,0.001,1,,,,,
Gm11281,0.807134702,-0.000983983,0,0.001,1,,,,,
Vmn2r-ps94,0.807134702,-0.000740401,0,0.001,1,,,,,
Gm40909,0.807134702,-0.000629166,0,0.001,1,,,,,
Gm47990,0.807134702,-0.000802406,0,0.001,1,,,,,
Gm34466,0.807134702,-0.003717057,0,0.001,1,,,,,
BB123696,0.807134702,-0.001131738,0,0.001,1,,,,,
4930528D03Rik,0.807134702,-0.000797833,0,0.001,1,,,,,
Fbp1,0.807134702,-0.001464543,0,0.001,1,,,,,
Gm7928,0.807134702,-0.000503469,0,0.001,1,,,,,
1700100L14Rik,0.807134702,-0.000817149,0,0.001,1,,,,,
Gm6296,0.807134702,-0.001232181,0,0.001,1,,,,,
Gm31219,0.807134702,-0.003638689,0,0.001,1,,,,,
Gm18517,0.807134702,-0.000400211,0,0.001,1,,,,,
Gm48067,0.807134702,-0.002149375,0,0.001,1,,,,,
Gm5452,0.807134702,-0.000500241,0,0.001,1,,,,,
Gm26913,0.807134702,-0.000710582,0,0.001,1,,,,,
Gm34388,0.807134702,-0.000715895,0,0.001,1,,,,,
Gm9465,0.807134702,-0.00055836,0,0.001,1,,,,,
ENSMUSG00000120871,0.807134702,-0.000771862,0,0.001,1,,,,,
Gm2726,0.807134702,-0.000776071,0,0.001,1,,,,,
Gm49496,0.807134702,-0.000445344,0,0.001,1,,,,,
Gm15916,0.807134702,-0.000805969,0,0.001,1,,,,,
Gm31517,0.807134702,-0.001160903,0,0.001,1,,,,,
D030051J21Rik,0.807134702,-0.000554157,0,0.001,1,,,,,
Gm26650,0.807134702,-0.000499662,0,0.001,1,,,,,
Gm35217,0.807134702,-0.000949703,0,0.001,1,,,,,
Gm41118,0.807134702,-0.000881894,0,0.001,1,,,,,
Gm23470,0.807134702,-0.00107894,0,0.001,1,,,,,
Gm8586,0.807134702,-0.00556679,0,0.001,1,,,,,
Gm49023,0.807134702,-0.000777842,0,0.001,1,,,,,
Defb48,0.807134702,-0.000809322,0,0.001,1,,,,,
Gata4,0.807134702,-0.001255908,0,0.001,1,,,,,
Gm48433,0.807134702,-0.001129878,0,0.001,1,,,,,
Gm31107,0.807134702,-0.001379393,0,0.001,1,,,,,
Gm16677,0.807134702,-0.00060698,0,0.001,1,,,,,
Sftpc,0.807134702,-0.000906758,0,0.001,1,,,,,
ENSMUSG00000120323,0.807134702,-0.000625317,0,0.001,1,,,,,
