,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
Nedd9,0.147654715,-0.047440988,0.042,0.051,1,,,,,
Pan3,0.147774011,0.102982405,0.484,0.471,1,,,,,
Pik3c3,0.147835791,0.030199731,0.111,0.095,1,,,,,
Lmnb2,0.147928708,-0.00935623,0.034,0.043,1,,,,,
Cinp,0.148007414,-0.021831454,0.056,0.068,1,,,,,
Zfp568,0.148024557,-0.023413073,0.041,0.051,1,,,,,
Atp5h,0.148035896,0.059609648,0.389,0.362,1,,,,,
Eif5a2,0.148055739,-0.031658575,0.026,0.034,1,,,,,
Styxl1,0.148153023,-0.029894445,0.024,0.032,1,,,,,
Rnft1,0.148313169,-0.00713428,0.167,0.187,1,,,,,
Gm43376,0.148314544,-0.011940159,0.335,0.36,1,,,,,
Gm43322,0.148365478,0.035829624,0.105,0.089,1,,,,,
Grcc10,0.148383048,-0.015571006,0.032,0.041,1,,,,,
Cyth4,0.148386892,0.028384766,0.011,0.007,1,,,,,
Brd7,0.148509237,0.009225684,0.198,0.218,1,,,,,
Synj1,0.14859469,-0.019773162,0.449,0.466,1,,,,,
Gm16267,0.1485959,-0.068493205,0.072,0.084,1,,,,,
Mea1,0.148633952,-0.042533299,0.062,0.073,1,,,,,
Acer3,0.148668831,-0.00137187,0.312,0.337,1,,,,,
Ranbp10,0.148726151,-0.021593816,0.188,0.207,1,,,,,
Schip1,0.148738734,-0.030011437,0.031,0.04,1,,,,,
Fkbp4,0.148770375,-0.01574462,0.142,0.158,1,,,,,
Rps12,0.148791183,0.101440897,0.204,0.184,1,,,,,
Mpdu1,0.148936882,-0.023349119,0.074,0.087,1,,,,,
Gm49595,0.148980436,-0.022086248,0.032,0.041,1,,,,,
Rexo4,0.149004903,0.042105198,0.164,0.144,1,,,,,
Zfp707,0.149022072,-0.037342334,0.056,0.067,1,,,,,
Telo2,0.149041305,-0.028728514,0.059,0.071,1,,,,,
Gm14322,0.14914237,-0.044182022,0.04,0.049,1,,,,,
Myl4,0.149237035,-0.032911701,0.036,0.045,1,,,,,
A430027H14Rik,0.149275004,-0.026594132,0.021,0.029,1,,,,,
Tmem42,0.149295678,-0.015541598,0.029,0.038,1,,,,,
Pih1d1,0.149411936,-0.044024313,0.021,0.029,1,,,,,
Slc16a14,0.149541052,-0.045408445,0.061,0.072,1,,,,,
Gm48375,0.149596299,-0.02907418,0.016,0.022,1,,,,,
Myo9b,0.149601902,-0.008857039,0.218,0.236,1,,,,,
Rpl12,0.149691836,0.070335685,0.214,0.194,1,,,,,
Mlx,0.149900229,-0.020762982,0.044,0.054,1,,,,,
Adgrg2,0.149915892,0.025723764,0.011,0.007,1,,,,,
Med12,0.15000282,0.033045878,0.035,0.026,1,,,,,
Calhm5,0.150006233,0.027175318,0.016,0.01,1,,,,,
Cenpb,0.150015375,-0.038784395,0.054,0.065,1,,,,,
ENSMUSG00000120048,0.150063671,-0.029521465,0.021,0.029,1,,,,,
Sanbr,0.150146188,-0.084053793,0.329,0.344,1,,,,,
2610507I01Rik,0.150163215,-0.038063394,0.044,0.054,1,,,,,
Gm19445,0.150265816,-0.020064021,0.013,0.019,1,,,,,
Ocel1,0.150289422,-0.053931721,0.052,0.062,1,,,,,
Zfp141,0.150352263,0.090968667,0.161,0.143,1,,,,,
Slc39a3,0.150398672,-0.06275104,0.087,0.099,1,,,,,
Il13ra1,0.150452163,-0.025615935,0.027,0.035,1,,,,,
Slk,0.150471379,0.121025951,0.23,0.212,1,,,,,
Gm42842,0.150629858,0.018152554,0.011,0.007,1,,,,,
Aph1a,0.150744365,-0.029696686,0.075,0.088,1,,,,,
Ccnb2,0.150814846,-0.007903826,0.016,0.023,1,,,,,
Wdr19,0.150864192,0.052934428,0.106,0.091,1,,,,,
Mrpl55,0.150888518,-0.019573988,0.093,0.107,1,,,,,
Aldh3b1,0.150960253,0.023362601,0.011,0.007,1,,,,,
Gpbp1,0.151161717,-0.036474719,0.175,0.193,1,,,,,
Timm9,0.15125648,-0.0233841,0.377,0.401,1,,,,,
Rnf170,0.151259288,-0.06112708,0.099,0.112,1,,,,,
Gm26911,0.151267588,-0.050293339,0.032,0.041,1,,,,,
Gm17231,0.15129763,0.10926769,0.156,0.14,1,,,,,
ENSMUSG00000120883,0.151315019,-0.012692177,0.022,0.029,1,,,,,
Usp36,0.151329296,-0.043926046,0.201,0.218,1,,,,,
Mob3a,0.151332631,0.015025209,0.033,0.025,1,,,,,
Gm28258,0.151360885,-0.037089587,0.012,0.018,1,,,,,
Dmtf1,0.151395703,0.097309065,0.242,0.223,1,,,,,
Gm15178,0.151401639,0.010257977,0.011,0.007,1,,,,,
Gpr12,0.151425588,-0.046830401,0.032,0.041,1,,,,,
Gm20696,0.151450307,-0.074622667,0.309,0.323,1,,,,,
Gpc4,0.151456238,-0.035182639,0.018,0.025,1,,,,,
Ushbp1,0.151456881,0.011223716,0.011,0.007,1,,,,,
Ctif,0.151531683,-0.064368715,0.393,0.411,1,,,,,
Dnajc21,0.151575522,-0.029780442,0.134,0.15,1,,,,,
Gm13031,0.151632297,0.069520798,0.048,0.039,1,,,,,
Adamts16,0.151653658,-0.040197756,0.075,0.088,1,,,,,
Tmem250-ps,0.151716793,-0.017924956,0.016,0.023,1,,,,,
Gm38285,0.151835182,-0.026995394,0.026,0.034,1,,,,,
Mrrf,0.151868665,-0.035295348,0.057,0.068,1,,,,,
3110083C13Rik,0.152027703,0.013138733,0.024,0.017,1,,,,,
Gpr180,0.15204698,-0.0288663,0.086,0.1,1,,,,,
Gm44103,0.152054551,0.009239513,0.043,0.033,1,,,,,
Prdx1,0.152126506,0.065806527,0.117,0.102,1,,,,,
Grm3,0.152130798,-0.00030905,0.34,0.358,1,,,,,
Gm43980,0.152144538,0.047458142,0.098,0.084,1,,,,,
Trpc7,0.152245634,-0.047901864,0.048,0.058,1,,,,,
Rp9,0.152253297,-0.00808426,0.392,0.413,1,,,,,
Abca2,0.152438383,-0.05839591,0.186,0.2,1,,,,,
Ccnt1,0.152492915,-0.020396427,0.228,0.246,1,,,,,
Spindoc,0.152509565,0.059664866,0.138,0.121,1,,,,,
Kcnj13,0.152530924,0.014695126,0.062,0.051,1,,,,,
Gm49654,0.152613081,-0.016536958,0.009,0.014,1,,,,,
Ctnna1,0.152809917,-0.077329785,0.143,0.157,1,,,,,
Gm37629,0.152901497,-0.076881695,0.182,0.198,1,,,,,
Cgrrf1,0.15294264,0.047618214,0.085,0.071,1,,,,,
Spopl,0.152974313,0.056713156,0.217,0.194,1,,,,,
Wdr83,0.153110629,-0.04996541,0.076,0.089,1,,,,,
Shpk,0.153136775,-0.010487508,0.016,0.023,1,,,,,
Hsd11b1,0.153199718,-0.033357974,0.018,0.025,1,,,,,
Zfp358,0.153209894,0.008791538,0.021,0.015,1,,,,,
Gm3527,0.153210476,0.040859191,0.04,0.031,1,,,,,
Gm44022,0.153243168,0.028135642,0.015,0.009,1,,,,,
Zfp523,0.153289304,-0.057796513,0.145,0.16,1,,,,,
Gm44144,0.15333152,0.037170959,0.025,0.018,1,,,,,
Pde9a,0.153339595,-0.051254874,0.135,0.149,1,,,,,
Inip,0.15343553,0.023803598,0.056,0.045,1,,,,,
Bzw1,0.153623421,0.091256062,0.232,0.212,1,,,,,
Tro,0.153624708,-0.056131737,0.463,0.482,1,,,,,
Skp1,0.153721298,0.056235863,0.143,0.125,1,,,,,
Clpp,0.153783724,-0.020702578,0.268,0.286,1,,,,,
Rad51ap2,0.153803105,-0.07460424,0.09,0.103,1,,,,,
Mtmr9,0.153874776,-0.04960787,0.082,0.094,1,,,,,
Afg1l,0.153926579,-0.046395409,0.2,0.216,1,,,,,
Dync2i1,0.153940194,0.101370706,0.259,0.24,1,,,,,
Susd4,0.153948022,-0.040759867,0.366,0.383,1,,,,,
Gabrg1,0.153958869,0.042547038,0.035,0.027,1,,,,,
Cbfa2t2,0.15407208,0.103037707,0.402,0.38,1,,,,,
Rpp38,0.154073692,-0.051239162,0.048,0.058,1,,,,,
Rpl18a,0.154124301,0.10369161,0.247,0.228,1,,,,,
Stxbp5,0.154145515,-0.043528004,0.472,0.495,1,,,,,
Tceal3,0.154172046,0.080723057,0.224,0.204,1,,,,,
Slc2a8,0.154201919,-0.05578661,0.1,0.113,1,,,,,
Ehmt1,0.154253969,0.10691474,0.474,0.462,1,,,,,
Septin5,0.15426065,-0.017090735,0.009,0.014,1,,,,,
Tstd3,0.154275502,-0.046966408,0.054,0.065,1,,,,,
Gm47661,0.154336248,-0.022941706,0.063,0.075,1,,,,,
A830031A19Rik,0.154366755,0.021816579,0.071,0.059,1,,,,,
A930005H10Rik,0.15437406,-0.039093,0.071,0.083,1,,,,,
Cfap46,0.154388307,-0.037382532,0.062,0.073,1,,,,,
Rnaset2a,0.154525338,0.019027822,0.036,0.027,1,,,,,
Mfsd2b,0.154753204,0.017031943,0.015,0.009,1,,,,,
Rgma,0.154774585,-0.017230657,0.021,0.029,1,,,,,
Arid3b,0.154846386,-0.018551937,0.067,0.079,1,,,,,
Cfap69,0.154873306,0.072550977,0.21,0.19,1,,,,,
Slc5a3,0.154877662,-0.036283713,0.073,0.085,1,,,,,
Slc25a19,0.15490131,-0.026083877,0.072,0.084,1,,,,,
Rab22a,0.154950499,0.062740668,0.101,0.087,1,,,,,
Usp48,0.155044505,-0.037721879,0.265,0.284,1,,,,,
Ankrd29,0.155101857,0.044661323,0.15,0.133,1,,,,,
Fam189b,0.155195694,-0.036579466,0.138,0.154,1,,,,,
9330159F19Rik,0.155215131,-0.022551057,0.166,0.183,1,,,,,
Gm14853,0.155242715,0.020224207,0.015,0.009,1,,,,,
Crispld2,0.155318293,0.026955341,0.02,0.014,1,,,,,
Gm37292,0.155355828,0.02674312,0.027,0.02,1,,,,,
Xpnpep1,0.155370722,-0.042969778,0.146,0.161,1,,,,,
Gm48230,0.155438849,0.01614128,0.015,0.009,1,,,,,
Khsrp,0.155493998,-0.036842874,0.155,0.172,1,,,,,
Pdlim5,0.155511557,0.038542158,0.037,0.029,1,,,,,
Ptpra,0.155584913,-0.023537014,0.371,0.395,1,,,,,
Lpar6,0.155586454,0.044973799,0.029,0.021,1,,,,,
Dhx40,0.155592757,0.041833001,0.12,0.104,1,,,,,
Mrpl47,0.15569144,-0.030187571,0.058,0.069,1,,,,,
Ubqln2,0.15578106,-0.053305811,0.103,0.117,1,,,,,
Gm42727,0.155789278,-0.025226977,0.036,0.045,1,,,,,
Sft2d3,0.155919283,0.06835414,0.129,0.113,1,,,,,
Gm15809,0.155958727,-0.020065768,0.012,0.018,1,,,,,
Zc4h2,0.156288621,0.052038017,0.049,0.039,1,,,,,
ENSMUSG00000120303,0.156304052,-0.024397411,0.096,0.109,1,,,,,
Zfp867,0.156413542,0.012521026,0.062,0.05,1,,,,,
2900092N22Rik,0.156495752,0.011039603,0.018,0.012,1,,,,,
Mgat4a,0.156555245,0.042741625,0.135,0.119,1,,,,,
Extl2,0.156575382,-0.054265386,0.117,0.131,1,,,,,
Fchsd2,0.156587075,-0.028961043,0.554,0.591,1,,,,,
Skp2,0.15670463,0.058520918,0.145,0.128,1,,,,,
Fbxw17,0.156765532,-0.041727974,0.067,0.079,1,,,,,
Pip4k2b,0.15677694,-0.033183525,0.128,0.144,1,,,,,
Mtbp,0.156862328,0.007794917,0.025,0.033,1,,,,,
Pnpt1,0.15687193,0.053554359,0.291,0.266,1,,,,,
Rnf208,0.156925162,-0.057831745,0.087,0.099,1,,,,,
Gm42726,0.156944358,0.044947534,0.069,0.057,1,,,,,
Wbp1,0.156960638,0.042580663,0.043,0.033,1,,,,,
H4c14,0.156978165,0.050758896,0.03,0.023,1,,,,,
Rab30,0.157025271,-0.0385302,0.311,0.324,1,,,,,
Cox7a2,0.1573582,-0.027429318,0.277,0.297,1,,,,,
Strip1,0.157372654,-0.011937713,0.121,0.137,1,,,,,
Ltbp3,0.157373337,-0.026403893,0.096,0.109,1,,,,,
Cenph,0.15738622,0.002500806,0.009,0.014,1,,,,,
Gm31224,0.157408637,-0.02465127,0.048,0.058,1,,,,,
Gm3143,0.157413931,0.033108205,0.023,0.016,1,,,,,
Igip,0.157466538,0.052254131,0.186,0.164,1,,,,,
Gm37090,0.157557756,0.043344567,0.043,0.033,1,,,,,
Mrpl48,0.157613971,0.051537232,0.174,0.154,1,,,,,
Glipr1,0.157667087,0.027709908,0.017,0.011,1,,,,,
Dynlrb1,0.157679269,-0.048032982,0.19,0.206,1,,,,,
Wnt9a,0.157701397,-0.005173166,0.009,0.014,1,,,,,
Gm45179,0.157808768,0.04815726,0.084,0.071,1,,,,,
Bex1,0.157866193,-0.035076025,0.201,0.219,1,,,,,
Gcdh,0.15795784,0.022729313,0.056,0.045,1,,,,,
A930036I15Rik,0.158057837,0.034619398,0.037,0.029,1,,,,,
Osgepl1,0.158136724,-0.046857422,0.059,0.07,1,,,,,
Ankrd12,0.15818562,-0.023527303,0.747,0.79,1,,,,,
Gm10558,0.158224948,0.08010698,0.072,0.061,1,,,,,
2810004N23Rik,0.158237357,0.03009213,0.146,0.127,1,,,,,
Jup,0.158264268,0.048390712,0.03,0.023,1,,,,,
AB124611,0.158268776,-0.02523839,0.009,0.013,1,,,,,
Tmem268,0.158290521,-0.035338838,0.03,0.038,1,,,,,
Cox7a2l,0.158320865,-0.048114345,0.173,0.19,1,,,,,
Gm44577,0.158383698,0.012195101,0.01,0.006,1,,,,,
Mthfd1,0.158539869,-0.029837521,0.143,0.158,1,,,,,
Gm5468.1,0.158654779,0.023950818,0.056,0.045,1,,,,,
Katnip,0.158670558,-0.043192819,0.302,0.318,1,,,,,
Ripk1,0.158744741,0.035766249,0.052,0.041,1,,,,,
Zbtb11os1,0.158801961,0.012150022,0.015,0.009,1,,,,,
Wdr1,0.158929417,0.072443841,0.077,0.065,1,,,,,
Ddx54,0.158936276,-0.057812539,0.057,0.067,1,,,,,
Smc6,0.15896648,-0.046792743,0.3,0.318,1,,,,,
Arhgef3,0.159021539,-0.055286474,0.2,0.214,1,,,,,
Jam2,0.159113231,0.055392123,0.088,0.075,1,,,,,
Lin7a,0.159192572,0.19661726,0.264,0.252,1,,,,,
Gm10069,0.159250718,0.029310187,0.037,0.029,1,,,,,
Nat8f1,0.159269424,0.015518115,0.023,0.016,1,,,,,
Atraid,0.159285354,-0.058723422,0.19,0.206,1,,,,,
Ppp3cb,0.1593138,0.089134181,0.392,0.373,1,,,,,
Tuba1a,0.159388592,0.109159317,0.538,0.527,1,,,,,
Pcsk1,0.159400304,-0.041327877,0.092,0.106,1,,,,,
Gm47826,0.159403378,-0.000777724,0.01,0.006,1,,,,,
Tmem229a,0.159418893,-0.034014418,0.015,0.021,1,,,,,
Nup210l,0.159422195,0.01764175,0.025,0.018,1,,,,,
Ubxn4,0.15949437,-0.040747537,0.339,0.359,1,,,,,
Gm9910,0.159570416,-0.014045551,0.009,0.013,1,,,,,
Ercc3,0.15962652,0.024524142,0.061,0.049,1,,,,,
AY036118,0.159800767,-0.02160749,0.139,0.155,1,,,,,
Rps14,0.159838359,0.088413371,0.289,0.266,1,,,,,
Gt(ROSA)26Sor,0.159879476,-0.020417498,0.162,0.179,1,,,,,
ENSMUSG00000121100,0.159884943,0.007607936,0.01,0.006,1,,,,,
Bcas3os1,0.159906388,0.045676239,0.088,0.075,1,,,,,
Ppp6r2,0.159919806,-0.054963419,0.388,0.405,1,,,,,
Rnf126,0.159997039,0.04485842,0.082,0.069,1,,,,,
Dnajc4,0.160085633,0.032098383,0.058,0.047,1,,,,,
Psmd5,0.160086586,0.049475532,0.118,0.102,1,,,,,
Etfbkmt,0.160126137,0.000929693,0.01,0.006,1,,,,,
Gm29427,0.160246837,0.004787698,0.01,0.006,1,,,,,
Gm50431,0.160360539,-0.017486972,0.023,0.031,1,,,,,
Pick1,0.160377845,-0.050974993,0.103,0.116,1,,,,,
Nrros,0.160400535,0.03993108,0.022,0.015,1,,,,,
Gm17117,0.160426713,0.021581392,0.027,0.02,1,,,,,
Gm44439,0.160452862,-0.02703131,0.026,0.033,1,,,,,
Ntn4,0.160466832,0.123348942,0.152,0.137,1,,,,,
Adgrf4,0.160476253,0.021980115,0.017,0.011,1,,,,,
Sirt4,0.160508599,-0.052841599,0.111,0.124,1,,,,,
Adssl1,0.160542524,-0.023845365,0.049,0.059,1,,,,,
ENSMUSG00000121247,0.160552091,-0.027715698,0.023,0.031,1,,,,,
Evl,0.160560465,-0.048282968,0.417,0.436,1,,,,,
Fbf1,0.160607751,-0.079802102,0.107,0.119,1,,,,,
Timp2,0.160694252,-0.066852582,0.175,0.191,1,,,,,
Tmem170b,0.16078426,-0.028680423,0.141,0.156,1,,,,,
Gm7340,0.160853044,-0.048586247,0.09,0.103,1,,,,,
Gm47771,0.160880137,-0.023463228,0.009,0.013,1,,,,,
Gm37928,0.160951192,0.043783863,0.038,0.029,1,,,,,
Tmem30a,0.161042039,-0.026888326,0.351,0.376,1,,,,,
Epas1,0.161084183,0.02551454,0.009,0.005,1,,,,,
Gm10461,0.16116487,0.020025868,0.014,0.009,1,,,,,
Aph1b,0.161246734,-0.0256267,0.046,0.056,1,,,,,
Fam193a,0.161257916,-0.022237734,0.458,0.481,1,,,,,
Zfp329,0.161263634,0.110250863,0.36,0.344,1,,,,,
Stxbp2,0.161374122,0.040249422,0.042,0.033,1,,,,,
Tbrg4,0.161406174,-0.033449548,0.035,0.043,1,,,,,
Tnni3k,0.16147618,-0.039769156,0.02,0.027,1,,,,,
Suv39h2,0.161489046,-0.01026398,0.015,0.021,1,,,,,
Fbxl6,0.161535937,0.036223202,0.057,0.046,1,,,,,
Gm44708,0.161568088,0.033239327,0.043,0.033,1,,,,,
Trim3,0.16159053,-0.040176505,0.188,0.202,1,,,,,
Dnah7b,0.161628238,-0.051553382,0.047,0.057,1,,,,,
Rpl27a,0.161645846,0.066774944,0.166,0.148,1,,,,,
Gm45206,0.161647883,-0.011303695,0.009,0.013,1,,,,,
1700001L19Rik,0.161719383,0.034555027,0.024,0.017,1,,,,,
Ing3,0.161727822,-0.039266988,0.079,0.091,1,,,,,
Paxbp1,0.161728796,-0.029202508,0.426,0.441,1,,,,,
Wtip,0.161874374,-0.036386388,0.097,0.111,1,,,,,
Gm44667,0.161913424,-0.025259836,0.039,0.049,1,,,,,
Mcu,0.161947762,0.023980329,0.246,0.268,1,,,,,
D130019J16Rik,0.161953919,0.062816953,0.086,0.073,1,,,,,
Gtf3a,0.161974775,-0.039231718,0.035,0.044,1,,,,,
Svop,0.161998818,-0.01764525,0.345,0.37,1,,,,,
Ndufb5,0.162004869,-0.012654915,0.167,0.185,1,,,,,
Fam193b,0.162037958,-0.039549394,0.223,0.237,1,,,,,
Srrm3,0.162097402,0.112816021,0.485,0.471,1,,,,,
Fermt2,0.162143851,0.095751661,0.187,0.172,1,,,,,
Parp8,0.162149191,-0.047770682,0.282,0.299,1,,,,,
Gm38186,0.162197964,-0.011547729,0.009,0.013,1,,,,,
Rnf24,0.16234229,-0.005153785,0.221,0.24,1,,,,,
4930449E18Rik,0.162494197,-0.028983358,0.008,0.013,1,,,,,
Gm20371,0.162540981,-0.047433014,0.148,0.164,1,,,,,
Thumpd3,0.162582909,0.015871134,0.117,0.101,1,,,,,
Reep3,0.162609337,-0.065197219,0.148,0.162,1,,,,,
Gm15527,0.162614253,0.03267477,0.019,0.013,1,,,,,
Gxylt1,0.162665669,-0.024243291,0.085,0.098,1,,,,,
Pcgf2,0.162756859,0.068014254,0.077,0.065,1,,,,,
Agrn,0.162763685,-0.050515585,0.278,0.295,1,,,,,
Gm42702,0.162937364,-0.01848721,0.015,0.021,1,,,,,
Slc27a1,0.162938964,-0.044743901,0.099,0.112,1,,,,,
Ccser2,0.162943435,-0.022586931,0.339,0.361,1,,,,,
Gpat4,0.162943651,-0.027995026,0.112,0.127,1,,,,,
Cd80,0.163001484,-0.019441554,0.015,0.021,1,,,,,
4933427G23Rik,0.163092037,0.00203911,0.03,0.022,1,,,,,
1700001O22Rik,0.163125867,-0.030610695,0.025,0.032,1,,,,,
Lrrc41,0.163136688,-0.048600691,0.101,0.113,1,,,,,
Nudt17,0.163326882,0.015768867,0.009,0.005,1,,,,,
Lmf1,0.16366991,0.027986145,0.062,0.05,1,,,,,
Taf9,0.163713697,0.018615776,0.009,0.005,1,,,,,
A530083I20Rik,0.163886628,-0.018524494,0.012,0.017,1,,,,,
Zfp433,0.164212065,0.019846803,0.014,0.009,1,,,,,
9130002K18Rik,0.164219425,-0.029321779,0.02,0.027,1,,,,,
Gm44986,0.164268077,-0.040156326,0.03,0.038,1,,,,,
Phlda3,0.164285075,-0.010831298,0.028,0.037,1,,,,,
Epha8,0.164295213,0.007641183,0.009,0.005,1,,,,,
Cttnbp2nl,0.164339526,0.06235657,0.106,0.091,1,,,,,
Cttnbp2,0.164381885,0.146771053,0.734,0.765,1,,,,,
4930568G15Rik,0.164406306,0.009257696,0.017,0.011,1,,,,,
Gcn1,0.16440951,-0.052554623,0.144,0.158,1,,,,,
ENSMUSG00000120121,0.164657678,-0.037101169,0.008,0.013,1,,,,,
Gm20501,0.164657678,-0.023293653,0.008,0.013,1,,,,,
Vwa5a,0.164900973,0.01615545,0.014,0.009,1,,,,,
Cdip1,0.164990975,-0.043078049,0.311,0.327,1,,,,,
Stk40,0.165017736,-0.042029933,0.103,0.116,1,,,,,
Pip5k1c,0.16501823,-0.020653631,0.153,0.17,1,,,,,
Tmub1,0.165032324,0.029061742,0.039,0.03,1,,,,,
Nr2c2,0.165044407,0.102973495,0.4,0.38,1,,,,,
Appbp2,0.165044488,-0.053574931,0.252,0.265,1,,,,,
Mus81,0.165104525,-0.033080138,0.073,0.085,1,,,,,
1700102P08Rik,0.165202885,0.015338643,0.009,0.005,1,,,,,
Gm14372,0.165282536,0.038997197,0.08,0.067,1,,,,,
Gm11266,0.165327056,0.070099137,0.036,0.027,1,,,,,
Qrfpr,0.165428149,-0.019301349,0.012,0.017,1,,,,,
Gm48369,0.16551763,-0.012624241,0.008,0.013,1,,,,,
Rab10,0.165523172,-0.032452828,0.385,0.411,1,,,,,
Fndc10,0.165570107,-0.049171676,0.052,0.062,1,,,,,
Gid4,0.165576102,-0.074155481,0.139,0.152,1,,,,,
Camsap2,0.165632765,-0.040160112,0.296,0.314,1,,,,,
Caprin1,0.165659979,0.077584109,0.373,0.35,1,,,,,
Wdr91,0.16572365,-0.057271241,0.065,0.076,1,,,,,
Bicd2,0.165793566,-0.040978352,0.085,0.097,1,,,,,
Nploc4,0.165844004,-0.023227768,0.209,0.224,1,,,,,
Cd63,0.165922068,0.089099037,0.107,0.094,1,,,,,
Ap3s1,0.165923456,-0.040351703,0.218,0.234,1,,,,,
Brwd1,0.165981629,-0.003522681,0.448,0.473,1,,,,,
ENSMUSG00000121103,0.166113879,0.029904314,0.043,0.033,1,,,,,
Ttbk2,0.166130356,-0.080550825,0.123,0.135,1,,,,,
Sh3gl1,0.166193659,-0.078448828,0.154,0.168,1,,,,,
Aifm2,0.166252293,-0.032750305,0.022,0.029,1,,,,,
Gm3830,0.166355446,0.017468417,0.004,0.001,1,,,,,
Gm29521,0.166464483,0.015173356,0.004,0.001,1,,,,,
Fgf16,0.166464483,0.015315644,0.004,0.001,1,,,,,
Dapk2,0.166573574,0.014529641,0.004,0.001,1,,,,,
Ppp3ca,0.166595792,-0.00397082,0.836,0.885,1,,,,,
Ankrd16,0.166680881,0.04828451,0.126,0.11,1,,,,,
Gm45597,0.166682718,0.014087395,0.004,0.001,1,,,,,
Batf3,0.166791917,0.011574005,0.004,0.001,1,,,,,
Gm4925,0.166791917,0.007298629,0.004,0.001,1,,,,,
Tunar,0.166804374,0.016223933,0.022,0.015,1,,,,,
Proser1,0.166863845,-0.026383943,0.135,0.151,1,,,,,
Gm43099,0.166901169,0.008036488,0.004,0.001,1,,,,,
Gm43864,0.166901169,0.008602456,0.004,0.001,1,,,,,
Dqx1,0.166901169,0.011707925,0.004,0.001,1,,,,,
Prrt2,0.166901169,0.006860114,0.004,0.001,1,,,,,
Nlrp1b,0.166901169,0.014824128,0.004,0.001,1,,,,,
ENSMUSG00000121005,0.166901169,0.017521113,0.004,0.001,1,,,,,
Snhg18,0.166901169,0.010000816,0.004,0.001,1,,,,,
Kdm6a,0.166933941,0.085546277,0.242,0.222,1,,,,,
Crybg1,0.166961497,-0.011246379,0.018,0.025,1,,,,,
Gm44264,0.167010474,0.009855222,0.004,0.001,1,,,,,
Gm45399,0.167010474,0.010013244,0.004,0.001,1,,,,,
Gm28373,0.167010474,0.00819897,0.004,0.001,1,,,,,
Rab5b,0.167038479,0.05295675,0.216,0.195,1,,,,,
Gm14774,0.167075109,0.02463412,0.009,0.005,1,,,,,
Gm6117,0.167119834,0.009724627,0.004,0.001,1,,,,,
Fcgrt,0.167119834,0.008660191,0.004,0.001,1,,,,,
Gm15419,0.167119834,0.008636936,0.004,0.001,1,,,,,
ENSMUSG00000121020,0.167119834,0.008977941,0.004,0.001,1,,,,,
Elp2,0.16719568,-0.03529432,0.215,0.233,1,,,,,
Tbc1d5,0.167222558,-0.008409785,0.485,0.516,1,,,,,
Gm22540,0.167229247,0.007340792,0.004,0.001,1,,,,,
4930550C14Rik,0.167229247,0.005623376,0.004,0.001,1,,,,,
Caskin2,0.167229247,0.009966554,0.004,0.001,1,,,,,
Ngb,0.167229247,0.008000972,0.004,0.001,1,,,,,
Gm46526,0.167229247,0.008022765,0.004,0.001,1,,,,,
Gm28047,0.167229247,0.009830676,0.004,0.001,1,,,,,
Gm50358,0.167229247,0.01025832,0.004,0.001,1,,,,,
Rgcc,0.16724774,-0.059726556,0.037,0.046,1,,,,,
Hnrnpl,0.167298633,0.073807169,0.33,0.304,1,,,,,
Hdx,0.167331459,-0.027311954,0.237,0.252,1,,,,,
Gpr52,0.167338714,0.008205095,0.004,0.001,1,,,,,
Fap,0.167338714,0.008486649,0.004,0.001,1,,,,,
Gm47536,0.167338714,0.006761452,0.004,0.001,1,,,,,
Gm11738,0.167338714,0.005721994,0.004,0.001,1,,,,,
Gm50410,0.167338714,0.006418825,0.004,0.001,1,,,,,
Gtf2ird2,0.167429105,0.069979714,0.124,0.108,1,,,,,
Slc25a10,0.16743192,-0.044791421,0.014,0.02,1,,,,,
Rhoh,0.167448235,0.001549204,0.004,0.001,1,,,,,
Rbpj-ps3,0.167448235,0.004795362,0.004,0.001,1,,,,,
Gm38642,0.167448235,0.007297936,0.004,0.001,1,,,,,
Syne2,0.167452555,0.067547201,0.053,0.043,1,,,,,
4930558K02Rik,0.167456767,0.035747244,0.018,0.013,1,,,,,
Gm36638,0.167491371,0.029118074,0.009,0.005,1,,,,,
Hace1,0.167509453,-0.030716815,0.265,0.283,1,,,,,
Tmem214,0.167518544,-0.027015373,0.125,0.139,1,,,,,
Clec2d,0.16755781,0.004991446,0.004,0.001,1,,,,,
Gm34758,0.16755781,0.005104732,0.004,0.001,1,,,,,
Fignl2,0.16755781,0.008978261,0.004,0.001,1,,,,,
Gm50170,0.16755781,0.004585193,0.004,0.001,1,,,,,
Casp8,0.167667439,0.006635694,0.004,0.001,1,,,,,
Tmem37,0.167667439,0.005648414,0.004,0.001,1,,,,,
Gm13577,0.167667439,0.004749682,0.004,0.001,1,,,,,
Erich2os,0.167667439,0.007576511,0.004,0.001,1,,,,,
ENSMUSG00000120540,0.167667439,0.003930006,0.004,0.001,1,,,,,
Gm45060,0.167667439,0.005579845,0.004,0.001,1,,,,,
Gm5627,0.167667439,0.00389198,0.004,0.001,1,,,,,
Pdgfd,0.167699795,0.037681621,0.009,0.005,1,,,,,
Ino80b,0.167758514,-0.007989576,0.026,0.034,1,,,,,
Ccdc14,0.16777514,-0.017917432,0.023,0.03,1,,,,,
