,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
Dync2h1,4.38E-14,0.134691382,0.563,0.481,1.53E-09,,Myod1,Myod1,0.000615142,1
Myo16,5.00E-14,-0.16108631,0.438,0.491,1.74E-09,,Nipbl,Nipbl,0.042126869,1
Gm14296,5.34E-14,0.088204779,0.179,0.123,1.86E-09,,Nr1h4,Nr1h4,-0.000263676,1
Gm43670,5.87E-14,-0.180093525,0.505,0.547,2.05E-09,,Mef2c,Mef2c,0.024804187,1
Il1rapl1,6.26E-14,-0.11758441,0.932,0.976,2.18E-09,,Gtf2b,Gtf2b,0.00249642,1
Specc1,6.32E-14,0.15152967,0.592,0.506,2.20E-09,,Tp63,#N/A,,
9330175M20Rik,6.67E-14,0.09718055,0.208,0.15,2.32E-09,,E2f3,E2f3,-0.093802023,1
Map6,7.29E-14,-0.154834205,0.451,0.49,2.54E-09,,Pax5,Pax5,-0.00182018,1
Ctsl,7.35E-14,0.141739087,0.263,0.195,2.56E-09,,Arnt2,Arnt2,-0.14169631,3.819E-10
Tgfbr3,7.37E-14,0.093362954,0.151,0.101,2.57E-09,,Smad2,Smad2,-0.003299941,1
E130114P18Rik,7.40E-14,0.241476137,0.085,0.049,2.58E-09,,Rag2,Rag2,0.000419204,1
Gm12353,8.24E-14,0.137645239,0.426,0.34,2.87E-09,,Rarb,Rarb,0.228684733,0.00828208
Atp1a1,8.48E-14,-0.131464501,0.66,0.68,2.96E-09,,Nelfb,Nelfb,0.040183168,1
Frmd6,8.51E-14,-0.178576964,0.431,0.474,2.97E-09,,Zbtb17,Zbtb17,-0.011723259,1
Npy,8.77E-14,-0.098610915,0.199,0.257,3.06E-09,,Hivep3,Hivep3,0.111178912,0.952698626
Ppfibp1,9.20E-14,-0.136255181,0.166,0.217,3.21E-09,,Ncoa3,Ncoa3,-0.036425478,1
Hpgds,9.81E-14,0.109168392,0.256,0.19,3.42E-09,,Junb,Junb,-0.121146637,2.84785E-06
Dusp6,1.12E-13,-0.08087081,0.039,0.072,3.91E-09,,Jph2,Jph2,-0.00100873,1
Gsta3,1.20E-13,0.091340429,0.102,0.062,4.19E-09,,Pou3f2,Pou3f2,0.028440168,1
Hivep1,1.24E-13,-0.150229211,0.313,0.366,4.32E-09,,Hoxa13,#N/A,,
Gm42477,1.26E-13,0.081551397,0.193,0.136,4.40E-09,,Tbp,Tbp,0.032108961,1
Ildr2,1.31E-13,-0.149375235,0.527,0.571,4.55E-09,,Suz12,Suz12,0.039442643,1
Smpdl3b,1.36E-13,0.037023688,0.024,0.007,4.75E-09,,Clock,Clock,-0.058462373,1
Cacna1e,1.57E-13,0.170405288,0.873,0.865,5.47E-09,,Onecut2,Onecut2,-0.005913411,1
Gm20642,1.65E-13,-0.114101535,0.899,0.944,5.76E-09,,Tcf7l2,Tcf7l2,0.010056859,1
Gm15614,1.82E-13,0.081954415,0.163,0.111,6.33E-09,,Mafa,Mafa,0.000778179,1
Samd4,2.36E-13,-0.167015764,0.228,0.279,8.22E-09,,Mllt3,Mllt3,-0.037520837,1
Gm45193,2.36E-13,0.083329631,0.181,0.126,8.23E-09,,Stag2,Stag2,0.064583465,1
Orc3,2.36E-13,0.102224262,0.344,0.268,8.24E-09,,Tp53,#N/A,,
Pde1c,2.37E-13,0.201107874,0.065,0.035,8.25E-09,,Atf3,Atf3,0.000435206,1
Tamalin,2.43E-13,-0.147756327,0.176,0.227,8.48E-09,,Stat1,Stat1,0.006668914,1
Platr25,2.55E-13,0.063477142,0.152,0.102,8.90E-09,,Gtf3c1,Gtf3c1,-0.005662135,1
Arap2,2.57E-13,-0.148909842,0.54,0.585,8.97E-09,,Nrf1,Nrf1,-0.014366186,1
Stk40,2.67E-13,-0.137350252,0.184,0.235,9.31E-09,,Dux,#N/A,,
Ldlrad4,2.96E-13,-0.10814086,0.811,0.841,1.03E-08,,Lin28a,Lin28a,0.000138394,1
Syt17,3.09E-13,0.140896658,0.338,0.269,1.08E-08,,Bcl6,Bcl6,0.008546914,1
Mei4,3.44E-13,0.139944225,0.203,0.149,1.20E-08,,Hand2,#N/A,,
Col6a4,3.87E-13,0.043134362,0.033,0.012,1.35E-08,,Sp1,Sp1,0.004279201,1
Ppcdc,3.96E-13,0.086097849,0.201,0.143,1.38E-08,,Tal1,Tal1,0.000762043,1
Hap1,4.08E-13,0.121188553,0.213,0.156,1.42E-08,,Smyd3,Smyd3,0.061155975,1
Gm38273,4.46E-13,0.042104924,0.035,0.013,1.55E-08,,Smc3,Smc3,0.041587315,1
Pcdh10,4.57E-13,0.180369532,0.723,0.661,1.59E-08,,Fos,Fos,-0.068871659,1.83703E-08
Fos,5.27E-13,-0.068871659,0.017,0.042,1.84E-08,,Hey2,Hey2,0.015833914,1
Gm47088,5.33E-13,-0.098831907,0.051,0.086,1.86E-08,,Nkx2-2,Nkx2-2,-0.001887719,1
Gm37928,5.49E-13,0.082423891,0.212,0.153,1.92E-08,,Nr6a1,Nr6a1,0.024999352,1
Iqgap2,5.68E-13,0.146695923,0.342,0.271,1.98E-08,,Spi1,Spi1,0.000472668,1
Ewsr1,6.01E-13,0.15011042,0.728,0.656,2.10E-08,,Sox2,Sox2,0.003248987,1
Eomes,6.99E-13,0.030976173,0.01,0,2.44E-08,,Zfp57,Zfp57,0.006902227,1
Shisa4,7.66E-13,-0.132036556,0.49,0.532,2.67E-08,,Sumo1,Sumo1,0.024368639,1
4930547E14Rik,8.65E-13,0.151744005,0.223,0.168,3.02E-08,,Bcl11b,Bcl11b,-0.00955671,1
Rps6ka5,8.72E-13,0.123859881,0.278,0.213,3.04E-08,,Lhx6,Lhx6,0.00775368,1
Bbln,9.69E-13,-0.112779978,0.291,0.341,3.38E-08,,Med1,Med1,-0.007965324,1
Gm31135,1.07E-12,0.065919819,0.067,0.036,3.75E-08,,Klf15,Klf15,-0.014222585,1
Hsd3b3,1.30E-12,0.077565416,0.116,0.074,4.52E-08,,Foxf1,Foxf1,0,1
D030068K23Rik,1.34E-12,0.104399544,0.252,0.188,4.68E-08,,Ncor2,Ncor2,-0.06257571,1
Atp2a2,1.41E-12,-0.081720479,0.656,0.685,4.92E-08,,Hnf1a,Hnf1a,0.001814973,1
Cmss1,1.42E-12,-0.0684392,0.657,0.689,4.96E-08,,Plagl1,Plagl1,-0.005759055,1
Tspan5,1.48E-12,-0.113699452,0.84,0.878,5.17E-08,,Gata3,#N/A,,
Zfp329,1.64E-12,0.133871341,0.501,0.42,5.73E-08,,Tet1,Tet1,0.030578199,1
Mir670hg,1.65E-12,-0.164409115,0.14,0.187,5.76E-08,,Tbx5,#N/A,,
Nr4a3,1.69E-12,-0.112036011,0.056,0.091,5.91E-08,,Kdm2b,Kdm2b,0.038674312,1
Fign,1.77E-12,0.108171124,0.134,0.09,6.18E-08,,Ino80,Ino80,0.010584523,1
Nptx2,1.85E-12,-0.080529656,0.034,0.064,6.46E-08,,Tcf3,Tcf3,-0.029987205,1
Ankrd33b,1.87E-12,-0.159943852,0.545,0.575,6.53E-08,,Hoxa9,#N/A,,
Efnb2,1.92E-12,0.112461812,0.219,0.162,6.69E-08,,Sox17,Sox17,-0.003064778,1
Lmo4,1.92E-12,0.141076103,0.772,0.74,6.70E-08,,Tead2,Tead2,-0.001085116,1
Enox1,1.94E-12,0.170797377,0.778,0.738,6.77E-08,,Xbp1,Xbp1,0.043817191,1
Ntsr2,2.03E-12,0.061679199,0.061,0.032,7.06E-08,,Nr5a1,Nr5a1,-0.001438925,1
Tmem178b,2.20E-12,-0.117276586,0.833,0.853,7.67E-08,,Sinhcaf,Sinhcaf,0.007283166,1
Gm10130,2.21E-12,0.070718608,0.132,0.088,7.70E-08,,Znf281,#N/A,,
Gm15577,2.39E-12,0.125830758,0.452,0.376,8.35E-08,,Tbl1x,Tbl1x,-0.051870415,1
Gpr155,2.42E-12,0.087902747,0.257,0.193,8.42E-08,,Meis1,Meis1,0.032853362,0.10594596
Cdkl1,2.60E-12,0.092704373,0.307,0.237,9.06E-08,,Pbrm1,Pbrm1,0.060811221,1
Wwox,2.73E-12,0.171231355,0.643,0.574,9.53E-08,,Stra8,Stra8,0,1
Tmtc1,2.79E-12,-0.147917757,0.524,0.562,9.72E-08,,Cbfb,Cbfb,0.025660284,1
Qrfpr,2.90E-12,0.061983614,0.052,0.026,1.01E-07,,Rbfox2,Rbfox2,-0.063406819,1
Nrep,3.04E-12,-0.102852169,0.062,0.099,1.06E-07,,Anpep,Anpep,0.000661063,1
Prxl2c,3.43E-12,0.078371798,0.263,0.198,1.20E-07,,Esrrb,Esrrb,-0.002139985,1
Ryr2,3.78E-12,0.112369782,0.925,0.951,1.32E-07,,Ash2l,Ash2l,0.026464968,1
Mmadhc,3.80E-12,0.086719985,0.135,0.091,1.33E-07,,Sin3a,Sin3a,-0.021208033,1
mt-Co2,4.66E-12,0.067942348,0.077,0.044,1.62E-07,,Ldb1,Ldb1,0.05189818,1
Rab6b,4.70E-12,-0.108601252,0.651,0.676,1.64E-07,,Nelfa,Nelfa,0.006037618,1
Cdh13,4.76E-12,0.257410232,0.456,0.393,1.66E-07,,Ezh1,Ezh1,0.042272772,0.790852039
Hnrnpa3,5.02E-12,0.10626482,0.458,0.372,1.75E-07,,Ctcfl,Ctcfl,0.0006332,1
Ppm1l,5.32E-12,-0.1377839,0.638,0.667,1.85E-07,,Cdk7,Cdk7,-0.000644418,1
Gm43192,5.60E-12,0.101565864,0.167,0.118,1.95E-07,,Hoxd11,#N/A,,
Col25a1,5.76E-12,0.138376569,0.352,0.285,2.01E-07,,Pcgf2,Pcgf2,0.003136592,1
Timp3,5.82E-12,0.135798193,0.26,0.2,2.03E-07,,Nr3c1,Nr3c1,-0.074272203,1
Rab27a,6.12E-12,0.058451315,0.041,0.019,2.13E-07,,Leo1,Leo1,-0.022080624,1
Zfp407,6.18E-12,-0.145762752,0.498,0.529,2.15E-07,,Batf3,Batf3,0.035821916,0.000244917
Pbx1,6.33E-12,0.130151652,0.901,0.906,2.21E-07,,Gata2,Gata2,0,1
Ino80dos,6.58E-12,0.095781276,0.304,0.236,2.29E-07,,Kmt2a,Kmt2a,-0.051986338,1
Smurf1,6.60E-12,-0.163465424,0.357,0.4,2.30E-07,,Ezh2,Ezh2,0.034654211,1
Klhl14,7.38E-12,0.038362003,0.015,0.003,2.57E-07,,Tead4,Tead4,-0.000131811,1
Dnajc10,7.42E-12,0.099783709,0.38,0.305,2.59E-07,,Tcf12,Tcf12,0.006831083,1
Grm3,7.58E-12,-0.118382934,0.755,0.803,2.64E-07,,Dpep2,Dpep2,-0.000329412,1
ENSMUSG00000119984,7.84E-12,0.105033228,0.33,0.26,2.74E-07,,Cebpa,Cebpa,-0.003530328,1
Efna5,7.93E-12,-0.142869554,0.579,0.628,2.77E-07,,Sumo2,Sumo2,0.043170352,1
Pik3ip1,8.02E-12,0.077032507,0.117,0.077,2.80E-07,,Foxa1,#N/A,,
Sun1,8.24E-12,-0.155800562,0.521,0.547,2.87E-07,,Rybp,Rybp,0.008777451,1
Rgs6,8.28E-12,-0.133215738,0.805,0.853,2.89E-07,,Gata4,Gata4,-0.004399963,1
Egfem1,9.54E-12,0.289800378,0.58,0.534,3.33E-07,,Atrx,Atrx,0.033964449,1
Kcnh1,9.86E-12,-0.12242308,0.678,0.712,3.44E-07,,Elf1,Elf1,0.007200048,1
Gfra2,1.01E-11,-0.179141456,0.236,0.282,3.53E-07,,Pgr,Pgr,0.079448952,0.004906054
Dlgap3,1.03E-11,-0.134728025,0.478,0.515,3.59E-07,,Kmt2d,Kmt2d,0.025682538,1
Ece1,1.04E-11,-0.14705588,0.209,0.255,3.61E-07,,Acss2,Acss2,0.01964115,1
Bc1,1.09E-11,-0.13028018,0.41,0.449,3.79E-07,,Top2b,Top2b,-0.03768106,1
Cpne6,1.14E-11,0.109141456,0.206,0.153,3.98E-07,,Hnf4a,Hnf4a,0.000800035,1
Adcy8,1.18E-11,-0.100752934,0.298,0.352,4.12E-07,,Otx2,Otx2,0,1
Crispld1,1.25E-11,0.073340853,0.103,0.066,4.36E-07,,Rnf2,Rnf2,-0.018829614,1
Cpne9,1.30E-11,-0.167813871,0.307,0.352,4.55E-07,,,,,
Dcx,1.31E-11,-0.132082214,0.456,0.497,4.56E-07,,,,,
Wwc1,1.36E-11,-0.15839981,0.387,0.427,4.76E-07,,,,,
Disp2,1.40E-11,0.112032256,0.367,0.294,4.90E-07,,,,,
Slc1a3,1.47E-11,0.110646513,0.07,0.04,5.12E-07,,,,,
Mical2,1.50E-11,-0.124353887,0.703,0.729,5.22E-07,,,,,
Gm11242,1.55E-11,0.046599547,0.061,0.033,5.39E-07,,,,,
Frmd4a,1.57E-11,-0.0810118,0.912,0.943,5.46E-07,,,,,
Sfi1,1.63E-11,0.071633335,0.273,0.208,5.67E-07,,,,,
1110032A03Rik,1.71E-11,0.08737061,0.242,0.183,5.95E-07,,,,,
Madd,1.75E-11,-0.121541019,0.505,0.538,6.09E-07,,,,,
Krt222,1.86E-11,0.077924318,0.207,0.153,6.50E-07,,,,,
Stk3,2.13E-11,0.120360963,0.389,0.317,7.44E-07,,,,,
Csmd2,2.27E-11,-0.100533541,0.832,0.857,7.91E-07,,,,,
Filip1l,2.29E-11,0.115959603,0.282,0.218,7.97E-07,,,,,
Mgat4c,2.29E-11,0.11889481,0.798,0.755,7.98E-07,,,,,
Slc38a9,2.30E-11,0.108997903,0.515,0.434,8.04E-07,,,,,
Adarb2,2.31E-11,0.2110221,0.184,0.136,8.06E-07,,,,,
Ankrd6,2.31E-11,0.097497453,0.241,0.184,8.07E-07,,,,,
mt-Atp6,2.36E-11,0.072115311,0.122,0.082,8.22E-07,,,,,
Sik2,2.49E-11,-0.162278876,0.41,0.445,8.67E-07,,,,,
Slc18a2,2.60E-11,0.058496904,0.1,0.063,9.06E-07,,,,,
A930015D03Rik,2.70E-11,0.113230265,0.655,0.586,9.42E-07,,,,,
Frmd4b,2.73E-11,0.135492133,0.094,0.06,9.52E-07,,,,,
Gm15952,2.98E-11,0.09607597,0.285,0.22,1.04E-06,,,,,
Ddah1,3.03E-11,-0.089238394,0.052,0.085,1.06E-06,,,,,
Prkd1,3.11E-11,0.156822557,0.378,0.315,1.09E-06,,,,,
Snx32,3.25E-11,0.093144077,0.445,0.365,1.13E-06,,,,,
Filip1,3.41E-11,0.085563688,0.086,0.053,1.19E-06,,,,,
Gm38825,3.47E-11,0.034455266,0.043,0.02,1.21E-06,,,,,
Myo10,3.52E-11,0.054332495,0.122,0.081,1.23E-06,,,,,
Camkk2,3.66E-11,-0.137741675,0.543,0.572,1.28E-06,,,,,
Magi1,3.69E-11,-0.096279313,0.82,0.849,1.29E-06,,,,,
Sorl1,3.87E-11,-0.118361739,0.54,0.576,1.35E-06,,,,,
Zfp799,3.97E-11,0.092691774,0.41,0.333,1.38E-06,,,,,
Kdm6a,4.03E-11,0.129144292,0.403,0.332,1.40E-06,,,,,
Jpx,4.10E-11,0.108830882,0.32,0.255,1.43E-06,,,,,
Gm10649,4.20E-11,0.105749559,0.151,0.108,1.46E-06,,,,,
Nedd4l,4.48E-11,-0.089830875,0.791,0.817,1.56E-06,,,,,
Hdac4,4.67E-11,-0.130405875,0.418,0.46,1.63E-06,,,,,
Rerg,4.89E-11,0.055463043,0.02,0.006,1.70E-06,,,,,
Sorbs2os,5.14E-11,-0.147770244,0.789,0.809,1.79E-06,,,,,
Malat1,5.66E-11,-0.063933476,1,1,1.97E-06,,,,,
Clstn3,5.73E-11,-0.122708282,0.4,0.445,2.00E-06,,,,,
Gm47827,6.25E-11,0.052897806,0.12,0.08,2.18E-06,,,,,
Wdr66,6.29E-11,0.057132713,0.167,0.119,2.19E-06,,,,,
Actr1b,6.36E-11,-0.115653526,0.474,0.513,2.22E-06,,,,,
Ccdc73,6.38E-11,0.081688775,0.248,0.189,2.23E-06,,,,,
Sec14l5,6.41E-11,0.042887634,0.029,0.011,2.24E-06,,,,,
Zfhx4,6.61E-11,0.178538016,0.361,0.302,2.30E-06,,,,,
Snx12,6.81E-11,0.066020656,0.225,0.168,2.37E-06,,,,,
Epm2a,6.85E-11,0.089028228,0.288,0.224,2.39E-06,,,,,
Arhgef37,7.08E-11,-0.127812785,0.135,0.177,2.47E-06,,,,,
Ddhd2,7.10E-11,0.113397788,0.595,0.519,2.48E-06,,,,,
Gabbr2,7.15E-11,-0.108040362,0.815,0.857,2.49E-06,,,,,
Esr1,7.28E-11,0.043236879,0.058,0.032,2.54E-06,,,,,
4930570G19Rik,7.39E-11,0.101238055,0.307,0.242,2.58E-06,,,,,
Plk3,7.83E-11,-0.073414215,0.029,0.055,2.73E-06,,,,,
Itgb3bp,7.88E-11,0.090353031,0.317,0.25,2.75E-06,,,,,
Gtdc1,7.89E-11,-0.104971688,0.685,0.721,2.75E-06,,,,,
Slc6a15,7.90E-11,0.083409795,0.264,0.204,2.75E-06,,,,,
Nr3c2,8.12E-11,0.19067297,0.478,0.418,2.83E-06,,,,,
Junb,8.17E-11,-0.121146637,0.108,0.148,2.85E-06,,,,,
Zfp846,8.34E-11,0.074496484,0.252,0.192,2.91E-06,,,,,
Gm34907,8.42E-11,0.056764976,0.063,0.035,2.94E-06,,,,,
Ctnna1,8.88E-11,0.084104608,0.214,0.161,3.09E-06,,,,,
5530601H04Rik,9.21E-11,0.096771449,0.338,0.269,3.21E-06,,,,,
Gm16126,9.36E-11,0.078174535,0.224,0.169,3.26E-06,,,,,
Adgrb3,9.68E-11,0.093394602,0.956,0.984,3.37E-06,,,,,
Ccbe1,9.84E-11,0.186322253,0.238,0.19,3.43E-06,,,,,
Srcin1,1.02E-10,-0.133987147,0.614,0.632,3.57E-06,,,,,
Mbd5,1.11E-10,0.138283674,0.858,0.841,3.85E-06,,,,,
6530403H02Rik,1.11E-10,0.241869304,0.236,0.186,3.87E-06,,,,,
Vstm2b,1.11E-10,0.105798516,0.2,0.148,3.88E-06,,,,,
Gm35769,1.13E-10,0.063287584,0.075,0.045,3.94E-06,,,,,
Ly6h,1.20E-10,0.15202328,0.657,0.592,4.17E-06,,,,,
Gm44847,1.24E-10,0.066474746,0.111,0.074,4.32E-06,,,,,
Ebf1,1.25E-10,0.170754902,0.016,0.004,4.34E-06,,,,,
Gm38162,1.26E-10,0.080630207,0.208,0.156,4.39E-06,,,,,
Hnrnpu,1.29E-10,-0.09359229,0.796,0.807,4.49E-06,,,,,
Dgkg,1.34E-10,0.111865232,0.41,0.338,4.67E-06,,,,,
Actn4,1.36E-10,-0.159249859,0.418,0.445,4.74E-06,,,,,
Slc16a11,1.45E-10,0.08157611,0.274,0.211,5.04E-06,,,,,
Brinp1,1.54E-10,-0.122422507,0.858,0.878,5.37E-06,,,,,
Gm33206,1.57E-10,0.044915478,0.049,0.025,5.46E-06,,,,,
Trip4,1.59E-10,0.078700982,0.235,0.179,5.55E-06,,,,,
Kcnj13,1.64E-10,0.055591051,0.09,0.057,5.73E-06,,,,,
4931403E22Rik,1.68E-10,0.055841209,0.084,0.052,5.85E-06,,,,,
Gm38155,1.77E-10,0.060733439,0.125,0.085,6.17E-06,,,,,
Gucy1a1,1.83E-10,0.117976299,0.275,0.219,6.39E-06,,,,,
4930474M22Rik,1.85E-10,0.04423854,0.049,0.026,6.45E-06,,,,,
Xylt1,1.89E-10,-0.093848552,0.619,0.66,6.61E-06,,,,,
Ccnd3,1.92E-10,0.048225555,0.046,0.023,6.71E-06,,,,,
Gm49936,1.99E-10,0.060360389,0.094,0.061,6.92E-06,,,,,
N4bp2l2,2.06E-10,0.119315884,0.583,0.509,7.17E-06,,,,,
Rps6ka3,2.10E-10,-0.122545216,0.648,0.675,7.33E-06,,,,,
Bcas3os1,2.16E-10,0.05238618,0.135,0.094,7.52E-06,,,,,
Car10,2.23E-10,-0.101365558,0.842,0.883,7.78E-06,,,,,
Asb3,2.27E-10,0.121359422,0.568,0.495,7.93E-06,,,,,
Gramd1b,2.29E-10,-0.129890593,0.597,0.619,7.98E-06,,,,,
Zfp608,2.29E-10,0.103363347,0.276,0.218,8.00E-06,,,,,
Gm35835,2.31E-10,0.072077555,0.119,0.081,8.04E-06,,,,,
Trim35,2.33E-10,-0.144004064,0.519,0.546,8.13E-06,,,,,
Zfp365,2.38E-10,-0.097886596,0.256,0.302,8.30E-06,,,,,
Gm44846,2.60E-10,0.056874058,0.158,0.114,9.06E-06,,,,,
Gm42953,2.73E-10,0.075920056,0.099,0.065,9.53E-06,,,,,
Atp1a4,2.79E-10,0.030636687,0.028,0.011,9.74E-06,,,,,
Rims4,2.95E-10,-0.120685076,0.195,0.237,1.03E-05,,,,,
Hrh3,2.96E-10,0.083016669,0.16,0.116,1.03E-05,,,,,
Cdr1os,3.05E-10,0.134919748,0.632,0.566,1.06E-05,,,,,
Cpq,3.16E-10,-0.088691501,0.059,0.091,1.10E-05,,,,,
Zfp260,3.20E-10,0.080798268,0.281,0.219,1.12E-05,,,,,
6530401F13Rik,3.22E-10,0.076715802,0.135,0.095,1.12E-05,,,,,
C920021L13Rik,3.36E-10,0.068043528,0.146,0.103,1.17E-05,,,,,
4833422C13Rik,3.41E-10,0.07938341,0.282,0.222,1.19E-05,,,,,
Stx1a,3.46E-10,-0.134709573,0.468,0.498,1.21E-05,,,,,
Oacyl,3.70E-10,0.051126718,0.072,0.043,1.29E-05,,,,,
Cdc14b,3.80E-10,0.098519954,0.284,0.224,1.33E-05,,,,,
Sod2,3.85E-10,0.101847494,0.442,0.366,1.34E-05,,,,,
Dab1,3.97E-10,0.173302818,0.888,0.888,1.38E-05,,,,,
Sh2d5,4.08E-10,0.08975933,0.23,0.176,1.42E-05,,,,,
Chrd,4.16E-10,0.068916171,0.192,0.144,1.45E-05,,,,,
Tafa1,4.27E-10,-0.193516811,0.582,0.619,1.49E-05,,,,,
Tmem117,4.34E-10,0.1372976,0.368,0.306,1.51E-05,,,,,
Cyp7b1,4.44E-10,0.119560713,0.308,0.25,1.55E-05,,,,,
Cx3cl1,4.52E-10,-0.13783198,0.486,0.51,1.58E-05,,,,,
Zfp932,4.60E-10,0.085609279,0.236,0.181,1.61E-05,,,,,
Sptbn1,4.61E-10,-0.092267596,0.818,0.839,1.61E-05,,,,,
Cdh11,4.95E-10,-0.110753099,0.769,0.798,1.72E-05,,,,,
Mycbp,5.01E-10,0.092485864,0.334,0.268,1.75E-05,,,,,
Dlgap4,5.06E-10,-0.116261619,0.575,0.596,1.76E-05,,,,,
Calb2,5.13E-10,0.032747181,0.025,0.009,1.79E-05,,,,,
Rcbtb1,5.18E-10,0.076501668,0.195,0.144,1.81E-05,,,,,
Fbxl12os,5.20E-10,0.069934049,0.117,0.08,1.81E-05,,,,,
Manf,5.24E-10,0.124810784,0.382,0.311,1.83E-05,,,,,
Gm26911,5.33E-10,-0.126489135,0.165,0.207,1.86E-05,,,,,
Gm38020,5.45E-10,0.073682387,0.202,0.152,1.90E-05,,,,,
Pcsk2os1,5.69E-10,0.08697816,0.194,0.145,1.98E-05,,,,,
Gm20422,6.00E-10,0.055360089,0.111,0.075,2.09E-05,,,,,
1810034E14Rik,6.01E-10,0.094274665,0.28,0.221,2.10E-05,,,,,
C130073E24Rik,6.17E-10,0.182359616,0.071,0.043,2.15E-05,,,,,
Gas2l1,6.31E-10,0.083929521,0.198,0.148,2.20E-05,,,,,
Gm15283,6.36E-10,0.079385117,0.313,0.249,2.22E-05,,,,,
Sel1l3,6.39E-10,-0.151300789,0.483,0.516,2.23E-05,,,,,
Rhobtb1,6.59E-10,-0.102802722,0.088,0.123,2.30E-05,,,,,
Pfkp,6.63E-10,-0.119611843,0.564,0.594,2.31E-05,,,,,
Cntn5,7.29E-10,0.225720573,0.828,0.833,2.54E-05,,,,,
Nnat,7.45E-10,0.090505495,0.264,0.207,2.60E-05,,,,,
Kif1a,7.85E-10,-0.101595409,0.638,0.649,2.74E-05,,,,,
Camta1,8.18E-10,-0.098436139,0.799,0.803,2.85E-05,,,,,
Gm17276,8.23E-10,0.067459253,0.169,0.125,2.87E-05,,,,,
Slc4a7,8.35E-10,0.076042827,0.259,0.202,2.91E-05,,,,,
Ptprk,8.36E-10,0.23182579,0.653,0.633,2.91E-05,,,,,
ENSMUSG00000121153,8.69E-10,0.039055632,0.072,0.044,3.03E-05,,,,,
Hlf,8.88E-10,0.126323926,0.414,0.349,3.10E-05,,,,,
Fgd4,9.00E-10,0.096920259,0.42,0.346,3.14E-05,,,,,
Skil,9.70E-10,-0.102700688,0.189,0.23,3.38E-05,,,,,
Mmp17,9.70E-10,-0.133688147,0.236,0.276,3.38E-05,,,,,
Klhl10,9.85E-10,0.084655025,0.197,0.149,3.44E-05,,,,,
Gng2,9.90E-10,-0.125189548,0.391,0.43,3.45E-05,,,,,
Trps1,1.01E-09,-0.120536041,0.405,0.449,3.50E-05,,,,,
Gm14858,1.04E-09,0.082837848,0.201,0.153,3.64E-05,,,,,
Ano2,1.05E-09,0.032796849,0.035,0.016,3.66E-05,,,,,
Nexn,1.06E-09,0.049003787,0.082,0.052,3.71E-05,,,,,
Xkr4,1.11E-09,-0.096878835,0.918,0.948,3.86E-05,,,,,
Dnm3,1.11E-09,0.130328158,0.696,0.635,3.88E-05,,,,,
Sorcs3,1.12E-09,0.176621202,0.584,0.535,3.89E-05,,,,,
Galnt18,1.13E-09,-0.121547252,0.576,0.605,3.94E-05,,,,,
Dip2b,1.19E-09,-0.099785948,0.765,0.778,4.14E-05,,,,,
Arr3,1.21E-09,-0.081732617,0.046,0.073,4.23E-05,,,,,
Golga1,1.26E-09,0.086278295,0.332,0.267,4.38E-05,,,,,
Npas4,1.26E-09,-0.116649056,0.06,0.09,4.39E-05,,,,,
Npas2,1.28E-09,-0.127401865,0.56,0.588,4.46E-05,,,,,
Cwf19l2,1.28E-09,0.079894556,0.328,0.263,4.47E-05,,,,,
Clu,1.31E-09,0.106636739,0.244,0.19,4.57E-05,,,,,
Gpr88,1.35E-09,0.04169024,0.057,0.032,4.71E-05,,,,,
Hdac8,1.35E-09,0.105996762,0.554,0.487,4.72E-05,,,,,
Phf21b,1.36E-09,-0.079324286,0.058,0.088,4.75E-05,,,,,
Traip,1.38E-09,0.062026172,0.154,0.111,4.82E-05,,,,,
Clk1,1.39E-09,0.118660674,0.548,0.473,4.84E-05,,,,,
Nmt1,1.41E-09,0.096809751,0.386,0.317,4.93E-05,,,,,
Pcp4l1,1.42E-09,0.063294319,0.034,0.016,4.94E-05,,,,,
Dock10,1.42E-09,0.137155216,0.116,0.08,4.95E-05,,,,,
Magt1,1.44E-09,0.041069334,0.085,0.055,5.02E-05,,,,,
Fryl,1.51E-09,0.140563577,0.544,0.482,5.26E-05,,,,,
Gm48765,1.51E-09,0.069889033,0.269,0.21,5.28E-05,,,,,
Pdp1,1.56E-09,-0.112413455,0.236,0.278,5.44E-05,,,,,
Rps10,1.56E-09,0.103857534,0.113,0.078,5.45E-05,,,,,
Tgfa,1.57E-09,0.041108015,0.025,0.01,5.46E-05,,,,,
Mt1,1.61E-09,0.090271773,0.122,0.085,5.62E-05,,,,,
Klhl29,1.62E-09,-0.084290171,0.773,0.809,5.64E-05,,,,,
Smc2,1.64E-09,0.071915693,0.142,0.102,5.71E-05,,,,,
Gm30648,1.69E-09,0.067196415,0.134,0.095,5.90E-05,,,,,
Kitl,1.69E-09,0.09408648,0.263,0.207,5.91E-05,,,,,
Trank1,1.71E-09,-0.100682582,0.742,0.759,5.95E-05,,,,,
Slc9a3r2,1.75E-09,0.041860116,0.074,0.046,6.09E-05,,,,,
Ttc28,1.75E-09,0.102217994,0.221,0.17,6.12E-05,,,,,
Prox2,1.76E-09,0.064490204,0.137,0.098,6.12E-05,,,,,
Gm20616,1.82E-09,0.08692657,0.18,0.135,6.35E-05,,,,,
