,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
Timm23,0.020459855,0.103172865,0.191,0.152,1,,,,,
ENSMUSG00000120436,0.020485656,-0.055446257,0.001,0.005,1,,,,,
Tsen54,0.020512657,-0.075735825,0.008,0.017,1,,,,,
Pigb,0.020514488,0.087925332,0.07,0.048,1,,,,,
Gm48334,0.02051646,-0.030915104,0.001,0.005,1,,,,,
Gm36101,0.02051646,-0.038485924,0.001,0.005,1,,,,,
Ganc,0.02053082,0.104408063,0.116,0.087,1,,,,,
Frem1,0.020532902,-0.157640335,0.089,0.113,1,,,,,
Gm26511,0.020547304,-0.032498728,0.001,0.005,1,,,,,
B830017H08Rik,0.020578189,-0.039407225,0.001,0.005,1,,,,,
Blmh,0.020589689,0.125198405,0.117,0.089,1,,,,,
Ncapd2,0.020624469,0.074606313,0.043,0.026,1,,,,,
Ercc2,0.02062713,-0.116075542,0.02,0.034,1,,,,,
Dmkn,0.02064008,-0.029886653,0.001,0.005,1,,,,,
Fbxo4,0.020664415,0.053010914,0.058,0.038,1,,,,,
Arntl2,0.020671752,-0.101518048,0.021,0.036,1,,,,,
Adcy10,0.020710133,-0.160272151,0.049,0.069,1,,,,,
6330408M09Rik,0.020738749,0.042166484,0.012,0.003,1,,,,,
Gm38036,0.020773975,0.063460869,0.012,0.003,1,,,,,
Gm48084,0.020773975,0.047122247,0.012,0.003,1,,,,,
Ints2,0.020801966,0.074639662,0.075,0.052,1,,,,,
Tubgcp5,0.020822628,0.07664697,0.111,0.083,1,,,,,
Dcun1d3,0.020864719,0.076633821,0.067,0.045,1,,,,,
Mtmr1,0.020870005,0.139632846,0.148,0.116,1,,,,,
Esf1,0.020892929,0.088478246,0.137,0.105,1,,,,,
Snta1,0.020921051,0.059464149,0.243,0.193,1,,,,,
Sirt6,0.020928034,0.06623264,0.027,0.014,1,,,,,
Larp4b,0.020929841,0.092868154,0.224,0.18,1,,,,,
Slc25a14,0.020939773,-0.181472394,0.048,0.067,1,,,,,
Gss,0.020971274,-0.169812073,0.065,0.087,1,,,,,
Brd9,0.021017118,0.056744723,0.194,0.151,1,,,,,
Nrp2,0.021018089,0.154711105,0.051,0.033,1,,,,,
Gm42699,0.021057668,0.032331294,0.012,0.003,1,,,,,
C030029H02Rik,0.021069422,-0.064631145,0.008,0.017,1,,,,,
Psd,0.02108618,-0.104248089,0.031,0.048,1,,,,,
Dtx4,0.021116866,0.097311132,0.042,0.025,1,,,,,
Tram2,0.021126834,0.062006167,0.027,0.014,1,,,,,
Trp53inp1,0.021159945,0.085549697,0.082,0.057,1,,,,,
Dctn5,0.021192963,0.066693629,0.062,0.041,1,,,,,
Zfyve9,0.021291396,0.1148821,0.275,0.224,1,,,,,
Chil1,0.021312733,0.072299492,0.037,0.022,1,,,,,
Ethe1,0.02138636,0.082635193,0.026,0.013,1,,,,,
Dab2ip,0.021406341,0.124706937,0.117,0.089,1,,,,,
Zfp704,0.021421699,0.137047738,0.078,0.056,1,,,,,
Parl,0.021437983,0.098085066,0.123,0.094,1,,,,,
Hes1,0.021456109,0.070926631,0.102,0.075,1,,,,,
Dip2a,0.021478565,0.07602428,0.114,0.086,1,,,,,
Sptbn2,0.021506496,-0.114802471,0.041,0.06,1,,,,,
Nfe2l3,0.021547941,0.07587342,0.026,0.013,1,,,,,
Cwf19l2,0.021552912,0.099048817,0.238,0.196,1,,,,,
H2bc6,0.02158031,0.083227586,0.067,0.045,1,,,,,
Scaf11,0.021599684,0.094456327,0.195,0.157,1,,,,,
Gm45338,0.02164146,0.05752414,0.034,0.019,1,,,,,
Unc5d,0.021647765,-0.107621116,0.047,0.067,1,,,,,
E130114P18Rik,0.02165589,0.087319955,0.324,0.272,1,,,,,
1700087I21Rik,0.021657604,0.059086086,0.067,0.045,1,,,,,
Kif15,0.021669845,-0.048425993,0.004,0.011,1,,,,,
Sorcs1,0.021672223,0.370966887,0.076,0.055,1,,,,,
Gm31224,0.021733675,-0.175928359,0.2,0.229,1,,,,,
Pik3ip1,0.021758455,0.060101868,0.121,0.09,1,,,,,
Hmg20b,0.021760874,0.102268786,0.095,0.07,1,,,,,
Zfp532,0.02177058,-0.206390818,0.261,0.286,1,,,,,
Ddr2,0.021800605,0.13870175,0.103,0.077,1,,,,,
Lncbate1,0.021867395,0.063711873,0.008,0.002,1,,,,,
Mansc1,0.021906963,-0.039266852,0.004,0.011,1,,,,,
Cgref1,0.021926824,-0.04207349,0.004,0.011,1,,,,,
Tle4,0.021940276,-0.201914386,0.507,0.515,1,,,,,
Gm45844,0.021941383,0.045953009,0.119,0.089,1,,,,,
Ccdc191,0.021957458,0.075984907,0.173,0.136,1,,,,,
Rbm3,0.021957609,0.133697238,0.13,0.101,1,,,,,
Sh3gl1,0.021976248,0.078273606,0.075,0.052,1,,,,,
Phtf2,0.021977456,-0.170706195,0.06,0.082,1,,,,,
Nif3l1,0.021992337,0.066136925,0.046,0.029,1,,,,,
Mlh3,0.022009977,0.081519656,0.103,0.076,1,,,,,
Psmd4,0.022047984,0.085787859,0.154,0.12,1,,,,,
Ccl28,0.022068832,0.038086115,0.008,0.002,1,,,,,
Gm45483,0.022076781,-0.049688704,0.002,0.008,1,,,,,
Gpnmb,0.022091313,0.053597459,0.008,0.002,1,,,,,
Gm14820,0.022091313,0.045624328,0.008,0.002,1,,,,,
Frmpd1os,0.022113815,0.040831531,0.008,0.002,1,,,,,
Ifit1,0.022113815,0.062815078,0.008,0.002,1,,,,,
Ube3a,0.022121951,0.088033068,0.291,0.242,1,,,,,
Elmo2,0.022152805,-0.203827456,0.144,0.17,1,,,,,
Fdps,0.022181823,-0.128610314,0.056,0.077,1,,,,,
Fn1,0.022204019,0.065552872,0.008,0.002,1,,,,,
Casz1,0.02222662,0.034375923,0.008,0.002,1,,,,,
Cavin2,0.022249241,0.038444054,0.008,0.002,1,,,,,
D5Ertd615e,0.022253214,-0.052560749,0.002,0.008,1,,,,,
Ube2e3,0.022285791,0.15909381,0.152,0.12,1,,,,,
Sinhcaf,0.022294542,0.026180365,0.008,0.002,1,,,,,
Gm11457,0.022296967,0.090122565,0.036,0.021,1,,,,,
Rev3l,0.022311208,0.060789877,0.329,0.274,1,,,,,
Flywch1,0.022359297,0.105134072,0.143,0.11,1,,,,,
Ptcd3,0.022379331,0.068543739,0.102,0.075,1,,,,,
Luc7l2,0.0224133,0.080668247,0.746,0.697,1,,,,,
Kbtbd3,0.022416649,0.123229583,0.058,0.039,1,,,,,
Hs3st3b1,0.022422919,0.061424979,0.033,0.018,1,,,,,
Kif4,0.022428474,-0.028340365,0.004,0.011,1,,,,,
Pabpc4,0.022453165,0.142081459,0.104,0.077,1,,,,,
Zfp597,0.022478006,0.051387307,0.043,0.026,1,,,,,
Gm26843,0.022485071,-0.224489408,0.206,0.23,1,,,,,
Ercc4,0.022492749,0.035404968,0.068,0.046,1,,,,,
Gm15832,0.022507388,-0.036272901,0.002,0.008,1,,,,,
Rnf185,0.022512587,0.064674587,0.075,0.052,1,,,,,
Arpp21,0.022516679,-0.148602424,0.27,0.301,1,,,,,
Gpr3,0.022532943,-0.030468671,0.002,0.008,1,,,,,
Gm47260,0.022532943,-0.032679524,0.002,0.008,1,,,,,
Ap4e1,0.022562362,0.085004976,0.077,0.054,1,,,,,
Pcdhgb4,0.0225981,0.050217968,0.013,0.004,1,,,,,
Nkd2,0.022633728,0.058169648,0.013,0.004,1,,,,,
Pmepa1,0.022668688,0.101350179,0.051,0.033,1,,,,,
Gm43667,0.02268726,0.046644874,0.013,0.004,1,,,,,
Ncoa4,0.022732888,0.08212805,0.036,0.021,1,,,,,
Zfp942,0.022779392,0.095378821,0.087,0.063,1,,,,,
Tnpo1,0.022784019,0.082223976,0.24,0.197,1,,,,,
A730020M07Rik,0.022794656,0.039531708,0.013,0.004,1,,,,,
Gm17705,0.022812598,0.043557168,0.013,0.004,1,,,,,
Fbln1,0.022833771,0.114827051,0.061,0.041,1,,,,,
Defb44-ps,0.022843199,0.033081626,0.004,0,1,,,,,
Gm5834,0.022843199,0.053422311,0.004,0,1,,,,,
Cks1b,0.022843199,0.043258529,0.004,0,1,,,,,
Il4i1,0.022843199,0.028212923,0.004,0,1,,,,,
A230103J11Rik,0.022843199,0.029287097,0.004,0,1,,,,,
Gm56276,0.022843199,0.019658482,0.004,0,1,,,,,
ENSMUSG00000120210,0.022843199,0.03957584,0.004,0,1,,,,,
Gm49383,0.022843199,0.022698895,0.004,0,1,,,,,
Card10,0.022843199,0.034550845,0.004,0,1,,,,,
Gm49660,0.022843199,0.024965524,0.004,0,1,,,,,
Acy3,0.022843199,0.022145214,0.004,0,1,,,,,
Poli,0.022875637,-0.104013591,0.017,0.03,1,,,,,
Itgb3bp,0.022882466,0.11382664,0.149,0.117,1,,,,,
Mid2,0.022950309,0.105092021,0.092,0.067,1,,,,,
Mfap1a,0.02295036,0.060060885,0.079,0.056,1,,,,,
Hip1,0.022982387,0.085767651,0.322,0.268,1,,,,,
Sp1,0.022994777,0.052706724,0.064,0.043,1,,,,,
Mphosph8,0.023000498,0.073836118,0.225,0.182,1,,,,,
Plekhb2,0.023013028,-0.18938946,0.053,0.073,1,,,,,
Gm37466,0.023054782,0.06910165,0.021,0.01,1,,,,,
Avl9,0.023087921,0.094670055,0.145,0.113,1,,,,,
Srgap1,0.023127662,-0.136113381,0.193,0.223,1,,,,,
Hint3,0.023142624,0.074834126,0.092,0.066,1,,,,,
Hrh1,0.023144582,-0.21036042,0.096,0.119,1,,,,,
Trip10,0.023172662,0.060082078,0.014,0.005,1,,,,,
Kcnh3,0.02317698,-0.116454558,0.016,0.029,1,,,,,
Ccn1,0.023193825,0.065219495,0.024,0.012,1,,,,,
Itih3,0.023205892,0.090286723,0.097,0.071,1,,,,,
Dok5,0.023272252,-0.194639126,0.095,0.119,1,,,,,
Tmem87a,0.023285508,0.089943297,0.138,0.106,1,,,,,
Nsrp1,0.023296034,0.109069334,0.107,0.08,1,,,,,
1700109H08Rik,0.023299896,0.089824324,0.039,0.023,1,,,,,
4930432B10Rik,0.023300475,0.038278354,0.039,0.023,1,,,,,
Gm20342,0.023320058,0.085583855,0.094,0.069,1,,,,,
Usp6nl,0.023343316,0.031282839,0.166,0.129,1,,,,,
Gm10767,0.023354263,0.055149173,0.023,0.011,1,,,,,
Pick1,0.02337274,0.118443877,0.071,0.05,1,,,,,
Med14,0.023404241,0.107580201,0.121,0.091,1,,,,,
Slc30a10,0.02342259,-0.198286856,0.274,0.299,1,,,,,
Ccnt2,0.023442813,0.106442942,0.29,0.243,1,,,,,
9430041J12Rik,0.023464297,0.118843839,0.265,0.218,1,,,,,
Polr2a,0.02357005,0.109999031,0.129,0.098,1,,,,,
Akap17b,0.023572248,0.097604211,0.068,0.047,1,,,,,
Serinc3,0.023589134,0.123645763,0.132,0.103,1,,,,,
Gm30606,0.023589686,-0.162806234,0.051,0.071,1,,,,,
Rbm28,0.023610817,0.080572456,0.179,0.142,1,,,,,
Gsdme,0.023650919,0.175076401,0.326,0.276,1,,,,,
Prex1,0.023686083,-0.153732639,0.284,0.31,1,,,,,
4930579G18Rik,0.023696884,0.082704777,0.044,0.027,1,,,,,
Cpsf3,0.023748951,0.039852183,0.073,0.05,1,,,,,
Gpd1,0.023757513,-0.116192534,0.026,0.041,1,,,,,
Tut4,0.0237709,0.129376052,0.356,0.31,1,,,,,
Itga1,0.023801188,0.128855311,0.049,0.031,1,,,,,
Zscan21,0.023804758,0.118173346,0.077,0.055,1,,,,,
4930405A21Rik,0.023817399,0.064753132,0.022,0.01,1,,,,,
Calcoco1,0.023831663,0.092382116,0.093,0.068,1,,,,,
Ppm1e,0.023832135,0.08312259,0.289,0.248,1,,,,,
Gm20521,0.023839025,0.074859013,0.044,0.027,1,,,,,
Plscr4,0.023844244,0.066223839,0.1,0.073,1,,,,,
Agk,0.023899736,0.077597937,0.117,0.088,1,,,,,
Tent4b,0.023956055,0.12594906,0.153,0.121,1,,,,,
Nfrkb,0.023961085,0.090410581,0.081,0.057,1,,,,,
AI593442,0.0239614,-0.176160875,0.067,0.089,1,,,,,
Vat1,0.023970955,0.071703985,0.021,0.01,1,,,,,
Trim11,0.02397566,0.084599878,0.069,0.048,1,,,,,
Gm38576,0.02402695,0.055539472,0.015,0.006,1,,,,,
Cstf1,0.02404272,0.063265221,0.021,0.01,1,,,,,
Chst2,0.024051184,0.032582208,0.197,0.156,1,,,,,
Setd6,0.024111473,0.05874009,0.015,0.006,1,,,,,
Dclk3,0.024129499,-0.066610526,0.004,0.012,1,,,,,
Myl9,0.024145977,0.06184268,0.019,0.009,1,,,,,
Gm42517,0.024165261,-0.083225436,0.011,0.022,1,,,,,
Zc3h11a,0.024179278,0.052563283,0.015,0.006,1,,,,,
1700027A15Rik,0.024211803,-0.053076902,0.004,0.012,1,,,,,
Gm37569,0.024213242,0.055080852,0.015,0.006,1,,,,,
Slc16a11,0.024228645,0.087105213,0.047,0.03,1,,,,,
1110017D15Rik,0.024235809,0.066831027,0.019,0.009,1,,,,,
St18,0.024265817,-0.103311646,0.01,0.021,1,,,,,
Mettl27,0.02429518,-0.077306356,0.015,0.028,1,,,,,
Yjefn3,0.024340648,-0.094461207,0.014,0.026,1,,,,,
Hsph1,0.02434193,-0.179077635,0.063,0.084,1,,,,,
ENSMUSG00000120686,0.024346366,0.071542064,0.035,0.02,1,,,,,
Col9a2,0.024360704,0.07718642,0.021,0.01,1,,,,,
Med28,0.024364921,-0.120099999,0.04,0.058,1,,,,,
Aldh1a2,0.024386555,0.182216167,0.052,0.034,1,,,,,
Bckdhb,0.024389658,0.127908994,0.236,0.197,1,,,,,
Retreg1,0.02439992,0.08045763,0.066,0.045,1,,,,,
L3mbtl3,0.024439888,0.076239697,0.191,0.152,1,,,,,
ENSMUSG00000120051,0.024452149,0.051862086,0.015,0.006,1,,,,,
Ecm2,0.024452149,0.0655315,0.015,0.006,1,,,,,
Suco,0.024458043,0.087957445,0.162,0.127,1,,,,,
A930007I19Rik,0.024466334,0.064098629,0.047,0.03,1,,,,,
Gm37080,0.024520783,0.052931994,0.015,0.006,1,,,,,
Ttc33,0.024551482,0.081117196,0.051,0.033,1,,,,,
Ptpro,0.024567677,0.064620433,0.019,0.009,1,,,,,
Ptpru,0.024582855,0.065664834,0.019,0.009,1,,,,,
Pllp,0.024583706,-0.078810854,0.013,0.025,1,,,,,
Cd27,0.024606782,0.088397549,0.077,0.055,1,,,,,
Adra1b,0.024624343,-0.15413258,0.036,0.053,1,,,,,
Atp6v0a4,0.024666328,0.036499052,0.006,0.001,1,,,,,
4930408O17Rik,0.024693097,0.039298641,0.015,0.006,1,,,,,
Iqgap1,0.024694622,0.148247325,0.101,0.076,1,,,,,
ENSMUSG00000121027,0.024695223,0.031965039,0.006,0.001,1,,,,,
ENSMUSG00000120224,0.024721499,0.073814083,0.085,0.061,1,,,,,
Gm36677,0.024724148,0.032603379,0.006,0.001,1,,,,,
F830016B08Rik,0.024724148,0.049097568,0.006,0.001,1,,,,,
Nt5e,0.024727686,0.052968553,0.015,0.006,1,,,,,
ENSMUSG00000120006,0.024748911,0.136219543,0.226,0.186,1,,,,,
Sel1l2,0.024753102,0.059465774,0.006,0.001,1,,,,,
H2-M3,0.024753102,0.041016476,0.006,0.001,1,,,,,
Sp5,0.024782085,0.05713717,0.006,0.001,1,,,,,
Cd59a,0.024782085,0.048503833,0.006,0.001,1,,,,,
Kcnip2,0.024784527,-0.075167096,0.013,0.024,1,,,,,
Glipr2,0.024801641,0.074930714,0.029,0.016,1,,,,,
Cdh26,0.024811098,0.034589733,0.006,0.001,1,,,,,
Cavin1,0.024811098,0.035024803,0.006,0.001,1,,,,,
Gm43088,0.024825272,0.062170681,0.017,0.007,1,,,,,
Pcx,0.02482658,0.07114928,0.186,0.149,1,,,,,
4833418N02Rik,0.024828857,0.055550084,0.018,0.008,1,,,,,
Mettl21c,0.024869212,0.028719684,0.006,0.001,1,,,,,
Aqp1,0.024869212,0.042126227,0.006,0.001,1,,,,,
ENSMUSG00000120603,0.024892581,0.042076445,0.018,0.008,1,,,,,
F5,0.024898313,0.055001245,0.006,0.001,1,,,,,
Alox12,0.024898313,0.044777523,0.006,0.001,1,,,,,
Rpl9-ps6,0.024927443,0.032506479,0.006,0.001,1,,,,,
Sqstm1,0.024935384,0.085825195,0.226,0.183,1,,,,,
Ntan1,0.024942448,0.081919593,0.146,0.114,1,,,,,
Csde1,0.02494262,0.098033468,0.202,0.162,1,,,,,
Map6,0.024948727,-0.135740738,0.03,0.045,1,,,,,
Gm49303,0.024956603,0.029887652,0.006,0.001,1,,,,,
Plin4,0.024956603,0.02587047,0.006,0.001,1,,,,,
Mast2,0.024981193,0.08130922,0.197,0.157,1,,,,,
2810454H06Rik,0.025013783,0.099742751,0.033,0.019,1,,,,,
Cdadc1,0.025014667,-0.152336911,0.091,0.115,1,,,,,
Tha1,0.025075195,0.052049022,0.017,0.007,1,,,,,
Vta1,0.025144781,0.094674042,0.119,0.09,1,,,,,
Aaas,0.025156944,0.052770732,0.018,0.008,1,,,,,
Rbm20,0.025163691,-0.126205973,0.071,0.095,1,,,,,
Stim1,0.025172394,0.123177874,0.232,0.191,1,,,,,
Gm36839,0.025189896,0.071418546,0.029,0.016,1,,,,,
Sf1,0.025190495,0.05813802,0.187,0.148,1,,,,,
Gstp1,0.025242449,-0.063308677,0.013,0.024,1,,,,,
Etv4,0.025272699,-0.190603272,0.206,0.231,1,,,,,
Lin9,0.025276885,0.061303705,0.029,0.016,1,,,,,
Prkcd,0.025327899,0.067906465,0.051,0.033,1,,,,,
Stx3,0.025334533,0.056054496,0.018,0.008,1,,,,,
Lbh,0.025364738,0.050452357,0.051,0.033,1,,,,,
Gm43809,0.025379537,0.079652929,0.066,0.045,1,,,,,
Gpc6,0.025397895,0.138152112,0.751,0.731,1,,,,,
Hcn2,0.025417509,-0.109076482,0.025,0.04,1,,,,,
Sema4d,0.025487267,0.064327652,0.192,0.152,1,,,,,
Gm29394,0.025494811,0.066134751,0.05,0.032,1,,,,,
Sf3b4,0.025505061,0.048728668,0.018,0.008,1,,,,,
Pla2g3,0.025513556,0.040324592,0.017,0.007,1,,,,,
Tnrc18,0.025523534,0.097738484,0.253,0.209,1,,,,,
Glrx2,0.025525554,-0.168145319,0.101,0.125,1,,,,,
Spink10,0.025597062,0.063681569,0.035,0.02,1,,,,,
Smg1,0.025610893,0.062469554,0.283,0.23,1,,,,,
Nova2,0.025615875,-0.081601715,0.04,0.058,1,,,,,
Cracd,0.02563497,0.165986922,0.035,0.021,1,,,,,
Iqsec2,0.025674436,0.10720581,0.166,0.132,1,,,,,
P4ha1,0.025678922,0.098479724,0.232,0.189,1,,,,,
Polr1f,0.02567974,0.050813038,0.051,0.033,1,,,,,
Gm19605,0.025739408,-0.048998758,0.017,0.03,1,,,,,
Ptpre,0.025772304,0.091916679,0.032,0.018,1,,,,,
Snhg4,0.025843151,0.054326725,0.074,0.051,1,,,,,
ENSMUSG00000120219,0.025843581,0.057175052,0.05,0.032,1,,,,,
Akap8l,0.025870145,0.117677458,0.361,0.302,1,,,,,
Bmp5,0.025887337,0.13513002,0.026,0.014,1,,,,,
Impact,0.025940761,0.121877014,0.244,0.202,1,,,,,
Cep57,0.025959004,0.107877709,0.094,0.069,1,,,,,
Pdzrn3,0.026009257,0.071555098,0.154,0.122,1,,,,,
ENSMUSG00000121153,0.026043339,0.058018056,0.028,0.015,1,,,,,
4933421O10Rik,0.026046665,0.075758011,0.033,0.019,1,,,,,
Gm13421,0.026069205,0.045254987,0.01,0.003,1,,,,,
2810432F15Rik,0.026088026,0.068393797,0.033,0.019,1,,,,,
Wwp1,0.026097159,0.062368408,0.272,0.224,1,,,,,
Gm9776,0.026116672,0.040409394,0.01,0.003,1,,,,,
Ptbp2,0.026116858,0.132500145,0.285,0.242,1,,,,,
Mmd2,0.026146804,0.084305379,0.46,0.394,1,,,,,
Pknox1,0.026187087,0.075435977,0.032,0.018,1,,,,,
Gm11772,0.026188012,0.04659718,0.01,0.003,1,,,,,
Sgk3,0.026196935,0.08448015,0.111,0.083,1,,,,,
Ctss,0.026216798,0.140516529,0.073,0.051,1,,,,,
Klhl12,0.026276688,0.127911634,0.113,0.086,1,,,,,
2410002F23Rik,0.026301796,0.07728763,0.041,0.025,1,,,,,
Gm16036,0.026307287,0.056431352,0.01,0.003,1,,,,,
Adm,0.026319239,0.048336926,0.01,0.003,1,,,,,
Zfp790,0.026319511,0.045063898,0.033,0.019,1,,,,,
Gm15500,0.026362574,-0.068225193,0.005,0.013,1,,,,,
Hmbox1,0.026363029,0.06121776,0.162,0.127,1,,,,,
Ktn1,0.026389741,0.081082552,0.382,0.325,1,,,,,
Adgrg6,0.026403044,0.051032347,0.01,0.003,1,,,,,
ENSMUSG00000120926,0.026405009,-0.074438393,0.005,0.013,1,,,,,
Endod1,0.026408045,-0.116438634,0.031,0.048,1,,,,,
Eif3m,0.026416454,0.070744747,0.098,0.072,1,,,,,
Sympk,0.026426107,0.087515332,0.105,0.078,1,,,,,
P2ry13,0.026427031,0.029591917,0.01,0.003,1,,,,,
Cask,0.026456237,-0.176526082,0.328,0.353,1,,,,,
Slc7a6os,0.02646263,0.086437462,0.076,0.054,1,,,,,
Zbtb14,0.026479023,0.070168738,0.032,0.018,1,,,,,
Ap3b1,0.026487665,0.137044114,0.248,0.206,1,,,,,
Lrrc49,0.026549711,0.065338753,0.148,0.114,1,,,,,
Rps6kl1,0.02657534,-0.057785525,0.005,0.013,1,,,,,
Gm19466,0.026595463,0.029529791,0.01,0.003,1,,,,,
Dpy19l4,0.0266632,0.076324792,0.145,0.112,1,,,,,
2010001A14Rik,0.026671262,0.068750987,0.026,0.014,1,,,,,
Cacnb2,0.026717441,0.186887077,0.103,0.078,1,,,,,
Tmem132c,0.026721165,0.046698586,0.038,0.023,1,,,,,
Fmnl3,0.026724913,0.07774931,0.037,0.022,1,,,,,
Hbp1,0.026725523,0.097362608,0.18,0.145,1,,,,,
Cd2bp2,0.026876433,-0.119260684,0.024,0.038,1,,,,,
Gm20300,0.026902472,0.103822369,0.035,0.021,1,,,,,
Zfp646,0.026908789,0.090669812,0.06,0.041,1,,,,,
Xrn1,0.026947665,0.122550897,0.277,0.234,1,,,,,
Wls,0.026963914,0.090399985,0.327,0.277,1,,,,,
Gm17276,0.026968682,0.113551742,0.057,0.038,1,,,,,
Get4,0.026996544,0.061673216,0.046,0.029,1,,,,,
Myo16,0.027003548,-0.171432494,0.088,0.111,1,,,,,
Tbcb,0.027068838,-0.158338792,0.08,0.103,1,,,,,
Mrpl43,0.02711247,0.048611123,0.074,0.051,1,,,,,
Gpr137c,0.027224793,0.096955938,0.118,0.09,1,,,,,
Tmem151a,0.027261678,-0.170573777,0.048,0.067,1,,,,,
Metap1d,0.027272109,0.12139395,0.209,0.172,1,,,,,
Lars,0.027383423,0.089922026,0.166,0.131,1,,,,,
Samm50,0.027462906,-0.127238638,0.058,0.078,1,,,,,
Tfdp1,0.027511952,0.102469374,0.059,0.04,1,,,,,
Arhgap29,0.027523539,0.20290423,0.103,0.078,1,,,,,
Ltbp1,0.027535923,0.111426684,0.184,0.148,1,,,,,
Foxj2,0.027556982,0.093036467,0.06,0.041,1,,,,,
Ptpra,0.027557642,-0.148602702,0.353,0.376,1,,,,,
Gm16023,0.02760607,0.069380033,0.025,0.013,1,,,,,
A330023F24Rik,0.02761916,0.105721413,0.342,0.29,1,,,,,
Arhgap25,0.027657277,-0.044119355,0.003,0.009,1,,,,,
Xrn2,0.027662503,0.129949399,0.211,0.175,1,,,,,
Phax,0.02768172,0.09425482,0.126,0.097,1,,,,,
Armh3,0.027702729,0.10271671,0.166,0.132,1,,,,,
Plxna4,0.027730244,0.079858455,0.102,0.076,1,,,,,
Fras1,0.027754928,0.082678235,0.054,0.036,1,,,,,
C130073E24Rik,0.027825082,0.104459335,0.024,0.012,1,,,,,
Os9,0.027874525,0.060172624,0.112,0.084,1,,,,,
Taldo1,0.027901658,-0.176872655,0.06,0.081,1,,,,,
Gm56350,0.027912788,-0.044930806,0.003,0.009,1,,,,,
Pdia6,0.027914758,0.122788889,0.128,0.099,1,,,,,
Apcdd1,0.02795468,0.197192506,0.083,0.061,1,,,,,
Glb1l,0.027971463,0.092915394,0.061,0.042,1,,,,,
Sap30bp,0.028022515,0.049290642,0.06,0.04,1,,,,,
Nup155,0.028048624,0.094429987,0.046,0.03,1,,,,,
Prps1l3,0.028055616,-0.044000839,0.003,0.009,1,,,,,
Uchl1,0.028103101,-0.161198305,0.162,0.19,1,,,,,
Mrpl21,0.028141463,-0.140586055,0.059,0.08,1,,,,,
Ggnbp2,0.028142957,0.134723278,0.283,0.238,1,,,,,
Alkbh8,0.028173213,0.060461045,0.104,0.077,1,,,,,
Rbbp8,0.028260525,0.081835516,0.035,0.021,1,,,,,
Vps54,0.028282844,0.093959212,0.186,0.148,1,,,,,
3110040N11Rik,0.028283878,0.051104788,0.032,0.018,1,,,,,
Mthfd2l,0.028291629,0.068022677,0.113,0.085,1,,,,,
Serpinh1,0.028304295,0.054191845,0.046,0.029,1,,,,,
Gm29361,0.028327841,0.062641466,0.04,0.024,1,,,,,
Mpv17l2,0.028339296,0.057928464,0.037,0.022,1,,,,,
Epb41l1,0.028355179,-0.099201348,0.05,0.07,1,,,,,
Gm49361,0.028443236,0.077454888,0.031,0.017,1,,,,,
Nek8,0.028446269,-0.125996342,0.02,0.033,1,,,,,
Gm13387,0.028472014,-0.110332168,0.021,0.034,1,,,,,
Ttc19,0.028516289,0.096333966,0.281,0.236,1,,,,,
Aff3,0.028543254,0.225577204,0.139,0.111,1,,,,,
Dynll2,0.028544366,-0.143005591,0.125,0.15,1,,,,,
Gm11250,0.028590896,-0.113586933,0.022,0.036,1,,,,,
2410006H16Rik,0.028609657,0.080719702,0.044,0.028,1,,,,,
Atp1b1,0.028666881,-0.149914257,0.557,0.564,1,,,,,
Brinp1,0.028718684,-0.169047634,0.087,0.11,1,,,,,
Pcp4,0.02876954,-0.192883997,0.219,0.248,1,,,,,
Dgkb,0.028793125,0.120287243,0.784,0.794,1,,,,,
Homer3,0.028846562,0.081117048,0.046,0.03,1,,,,,
Klhl9,0.028848723,0.061991689,0.054,0.036,1,,,,,
Abhd18,0.028885613,0.096635682,0.215,0.176,1,,,,,
Zmat1,0.028956099,0.071511899,0.093,0.068,1,,,,,
Dnai4,0.029055582,0.077354978,0.035,0.021,1,,,,,
BC051142,0.029086708,0.060835059,0.031,0.017,1,,,,,
Igfbp5,0.029105636,0.089085196,0.075,0.053,1,,,,,
Pkm,0.029108121,-0.197511644,0.215,0.239,1,,,,,
Gabrb3,0.029125021,-0.141854229,0.134,0.161,1,,,,,
Gm16192,0.02912939,0.05014095,0.011,0.003,1,,,,,
Gm10557,0.02912939,0.042943261,0.011,0.003,1,,,,,
Tbl2,0.029134187,0.047243512,0.037,0.022,1,,,,,
Cfap418,0.029134383,0.087488897,0.076,0.054,1,,,,,
Nkx6-2,0.029188866,-0.046078224,0.006,0.014,1,,,,,
ENSMUSG00000120342,0.029201993,0.044318956,0.011,0.003,1,,,,,
Grwd1,0.029300108,-0.045711985,0.006,0.014,1,,,,,
Slc3a2,0.029389536,0.169258126,0.162,0.131,1,,,,,
ENSMUSG00000121280,0.029400802,0.077479453,0.039,0.023,1,,,,,
Ndst4,0.029445126,0.046615415,0.011,0.003,1,,,,,
Zmym5,0.029585698,0.068416989,0.165,0.131,1,,,,,
Klf13,0.029586301,0.092606561,0.12,0.092,1,,,,,
Esrrg,0.029613697,-0.127946808,0.171,0.2,1,,,,,
Lonp1,0.029741402,0.05644872,0.057,0.038,1,,,,,
Lgr4,0.029777798,-0.235782243,0.337,0.353,1,,,,,
