,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
4930505G20Rik,0.000183332,0.195037594,0.222,0.158,1,,Hivep3,Hivep3,0.10996548,1
Exoc4,0.000184283,0.176657534,0.554,0.471,1,,Ncoa3,Ncoa3,0.084996498,1
Mgp,0.000187896,0.156569914,0.026,0.007,1,,Junb,Junb,-0.058033107,1
Sh3pxd2b,0.000197685,0.146186047,0.236,0.169,1,,Jph2,Jph2,-0.004246828,1
Cnn2,0.000199655,0.147253603,0.023,0.005,1,,Pou3f2,Pou3f2,-0.086881169,1
Sema3d,0.000201299,0.154679257,0.032,0.01,1,,Hoxa13,#N/A,,
Ifi30,0.000202191,0.113969698,0.018,0.003,1,,Tbp,Tbp,-0.066619562,1
Nav3,0.000207979,-0.26756707,0.229,0.28,1,,Suz12,Suz12,-0.109301593,1
Gmds,0.00020989,0.223263444,0.263,0.197,1,,Clock,Clock,0.073688714,1
Hey2,0.000211892,0.228971842,0.051,0.023,1,,Onecut2,Onecut2,-0.005252162,1
Kcnh7,0.000214839,-0.250913091,0.188,0.238,1,,Tcf7l2,Tcf7l2,0.05676409,1
Mpzl2,0.000215576,0.094027374,0.016,0.002,1,,Mafa,Mafa,0,1
Vxn,0.000223015,-0.23450757,0.042,0.075,1,,Mllt3,Mllt3,-0.003473576,1
Gpc5,0.000223987,-0.138354748,0.826,0.896,1,,Stag2,Stag2,0.109989351,1
Mms19,0.000224503,0.184707454,0.107,0.065,1,,Tp53,#N/A,,
Tmem19,0.000238428,0.155284935,0.071,0.037,1,,Atf3,Atf3,-0.00479126,1
Hsp90ab1,0.000243355,-0.240165083,0.524,0.551,1,,Stat1,Stat1,0.030077964,1
Tmem178b,0.000246404,-0.286072894,0.24,0.285,1,,Gtf3c1,Gtf3c1,0.013400086,1
Exoc6b,0.000248023,0.194958747,0.421,0.341,1,,Nrf1,Nrf1,-0.045956778,1
1700109K24Rik,0.000251233,0.13635319,0.051,0.023,1,,Dux,#N/A,,
Cntn4,0.00025828,-0.308416645,0.114,0.159,1,,Lin28a,Lin28a,0,1
Gm49518,0.00026779,-0.061825975,0.001,0.01,1,,Bcl6,Bcl6,-0.11418313,1
Sbf2,0.000277326,0.225876112,0.365,0.295,1,,Hand2,#N/A,,
Tbc1d23,0.000285069,0.193524922,0.198,0.142,1,,Sp1,Sp1,0.052706724,1
Frzb,0.000286048,0.236970869,0.027,0.008,1,,Tal1,Tal1,0.000608109,1
Mfhas1,0.000286958,-0.303643762,0.165,0.211,1,,Smyd3,Smyd3,0.210192855,1
Smarca2,0.000287723,0.178104734,0.418,0.333,1,,Smc3,Smc3,0.115226905,1
Itpr3,0.00029959,0.115588824,0.013,0.001,1,,Fos,Fos,-0.013309266,1
Prkd1,0.000304603,0.203843886,0.593,0.523,1,,Hey2,Hey2,0.228971842,1
Mapk4,0.000305154,0.163488841,0.504,0.417,1,,Nkx2-2,Nkx2-2,-0.024220171,1
Rab10,0.000306782,0.135509302,0.376,0.29,1,,Nr6a1,Nr6a1,0.119810525,1
Pwwp3b,0.000307095,0.093922562,0.027,0.008,1,,Spi1,Spi1,-0.006076107,1
Aplp1,0.00031001,-0.226217587,0.333,0.38,1,,Sox2,Sox2,-0.071477723,1
Nxpe3,0.000319921,0.180072741,0.1,0.06,1,,Zfp57,Zfp57,0.00266707,1
Lpar6,0.0003361,0.126997534,0.051,0.023,1,,Sumo1,Sumo1,0.043524785,1
Ufsp2,0.000337646,0.195353918,0.096,0.057,1,,Bcl11b,Bcl11b,-0.092571086,1
Arhgap26,0.000350532,-0.255027567,0.179,0.224,1,,Lhx6,Lhx6,0.01519204,1
Matn4,0.00035484,0.177700661,0.055,0.027,1,,Med1,Med1,0.050037549,1
Cped1,0.000360863,0.269967305,0.225,0.168,1,,Klf15,Klf15,0.028321481,1
Rpn2,0.000362135,0.175363119,0.11,0.069,1,,Foxf1,Foxf1,0,1
Slc22a8,0.000365665,0.26913858,0.069,0.037,1,,Ncor2,Ncor2,-0.125194506,1
2610027K06Rik,0.000366413,0.12830383,0.044,0.019,1,,Hnf1a,Hnf1a,0,1
Dnmbp,0.000373922,0.150096251,0.105,0.065,1,,Plagl1,Plagl1,-0.076721199,1
A230072E10Rik,0.000373966,0.106897774,0.04,0.017,1,,Gata3,#N/A,,
Klhl24,0.00037458,0.200440811,0.259,0.194,1,,Tet1,Tet1,0.013450718,1
Usp2,0.000379258,0.17530034,0.137,0.09,1,,Tbx5,#N/A,,
Lingo2,0.000381781,-0.196218224,0.132,0.177,1,,Kdm2b,Kdm2b,0.082135758,1
Tia1,0.000385063,0.160881141,0.365,0.285,1,,Ino80,Ino80,0.008861133,1
Lhfp,0.000391586,0.233921906,0.227,0.169,1,,Tcf3,Tcf3,-0.115938635,1
Ddx5,0.000400523,0.129729327,0.809,0.741,1,,Hoxa9,#N/A,,
Rsrc1,0.000402625,0.143909021,0.278,0.21,1,,Sox17,Sox17,-0.015449594,1
Ephb1,0.000402971,-0.194646135,0.414,0.457,1,,Tead2,Tead2,0.01007906,1
Thada,0.000403641,0.171352237,0.191,0.136,1,,Xbp1,Xbp1,0.024108825,1
Kctd12,0.000406028,0.243287501,0.04,0.017,1,,Nr5a1,Nr5a1,0,1
Epha4,0.000412245,-0.295207637,0.168,0.215,1,,Sinhcaf,Sinhcaf,0.026180365,1
Chgb,0.000418766,-0.269102972,0.18,0.229,1,,Znf281,#N/A,,
Gm6145,0.000421584,-0.156385813,0.593,0.652,1,,Tbl1x,Tbl1x,-0.024559329,1
Pspc1,0.000427189,0.213295963,0.228,0.168,1,,Meis1,Meis1,-0.051397286,1
Phf14,0.000434518,0.180577754,0.386,0.311,1,,Pbrm1,Pbrm1,0.080508111,1
mt-Nd1,0.000438337,0.231304275,0.31,0.241,1,,Stra8,Stra8,0,1
Dock5,0.000445682,0.12899498,0.054,0.026,1,,Cbfb,Cbfb,0.06552826,1
Gm35552,0.00044739,0.227620462,0.354,0.288,1,,Rbfox2,Rbfox2,0.048404436,1
Gm21860,0.000448161,0.058857073,0.017,0.003,1,,Anpep,Anpep,0.053537705,1
Cadm1,0.000456441,0.214184744,0.79,0.82,1,,Esrrb,Esrrb,0.026219848,1
4930578G10Rik,0.000457625,0.278698361,0.213,0.16,1,,Ash2l,Ash2l,-0.025480112,1
Fam107a,0.000458333,0.128757813,0.306,0.232,1,,Sin3a,Sin3a,-0.002092438,1
Aldh2,0.000467122,0.152068587,0.162,0.111,1,,Ldb1,Ldb1,-0.096409956,1
9630013A20Rik,0.000469527,0.139065508,0.084,0.049,1,,Nelfa,Nelfa,-0.005044282,1
Heph,0.000473239,0.126549813,0.042,0.018,1,,Ezh1,Ezh1,-0.112918435,1
Grm7,0.000475055,-0.200793033,0.116,0.158,1,,Ctcfl,Ctcfl,0,1
Aldh6a1,0.000477864,0.197266593,0.143,0.097,1,,Cdk7,Cdk7,0.052008297,1
Smarcd3,0.00048515,0.149515294,0.121,0.078,1,,Hoxd11,#N/A,,
Gm13187,0.000487864,0.210191055,0.221,0.164,1,,Pcgf2,Pcgf2,-0.002208782,1
Plekha2,0.000494046,0.090108687,0.02,0.004,1,,Nr3c1,Nr3c1,0.103023706,1
Atp8a1,0.000500638,-0.254418557,0.309,0.353,1,,Leo1,Leo1,0.019885549,1
Insig1,0.000506591,-0.285351819,0.109,0.149,1,,Batf3,Batf3,0.024468488,1
Gm45193,0.000515587,0.153848422,0.063,0.033,1,,Gata2,Gata2,0.003633373,1
Dnajc1,0.000516965,0.198010905,0.43,0.35,1,,Kmt2a,Kmt2a,0.093254169,1
Hsdl2,0.000518101,0.162531309,0.107,0.067,1,,Ezh2,Ezh2,-0.050651301,1
Ppt1,0.000534575,0.143617729,0.144,0.097,1,,Tead4,Tead4,0.003866655,1
Prxl2c,0.000537879,0.17251044,0.111,0.07,1,,Tcf12,Tcf12,0.08555751,1
Amotl2,0.000538386,0.146558834,0.063,0.033,1,,Dpep2,Dpep2,0.006934489,1
Aacs,0.000539946,-0.222726103,0.057,0.09,1,,Cebpa,Cebpa,-0.017177259,1
Slc1a2,0.000544942,-0.132852209,0.864,0.925,1,,Sumo2,Sumo2,0.016777548,1
Dock9,0.000552109,0.172407684,0.147,0.101,1,,Foxa1,#N/A,,
Gm15912,0.000554566,-0.069184131,0.001,0.01,1,,Rybp,Rybp,0.028354366,1
Flt1,0.000555823,0.221873155,0.035,0.014,1,,Gata4,Gata4,0,1
Sorcs2,0.000557055,-0.289466917,0.224,0.266,1,,Atrx,Atrx,0.082604714,1
Agap1,0.0005655,0.196183692,0.117,0.076,1,,Elf1,Elf1,0.001627492,1
4931406C07Rik,0.000573909,0.171978914,0.171,0.12,1,,Pgr,Pgr,-0.084090423,1
Mettl9,0.000579001,-0.253459559,0.055,0.088,1,,Kmt2d,Kmt2d,-0.041762958,1
Bicc1,0.0005833,0.26718679,0.166,0.117,1,,Acss2,Acss2,-0.767162699,1.30089E-20
Hk2,0.000614276,0.140847205,0.037,0.015,1,,Top2b,Top2b,0.02178768,1
Eci1,0.000620751,0.154293017,0.109,0.07,1,,Hnf4a,Hnf4a,0,1
Ocrl,0.000621358,0.159832923,0.258,0.192,1,,Otx2,Otx2,0.009020436,1
Nsmaf,0.00062737,0.155615056,0.229,0.168,1,,Rnf2,Rnf2,-0.009297187,1
Pibf1,0.000628055,0.188656987,0.237,0.179,1,,,,,
Klhl15,0.000630687,0.126489432,0.075,0.043,1,,,,,
Srsf2,0.000648004,0.164420014,0.277,0.214,1,,,,,
Acsm5,0.000650013,0.094779708,0.027,0.009,1,,,,,
Clu,0.000678568,0.254158939,0.437,0.371,1,,,,,
Zfp341,0.000678627,0.133605719,0.03,0.01,1,,,,,
Gm4013,0.000678674,0.079157957,0.014,0.002,1,,,,,
Gm44626,0.00067979,0.088653658,0.019,0.004,1,,,,,
Gm34838,0.00068172,0.188995775,0.014,0.002,1,,,,,
Secisbp2l,0.000683525,0.181458541,0.152,0.105,1,,,,,
Sugp2,0.000692931,0.109935245,0.127,0.083,1,,,,,
Ppm1k,0.00069459,0.149109093,0.101,0.063,1,,,,,
Golph3l,0.000696554,0.151181928,0.063,0.034,1,,,,,
Dbp,0.000697573,0.145584333,0.224,0.165,1,,,,,
Mettl11b,0.000704146,0.147894003,0.069,0.038,1,,,,,
Cfh,0.000707489,0.275765419,0.094,0.058,1,,,,,
Gm26542,0.000730041,0.134428823,0.103,0.064,1,,,,,
Tasor,0.000751221,0.219567013,0.279,0.217,1,,,,,
Gm4491,0.000760345,0.162898332,0.105,0.067,1,,,,,
Grik3,0.000773595,0.187640349,0.036,0.015,1,,,,,
Tmem144,0.000781655,-0.169459638,0.045,0.075,1,,,,,
Slc35b4,0.000787801,0.119367652,0.05,0.024,1,,,,,
Alcam,0.00078832,0.480247747,0.575,0.517,1,,,,,
Cacna1c,0.00079876,0.231714685,0.137,0.094,1,,,,,
Actb,0.000798993,-0.218915391,0.435,0.466,1,,,,,
Hat1,0.000808836,0.149875983,0.076,0.044,1,,,,,
Sgcz,0.000820169,-0.143448457,0.141,0.185,1,,,,,
Id1,0.000826034,0.12792216,0.039,0.017,1,,,,,
Isyna1,0.000831119,0.149128713,0.036,0.015,1,,,,,
Tmem132cos,0.000834226,0.098600245,0.017,0.003,1,,,,,
Mrpl27,0.000841163,0.134553562,0.092,0.057,1,,,,,
Sptlc1,0.000845114,0.11148841,0.098,0.061,1,,,,,
Runx1t1,0.000848014,0.199378101,0.08,0.048,1,,,,,
Pstk,0.000866,0.164219849,0.152,0.105,1,,,,,
Cth,0.000887076,0.125339003,0.082,0.049,1,,,,,
Ppp3ca,0.000888932,-0.181728021,0.71,0.729,1,,,,,
Sparc,0.000905402,0.083555742,0.085,0.051,1,,,,,
Cyp2d22,0.000920704,0.188693061,0.229,0.172,1,,,,,
Thoc6,0.000921855,-0.087085358,0.003,0.015,1,,,,,
Zfp617,0.000934624,0.163880147,0.055,0.029,1,,,,,
Gm49513,0.000939801,-0.109277432,0.007,0.022,1,,,,,
Gm42611,0.000942705,0.050087425,0.015,0.003,1,,,,,
Xkr4,0.000959782,-0.200265681,0.081,0.118,1,,,,,
B130024G19Rik,0.00097236,0.1970567,0.043,0.02,1,,,,,
Cryz,0.000972364,0.105477504,0.019,0.004,1,,,,,
Lin52,0.000979966,0.178622066,0.21,0.157,1,,,,,
Gm45130,0.0009839,-0.043354906,0,0.007,1,,,,,
Gm37570,0.001002099,0.061720249,0.013,0.002,1,,,,,
Nphs1,0.00100428,0.126704198,0.083,0.05,1,,,,,
Hras,0.001004694,-0.234195475,0.079,0.115,1,,,,,
E130308A19Rik,0.001006245,0.193580562,0.137,0.094,1,,,,,
Gm16083,0.001009803,0.149848294,0.023,0.007,1,,,,,
Slc16a12,0.001018053,0.259440277,0.056,0.03,1,,,,,
Olfm1,0.001019,-0.222059226,0.369,0.411,1,,,,,
Ralyl,0.001022734,-0.228306295,0.125,0.165,1,,,,,
Acly,0.001029221,-0.251278978,0.114,0.153,1,,,,,
Zfp799,0.001032541,0.111771791,0.123,0.081,1,,,,,
Gm48163,0.001035777,0.091374868,0.046,0.022,1,,,,,
4930401C15Rik,0.001063503,-0.123873059,0.008,0.023,1,,,,,
Crebrf,0.001066572,0.182385572,0.272,0.21,1,,,,,
Mir670hg,0.001067733,-0.271279856,0.072,0.105,1,,,,,
Ctnnd2,0.001070933,-0.125951076,0.83,0.899,1,,,,,
Rdm1,0.001078779,0.110471925,0.044,0.021,1,,,,,
Slc24a2,0.001081576,-0.271019744,0.122,0.163,1,,,,,
Ggt7,0.001082072,-0.259261465,0.106,0.143,1,,,,,
Thy1,0.001086809,-0.255459171,0.125,0.166,1,,,,,
Gm16066,0.001106263,0.170207851,0.067,0.038,1,,,,,
Aldh1a1,0.001116597,0.220828479,0.222,0.166,1,,,,,
Sarnp,0.001119088,0.147522743,0.22,0.164,1,,,,,
Rtp4,0.001119808,0.155741823,0.071,0.041,1,,,,,
Pdhx,0.001127499,0.116053922,0.097,0.061,1,,,,,
Rgs20,0.001143152,-0.134311931,0.757,0.816,1,,,,,
Atp6v0e,0.001152687,0.141153129,0.18,0.13,1,,,,,
Cyp26b1,0.001161453,0.149956054,0.017,0.003,1,,,,,
Ddb2,0.001174374,0.168253909,0.156,0.11,1,,,,,
Sesn1,0.001181281,0.158903065,0.295,0.232,1,,,,,
Mageh1,0.001185058,0.129180532,0.069,0.039,1,,,,,
Papss2,0.001190066,0.125909149,0.105,0.068,1,,,,,
Spata13,0.001199713,0.196617499,0.027,0.01,1,,,,,
Mknk1,0.001208996,0.137142893,0.076,0.045,1,,,,,
Utp6,0.001215279,0.148063911,0.082,0.05,1,,,,,
ENSMUSG00000120150,0.001215574,0.149068076,0.103,0.067,1,,,,,
Eps8,0.001215961,-0.245129793,0.401,0.437,1,,,,,
Ccl25,0.001218452,0.158812231,0.123,0.083,1,,,,,
Ppp4r3b,0.001221927,0.140355565,0.233,0.176,1,,,,,
Slc24a4,0.00123865,0.113374545,0.027,0.01,1,,,,,
Itpr2,0.001252983,0.191664001,0.393,0.323,1,,,,,
Kmt5b,0.00125364,0.145403127,0.259,0.197,1,,,,,
Dmtf1,0.001259581,0.16022501,0.208,0.155,1,,,,,
Gm13776,0.00126773,0.062745442,0.009,0,1,,,,,
Phactr1,0.001291214,-0.164798061,0.549,0.583,1,,,,,
mt-Cytb,0.0012986,0.266583085,0.448,0.375,1,,,,,
Gm20033,0.001320137,0.186774449,0.071,0.042,1,,,,,
Tm7sf2,0.00132069,-0.160938371,0.025,0.048,1,,,,,
Lrrc4,0.001325639,0.194277988,0.187,0.138,1,,,,,
Otud7a,0.001326081,0.190733677,0.356,0.294,1,,,,,
Cdh20,0.001336454,-0.233300351,0.428,0.469,1,,,,,
Arpc3,0.001338629,-0.223248404,0.102,0.14,1,,,,,
Plscr2,0.001354347,0.134196007,0.028,0.01,1,,,,,
Vkorc1l1,0.001358226,0.162112235,0.105,0.069,1,,,,,
Cltc,0.001360847,-0.251015814,0.211,0.25,1,,,,,
Pde7b,0.001381619,0.164872478,0.444,0.377,1,,,,,
Pced1b,0.001386532,0.18809039,0.266,0.208,1,,,,,
Aspa,0.001394014,0.279615959,0.112,0.075,1,,,,,
C1ql3,0.001445036,-0.203051973,0.157,0.2,1,,,,,
Gm36975,0.001461087,0.162966738,0.205,0.154,1,,,,,
Mgat5b,0.001468686,0.094836834,0.022,0.007,1,,,,,
Esyt3,0.001469744,0.134270368,0.013,0.002,1,,,,,
Pnpla3,0.001469821,-0.10850697,0.01,0.025,1,,,,,
Heyl,0.001474797,0.119096842,0.024,0.008,1,,,,,
Sptlc2,0.00147509,0.126802607,0.112,0.074,1,,,,,
Slco1b2,0.001480646,-0.175329507,0.044,0.071,1,,,,,
ENSMUSG00000120936,0.001492298,0.07717137,0.011,0.001,1,,,,,
Ncam1,0.001492665,-0.049302302,0.698,0.729,1,,,,,
Robo1,0.001511234,0.232370883,0.321,0.259,1,,,,,
Eml4,0.001518518,0.156612933,0.16,0.114,1,,,,,
Cry1,0.001522423,0.133145045,0.062,0.035,1,,,,,
Slc4a4,0.001527621,-0.105521379,0.768,0.806,1,,,,,
Hlf,0.001533866,0.281220093,0.362,0.297,1,,,,,
Kcnma1,0.001540846,-0.149162847,0.482,0.516,1,,,,,
Sgip1,0.001541276,-0.144110941,0.615,0.637,1,,,,,
Pcca,0.001557533,0.247489135,0.378,0.312,1,,,,,
Cubn,0.001561336,0.112477404,0.019,0.005,1,,,,,
Ywhag,0.001573201,-0.27895773,0.161,0.2,1,,,,,
Psip1,0.001576355,0.157689819,0.313,0.249,1,,,,,
Ptgs1,0.001586635,0.110953181,0.044,0.022,1,,,,,
Tfcp2l1,0.001608486,0.110107068,0.08,0.049,1,,,,,
Kdm5b,0.001629204,0.149429614,0.245,0.188,1,,,,,
Vat1l,0.001634651,0.178766041,0.028,0.01,1,,,,,
Dnajc6,0.001641237,0.267735398,0.133,0.094,1,,,,,
Atp11c,0.001647608,0.200466183,0.102,0.067,1,,,,,
Rrm2b,0.001649734,0.1432539,0.08,0.05,1,,,,,
Fgfbp1,0.001678891,0.107093042,0.016,0.003,1,,,,,
Rbpms,0.001684994,0.304861589,0.055,0.03,1,,,,,
Herc6,0.001708373,0.128581686,0.051,0.027,1,,,,,
Chrna7,0.001718212,-0.142484249,0.022,0.043,1,,,,,
Gm20172,0.001733535,0.093398092,0.028,0.01,1,,,,,
Gm41836,0.001747957,-0.198132123,0.047,0.075,1,,,,,
Phkg1,0.001757516,-0.213960175,0.503,0.523,1,,,,,
Ubr2,0.001758362,0.161351803,0.325,0.258,1,,,,,
Med12l,0.001763108,0.141106435,0.243,0.185,1,,,,,
Plpp4,0.001770042,0.103347999,0.078,0.047,1,,,,,
Gm13266,0.001790385,0.123859254,0.089,0.056,1,,,,,
P2ry14,0.001810594,0.162807162,0.176,0.129,1,,,,,
Shc3,0.001820599,-0.201190104,0.336,0.381,1,,,,,
Cd2ap,0.001825487,0.151776589,0.268,0.206,1,,,,,
Il34,0.001829913,0.330799149,0.067,0.04,1,,,,,
Smim43,0.001837064,-0.109655564,0.008,0.022,1,,,,,
Gm7240,0.001840442,0.092823424,0.029,0.011,1,,,,,
Smim4,0.001845369,0.124011371,0.157,0.111,1,,,,,
Rac3,0.00184551,0.088856127,0.021,0.006,1,,,,,
Ptpn14,0.001876215,0.158376139,0.038,0.017,1,,,,,
Htr2b,0.001889086,0.137741821,0.053,0.029,1,,,,,
Castor1,0.001941878,0.092800605,0.031,0.013,1,,,,,
AU023762,0.001943393,0.12484204,0.022,0.007,1,,,,,
Akap6,0.001962436,-0.191801633,0.504,0.539,1,,,,,
Fstl5,0.00197287,-0.132583274,0.013,0.03,1,,,,,
Abhd3,0.001976094,0.173762618,0.216,0.164,1,,,,,
Cdk14,0.001978836,0.188845552,0.365,0.299,1,,,,,
Vwc2,0.0019807,0.084419692,0.014,0.003,1,,,,,
Pnpla7,0.001989112,0.183252877,0.365,0.298,1,,,,,
Pals1,0.001996863,0.127027409,0.214,0.16,1,,,,,
Raver2,0.001996882,0.090054028,0.244,0.183,1,,,,,
Syt11,0.002010826,-0.263178251,0.322,0.351,1,,,,,
Prpf39,0.002013088,0.111234731,0.202,0.152,1,,,,,
Cpeb4,0.002031712,-0.172817442,0.568,0.59,1,,,,,
Grik1,0.002038127,-0.246037721,0.141,0.182,1,,,,,
Gm42456,0.002045541,-0.054785645,0.001,0.01,1,,,,,
Nsd1,0.002053252,0.099536097,0.538,0.442,1,,,,,
Klhl29,0.002060083,0.133938355,0.088,0.056,1,,,,,
Hspa8,0.002098888,-0.21959573,0.386,0.416,1,,,,,
Mvd,0.002108593,-0.202653622,0.048,0.075,1,,,,,
Aebp1,0.002150945,0.188152919,0.073,0.044,1,,,,,
Gng4,0.002160336,0.063592497,0.012,0.002,1,,,,,
P2ry12,0.002203074,0.177346632,0.113,0.077,1,,,,,
AW011738,0.002209355,0.145671063,0.066,0.038,1,,,,,
Rab27b,0.002216632,0.109588439,0.046,0.023,1,,,,,
Osbpl1a,0.002222232,-0.2585001,0.286,0.319,1,,,,,
ENSMUSG00000121277,0.002226502,0.119123714,0.037,0.017,1,,,,,
Zfp446,0.002242304,0.107866632,0.04,0.019,1,,,,,
Cdip1,0.002244661,0.170353785,0.232,0.181,1,,,,,
mt-Rnr1,0.002255886,0.214514415,0.521,0.453,1,,,,,
Efhd1,0.002263248,-0.16906568,0.026,0.048,1,,,,,
Cgnl1,0.002279374,0.181673831,0.061,0.035,1,,,,,
Ramp2,0.002283237,0.093333907,0.045,0.023,1,,,,,
Idh2,0.002288755,0.150057128,0.131,0.091,1,,,,,
Hs3st3a1,0.002319032,0.172089079,0.116,0.08,1,,,,,
Gm15404,0.002327661,-0.04828792,0.001,0.008,1,,,,,
Rrp8,0.002334043,0.107004275,0.075,0.045,1,,,,,
Wrap53,0.002338121,0.075285447,0.026,0.01,1,,,,,
Vmn2r-ps25,0.002367629,-0.07602106,0.003,0.012,1,,,,,
Fan1,0.002374502,0.148450821,0.082,0.051,1,,,,,
Bmp7,0.002375334,0.21671747,0.103,0.069,1,,,,,
Zfp236,0.002379585,0.167062236,0.121,0.084,1,,,,,
Gucy2f,0.002380161,0.114445925,0.015,0.003,1,,,,,
Vstm4,0.002392629,0.101069563,0.049,0.026,1,,,,,
ENSMUSG00000120722,0.002392752,-0.057041195,0.003,0.012,1,,,,,
Col5a2,0.002398295,0.171407602,0.066,0.039,1,,,,,
Lztr1,0.002408337,0.08743953,0.098,0.063,1,,,,,
Clk4,0.002413669,0.106853897,0.356,0.289,1,,,,,
Rnf152,0.002426516,0.124950319,0.027,0.01,1,,,,,
E230016M11Rik,0.002445187,-0.123188526,0.03,0.053,1,,,,,
Atxn7l3b,0.002456563,0.198627503,0.25,0.198,1,,,,,
Txndc5,0.002464976,0.063565871,0.065,0.037,1,,,,,
ENSMUSG00000120969,0.002471415,0.060973427,0.015,0.003,1,,,,,
Plekho2,0.002472031,0.129252739,0.089,0.057,1,,,,,
Gls,0.002473697,-0.23090084,0.221,0.263,1,,,,,
Eml6,0.002486232,0.142920488,0.268,0.213,1,,,,,
Nme7,0.002491662,0.153447489,0.349,0.283,1,,,,,
Stxbp4,0.002501917,0.114750144,0.192,0.143,1,,,,,
Hnrnph1,0.002505346,0.116276447,0.319,0.254,1,,,,,
Magi1,0.002523133,-0.203873222,0.39,0.421,1,,,,,
Rabgap1l,0.002527672,0.198117553,0.414,0.343,1,,,,,
Mindy3,0.002536817,0.162315833,0.13,0.092,1,,,,,
Slc6a9,0.002549591,0.11346738,0.051,0.028,1,,,,,
Gm43948,0.002553801,0.106754135,0.031,0.013,1,,,,,
2610021A01Rik,0.002561494,0.1185419,0.057,0.032,1,,,,,
Dcaf15,0.002566668,0.099007531,0.031,0.013,1,,,,,
Gm15577,0.002580418,0.127361406,0.134,0.093,1,,,,,
Ripor2,0.002598858,-0.236241956,0.085,0.117,1,,,,,
Gpcpd1,0.00260102,0.114925583,0.286,0.225,1,,,,,
Gas5,0.002615694,0.156656991,0.168,0.123,1,,,,,
Tgfbrap1,0.002624288,0.138238639,0.109,0.073,1,,,,,
Supv3l1,0.002630416,0.115237715,0.082,0.051,1,,,,,
Chaserr,0.002634779,0.099522818,0.284,0.22,1,,,,,
Garre1,0.00263782,0.174837121,0.13,0.092,1,,,,,
Lypd6,0.002656696,-0.236491487,0.315,0.354,1,,,,,
Purg,0.002663969,0.121978292,0.232,0.176,1,,,,,
Igfbp2,0.002680294,0.197404996,0.129,0.091,1,,,,,
Abca5,0.002714883,0.174580252,0.144,0.103,1,,,,,
Sfxn5,0.002725986,-0.156011316,0.648,0.674,1,,,,,
Syt1,0.002731754,-0.124281051,0.474,0.51,1,,,,,
Elmod3,0.002765085,0.13457972,0.09,0.058,1,,,,,
Mef2c,0.002769617,-0.251343216,0.427,0.455,1,,,,,
N4bp2,0.002789958,0.150566137,0.126,0.088,1,,,,,
Macrod1,0.002802862,0.146417236,0.167,0.122,1,,,,,
Lman1,0.002810134,0.186632231,0.095,0.063,1,,,,,
Gm12743,0.002814204,0.14971236,0.091,0.059,1,,,,,
Ezr,0.002816197,0.129064787,0.167,0.122,1,,,,,
Nat8f7,0.002828039,0.17199239,0.064,0.037,1,,,,,
Iqub,0.002835461,0.113824971,0.013,0.003,1,,,,,
Gmps,0.002840673,0.126513801,0.164,0.12,1,,,,,
Arhgef16,0.00285479,0.064428069,0.008,0,1,,,,,
Ano1,0.00285479,0.082504365,0.008,0,1,,,,,
Slc12a7,0.00285479,0.048890008,0.008,0,1,,,,,
Iigp1,0.00285479,0.071427508,0.008,0,1,,,,,
Slc38a6,0.002862858,0.15131687,0.108,0.073,1,,,,,
Gm10863,0.002887066,0.235222512,0.033,0.015,1,,,,,
Kdm4d,0.002906687,0.060759946,0.017,0.004,1,,,,,
Pole,0.002918927,0.049690431,0.013,0.003,1,,,,,
Tmcc3,0.002943817,0.143828219,0.356,0.292,1,,,,,
Sfpq,0.002955395,0.151286292,0.334,0.274,1,,,,,
Morn1,0.002957584,0.099363955,0.039,0.019,1,,,,,
Fgfr1,0.002959883,0.126929196,0.424,0.351,1,,,,,
Acsbg1,0.003003392,-0.236533731,0.39,0.429,1,,,,,
Pld2,0.003012965,0.142028948,0.121,0.084,1,,,,,
Fstl1,0.003038061,0.166537173,0.169,0.125,1,,,,,
Ubap2l,0.003038229,0.148539486,0.249,0.197,1,,,,,
Rbbp4,0.003064391,0.138492199,0.137,0.097,1,,,,,
Yme1l1,0.003092453,0.117877065,0.2,0.15,1,,,,,
Gm43597,0.003095478,-0.102992065,0.012,0.028,1,,,,,
Zfp653,0.003129631,0.100157721,0.037,0.017,1,,,,,
Gm4117,0.003152849,0.182561764,0.177,0.134,1,,,,,
ENSMUSG00000120258,0.003161171,0.123463203,0.07,0.043,1,,,,,
Chd9,0.003165364,0.117993036,0.681,0.608,1,,,,,
Adap2,0.003167717,0.108179095,0.045,0.023,1,,,,,
Grid2,0.003192642,0.165075347,0.789,0.823,1,,,,,
Lztfl1,0.003192909,0.122547247,0.161,0.117,1,,,,,
Dnajc9,0.003216661,0.102431699,0.028,0.011,1,,,,,
Sirt1,0.003217841,0.127435816,0.094,0.063,1,,,,,
Dock7,0.003222054,0.200080343,0.268,0.211,1,,,,,
Pxmp2,0.003249008,0.103527583,0.094,0.062,1,,,,,
Ccdc93,0.00325181,0.098300312,0.069,0.042,1,,,,,
Sox7,0.003252263,0.083728143,0.026,0.01,1,,,,,
Maco1,0.003256747,0.110849361,0.196,0.147,1,,,,,
Fmn1,0.003293068,0.299040515,0.049,0.027,1,,,,,
Picalm,0.003301199,0.139768619,0.191,0.142,1,,,,,
Glyctk,0.003302455,-0.187314445,0.064,0.092,1,,,,,
