ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,308/8398,450/18903,2.19E-25,1.41E-21,9.77E-22,ARIH2/PSMA3/UCHL1/KLHL20/PRAME/CDC20/NOP53/CLU/AURKA/TRPC4AP/RNF187/PSMD10/ZNRF2/PSMD12/UBQLN2/PSMD4/PLK1/ANAPC5/RNF103/TAF9/FBXL6/DERL2/CANX/TRIM25/PBK/KBTBD6/VCP/ADRM1/SMAD7/PSMB7/PSMB3/ARRB2/PSMD7/UBR1/PABIR1/CUL1/PSMD6/UBXN4/BFAR/FAF1/SKP2/FBXL19/RNF121/MAN1A1/SMURF2/STYX/TBL1X/HECTD3/ANAPC16/CDC16/DTL/GIPC1/FBXO27/KIF14/CSNK1E/UBE2A/HSP90B1/FHIT/CDK2/MTM1/CAMLG/WWP2/FBXW5/XPO1/FEM1C/CLGN/DNAJB9/CALR3/NEDD4/HACE1/FBXL17/RNF5/KEAP1/UBR3/KCTD2/SEC61B/RNF14/ANAPC2/FOXRED2/ANAPC13/FAM8A1/CRBN/RNF34/HFE/PSMD2/TRIB1/ZSWIM8/GNA12/RFFL/PSMD1/HSPA1A/HSPA1B/UBE2B/GSK3B/KLHDC10/CUL3/SIRT1/ECRG4/UBXN2B/TNFAIP1/WWTR1/RNF4/KLHDC2/CBFA2T3/PANO1/EIF3H/BAG6/MKRN2/NPLOC4/SPSB1/TBL1XR1/WFS1/PARK7/TRIM2/UBE4B/PSEN1/PLK3/OGT/DNAJB2/RNF19B/UBE2S/NFE2L2/ZER1/EDEM1/FBXL13/MAPK9/TRIM13/PSMC2/PSMD3/UBE2H/EDEM3/KLHDC1/TRIM38/SIAH1/SGTA/PSMD11/COP1/GBA1/SPSB3/PSMB4/SHARPIN/SKP1/PSMC1/SPSB2/PSMA5/DAB2/ASCC3/SEL1L/YOD1/MDM2/HERPUD1/RACK1/CEBPA/UFD1/BCAP31/UBXN2A/RNF217/RNF126/COMMD1/MAN1B1/FBXO31/RNF185/AUP1/CCAR2/SIRT2/FBXL20/FBXL14/ARIH1/DNAJB12/KLHDC3/RNF19A/DMAC2/FBXW8/USP9X/DET1/SH3RF1/DDIT3/PPP2R5C/ARAF/HSP90AB1/ZFAND2B/ERLIN2/APC2/UBXN1/UBE2D3/UBE2J2/DDRGK1/GABARAP/BIRC2/LTN1/DVL1/WDR26/PSMA4/RNF122/STT3B/ERLEC1/FBXO4/DNAJC10/FBXL2/UBE2G1/RBX1/PIAS1/FBXL7/FBXW7/FEM1B/TLK2/CSNK1A1/PSMF1/ANKZF1/NSFL1C/TMEM67/N4BP1/DNAJB14/DESI1/CDC26/AGAP3/HERC2/PRICKLE1/DDA1/TRIB3/NEDD4L/TRIP4/RAD23A/UBR2/RHBDD2/GID4/GSK3A/CUL2/KAT5/ZNF598/PLAA/PSMA6/CAV1/SOCS5/PPP2CB/ANAPC10/CTNNB1/OS9/HSPA5/ATXN3/PCBP2/RMND5B/TMEM129/TBX21/TRIM9/MAP1A/CALR/FBXO38/PSMC6/KBTBD7/PSMA1/USP14/RBCK1/TMUB2/ANAPC15/HSPBP1/USP5/STUB1/CSNK1D/GCLC/HECTD1/FBXL3/FBXL12/UBQLN1/DERL1/PCNP/BMAL1/ASB2/AMN1/UBE2C/SDCBP/SIAH2/CDC23/USP19/SPOP/TRIB2/UFL1/TRIP12/HECW2/CHFR/PSMB1/SGTB/PSMD8/PSMC5/CLOCK/NHLRC3/DCAF11/AXIN2/UBXN7/TMUB1/RNF144B/ASCC2/SH3RF2/CUL4A/RPL11/SUMO1/UBXN11/UBQLN4/KCTD5/FBXO6/SYVN1/EDEM2/SPSB4/UBE2G2/RYBP/UCHL5/APC/NEMF,308
GO:0016570,histone modification,315/8398,474/18903,1.15E-22,3.71E-19,2.56E-19,TP53/USP22/POLE3/SMAD4/JMJD6/KDM2A/MCM3AP/LEF1/PHF20L1/MBD2/SUV39H1/TAF10/SIN3A/RBBP7/PRDM1/AKAP8L/TAF9/PAXBP1/RUVBL2/TADA1/MUC1/KMT2C/MLLT1/IRF4/HDAC4/SETDB2/ZZZ3/ING3/THAP7/CBX8/NOC2L/ATF2/AURKB/KMT5A/NSD3/NFYB/MYBBP1A/CDC73/NELFE/PAF1/ISL1/BRCA2/MEAF6/CTR9/AUTS2/H1-3/KDM7A/TBL1X/KDM6B/NIPBL/HDAC1/MBD3/ATXN7/GATAD2B/TAF12/ZNF304/RBM14/PRDM2/BABAM1/BMI1/AKAP8/ACTL6B/RBBP5/UBE2A/NNMT/PCGF1/PRDM9/GTF2B/SAP30BP/HDAC10/KAT14/KDM3B/BRD7/RCOR2/LMNA/MCRS1/LDB1/HSF4/KMT2E/MECP2/RING1/RIF1/PRMT2/SUV39H2/KANSL3/SUPT7L/KMT5B/KDM3A/KMT5C/WDR5B/SKIC8/UBE2E1/NCOA6/ING4/RNF168/TAF2/SETD2/KANSL1/PRMT1/PWWP2A/MORF4L2/UBE2B/YEATS4/USP49/SIRT1/SMARCAD1/NFYC/ARID4B/KDM4A/KMT2B/ING5/SIN3B/OTUB2/KAT7/ASXL1/REST/NELFA/SETD1A/PARP2/TBL1XR1/ARID5A/PRKD2/ASH1L/PARK7/KDM4C/HCFC2/ACTB/MLLT3/GATA3/BOD1/OGT/MTHFR/BRD1/COPRS/PRMT5/ING2/TET2/RIOX1/KDM4B/USP21/H1-4/EZH2/DNMT3B/IWS1/SETD3/NAP1L2/VPS72/BRD4/PCGF5/KDM5C/SKP1/NCOA3/RAG1/DNMT1/KAT8/TAF5L/EHMT2/KANSL2/PAX6/BAP1/MORF4L1/PIH1D1/SPHK2/HDAC11/TAF4/BABAM2/PAXIP1/YEATS2/BCL6/PHF19/KAT6A/EHMT1/SIRT2/METTL23/NTMT1/EP400/GATAD2A/USP3/CXXC1/H1-5/KDM5A/UIMC1/TAF6/JDP2/OTUB1/USP36/SIRT7/RLF/SMYD3/VEGFA/ERCC6/SMYD1/SNW1/MBIP/PHC1/MBTD1/HDAC3/HPF1/BOD1L1/SFPQ/HDAC6/RCOR3/BRPF3/GATA2/PRDM7/TRERF1/DOT1L/KDM1A/MAP3K7/NAA60/JARID2/EPC1/EED/NCAPG2/PYGO2/SREBF1/BAZ2A/BRCC3/KMT2D/HDAC5/TADA2B/NAA40/RCOR1/MTA3/MED24/UBR2/KDM6A/SUZ12/KAT5/HDAC2/PHF8/DDB2/KDM5B/PHF1/ZNF274/USP15/TAF7/BRCA1/GFI1/MSL1/MTF2/PPARGC1A/GTF3C4/H1-2/CTNNB1/ZBTB7B/PER2/CAMK2D/NCOA1/PCGF2/MYSM1/PCGF3/DMAP1/PRDM5/UBE2N/HDAC9/CHD4/SETD6/EPC2/KAT2A/FLCN/ACTL6A/BAZ1B/BRMS1L/CHEK1/NSD2/KAT6B/RBBP4/ZMPSTE24/UFL1/BARD1/CHD3/ATG5/TRIP12/EP300/KDM1B/ZNF335/RRP8/CLOCK/MIER1/KDM4D/RNF20/SETD7/PER1/KDM2B/ZNF451/TAF5/SNCA/JMJD1C/NFYA/DDX21/MIDEAS/CREBBP/MACROH2A1/RUVBL1/SUPT20H/PBXIP1/JADE2/ARID4A/DPY30/JADE1/CRTC2/CHTOP/MSL3/BRMS1/ASH2L/HDAC7/SETDB1/KMT2A/SETD5/DR1/RYBP/PIWIL2/CDK9/ELK4,315
GO:0016236,macroautophagy,222/8398,317/18903,1.44E-20,3.10E-17,2.14E-17,TP53/CHMP2A/ATG12/UCHL1/RETREG2/CALM1/CHMP6/VTA1/GABARAPL1/SMG1/VPS13C/PIK3C2B/UBQLN2/LRSAM1/PAFAH1B2/SQSTM1/MAP1LC3B/VCP/ERN1/CHMP2B/LARP1/ATP6V1E2/DCN/VPS25/RUBCNL/RIMOC1/ATP6V0A2/CLEC16A/WDR81/SEC22B/PIP4K2B/SPG11/ATG16L2/RB1CC1/UBA5/VPS33A/HDAC10/MTMR14/SNAPIN/MTM1/SCFD1/HIF1A/ATG4B/TBC1D12/ATG2A/LIX1L/ATG16L1/ATP6V1B2/NEDD4/RNF5/BECN1/VPS16/SNX18/RNF31/ULK2/SESN3/ATG101/UFM1/LZTS1/STBD1/MCOLN1/FEZ2/PIK3R4/STAM/TP53INP2/SIRT1/PLEKHM1/VPS36/EXOC8/UBXN2B/RAB7A/RAB1A/WDR45/VPS41/MAP1LC3B2/ZFYVE1/GNAI3/RAB3GAP2/ATP2A2/MFSD8/GABARAPL2/RETREG3/RUFY4/PSEN1/CHMP1B/UVRAG/OGT/SYNPO2/ATP6V0E2/PIK3C3/CDC37/CDK5R1/TRAPPC8/SNX30/PIP4K2C/TBC1D25/TIGAR/HGS/TRIM13/TBC1D14/SESN1/PRKACA/TSG101/GBA1/PHB2/TOM1/ATP6V1C1/IFT88/WIPI2/SLC25A4/VAMP8/RAB33B/ATP6V0D1/UBXN6/ATG10/EHMT2/SNAP29/YOD1/NBR1/MTMR3/SCOC/QSOX1/UBXN2A/TSC1/ATP6V0E1/SH3GLB1/USP30/RAB5A/VMP1/AUP1/SNX14/VPS35/PIK3CA/ATP6V1G2/MTOR/USP36/ATP6V1H/RHEB/CASP3/SPTLC1/VPS28/DDRGK1/GABARAP/WDFY3/OPTN/HDAC6/MAP3K7/RUBCN/STING1/TBC1D5/PIP4K2A/HTRA2/SNX6/ATP6V1E1/EI24/NSFL1C/SESN2/WIPI1/CTSD/VPS4B/ATP6V0B/VPS13D/GAA/C9orf72/ZFYVE26/EPG5/PLAA/CHMP3/CAPN1/ATG9A/SNX5/SNX4/MFN2/MAPK3/TMEM39A/PACS2/FEZ1/GAPDH/TP53INP1/PIKFYVE/CHMP5/EXOC4/VPS4A/ATP6V0A1/IKBKG/ATP6V1D/AMBRA1/PHF23/ARL8B/SRC/MVB12A/EPM2A/TBK1/WDR24/IFT20/UBQLN1/BNIP3L/UFL1/ILRUN/ATG5/VPS37A/ULK3/KLHL3/ELAPOR1/VPS39/BAG3/PGAM5/SLC25A5/SUPT5H/POLDIP2/STX17/UBQLN4/AP4M1/ULK1/HTT/ATG14/HMOX1/CALCOCO2/RALB/LRBA/CAPNS1/SNX32,222
GO:0018205,peptidyl-lysine modification,276/8398,414/18903,2.62E-20,4.24E-17,2.93E-17,USP22/POLE3/SMAD4/JMJD6/USPL1/MCM3AP/LEF1/FKBP10/PHF20L1/NDUFAB1/METTL21A/LIAS/SMC6/SUV39H1/TAF10/SIN3A/NSMCE1/TAF9/RUVBL2/TADA1/MUC1/KMT2C/CTH/UHRF2/MLLT1/IRF4/HDAC4/SETDB2/DIP2A/ZZZ3/ING3/RWDD3/THAP7/NOC2L/RANGAP1/ATF2/KMT5A/NSD3/NFYB/MYBBP1A/NELFE/ISL1/BRCA2/MEAF6/CTR9/AUTS2/SENP7/H1-3/MBD3/ATXN7/TAF12/ZNF304/BMI1/ACTL6B/RBBP5/NNMT/PRDM9/GTF2B/HDAC10/KAT14/BRD7/SUMO3/EYA1/LMNA/MCRS1/LDB1/KMT2E/MUL1/MECP2/RIF1/SUV39H2/KANSL3/UBA2/SUPT7L/KMT5B/KDM3A/KMT5C/WDR5B/SKIC8/CAMKMT/NCOA6/ING4/CBX4/TAF2/SETD2/KANSL1/PWWP2A/MORF4L2/HINT2/YEATS4/SIRT1/NFYC/ARID4B/KDM4A/CSKMT/KMT2B/ATAT1/PRKAA1/ING5/BLOC1S1/ESCO1/KAT7/NELFA/SETD1A/UBE2I/BAG6/ARID5A/ASH1L/PARK7/KDM4C/HCFC2/ACTB/METTL18/MLLT3/GATA3/BOD1/EEF1AKMT2/OGT/BRD1/ATP7A/VCPKMT/TET2/TOLLIP/TRIM38/H1-4/EZH2/DNMT3B/IWS1/SETD3/NAP1L2/BCL11A/VPS72/BRD4/NCOA3/DNMT1/KAT8/TAF5L/EHMT2/KANSL2/PAX6/EEF1AKMT1/ZMIZ1/MORF4L1/MDM2/PIH1D1/SPHK2/TAF4/PAXIP1/YEATS2/PHF19/PIAS3/ANTKMT/NSMCE2/KAT6A/EHMT1/SIRT2/EP400/CXXC1/H1-5/TAF6/HMG20B/SIRT7/LOXL2/RLF/SMYD3/ERCC6/STX1A/SMYD1/SNW1/MBIP/MBTD1/RANBP2/BOD1L1/DHPS/HMG20A/HDAC6/BRPF3/EGR2/GATA2/PRDM7/EGR1/DOT1L/KDM1A/MAP3K7/NAA60/PIAS1/ETFBKMT/JARID2/NFATC2IP/EPC1/PYGO2/LOXL3/KMT2D/DESI1/TADA2B/NAA40/RNF113A/ARNT/MED24/KDM6A/KAT5/HDAC2/IVL/P3H4/PHF1/ZNF274/TAF7/BRCA1/SENP2/GFI1/MSL1/MTF2/PPARGC1A/GTF3C4/H1-2/CTNNB1/NCOA1/PCGF2/PIAS4/RELA/TRIM28/KIAA1586/DMAP1/PRDM5/POR/SLF2/HDAC9/SETD6/EPC2/KAT2A/FLCN/ACTL6A/BAZ1B/CHEK1/NSD2/KAT6B/SAE1/ZMPSTE24/ATG5/TRIM27/EP300/ZNF335/GNL3L/CLOCK/KDM4D/SETD7/PER1/PLOD2/SIRT4/ZNF451/TAF5/SNCA/NFYA/DDX21/CREBBP/MACROH2A1/RUVBL1/SUPT20H/PBXIP1/SUMO1/JADE2/SENP1/ARID4A/DPY30/JADE1/CRTC2/MSL3/ASH2L/HDAC7/DOHH/SETDB1/KMT2A/SETD5/DR1/PIWIL2/SLF1,276
GO:0034470,ncRNA processing,287/8398,439/18903,3.29E-19,4.25E-16,2.94E-16,TP53/ANKRD16/SLX9/WDR75/TSEN54/TSEN2/FRG1/DUS1L/NOP53/INTS8/DGCR8/MRPL44/HEATR1/INTS1/SUV39H1/TP53RK/WDR55/TOE1/HNRNPA2B1/INTS2/NOLC1/NCBP2/SBDS/ADAT1/REXO4/UTP4/INTS11/ADAR/RRP1B/MRPL1/LARP7/SHQ1/TSN/NOP56/NHP2/KRI1/RRP15/LCMT2/NIFK/TRMT13/IMP3/CHD7/TUT7/EMG1/THADA/RPL27/RPL10A/RPS19/METTL15/NUP155/TRMT1L/PPP3CA/RPS15/INTS6L/DDX56/MTO1/RPL7A/RPL7/SMAD2/BUD23/THG1L/DALRD3/BYSL/NOL11/SMAD3/DDX47/PUSL1/TARBP1/ADAT3/AGO3/RPS14/PES1/XRN2/UTP11/NCOR2/GTPBP3/POP5/YTHDF2/PDCD11/FDXACB1/DDX5/NSUN6/IMP4/SART1/DCAF13/TARBP2/ELP4/URB1/INTS14/NGDN/RPUSD1/CDKAL1/MRM3/ELAC2/DDX49/DROSHA/WBP11/EXOSC8/RPL26/NSUN4/PARN/KARS1/RRP12/EXOSC10/NVL/TGFB1/DDX1/HELQ/STAT3/MRPS11/METTL18/AGO1/AARS2/RIOK3/TRDMT1/INTS5/ELP2/TNF/ALKBH1/INTS9/RPP14/RPS28/NOL9/MAP2K1/AGO4/TYW3/ZC3H7A/WDR6/METTL2B/SRRT/URM1/TRMT10A/ERI2/PUS1/NPM3/DICER1/TRUB2/ISG20/YRDC/RPS7/RRP7A/SNU13/NCBP1/TRMT61B/BMS1/ERI1/MPHOSPH10/DUS4L/EBNA1BP2/TRMU/PIH1D1/DTWD1/RPUSD3/YBEY/GON7/DUS3L/ZNHIT3/CDK5RAP1/UTP23/WDR74/NOP58/RIPK1/USP36/WDR43/SIRT7/RPP30/UTP14A/PUM2/INTS7/DKC1/TYW1B/TRMT6/RRP9/SPOUT1/RPS6/ERI3/TRMT1/NSA2/METTL2A/MTREX/TUT1/QTRT2/NSUN3/RPP25L/TSEN15/MAP2K2/EXOSC9/ZCCHC4/UTP3/EGFR/TSR2/ABT1/ELAC1/WDR3/ZBTB8OS/KTI12/PUM1/C1D/RPL35A/EXOSC6/IL6/TSR3/TPRKB/PTCD1/FAM98B/INTS10/RNF113A/MDN1/RPS17/DDX54/RPL5/NOP14/CLP1/PRKDC/TSEN34/TRUB1/INTS12/TRMT44/TRMT9B/INTS6/NOC4L/THUMPD1/RBFA/PELP1/CTU2/EXOSC3/NAT10/ELP3/RPS27/SMAD1/TRMT10C/RPS24/PRORP/ZC3H12A/RPS8/HENMT1/AARS1/MTERF4/TYW5/ERCC2/TRIT1/DDX51/SRFBP1/GEMIN4/TENT4B/ZMPSTE24/EXOSC1/WDR4/INTS13/BRIX1/GTPBP4/RPUSD2/RTRAF/RRP8/THUMPD3/POP4/NOL10/TRMT2A/MTFMT/METTL5/TUT4/LIN28B/DDX10/EXOSC7/DDX21/RPL11/ZC3H10/ESF1/NCOR1/ADAT2/UTP18/POLR3K/LSM6/RPL35/RRP36/INTS3/NOL8/OSGEPL1/TYW1/TFB2M/INTS4/WDR36/RRP1/TRMT2B/UTP6/DIS3/SRSF3,287
GO:0034976,response to endoplasmic reticulum stress,184/8398,261/18903,9.26E-18,8.73E-15,6.03E-15,TP53/BAX/ITPR1/BCL2L1/PIGBOS1/CLU/TNFRSF10B/ABL1/ATP2A3/UBQLN2/FICD/SELENOK/SDF2L1/RNF103/RNF139/DERL2/CANX/TRIM25/P4HB/CTH/VCP/ERN1/DAB2IP/TMEM33/ABCA7/UBXN4/BFAR/FAF1/MAP3K5/RNF121/DNAJC3/MAN1A1/FBXO27/EIF2AK3/EIF2S1/PMAIP1/NCK1/UBA5/HSP90B1/SEL1L2/PPP1R15A/TMEM259/CLGN/DNAJB9/CALR3/BCL2/RNF5/SEC61B/FOXRED2/FAM8A1/UFM1/PIK3R2/HSPA1A/SERINC3/GSK3B/SIRT1/TMCO1/PIK3R1/ATF6/BAG6/NPLOC4/ATP2A2/WFS1/PARK7/THBS4/UBE4B/RNFT2/ALOX5/LPCAT3/RASGRF2/DNAJB2/CREB3L4/COPS5/NFE2L2/EDEM1/TRIM13/EDEM3/TBL2/SGTA/MBTPS2/MANF/GORASP2/FLOT1/UBXN6/ATG10/SEL1L/AIFM1/YOD1/HERPUD1/RACK1/QRICH1/UFD1/BCAP31/GRINA/CREB3L2/MAN1B1/RNF185/AUP1/TMTC4/CREBZF/RASGRF1/NR1H3/DNAJB12/TXNDC12/DDIT3/ATF4/ERLIN2/PARP16/PTPN1/UBXN1/UBE2J2/DDRGK1/PDIA6/STT3B/ERLEC1/DNAJC10/BRSK2/EIF2AK4/PTPN2/NIBAN1/ATF6B/ANKZF1/TMEM67/SESN2/NR1H2/DNAJB14/CDK5RAP3/TRIB3/ELAVL4/NRBF2/GET4/RHBDD2/UGGT1/CCND1/RHBDD1/CHAC1/CAV1/CREB3L1/PPP2CB/BAK1/OS9/HSPA5/ATXN3/SCAMP5/EIF2B5/USP25/TMEM129/HYOU1/CALR/BCL2L11/PLA2G6/PSMC6/USP14/EIF4G1/TMUB2/TMEM117/TRAF2/STUB1/UBQLN1/DERL1/TOR1A/JUN/USP19/TMBIM6/UFL1/EP300/SGTB/MARCKS/TMUB1/RCN3/CXCL8/SERP1/BBC3/UBAC2/CREB3L3/FBXO6/SYVN1/EDEM2/TMED2/UBE2G2/HM13/ATF3/PDIA4/OPA1,184
GO:2001020,regulation of response to DNA damage stimulus,213/8398,312/18903,9.45E-18,8.73E-15,6.03E-15,TP53/CD74/USP22/FBXO5/BCL2L1/CLU/SMG1/PPP1R10/ABL1/PSMD10/TAF10/NSMCE1/SMARCA4/FBH1/TAF9/RUVBL2/TADA1/ENDOG/NPAS2/ATAD5/MUC1/PBK/RAD51AP1/RAD9A/OGG1/PARPBP/SMARCC2/ARID1A/POLH/ING3/KMT5A/RTEL1/ACTR2/RFWD3/DDX11/BRCA2/MEAF6/HDGFL2/BCLAF1/ATXN7/TAF12/BABAM1/H2AX/ACTL6B/PMAIP1/MAP3K20/ZNF385A/HDAC10/BRD7/EYA1/MCRS1/HMGB1/RIF1/SMARCD1/DYRK3/BCL2/PNKP/SUPT7L/KMT5B/POLQ/CCDC117/KMT5C/WRNIP1/DDX5/MAD2L2/ING4/RNF168/TAF2/SETD2/MORF4L2/YEATS4/SPIRE1/SIRT1/ATM/HMGA2/DYRK1A/YJU2/DDX39B/ERCC4/ATR/RPL26/IER3/OTUB2/KAT7/COPS3/HELQ/TRIAP1/ACTB/NPM1/TPT1/TRIM32/MCL1/TIGAR/ING2/EYA3/SMARCA2/VPS72/PBRM1/TAF5L/CDKN2D/RPA2/INO80E/MRNIP/MMS19/MORF4L1/ERCC1/MDM2/PPP4R3B/TP53BP1/TAF4/BABAM2/PAXIP1/DPF2/SNAI1/CCAR2/FIGNL1/EP400/ZCWPW1/UIMC1/TAF6/ETAA1/OTUB1/SIRT7/SHLD2/ERCC6/MBTD1/CASP9/YY1/SPRED1/NUDT16L1/ARID1B/ARID2/KDM1A/TTI2/AUNIP/FBXO4/CHEK2/MARCHF7/SMARCD2/EGFR/RAD52/FEM1B/RBBP8/EPC1/CD44/RECQL5/BRCC3/TELO2/TADA2B/CEBPG/SHLD1/RMI2/PRKCD/DPF1/KAT5/FAM168A/TAF7/BRCA1/TMEM161A/TERF2/PRKDC/HNRNPK/PPP4C/PIAS4/THOC1/EYA4/TRIM28/POT1/DMAP1/UBE2N/NKX3-1/EEF1E1/POGZ/SLF2/EPC2/PARP9/KAT2A/ZNF365/ACTL6A/BAZ1B/CHEK1/NSD2/PARP1/ZMPSTE24/WRAP53/SKIL/MAPT/BARD1/TERF2IP/TRIP12/ATRIP/USP1/PARP3/AXIN2/KDM4D/TAF5/DPF3/ANKRD1/MYC/CUL4A/FMN2/RUVBL1/SUPT20H/UBQLN4/BCL7C/FUS/CYREN/WDR48/CDK9/UCHL5/PYHIN1/SLF1/SPRED2,213
GO:0006302,double-strand break repair,206/8398,300/18903,1.19E-17,9.65E-15,6.67E-15,TP53/TDP1/RAD54B/FAN1/HMCES/KDM2A/MCM5/MCM9/SMC6/RECQL4/XRCC6/NSMCE1/SMARCA4/FBH1/DCLRE1A/RUVBL2/HMGB2/VCP/RAD51AP1/OGG1/PARPBP/SMARCC2/ARID1A/ING3/TRIP13/EME2/GEN1/RTEL1/FANCD2/ACTR2/RFWD3/DDX11/BRCA2/MEAF6/HDGFL2/NIPBL/WDR70/SAMHD1/BABAM1/H2AX/NBN/ACTL6B/RPA3/PRDM9/MLH1/BRD7/XRCC2/EYA1/HMGB1/RIF1/SMARCD1/RAD21L1/PNKP/KMT5B/POLQ/CIB1/KMT5C/HSF2BP/MAD2L2/BRIP1/RNF168/SETD2/MORF4L2/MARF1/YEATS4/SPIRE1/MCM3/SMARCAL1/SMARCAD1/ATM/HMGA2/ERCC4/ATR/OTUB2/PARP2/EXD2/PALB2/DDX1/MCM8/HELQ/ACTB/UVRAG/RAD21/INIP/EME1/MCM4/POLM/NUCKS1/ZSWIM7/EYA3/SMARCA2/VPS72/FANCM/CDC45/PBRM1/RPA2/SFR1/POLN/MRNIP/RAD51B/MMS19/RAD51D/MORF4L1/ERCC1/TONSL/LIG4/PPP4R3B/TP53BP1/BABAM2/SWSAP1/GINS2/DPF2/NSMCE2/TDP2/FIGNL1/NHEJ1/EP400/ZCWPW1/UIMC1/RAD54L/RMI1/OTUB1/ERCC5/SIRT7/SHLD2/ERCC6/RPA1/MBTD1/HPF1/YY1/SFPQ/NUDT16L1/ARID1B/ARID2/XRCC3/KDM1A/AUNIP/CHEK2/MCM7/SMARCD2/RAD52/TENT4A/RBBP8/EPC1/RAD51AP2/MSH2/RECQL5/BRCC3/NABP2/RNF138/IFFO1/SHLD1/RMI2/DPF1/ZFYVE26/KAT5/AP5Z1/BRCA1/AP5S1/PRKDC/APTX/DCLRE1B/HUS1/PPP4C/MUS81/TNKS1BP1/ZBTB7A/PIAS4/NABP1/POT1/DMAP1/UBE2N/POGZ/SLF2/EPC2/PARP9/ZNF365/ACTL6A/CHEK1/REV3L/NSD2/PARP1/WRAP53/TERF2IP/TRIP12/ATRIP/MEIOB/MMS22L/PARP3/KDM4D/LIG3/BRME1/DPF3/FMN2/RUVBL1/GINS4/XRCC4/RECQL/UBQLN4/BCL7C/INTS3/FUS/CYREN/WDR48/CDCA5/SLF1,206
GO:0006338,chromatin remodeling,246/8398,373/18903,2.36E-17,1.69E-14,1.17E-14,PADI2/RAD54B/POLE3/MCM3AP/SATB2/MBD2/SUV39H1/H2BC21/SIN3A/RBBP7/SMARCA4/BAZ2B/RUVBL2/HMGB2/MLLT1/HDAC4/SETDB2/CECR2/LIN54/CHD7/H2BC13/SMARCC2/ARID1A/CHAF1A/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4C16/H4C15/MYBBP1A/CTR9/H1-3/KDM6B/HDAC1/H2BC17/MBD3/GATAD2B/ZNF304/CHD9/CHRAC1/H2AX/ACTL6B/BICRAL/PPM1D/HJURP/BRD7/CDK2/CHD8/CHD1/LMNA/MCRS1/DAXX/MECP2/HMGB1/RIF1/TOP1/SMARCD1/H1-10/SUV39H2/TTF2/HELLS/SOX9/CHD1L/ANP32E/PCID2/H3C1/H3C4/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/SETD2/YEATS4/H2BC5/SMARCAL1/SIRT1/SMARCAD1/HMGA2/KDM4A/H2BC8/H2BC7/H2BC6/H2BC10/H2BC4/KDM4C/HCFC2/ACTB/ZBTB1/MLLT3/GATA3/NPM1/HNRNPC/HMGA1/MTHFR/BICRA/KDM4B/NPM3/H1-4/EZH2/H2BC11/CENPP/BAZ1A/NAP1L2/INO80B/SMARCA2/VPS72/BRD4/H2BC9/NAP1L4/KDM5C/TSPYL1/CENPW/PBRM1/DNMT1/ASF1B/CFDP1/PAX6/INO80E/PIH1D1/SPHK2/YEATS2/NUDT5/SCMH1/DPF2/KAT6A/BRD2/L3MBTL1/SNAI1/FAM172A/SIRT2/EP400/GATAD2A/H1-5/PIK3CA/KDM5A/RAD54L/PADI4/MPND/H2BC12/TSPYL4/LOXL2/SMYD3/ERCC6/SMYD1/SPTY2D1/INO80C/YY1/ARID1B/BPTF/DOT1L/ARID2/KDM1A/RSF1/NAA60/SMARCD2/H2BC3/JARID2/TSPYL2/BAZ2A/OIP5/KMT2D/HDAC5/TADA2B/MTA3/RERE/UBR2/DPF1/KDM6A/KAT5/HDAC2/CHD6/PHF8/KDM5B/H2BC15/H2BC26/ZRANB3/H1-2/MORC2/HP1BP3/H2BW1/H2AC25/PAK1/ZBTB7A/TRIM28/MYSM1/DMAP1/ZNF827/NAP1L1/TASOR/HLTF/CBX3/CHD4/LMNB1/KAT2A/CHD2/H3-3A/H3-3B/ACTL6A/BAZ1B/BTAF1/CHEK1/KAT6B/RBBP4/CHD3/TSPYL5/EP300/RRP8/SUPT16H/MIER1/PPHLN1/KDM4D/SETD7/MPHOSPH8/GATAD1/DPF3/MYC/NAP1L3/DDX21/ZNFX1/MACROH2A1/RUVBL1/H2BC14/SSRP1/DNAJC9/BAHD1/ANP32B/DNMT3A/BCL7C/ITGB3BP/SETDB1/DR1/ATF7IP/UCHL5,246
