"","item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"so$nFeature_RNA1","1","N1",1,880,2592.67840909091,607.303089142195,2557,2582.17329545455,618.9855,464,4738,4274,0.132938654766932,0.356683322956104,20.4721829586585
"so$nFeature_RNA2","2","N2",1,921,2463.27687296417,645.90490987905,2403,2434.42605156038,622.692,798,5021,4223,0.494643854544642,0.709868117435179,21.2832903980854
"so$nFeature_RNA3","3","N3",1,817,2600.17380660955,637.413182592325,2554,2587.39541984733,610.8312,520,5352,4832,0.218256810824418,0.637587900573209,22.3002644281373
"so$nFeature_RNA4","4","N4",1,789,2985.94169835234,740.600811899671,2939,2972.52922590837,705.7176,839,6371,5532,0.322271122710429,0.928779455348046,26.3660870868584
"so$nFeature_RNA5","5","N5",1,883,2692.01132502831,616.28241005394,2665,2682.74115983027,584.1444,912,4978,4066,0.184047095886137,0.389138588728968,20.7395543695973
