"","item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"so$nCount_RNA1","1","N1",1,880,5377.90227272727,1988.60682579969,5049,5224.91477272727,1848.8022,628,14591,13963,0.947090084998399,1.69205798895094,67.0359224223808
"so$nCount_RNA2","2","N2",1,921,4985.4223669924,2049.14552889397,4564,4773.28765264586,1761.3288,1152,15541,14389,1.26000338693179,2.60691086720729,67.5216408674696
"so$nCount_RNA3","3","N3",1,817,5522.22276621787,2164.73863937081,5140,5329.1572519084,1906.6236,708,18544,17836,1.16457002307444,2.80357866004078,75.7346182886371
"so$nCount_RNA4","4","N4",1,789,6723.3979721166,2718.90337120038,6304,6495.20695102686,2475.942,1270,23918,22648,1.20600683014122,3.31446664731425,96.7955231941248
"so$nCount_RNA5","5","N5",1,883,5953.49490373726,2218.68235516367,5641,5763.81753889675,1970.3754,1292,15142,13850,0.998409569045489,1.73573349293163,74.664606003854
