,X,p_val.x,avg_log2FC.x,pct.1.x,pct.2.x,p_val_adj.x,p_val.y,avg_log2FC.y,pct.1.y,pct.2.y,p_val_adj.y,hit in database
1,Cmss1,1.10E-06,-0.412689301,0.502,0.627,0.038411028,1.71E-12,-0.580043328,0.461,0.627,5.97E-08,0
2,Mir6236,7.11E-09,-0.612805788,0.233,0.383,0.000247949,2.62E-11,-0.641525501,0.225,0.383,9.14E-07,0
3,Ptgds,7.37E-08,0.545457755,0.529,0.371,0.002571161,2.57E-16,0.748098947,0.592,0.371,8.97E-12,0
