"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tafa1",0,0.64538638492567,0.691,0.262,0,"0","Tafa1"
"Lrtm1",0,0.645280141173316,0.519,0.159,0,"0","Lrtm1"
"A830082K12Rik",0,0.64017657183694,0.644,0.239,0,"0","A830082K12Rik"
"Meg3",0,0.637439842840135,1,0.728,0,"0","Meg3"
"Syn2",0,0.635845672277895,0.931,0.55,0,"0","Syn2"
"Pclo",0,0.634163356423169,0.953,0.563,0,"0","Pclo"
"Fam135b",0,0.631558865149347,0.834,0.375,0,"0","Fam135b"
"2900064K03Rik",0,0.631114844878413,0.548,0.172,0,"0","2900064K03Rik"
"Rnf112",0,0.630957954818748,0.697,0.271,0,"0","Rnf112"
"ENSMUSG00000120670",0,0.630892150292007,0.518,0.172,0,"0","ENSMUSG00000120670"
"Gm42772",0,0.626418410015654,0.527,0.165,0,"0","Gm42772"
"4930578G10Rik",0,0.618342385621552,0.783,0.361,0,"0","4930578G10Rik"
"Mlip",0,0.61643343538837,0.653,0.248,0,"0","Mlip"
"Mef2c",0,0.615925122851986,0.987,0.706,0,"0","Mef2c"
"Gm15680",0,0.61388306597626,0.367,0.108,0,"0","Gm15680"
"Cap2",0,0.613614766174402,0.821,0.384,0,"0","Cap2"
"Sorcs1",0,0.613592350976107,0.828,0.36,0,"0","Sorcs1"
"Slc2a13",0,0.612867019534456,0.824,0.362,0,"0","Slc2a13"
"Cacna1e",0,0.611893373728577,0.894,0.422,0,"0","Cacna1e"
"Epha7",0,0.611480041987318,0.718,0.322,0,"0","Epha7"
"Tox",0,0.6104499893719,0.761,0.35,0,"0","Tox"
"Cdyl2",0,0.610276903336427,0.551,0.183,0,"0","Cdyl2"
"Nxpe4",0,0.610141975588546,0.577,0.223,0,"0","Nxpe4"
"Mical2",0,0.608554314545379,0.816,0.392,0,"0","Mical2"
"Tmem178b",0,0.605999964618227,0.946,0.556,0,"0","Tmem178b"
"Trank1",0,0.60393476332424,0.768,0.35,0,"0","Trank1"
"Gm32442",0,0.603119367295914,0.338,0.052,0,"0","Gm32442"
"Galnt14",0,0.602219447096706,0.311,0.095,0,"0","Galnt14"
"Igsf9b",0,0.602035025322013,0.62,0.235,0,"0","Igsf9b"
"Gm43316",0,0.60163137139451,0.49,0.153,0,"0","Gm43316"
"Gm15414",0,0.600675684795215,0.424,0.106,0,"0","Gm15414"
"Cpne9",0,0.599598599167894,0.42,0.094,0,"0","Cpne9"
"Ndst3",0,0.599061606023967,0.551,0.257,0,"0","Ndst3"
"Atxn1",0,0.598243399706445,0.942,0.571,0,"0","Atxn1"
"Gfra2",0,0.597870313656655,0.428,0.086,0,"0","Gfra2"
"Rasal2",0,0.59577116291791,0.928,0.531,0,"0","Rasal2"
"Pde4d",0,0.592135651754479,0.985,0.671,0,"0","Pde4d"
"Ctnna2",0,0.590824848171735,0.99,0.713,0,"0","Ctnna2"
"Csmd2",0,0.589640343782231,0.883,0.43,0,"0","Csmd2"
"Unc80",0,0.586201144949564,0.916,0.478,0,"0","Unc80"
"Gabbr2",0,0.584481575374923,0.912,0.491,0,"0","Gabbr2"
"Htr2a",0,0.584172019255187,0.407,0.089,0,"0","Htr2a"
"Nedd4l",0,0.582647474885874,0.875,0.454,0,"0","Nedd4l"
"Gm30382",0,0.582331478140854,0.519,0.199,0,"0","Gm30382"
"Lingo1",0,0.580589058072177,0.712,0.275,0,"0","Lingo1"
"Mical3",0,0.580408460842139,0.835,0.407,0,"0","Mical3"
"Homer1",0,0.579456061873709,0.767,0.357,0,"0","Homer1"
"Gm38073",0,0.577502872749318,0.484,0.146,0,"0","Gm38073"
"Gm15738",0,0.576285404508761,0.766,0.342,0,"0","Gm15738"
"Rims2",0,0.57483770768063,0.968,0.603,0,"0","Rims2"
"Ccdc85a",0,0.573541985738752,0.739,0.332,0,"0","Ccdc85a"
"Arhgap20",0,0.572586618259351,0.649,0.263,0,"0","Arhgap20"
"Lrrtm4",0,0.572196613124079,0.973,0.556,0,"0","Lrrtm4"
"Runx2",0,0.571805743493983,0.713,0.302,0,"0","Runx2"
"Col25a1",0,0.570825953144197,0.526,0.136,0,"0","Col25a1"
"Syt16",0,0.570679241845268,0.787,0.366,0,"0","Syt16"
"Opcml",0,0.570267944317477,0.993,0.66,0,"0","Opcml"
"Nalf1",0,0.56539983512591,0.979,0.582,0,"0","Nalf1"
"Gabrg2",0,0.563371588949387,0.75,0.344,0,"0","Gabrg2"
"Stx1a",0,0.562912650486749,0.586,0.2,0,"0","Stx1a"
"Epha5",0,0.562347890022223,0.959,0.568,0,"0","Epha5"
"4930445B16Rik",0,0.561262920136248,0.517,0.179,0,"0","4930445B16Rik"
"Snap25",0,0.560407615059038,0.995,0.728,0,"0","Snap25"
"Grm5",0,0.560265394361504,0.988,0.593,0,"0","Grm5"
"Gm12394",0,0.560225576325815,0.709,0.312,0,"0","Gm12394"
"Slc17a7",0,0.558470695148053,0.842,0.377,0,"0","Slc17a7"
"BC006965",0,0.557543602417699,0.28,0.03,0,"0","BC006965"
"4921539H07Rik",0,0.555124156560298,0.331,0.061,0,"0","4921539H07Rik"
"Pde4a",0,0.555077768696155,0.582,0.2,0,"0","Pde4a"
"Kcnj3",0,0.553887428545457,0.875,0.451,0,"0","Kcnj3"
"Gucy1a2",0,0.553376064085154,0.825,0.397,0,"0","Gucy1a2"
"4930590L20Rik",0,0.551967491395876,0.496,0.164,0,"0","4930590L20Rik"
"Nrn1",0,0.551731274798798,0.63,0.205,0,"0","Nrn1"
"Prkag2",0,0.551649199720045,0.725,0.311,0,"0","Prkag2"
"Svop",0,0.551380714152768,0.649,0.266,0,"0","Svop"
"Cdkl5",0,0.549871273206,0.782,0.37,0,"0","Cdkl5"
"A230004M16Rik",0,0.549607198166817,0.49,0.176,0,"0","A230004M16Rik"
"Clstn2",0,0.549517425000148,0.765,0.372,0,"0","Clstn2"
"Myt1l",0,0.548284183480043,0.957,0.538,0,"0","Myt1l"
"Dgkh",0,0.54761336437702,0.719,0.333,0,"0","Dgkh"
"4930447C04Rik",0,0.547174812036697,0.515,0.196,0,"0","4930447C04Rik"
"C1ql3",0,0.545717014722002,0.709,0.316,0,"0","C1ql3"
"Pigk",0,0.541710758498587,0.772,0.345,0,"0","Pigk"
"Fnbp1l",0,0.539247632583064,0.751,0.352,0,"0","Fnbp1l"
"Syn1",0,0.53831139695895,0.724,0.321,0,"0","Syn1"
"Gm10115",0,0.537296679833339,0.453,0.137,0,"0","Gm10115"
"Mrtfb",0,0.536903731885592,0.872,0.434,0,"0","Mrtfb"
"Gm26854",0,0.5342635873153,0.492,0.168,0,"0","Gm26854"
"Add2",0,0.533096020835827,0.678,0.292,0,"0","Add2"
"Neurod6",0,0.532887449342115,0.493,0.133,0,"0","Neurod6"
"Syt14",0,0.532505343880437,0.537,0.204,0,"0","Syt14"
"Nlk",0,0.531640402005092,0.873,0.489,0,"0","Nlk"
"Rian",0,0.530112069075981,0.937,0.501,0,"0","Rian"
"Myo16",0,0.529884178617283,0.571,0.25,0,"0","Myo16"
"Rapgef4",0,0.529234127139392,0.866,0.436,0,"0","Rapgef4"
"Sntg1",0,0.529062753037978,0.957,0.538,0,"0","Sntg1"
"Dok6",0,0.527707143812086,0.884,0.476,0,"0","Dok6"
"4930587E11Rik",0,0.526387647646046,0.519,0.194,0,"0","4930587E11Rik"
"Zfyve28",0,0.522200772216807,0.59,0.232,0,"0","Zfyve28"
"Plxna4",0,0.521419512817013,0.849,0.424,0,"0","Plxna4"
"Scn8a",0,0.51679436037866,0.867,0.449,0,"0","Scn8a"
"Nrcam",0,0.51666848794056,0.957,0.609,0,"0","Nrcam"
"Prkg1",0,0.516191734788787,0.917,0.451,0,"0","Prkg1"
"Jazf1",0,0.515490700597155,0.705,0.327,0,"0","Jazf1"
"St6galnac5",0,0.51449066615769,0.682,0.244,0,"0","St6galnac5"
"Gls",0,0.513481682613437,0.921,0.529,0,"0","Gls"
"Grin1",0,0.512960072076674,0.891,0.463,0,"0","Grin1"
"Pacsin1",0,0.512365096564736,0.809,0.399,0,"0","Pacsin1"
"Gm14636",0,0.51227914748959,0.4,0.118,0,"0","Gm14636"
"Srrm3",0,0.511397126834071,0.687,0.305,0,"0","Srrm3"
"Csrnp3",0,0.509151296925915,0.836,0.428,0,"0","Csrnp3"
"Snhg14",0,0.508531402072429,0.949,0.535,0,"0","Snhg14"
"Shisa9",0,0.508482911223875,0.758,0.349,0,"0","Shisa9"
"Gm44829",0,0.508378976896136,0.775,0.374,0,"0","Gm44829"
"Pparg",0,0.508031399503835,0.411,0.133,0,"0","Pparg"
"Gm36975",0,0.507703018320457,0.809,0.417,0,"0","Gm36975"
"Slc35f4",0,0.506655220497285,0.716,0.322,0,"0","Slc35f4"
"Prkcb",0,0.503436178488873,0.943,0.576,0,"0","Prkcb"
"Otud7a",0,0.503428398743495,0.922,0.543,0,"0","Otud7a"
"Kcnk2",0,0.502893126816191,0.539,0.238,0,"0","Kcnk2"
"Unc79",0,0.502887529662344,0.836,0.43,0,"0","Unc79"
"Gm43341",0,0.501530670782251,0.425,0.133,0,"0","Gm43341"
"Trhde",0,0.5006763624639,0.59,0.212,0,"0","Trhde"
"Necab1",0,0.500122110906492,0.495,0.197,0,"0","Necab1"
"Adgrl2",0,0.498570499383728,0.716,0.324,0,"0","Adgrl2"
"Mkx",0,0.498094133998668,0.589,0.236,0,"0","Mkx"
"Plekha6",0,0.497581015605851,0.568,0.222,0,"0","Plekha6"
"Foxp1",0,0.496358424097376,0.846,0.404,0,"0","Foxp1"
"Gm42770",0,0.495580203848055,0.422,0.131,0,"0","Gm42770"
"R3hdm2",0,0.494810439617027,0.873,0.492,0,"0","R3hdm2"
"Ttc7b",0,0.494273234707713,0.759,0.353,0,"0","Ttc7b"
"Kcnb1",0,0.493851521371825,0.717,0.319,0,"0","Kcnb1"
"Ppm1l",0,0.492884147380878,0.742,0.348,0,"0","Ppm1l"
"Zfp385b",0,0.491295025887895,0.775,0.374,0,"0","Zfp385b"
"Gm5468.1",0,0.490097428481124,0.395,0.096,0,"0","Gm5468.1"
"Ccser1",0,0.485082749138842,0.975,0.594,0,"0","Ccser1"
"Susd4",0,0.484876899864326,0.642,0.281,0,"0","Susd4"
"Cdr1os",0,0.483790603760981,0.664,0.299,0,"0","Cdr1os"
"Ppp2r2b",0,0.479150944910471,0.961,0.618,0,"0","Ppp2r2b"
"Gm26652",0,0.478202385042116,0.39,0.12,0,"0","Gm26652"
"Gm13883",0,0.47783518466718,0.429,0.157,0,"0","Gm13883"
"9330162G02Rik",0,0.477355979376606,0.936,0.548,0,"0","9330162G02Rik"
"Unc13b",0,0.475908005955097,0.66,0.28,0,"0","Unc13b"
"Lzts1",0,0.474996502528908,0.506,0.184,0,"0","Lzts1"
"Krt12",0,0.472806865003242,0.303,0.052,0,"0","Krt12"
"Prmt8",0,0.470946126907627,0.469,0.166,0,"0","Prmt8"
"Lrfn2",0,0.470929854286985,0.571,0.252,0,"0","Lrfn2"
"Cdh18",0,0.470548691218121,0.786,0.369,0,"0","Cdh18"
"Dlgap3",0,0.470022970097042,0.539,0.211,0,"0","Dlgap3"
"Gm16226",0,0.467955697023017,0.35,0.099,0,"0","Gm16226"
"Pdlim7",0,0.467521801193758,0.519,0.193,0,"0","Pdlim7"
"Dgkz",0,0.465766737829072,0.653,0.27,0,"0","Dgkz"
"Nell1os",0,0.461652369907673,0.25,0.041,0,"0","Nell1os"
"Raph1",0,0.461291677213547,0.693,0.315,0,"0","Raph1"
"Lsamp",0,0.458990490077116,0.998,0.82,0,"0","Lsamp"
"Ptpn5",0,0.458295419872595,0.568,0.229,0,"0","Ptpn5"
"Bicdl1",0,0.45790714939254,0.52,0.211,0,"0","Bicdl1"
"Evi5",0,0.457615964052192,0.732,0.345,0,"0","Evi5"
"Lcorl",0,0.457184081760056,0.631,0.287,0,"0","Lcorl"
"Lin28b",0,0.455441172849333,0.469,0.176,0,"0","Lin28b"
"Gm48321",0,0.455108747798079,0.56,0.242,0,"0","Gm48321"
"Crhr1",0,0.455065054167923,0.289,0.043,0,"0","Crhr1"
"Ube2e2",0,0.454155899945316,0.963,0.655,0,"0","Ube2e2"
"Kcnq1ot1",0,0.453314110510395,0.899,0.546,0,"0","Kcnq1ot1"
"A830018L16Rik",0,0.453275696416477,0.817,0.377,0,"0","A830018L16Rik"
"Gm43948",0,0.452870962655263,0.348,0.107,0,"0","Gm43948"
"Plcb1",0,0.452639817540405,0.979,0.691,0,"0","Plcb1"
"Strbp",0,0.452323215659919,0.989,0.722,0,"0","Strbp"
