"","SYMBOL","ENSEMBL","ENTREZID"
"591","Rpl35a","ENSMUSG00000060636","57808"
"592","Ldlrad3","ENSMUSG00000048058","241576"
"593","Dynlrb1","ENSMUSG00000047459","67068"
"594","Acaca","ENSMUSG00000020532","107476"
"595","Psmc3","ENSMUSG00000002102","19182"
"596","Eif3k","ENSMUSG00000053565","73830"
"597","Skp1","ENSMUSG00000036309","21402"
"598","Fabp3","ENSMUSG00000028773","14077"
"600","Clstn1","ENSMUSG00000039953","65945"
"601","Arf3","ENSMUSG00000051853","11842"
"602","Susd1","ENSMUSG00000038578","634731"
"603","Sbf2","ENSMUSG00000038371","319934"
"604","Grik5","ENSMUSG00000003378","14809"
"605","Nfe2l1","ENSMUSG00000038615","18023"
"606","Atg10","ENSMUSG00000021619","66795"
"607","Erc2","ENSMUSG00000040640","238988"
"608","Xbp1","ENSMUSG00000020484","22433"
"609","Fabp5","ENSMUSG00000027533","16592"
"610","Rpl37","ENSMUSG00000041841","67281"
"611","Gstm5","ENSMUSG00000004032","14866"
"612","Pcdh11x","ENSMUSG00000034755","245578"
"613","Nol4","ENSMUSG00000041923","319211"
"614","Nxpe4","ENSMUSG00000044229","244853"
"615","Coa3","ENSMUSG00000017188","52469"
"616","Fmnl2","ENSMUSG00000036053","71409"
"617","Ubl5","ENSMUSG00000084786","66177"
"618","H2az1","ENSMUSG00000037894","51788"
"619","Sytl2","ENSMUSG00000030616","83671"
"620","Nefm","ENSMUSG00000022054","18040"
"621","Tpm1","ENSMUSG00000032366","22003"
"623","Clasp2","ENSMUSG00000033392","76499"
"624","Rps18","ENSMUSG00000008668","20084"
"625","Snu13","ENSMUSG00000063480","20826"
"626","Ppp2ca","ENSMUSG00000020349","19052"
"627","Hivep2","ENSMUSG00000015501","15273"
"628","Prdx2","ENSMUSG00000005161","21672"
"629","Scg5","ENSMUSG00000023236","20394"
"630","Psmb3","ENSMUSG00000069744","26446"
"631","Spcs2","ENSMUSG00000035227","66624"
"633","Gde1","ENSMUSG00000033917","56209"
"634","Focad","ENSMUSG00000038368","230393"
"635","Prickle2","ENSMUSG00000030020","243548"
"636","H3f3a","ENSMUSG00000060743","15078"
"638","Pfn2","ENSMUSG00000027805","18645"
"640","Thap3","ENSMUSG00000039759","69876"
"641","Rpgr","ENSMUSG00000031174","19893"
"642","Prrt1","ENSMUSG00000015476","260297"
"643","Nap1l5","ENSMUSG00000055430","58243"
"644","Tenm2","ENSMUSG00000049336","23964"
"645","Rtf1","ENSMUSG00000027304","76246"
"646","Atp6ap2","ENSMUSG00000031007","70495"
"647","Ppfia2","ENSMUSG00000053825","327814"
"649","Timm8b","ENSMUSG00000039016","30057"
"650","Rab6a","ENSMUSG00000030704","19346"
"651","Col19a1","ENSMUSG00000026141","12823"
"652","Mgll","ENSMUSG00000033174","23945"
"653","Gdi1","ENSMUSG00000015291","14567"
"654","B230219D22Rik","ENSMUSG00000045767","78521"
"655","Snrpd2","ENSMUSG00000040824","107686"
"656","Top1","ENSMUSG00000070544","21969"
"657","Snap47","ENSMUSG00000009894","67826"
"658","Rgs17","ENSMUSG00000019775","56533"
"660","Ptn","ENSMUSG00000029838","19242"
"661","Sntg2","ENSMUSG00000020672","268534"
"662","Pak1","ENSMUSG00000030774","18479"
"663","Prkcb","ENSMUSG00000052889","18751"
"664","Tiam1","ENSMUSG00000002489","21844"
"665","Rnf227","ENSMUSG00000043419","80515"
"666","Galnt9","ENSMUSG00000033316","231605"
"667","Canx","ENSMUSG00000020368","12330"
"668","Rgs20","ENSMUSG00000002459","58175"
"669","Wrn","ENSMUSG00000031583","22427"
"670","Il4","ENSMUSG00000000869","16189"
"671","Psmb6","ENSMUSG00000018286","19175"
"672","Map1lc3b","ENSMUSG00000031812","67443"
"673","Mccc2","ENSMUSG00000021646","78038"
"674","Lcorl","ENSMUSG00000015882","209707"
"675","Klhdc10","ENSMUSG00000029775","76788"
"676","Rtl8b","ENSMUSG00000067924","553127"
"677","Nap1l1","ENSMUSG00000058799","53605"
"678","Sympk","ENSMUSG00000023118","68188"
"679","Hs3st5","ENSMUSG00000044499","319415"
"680","Rap1gap2","ENSMUSG00000038807","380711"
"681","Rras2","ENSMUSG00000055723","66922"
"682","Pcdh17","ENSMUSG00000035566","219228"
"683","Ncald","ENSMUSG00000051359","52589"
"684","Dennd1a","ENSMUSG00000035392","227801"
"685","Dscam","ENSMUSG00000050272","13508"
"686","Sel1l3","ENSMUSG00000029189","231238"
"687","Etnk1","ENSMUSG00000030275","75320"
"688","Akap7","ENSMUSG00000039166","432442"
"689","Gpm6b","ENSMUSG00000031342","14758"
"690","Ccdc148","ENSMUSG00000036641","227933"
"691","Rsrc1","ENSMUSG00000034544","66880"
"692","Timm44","ENSMUSG00000002949","21856"
"693","Ywhaz","ENSMUSG00000022285","22631"
"694","Atpif1","ENSMUSG00000054428","11983"
"695","Lamp5","ENSMUSG00000027270","76161"
"696","Reps2","ENSMUSG00000040855","194590"
"698","Pkn1","ENSMUSG00000057672","320795"
"699","Nprl3","ENSMUSG00000020289","17168"
"700","Mapk3","ENSMUSG00000063065","26417"
"702","Igfbp6","ENSMUSG00000023046","16012"
"703","Pfdn6","ENSMUSG00000024309","14976"
"704","Strbp","ENSMUSG00000026915","20744"
"705","Rnf187","ENSMUSG00000020496","108660"
"706","Llph","ENSMUSG00000020224","66225"
"707","Ttc8","ENSMUSG00000021013","76260"
"708","Rack1","ENSMUSG00000020372","14694"
"709","Bdh1","ENSMUSG00000046598","71911"
"710","Slc26a8","ENSMUSG00000036196","224661"
"711","Sh2d5","ENSMUSG00000045349","230863"
"712","Scg2","ENSMUSG00000050711","20254"
"713","Kcnt2","ENSMUSG00000052726","240776"
"714","Hnrnpd","ENSMUSG00000000568","11991"
"716","Nphp4","ENSMUSG00000039577","260305"
"717","Sdf2l1","ENSMUSG00000022769","64136"
"718","Cyp4x1","ENSMUSG00000047155","81906"
"719","Ralyl","ENSMUSG00000039717","76897"
"720","Nmt1","ENSMUSG00000020936","18107"
"721","Crip2","ENSMUSG00000006356","68337"
"722","Bhlhb9","ENSMUSG00000072964","70237"
"723","Naaladl2","ENSMUSG00000102758","635702"
"724","Cntnap4","ENSMUSG00000031772","170571"
"725","Rps13","ENSMUSG00000090862","68052"
"726","Tmem59l","ENSMUSG00000035964","67937"
"727","Sil1","ENSMUSG00000024357","81500"
"728","Eif2s2","ENSMUSG00000074656","67204"
"729","Cend1","ENSMUSG00000060240","57754"
"730","Hsd3b8","ENSMUSG00000095388","100043456"
"731","AW554918","ENSMUSG00000033632","225289"
"732","Immp2l","ENSMUSG00000056899","93757"
"733","Rabgap1l","ENSMUSG00000026721","29809"
"734","Atp5c1","ENSMUSG00000025781","11949"
"735","Fam111a","ENSMUSG00000024691","107373"
"736","Tmem232","ENSMUSG00000045036","381107"
"737","Large1","ENSMUSG00000004383","16795"
"738","Ctnna2","ENSMUSG00000063063","12386"
"739","Klf13","ENSMUSG00000052040","50794"
"741","Ccdc191","ENSMUSG00000022701","212153"
"742","Pomp","ENSMUSG00000029649","66537"
"743","Gpx4","ENSMUSG00000075706","625249"
"744","Nalcn","ENSMUSG00000000197","338370"
"745","Snrnp27","ENSMUSG00000001158","66618"
"746","Btf3","ENSMUSG00000021660","218490"
"747","Nrg4","ENSMUSG00000032311","83961"
"748","Pgm2l1","ENSMUSG00000030729","70974"
"749","Psma4","ENSMUSG00000032301","26441"
"750","Ccdc157","ENSMUSG00000051427","216516"
"751","Nptx1","ENSMUSG00000025582","18164"
"752","Nek1","ENSMUSG00000031644","18004"
"753","Hdgf","ENSMUSG00000004897","15191"
"754","4930590L20Rik","ENSMUSG00000102368","75910"
"756","Ntrk3","ENSMUSG00000059146","18213"
"757","Hdac9","ENSMUSG00000004698","79221"
"758","Ankrd44","ENSMUSG00000052331","329154"
"759","Gabra4","ENSMUSG00000029211","14397"
"760","Fam76b","ENSMUSG00000037808","72826"
"761","Sf3b5","ENSMUSG00000078348","66125"
"762","Oxr1","ENSMUSG00000022307","170719"
"763","Psmd2","ENSMUSG00000006998","21762"
"764","C1qtnf4","ENSMUSG00000040794","67445"
"765","Atp5mpl","ENSMUSG00000021290","70257"
"766","A330008L17Rik","ENSMUSG00000052479","234624"
"767","Map7","ENSMUSG00000019996","17761"
"768","Arpc2","ENSMUSG00000006304","76709"
"769","Ywhag","ENSMUSG00000051391","22628"
"770","Pop5","ENSMUSG00000060152","117109"
"771","Eef2","ENSMUSG00000034994","13629"
"772","Rpl39","ENSMUSG00000079641","67248"
"774","Galnt17","ENSMUSG00000034040","212996"
"775","Maged1","ENSMUSG00000025151","94275"
"776","Rrp1","ENSMUSG00000061032","18114"
"777","Dhx30","ENSMUSG00000032480","72831"
"778","Mtch1","ENSMUSG00000024012","56462"
"779","Eno2","ENSMUSG00000004267","13807"
"780","C2cd2","ENSMUSG00000045975","207781"
"781","Pnrc1","ENSMUSG00000040128","108767"
"782","Cstad","ENSMUSG00000047363","78617"
"783","AW822252","ENSMUSG00000085998","331578"
"784","Rpl27","ENSMUSG00000063316","19942"
"785","Larp1b","ENSMUSG00000025762","214048"
"786","Fbxl4","ENSMUSG00000040410","269514"
"787","Alg6","ENSMUSG00000073792","320438"
"788","Pxdn","ENSMUSG00000020674","69675"
"789","Fer","ENSMUSG00000000127","14158"
"790","0610040F04Rik","ENSMUSG00000087341","75394"
"791","Slc16a10","ENSMUSG00000019838","72472"
"792","Atp6v1g1","ENSMUSG00000039105","66290"
"793","Cfap299","ENSMUSG00000057816","75784"
"794","Ppp2r1a","ENSMUSG00000007564","51792"
"795","Eif1ax","ENSMUSG00000067194","66235"
"796","Rgs4","ENSMUSG00000038530","19736"
"798","Zfp280c","ENSMUSG00000036916","208968"
"800","Slc37a1","ENSMUSG00000024036","224674"
"801","Zfp438","ENSMUSG00000050945","240186"
"802","Fap","ENSMUSG00000000392","14089"
"803","Atp5a1","ENSMUSG00000025428","11946"
"804","Eif4g2","ENSMUSG00000005610","13690"
"805","Zfp428","ENSMUSG00000064264","232969"
"806","Sumo2","ENSMUSG00000020738","170930"
"807","Polr2j","ENSMUSG00000039771","20022"
"808","Nudc","ENSMUSG00000028851","18221"
"809","Park7","ENSMUSG00000028964","57320"
"810","Ndufs2","ENSMUSG00000013593","226646"
"811","Bag5","ENSMUSG00000049792","70369"
"812","Orc2","ENSMUSG00000026037","18393"
"813","Gm4924","ENSMUSG00000073427","237412"
"814","4632427E13Rik","ENSMUSG00000074024","666737"
"815","Nap1l2","ENSMUSG00000082229","17954"
"816","Guf1","ENSMUSG00000029208","231279"
"817","Slc14a2","ENSMUSG00000024552","27411"
"818","Chd2","ENSMUSG00000078671","244059"
"819","Capza2","ENSMUSG00000015733","12343"
"820","Tmem243","ENSMUSG00000079659","652925"
"821","Ahcyl2","ENSMUSG00000029772","74340"
"822","Gm32926","ENSMUSG00000111474","102635639"
"823","Snrpd1","ENSMUSG00000002477","20641"
"824","Pex5l","ENSMUSG00000027674","58869"
"825","Dynlt3","ENSMUSG00000031176","67117"
"826","Tmem160","ENSMUSG00000019158","69094"
"827","Tomm22","ENSMUSG00000022427","223696"
"828","Ppp1r11","ENSMUSG00000036398","76497"
"829","Rgs2","ENSMUSG00000026360","19735"
"830","Brinp3","ENSMUSG00000035131","215378"
"831","Rasgef1a","ENSMUSG00000030134","70727"
"833","Neurod6","ENSMUSG00000037984","11922"
"834","Gm5089","ENSMUSG00000064052","328479"
"835","Smdt1","ENSMUSG00000022452","69029"
"836","Fam172a","ENSMUSG00000064138","68675"
"837","Aamp","ENSMUSG00000006299","227290"
"838","D3Ertd751e","ENSMUSG00000025766","73852"
"839","Sod2","ENSMUSG00000006818","20656"
"840","Frmpd3","ENSMUSG00000042425","245643"
"841","Msantd4","ENSMUSG00000041124","78100"
"842","Tmem59","ENSMUSG00000028618","56374"
"843","Eif2s3y","ENSMUSG00000069049","26908"
"844","Wdr83os","ENSMUSG00000059355","414077"
"846","Chchd2l","ENSMUSG00000034173","71970"
"847","Guk1","ENSMUSG00000020444","14923"
"848","Dnajc3","ENSMUSG00000022136","100037258"
"849","Vstm5","ENSMUSG00000031937","69137"
"850","Gm15997","ENSMUSG00000107132","100415916"
"851","Sod1","ENSMUSG00000022982","20655"
"852","Pparg","ENSMUSG00000000440","19016"
"853","Enox1","ENSMUSG00000022012","239188"
"854","Psmb1","ENSMUSG00000014769","19170"
"855","Tmsb10","ENSMUSG00000079523","19240"
"856","Lhfpl3","ENSMUSG00000106379","269629"
"857","Eif3f","ENSMUSG00000031029","66085"
"858","A330040F15Rik","ENSMUSG00000086213","74333"
"859","Arpp19","ENSMUSG00000007656","59046"
"860","Arpc5l","ENSMUSG00000026755","74192"
"861","Txn1","ENSMUSG00000028367","22166"
"862","Ramac","ENSMUSG00000038646","67148"
"863","Frmpd4","ENSMUSG00000049176","333605"
"864","Drap1","ENSMUSG00000024914","66556"
"865","Ptov1","ENSMUSG00000038502","84113"
"866","Ctsb","ENSMUSG00000021939","13030"
"867","Mrpl30","ENSMUSG00000026087","107734"
"868","Pfn1","ENSMUSG00000018293","18643"
"869","4930486I03Rik","ENSMUSG00000089914","75028"
"870","Map1b","ENSMUSG00000052727","17755"
"871","Otub1","ENSMUSG00000024767","107260"
"872","Sf3b2","ENSMUSG00000024853","319322"
"873","Prpf4b","ENSMUSG00000021413","19134"
"874","Gm32014","ENSMUSG00000111602","102634431"
"875","Pdha1","ENSMUSG00000031299","18597"
"876","Arglu1","ENSMUSG00000040459","234023"
"877","Cadps","ENSMUSG00000054423","27062"
"878","Dalrd3","ENSMUSG00000019039","67789"
"879","Gm17891","ENSMUSG00000117246","100416046"
"880","Spock2","ENSMUSG00000058297","94214"
"881","Camk1d","ENSMUSG00000039145","227541"
"882","Pnma8a","ENSMUSG00000041141","71691"
"883","Lrrcc1","ENSMUSG00000027550","71710"
"884","Atp2b4","ENSMUSG00000026463","381290"
"885","Ptbp2","ENSMUSG00000028134","56195"
"887","Ccdc124","ENSMUSG00000007721","234388"
"888","Copg2","ENSMUSG00000025607","54160"
"889","Otud7b","ENSMUSG00000038495","229603"
"890","Krt12","ENSMUSG00000020912","268482"
"891","Manf","ENSMUSG00000032575","74840"
"892","Nsmce2","ENSMUSG00000059586","68501"
"893","Snapc1","ENSMUSG00000021113","75627"
"894","Taf15","ENSMUSG00000020680","70439"
"895","Ninl","ENSMUSG00000068115","78177"
"896","Gpi1","ENSMUSG00000036427","14751"
"897","Rpl5","ENSMUSG00000058558","100503670"
"898","Rasal2","ENSMUSG00000070565","226525"
"899","Vdac1","ENSMUSG00000020402","22333"
"900","Nrg2","ENSMUSG00000060275","100042150"
"901","Osbpl2","ENSMUSG00000039050","228983"
"902","Ndufv2","ENSMUSG00000024099","72900"
"903","Swi5","ENSMUSG00000044627","72931"
"904","Slc22a17","ENSMUSG00000022199","59049"
"905","Kcnf1","ENSMUSG00000051726","382571"
"906","Faap100","ENSMUSG00000025384","71885"
"907","Fkbp2","ENSMUSG00000056629","14227"
"909","G3bp2","ENSMUSG00000029405","23881"
"910","Ap2s1","ENSMUSG00000008036","232910"
"911","Slc15a2","ENSMUSG00000022899","57738"
"912","Cbx5","ENSMUSG00000009575","12419"
"913","Hnrnpk","ENSMUSG00000021546","15387"
"914","Dhtkd1","ENSMUSG00000025815","209692"
"915","Ywhaq","ENSMUSG00000076432","22630"
"916","App","ENSMUSG00000022892","11820"
"917","Zranb3","ENSMUSG00000036086","226409"
"918","Mrps14","ENSMUSG00000058267","64659"
"919","Chmp4b","ENSMUSG00000038467","75608"
"920","1110004F10Rik","ENSMUSG00000030663","56372"
"921","Chst1","ENSMUSG00000027221","76969"
"922","Nyap2","ENSMUSG00000054976","241134"
"923","Rex1bd","ENSMUSG00000058833","66462"
"924","Cdh10","ENSMUSG00000022321","320873"
"925","Lrrtm3","ENSMUSG00000042846","216028"
"926","Pdcd5","ENSMUSG00000030417","56330"
"927","Zkscan16","ENSMUSG00000038630","100041581"
"928","Nudcd3","ENSMUSG00000053838","209586"
"929","Pnpla7","ENSMUSG00000036833","241274"
"930","Rab2a","ENSMUSG00000047187","59021"
"931","Sec61a2","ENSMUSG00000025816","57743"
"932","Cuedc2","ENSMUSG00000036748","67116"
"934","Acsl1","ENSMUSG00000018796","14081"
"935","Arfgap3","ENSMUSG00000054277","66251"
"936","Tbcb","ENSMUSG00000006095","66411"
"937","Myo5c","ENSMUSG00000033590","208943"
"938","Hace1","ENSMUSG00000038822","209462"
"939","Ppp1ca","ENSMUSG00000040385","19045"
"940","Cct8","ENSMUSG00000025613","12469"
"941","Caprin2","ENSMUSG00000030309","232560"
"942","Eloc","ENSMUSG00000079658","67923"
"943","Hook1","ENSMUSG00000028572","77963"
"944","Atg4c","ENSMUSG00000028550","242557"
"945","Dnajb1","ENSMUSG00000005483","81489"
"946","Igdcc4","ENSMUSG00000032816","56741"
"947","Ndrg4","ENSMUSG00000036564","234593"
"948","St8sia3","ENSMUSG00000056812","20451"
"949","Arf5","ENSMUSG00000020440","11844"
"950","Tspan14","ENSMUSG00000037824","52588"
"951","Kif3a","ENSMUSG00000018395","16568"
"952","Apoe","ENSMUSG00000002985","11816"
"953","Lnpk","ENSMUSG00000009207","69605"
"954","9330111N05Rik","ENSMUSG00000097098","319983"
"955","Rnf144a","ENSMUSG00000020642","108089"
"957","Chsy3","ENSMUSG00000058152","78923"
"958","Ggact","ENSMUSG00000041625","223267"
"959","Spata7","ENSMUSG00000021007","104871"
"960","Nrsn1","ENSMUSG00000048978","22360"
"962","Hps1","ENSMUSG00000025188","192236"
"963","Syp","ENSMUSG00000031144","20977"
"964","Ddx5","ENSMUSG00000020719","13207"
"965","Spred1","ENSMUSG00000027351","114715"
"966","Gprasp1","ENSMUSG00000043384","67298"
"967","Tceal5","ENSMUSG00000054034","331532"
"968","Atp6v1g2","ENSMUSG00000024403","66237"
"969","Cog5","ENSMUSG00000035933","238123"
"970","Snrpd3","ENSMUSG00000020180","67332"
"971","Mlf2","ENSMUSG00000030120","30853"
"972","Gm9866","ENSMUSG00000094002","636791"
"973","Rasgrf2","ENSMUSG00000021708","19418"
"974","Kcnd3","ENSMUSG00000040896","56543"
"975","Lrriq1","ENSMUSG00000019892","74978"
"976","2210016L21Rik","ENSMUSG00000029559","72357"
"977","Mbp","ENSMUSG00000041607","17196"
"978","Bex1","ENSMUSG00000050071","19716"
"979","Klc1","ENSMUSG00000021288","16593"
"980","Gm15246","ENSMUSG00000087159","101055907"
"981","Sfxn5","ENSMUSG00000033720","94282"
"982","Ddhd2","ENSMUSG00000061313","72108"
"983","Gm36251","ENSMUSG00000110996","102640100"
"984","Klhl10","ENSMUSG00000001558","66720"
"985","Prelid1","ENSMUSG00000021486","66494"
"986","Ndufb6","ENSMUSG00000071014","230075"
"987","Epm2a","ENSMUSG00000055493","13853"
"988","Pacs1","ENSMUSG00000024855","107975"
"989","Zfyve16","ENSMUSG00000021706","218441"
"990","Mir124a-1hg","ENSMUSG00000097545","268755"
"991","Tomm7","ENSMUSG00000028998","66169"
"992","Smim10l1","ENSMUSG00000072704","381820"
"994","Rpl4","ENSMUSG00000032399","67891"
"995","Cacna1d","ENSMUSG00000015968","12289"
"996","Peg13","ENSMUSG00000106847","353342"
"997","Egr2","ENSMUSG00000037868","13654"
"998","Zfp850","ENSMUSG00000096916","100043772"
"999","Abca8b","ENSMUSG00000020620","27404"
"1000","Gm16124","ENSMUSG00000086914","102636154"
"1001","Uri1","ENSMUSG00000030421","19777"
"1002","Ndufb2","ENSMUSG00000002416","68198"
"1003","Dpy19l4","ENSMUSG00000045205","381510"
"1004","Irf2bp1","ENSMUSG00000044030","272359"
"1005","Psma5","ENSMUSG00000068749","26442"
"1006","Fbxl5","ENSMUSG00000039753","242960"
"1007","Hmgcll1","ENSMUSG00000007908","208982"
"1008","Nos1ap","ENSMUSG00000038473","70729"
"1009","Txnl1","ENSMUSG00000024583","53382"
"1010","Ddx24","ENSMUSG00000041645","27225"
"1011","Hook2","ENSMUSG00000052566","170833"
"1012","Fgfr2","ENSMUSG00000030849","14183"
"1013","Lrp1b","ENSMUSG00000049252","94217"
"1014","Tsn","ENSMUSG00000026374","22099"
"1015","Nrxn2","ENSMUSG00000033768","18190"
"1016","Hkdc1","ENSMUSG00000020080","216019"
"1017","Arpc1a","ENSMUSG00000029621","56443"
"1018","Bbs2","ENSMUSG00000031755","67378"
"1019","Cpped1","ENSMUSG00000065979","223978"
"1020","Crispld1","ENSMUSG00000025776","83691"
"1022","Gm32391","ENSMUSG00000104011","102634922"
"1024","Rraga","ENSMUSG00000070934","68441"
"1025","Dync1i1","ENSMUSG00000029757","13426"
"1026","Rad18","ENSMUSG00000030254","58186"
"1027","Mrps33","ENSMUSG00000029918","14548"
"1028","Sdc2","ENSMUSG00000022261","15529"
"1029","Tox","ENSMUSG00000041272","252838"
"1030","Dmxl1","ENSMUSG00000037416","240283"
"1031","Lin28b","ENSMUSG00000063804","380669"
"1032","Slc24a5","ENSMUSG00000035183","317750"
"1033","Fam229b","ENSMUSG00000051736","66337"
"1034","Irf2bpl","ENSMUSG00000034168","238330"
"1035","Stub1","ENSMUSG00000039615","56424"
"1036","Mri1","ENSMUSG00000004996","67873"
"1037","Prss12","ENSMUSG00000027978","19142"
"1039","Tomm5","ENSMUSG00000078713","68512"
"1040","Tmem50a","ENSMUSG00000028822","71817"
"1042","Atp2b2","ENSMUSG00000030302","11941"
"1044","Car7","ENSMUSG00000031883","12354"
"1045","Dcaf12l1","ENSMUSG00000045284","245404"
"1046","Romo1","ENSMUSG00000067847","67067"
"1047","Igip","ENSMUSG00000110185","109169"
"1048","Rpl37a","ENSMUSG00000046330","19981"
"1049","Trub1","ENSMUSG00000025086","72133"
"1050","Malat1","ENSMUSG00000092341","72289"
"1052","Ogfrl1","ENSMUSG00000026158","70155"
"1053","Mast3","ENSMUSG00000031833","546071"
"1054","Phf7","ENSMUSG00000021902","71838"
"1055","Zrsr2","ENSMUSG00000031370","22184"
"1057","Disp2","ENSMUSG00000040035","214240"
"1058","Hibch","ENSMUSG00000041426","227095"
"1059","Impa1","ENSMUSG00000027531","55980"
"1060","Zbtb40","ENSMUSG00000060862","230848"
"1061","Gnb5","ENSMUSG00000032192","14697"
"1062","Ptgr2","ENSMUSG00000072946","77219"
"1063","Psmd4","ENSMUSG00000005625","19185"
"1064","Tgoln1","ENSMUSG00000056429","22134"
"1065","Grina","ENSMUSG00000022564","66168"
"1066","Mtpn","ENSMUSG00000029840","14489"
"1067","Jph1","ENSMUSG00000042686","57339"
"1068","Pja1","ENSMUSG00000034403","18744"
"1069","Dnajb11","ENSMUSG00000004460","67838"
"1071","Strada","ENSMUSG00000069631","72149"
"1072","Cct6a","ENSMUSG00000029447","12466"
"1073","Gsta4","ENSMUSG00000032348","14860"
"1074","Ubr3","ENSMUSG00000044308","68795"
"1075","Srpk3","ENSMUSG00000002007","56504"
"1076","Tmem143","ENSMUSG00000002781","70209"
"1077","Ppp2r2b","ENSMUSG00000024500","72930"
"1078","Kif9","ENSMUSG00000032489","16578"
"1079","Edf1","ENSMUSG00000015092","59022"
"1080","Helq","ENSMUSG00000035266","191578"
"1082","Ccnd1","ENSMUSG00000070348","12443"
"1083","Igsf8","ENSMUSG00000038034","140559"
"1084","Rps19","ENSMUSG00000040952","20085"
"1085","Dennd4a","ENSMUSG00000053641","102442"
"1086","Mettl27","ENSMUSG00000040557","79565"
"1087","Gpatch8","ENSMUSG00000034621","237943"
"1089","Fhad1","ENSMUSG00000051435","329977"
"1090","Cdc42","ENSMUSG00000006699","12540"
"1091","Kcnb2","ENSMUSG00000092083","98741"
"1092","Abhd14b","ENSMUSG00000042073","76491"
"1094","Magt1","ENSMUSG00000031232","67075"
"1095","Grip1","ENSMUSG00000034813","74053"
"1096","Hsbp1","ENSMUSG00000031839","68196"
"1097","Sdk1","ENSMUSG00000039683","330222"
"1098","Eif4a2","ENSMUSG00000022884","13682"
"1099","Cetn2","ENSMUSG00000031347","26370"
"1100","Ddit3","ENSMUSG00000025408","13198"
"1101","Cc2d1b","ENSMUSG00000028582","319965"
"1102","Lca5","ENSMUSG00000032258","75782"
"1103","Fam228b","ENSMUSG00000050545","207921"
"1104","Cpeb1","ENSMUSG00000025586","12877"
"1105","Tbc1d32","ENSMUSG00000038122","544696"
"1106","Wsb1","ENSMUSG00000017677","78889"
"1108","C130071C03Rik","ENSMUSG00000050334","320203"
"1109","Hcfc1r1","ENSMUSG00000023904","353502"
"1110","Rnpep","ENSMUSG00000041926","215615"
"1111","Dnajc21","ENSMUSG00000044224","78244"
"1112","Usp3","ENSMUSG00000032376","235441"
"1113","Rab3c","ENSMUSG00000021700","67295"
"1114","Cdan1","ENSMUSG00000027284","68968"
"1115","Tspan13","ENSMUSG00000020577","66109"
"1116","Serp2","ENSMUSG00000052584","72661"
"1117","Ldha","ENSMUSG00000063229","16828"
"1118","Smc5","ENSMUSG00000024943","226026"
"1120","Kcna1","ENSMUSG00000047976","16485"
"1121","Ccdc127","ENSMUSG00000021578","67433"
"1123","Spats1","ENSMUSG00000023935","71020"
"1124","Aurkaip1","ENSMUSG00000065990","66077"
"1125","Nsf","ENSMUSG00000034187","18195"
"1126","1500015L24Rik","ENSMUSG00000094732","68994"
"1127","Gpr88","ENSMUSG00000068696","64378"
"1128","Stip1","ENSMUSG00000024966","20867"
"1129","Zfp641","ENSMUSG00000022987","239652"
"1130","Zc3h6","ENSMUSG00000042851","78751"
"1131","Slc8a1","ENSMUSG00000054640","20541"
"1132","Bag1","ENSMUSG00000028416","12017"
"1133","Odad2","ENSMUSG00000061802","74934"
"1134","Gm33680","ENSMUSG00000112054","102636677"
"1135","Rpn1","ENSMUSG00000030062","103963"
"1137","Ndufa12","ENSMUSG00000020022","66414"
"1138","Atp5j2","ENSMUSG00000038690","57423"
"1139","Cpsf6","ENSMUSG00000055531","432508"
"1140","Cope","ENSMUSG00000055681","59042"
"1141","Cul9","ENSMUSG00000040327","78309"
"1143","Gm960","ENSMUSG00000071691","381196"
"1144","Prepl","ENSMUSG00000024127","213760"
"1145","Auts2","ENSMUSG00000029673","319974"
"1146","Rwdd1","ENSMUSG00000019782","66521"
"1147","Palmd","ENSMUSG00000033377","114301"
"1148","Anp32a","ENSMUSG00000032249","11737"
"1149","Ganc","ENSMUSG00000062646","76051"
"1150","St6gal2","ENSMUSG00000024172","240119"
"1152","Acadsb","ENSMUSG00000030861","66885"
"1153","Kitl","ENSMUSG00000019966","17311"
"1154","Rpl27a","ENSMUSG00000046364","26451"
"1155","Map2k5","ENSMUSG00000058444","23938"
"1156","Eif4a1","ENSMUSG00000059796","13681"
"1158","Kcnip2","ENSMUSG00000025221","80906"
"1159","Epop","ENSMUSG00000043439","103551"
"1160","Zmym6","ENSMUSG00000042408","100177"
"1161","Celf5","ENSMUSG00000034818","319586"
"1162","Agl","ENSMUSG00000033400","77559"
"1163","Dzip1","ENSMUSG00000042156","66573"
"1164","Ankef1","ENSMUSG00000074771","319196"
"1165","2700046G09Rik","ENSMUSG00000097787","67188"
"1166","Gm20646","ENSMUSG00000093436","108167623"
"1167","Abcc4","ENSMUSG00000032849","239273"
"1168","Lrrc6","ENSMUSG00000022375","54562"
"1169","Gle1","ENSMUSG00000019715","74412"
"1170","BC006965","ENSMUSG00000041674","217294"
"1172","Polr2f","ENSMUSG00000033020","69833"
"1174","Lrba","ENSMUSG00000028080","80877"
"1175","Dtnb","ENSMUSG00000071454","13528"
"1176","Ids","ENSMUSG00000035847","15931"
"1177","Zfp810","ENSMUSG00000066829","235050"
"1178","Hspa2","ENSMUSG00000059970","15512"
"1179","Nfatc3","ENSMUSG00000031902","18021"
"1180","Arl1","ENSMUSG00000060904","104303"
"1181","Dis3l2","ENSMUSG00000053333","208718"
