"","Cluster","group","othergroup","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"544","Micro.circadian","Micro","circadian","GO:0031072","heat shock protein binding","6/83","143/28404",4.02171428364472e-06,0.000189020571331302,0.00011994586459993,"15502/14225/15516/14828/15481/50873",6
"545","Micro.circadian","Micro","circadian","GO:0044325","transmembrane transporter binding","6/83","148/28404",4.90349162775269e-06,0.000197540662718037,0.000125352417551573,"12313/12314/14225/15516/20614/22627",6
"550","Micro.circadian","Micro","circadian","GO:0016675","oxidoreductase activity, acting on a heme group of donors","3/83","19/28404",2.2538511020943e-05,0.00052965500899216,0.000336100602943886,"12857/12864/12868",3
"554","Micro.circadian","Micro","circadian","GO:0097110","scaffold protein binding","4/83","84/28404",0.00010946671898697,0.00192935092214535,0.00122429883077532,"56455/68097/15519/22627",4
"556","Micro.circadian","Micro","circadian","GO:0051087","chaperone binding","4/83","109/28404",0.00029862414731661,0.00467844497462688,0.00296877807273823,"15502/15481/15528/50873",4
"563","Micro.circadian","Micro","circadian","GO:0010851","cyclase regulator activity","2/83","14/28404",0.000750383392386735,0.00813877371742536,0.00516458205286417,"12313/12314",2
"564","Micro.circadian","Micro","circadian","GO:0048185","activin binding","2/83","14/28404",0.000750383392386735,0.00813877371742536,0.00516458205286417,"14225/21812",2
"571","Micro.circadian","Micro","circadian","GO:0009055","electron transfer activity","3/83","69/28404",0.0010969171028884,0.00937365524286447,0.00594819481630071,"12857/12864/12868",3
"572","Micro.circadian","Micro","circadian","GO:0043021","ribonucleoprotein complex binding","4/83","171/28404",0.00160986192353141,0.0133523841892899,0.00847295749227056,"13207/20918/14828/18102",4
"576","Micro.circadian","Micro","circadian","GO:0046332","SMAD binding","3/83","85/28404",0.00199961982213899,0.0148297450609421,0.00941043919507335,"13207/14225/21812",3
"581","Micro.circadian","Micro","circadian","GO:0003714","transcription corepressor activity","4/83","191/28404",0.0024067914804756,0.0148523703933686,0.00942479644222716,"70350/79221/50873/14797",4
"582","Micro.circadian","Micro","circadian","GO:0001671","ATPase activator activity","2/83","25/28404",0.0024227270854431,0.0148523703933686,0.00942479644222716,"11931/15502",2
"584","Micro.circadian","Micro","circadian","GO:0051787","misfolded protein binding","2/83","25/28404",0.0024227270854431,0.0148523703933686,0.00942479644222716,"14828/15481",2
"588","Micro.circadian","Micro","circadian","GO:0140358","P-type transmembrane transporter activity","2/83","30/28404",0.00347986218646053,0.0196264227316374,0.0124542436147008,"11931/11984",2
"589","Micro.circadian","Micro","circadian","GO:0019208","phosphatase regulator activity","3/83","106/28404",0.00373783007609714,0.020668001597243,0.0131151932494636,"12313/12314/19058",3
"590","Micro.circadian","Micro","circadian","GO:0016248","channel inhibitor activity","2/83","32/28404",0.0039528608602887,0.0214366685115656,0.0136029624746777,"12313/12314",2
"592","Micro.circadian","Micro","circadian","GO:0003755","peptidyl-prolyl cis-trans isomerase activity","2/83","35/28404",0.00471502225336298,0.0246228939897845,0.0156248300793705,"14225/268373",2
"593","Micro.circadian","Micro","circadian","GO:0042277","peptide binding","5/83","377/28404",0.00499903867327593,0.0256314346520693,0.0162648148221418,"15516/15481/17001/268373/19058",5
"594","Micro.circadian","Micro","circadian","GO:0016859","cis-trans isomerase activity","2/83","39/28404",0.00582778326918493,0.0293470514626812,0.0186226157098015,"14225/268373",2
"595","Micro.circadian","Micro","circadian","GO:0045505","dynein intermediate chain binding","2/83","40/28404",0.00612293761166181,0.0302924281840111,0.0192225188177749,"56455/68097",2
"596","Micro.circadian","Micro","circadian","GO:0022804","active transmembrane transporter activity","5/83","403/28404",0.0065919089936275,0.0320503161414303,0.0203380132289778,"11931/11984/12857/12864/12868",5
"597","Micro.circadian","Micro","circadian","GO:0047485","protein N-terminus binding","3/83","134/28404",0.00716569320046543,0.0342495844496822,0.0217335922226427,"12313/12314/20614",3
"598","Micro.circadian","Micro","circadian","GO:0099106","ion channel regulator activity","3/83","137/28404",0.00761392987667752,0.0357854704203844,0.0227082119128979,"12313/12314/22627",3
"601","Micro.circadian","Micro","circadian","GO:0019829","ATPase-coupled cation transmembrane transporter activity","2/83","52/28404",0.0101761452110424,0.0455503642779992,0.0289046731140719,"11931/11984",2
"603","Micro.sleep","Micro","sleep","GO:0099106","ion channel regulator activity","2/11","137/28404",0.00123450132183148,0.0279999439357987,0.0171929480307536,"269109/80334",2
"605","Oligo.circadian","Oligo","circadian","GO:0051082","unfolded protein binding","9/111","90/28404",8.28902150894023e-11,2.69393199040557e-08,1.80613416036908e-08,"12955/15502/15519/15516/14828/15481/17938/56351/70356",9
"611","Oligo.circadian","Oligo","circadian","GO:0048306","calcium-dependent protein binding","6/111","94/28404",1.91350084237678e-06,7.93424582406337e-05,5.31947817192265e-05,"12313/12314/13207/20614/20257/20965",6
"612","Oligo.circadian","Oligo","circadian","GO:0044325","transmembrane transporter binding","7/111","148/28404",1.95304512592329e-06,7.93424582406337e-05,5.31947817192265e-05,"11735/12313/12314/13383/15516/20614/22629",7
"614","Oligo.circadian","Oligo","circadian","GO:0022804","active transmembrane transporter activity","10/111","403/28404",4.26635009714337e-06,0.00013865637815716,9.29615231693345e-05,"11984/73834/11973/12857/12858/12868/66916/55961/76376/18674",10
"616","Oligo.circadian","Oligo","circadian","GO:0031072","heat shock protein binding","6/111","143/28404",2.14961813983072e-05,0.000582188246204155,0.000390325399074526,"15502/15516/14828/15481/56351/70356",6
"619","Oligo.circadian","Oligo","circadian","GO:0016675","oxidoreductase activity, acting on a heme group of donors","3/111","19/28404",5.37714195754948e-05,0.00116504742413572,0.000781100621201925,"12857/12858/12868",3
"621","Oligo.circadian","Oligo","circadian","GO:0099186","structural constituent of postsynapse","3/111","20/28404",6.30805462797224e-05,0.00120595162005352,0.000808524648910374,"11461/13383/50791",3
"623","Oligo.circadian","Oligo","circadian","GO:0001786","phosphatidylserine binding","4/111","67/28404",0.000140056069190523,0.00239569592036421,0.00160618317575835,"14432/15481/20983/83671",4
"624","Oligo.circadian","Oligo","circadian","GO:0009055","electron transfer activity","4/111","69/28404",0.000157022283155982,0.0025516121012847,0.00171071645333096,"12857/12858/12868/66916",4
"625","Oligo.circadian","Oligo","circadian","GO:0099106","ion channel regulator activity","5/111","137/28404",0.000206400238099706,0.00319428939916211,0.00214159645547063,"59046/12313/12314/13383/22629",5
"632","Oligo.circadian","Oligo","circadian","GO:0051087","chaperone binding","4/111","109/28404",0.000896464703722031,0.0102076704658738,0.00684368513825388,"15502/15481/56351/70356",4
"633","Oligo.circadian","Oligo","circadian","GO:0005516","calmodulin binding","5/111","191/28404",0.000939936105202006,0.0102076704658738,0.00684368513825388,"13207/14432/17196/64011/18546",5
"637","Oligo.circadian","Oligo","circadian","GO:0010851","cyclase regulator activity","2/111","14/28404",0.00133562395646715,0.0131538722985401,0.00881895243983094,"12313/12314",2
"642","Oligo.circadian","Oligo","circadian","GO:0047485","protein N-terminus binding","4/111","134/28404",0.00192049973403038,0.0160946011071952,0.0107905503779414,"12313/12314/20614/52696",4
"657","Oligo.circadian","Oligo","circadian","GO:0001671","ATPase activator activity","2/111","25/28404",0.00428141628750904,0.02576778321186,0.0172758902829312,"15502/19339",2
"658","Oligo.circadian","Oligo","circadian","GO:0051787","misfolded protein binding","2/111","25/28404",0.00428141628750904,0.02576778321186,0.0172758902829312,"14828/15481",2
"659","Oligo.circadian","Oligo","circadian","GO:0097110","scaffold protein binding","3/111","84/28404",0.00439813135704747,0.0259889580189169,0.0174241759025613,"108100/56455/15519",3
"660","Oligo.circadian","Oligo","circadian","GO:0046332","SMAD binding","3/111","85/28404",0.00454621354972686,0.0263842750653791,0.0176892143758169,"13207/50791/17131",3
"664","Oligo.circadian","Oligo","circadian","GO:0016248","channel inhibitor activity","2/111","32/28404",0.0069537660220002,0.0376662326191677,0.0252531502904218,"12313/12314",2
"665","Oligo.circadian","Oligo","circadian","GO:0050839","cell adhesion molecule binding","5/111","308/28404",0.00730742480700886,0.0387044904595001,0.0259492454254786,"11735/216033/67703/268373/23964",5
"669","Oligo.circadian","Oligo","circadian","GO:0019208","phosphatase regulator activity","3/111","106/28404",0.00837066952871781,0.041853347643589,0.0280603820638799,"59046/12313/12314",3
"671","Oligo.circadian","Oligo","circadian","GO:0005543","phospholipid binding","6/111","460/28404",0.00949466774107082,0.0460562241171346,0.0308781810275202,"12631/14432/15481/64011/20983/83671",6
"677","Oligo.sleep","Oligo","sleep","GO:0099106","ion channel regulator activity","2/15","137/28404",0.00232716014194027,0.0346566495886601,0.0174472835457785,"269109/80334",2
"680","OPC.circadian","OPC","circadian","GO:0051082","unfolded protein binding","5/28","90/28404",2.64800951269314e-08,3.3895429020073e-06,1.00107666170605e-06,"15516/22027/14828/15481/15528",5
"684","OPC.circadian","OPC","circadian","GO:0044325","transmembrane transporter binding","4/28","148/28404",1.31462301706855e-05,0.000365465198745056,0.000107937468769838,"12313/12314/15516/22629",4
"687","OPC.circadian","OPC","circadian","GO:0010851","cyclase regulator activity","2/28","14/28404",8.4652317045682e-05,0.00147083400866872,0.000434400047997579,"12313/12314",2
"693","OPC.circadian","OPC","circadian","GO:0051787","misfolded protein binding","2/28","25/28404",0.000277207403583487,0.00275227350700748,0.000812863815019248,"14828/15481",2
"695","OPC.circadian","OPC","circadian","GO:0099106","ion channel regulator activity","3/28","137/28404",0.000329195360640055,0.00285988469556048,0.00084464599111593,"12313/12314/22629",3
"696","OPC.circadian","OPC","circadian","GO:0031072","heat shock protein binding","3/28","143/28404",0.00037323898566856,0.0029316361337579,0.000865837252681244,"15516/14828/15481",3
"699","OPC.circadian","OPC","circadian","GO:0016248","channel inhibitor activity","2/28","32/28404",0.00045636443859229,0.00306794427158234,0.000906094862489295,"12313/12314",2
"702","OPC.circadian","OPC","circadian","GO:0019829","ATPase-coupled cation transmembrane transporter activity","2/28","52/28404",0.00120526261187508,0.00728397839350591,0.00215126965048641,"11931/11973",2
"703","OPC.circadian","OPC","circadian","GO:0008022","protein C-terminus binding","3/28","233/28404",0.00153414727078505,0.0088852696099634,0.00262419927897442,"11931/56455/54401",3
"706","OPC.circadian","OPC","circadian","GO:0001786","phosphatidylserine binding","2/28","67/28404",0.00199141359774808,0.0102520922254438,0.0030278803240614,"14432/15481",2
"708","OPC.circadian","OPC","circadian","GO:0048306","calcium-dependent protein binding","2/28","94/28404",0.00387278544085612,0.018562661251,0.00548234599613026,"12313/12314",2
"711","OPC.circadian","OPC","circadian","GO:0019208","phosphatase regulator activity","2/28","106/28404",0.00489488012245382,0.0211271981827995,0.00623976318916456,"12313/12314",2
"713","OPC.circadian","OPC","circadian","GO:0051087","chaperone binding","2/28","109/28404",0.00516780387205168,0.0211271981827995,0.00623976318916456,"15481/15528",2
"716","OPC.circadian","OPC","circadian","GO:0042277","peptide binding","3/28","377/28404",0.00594141840735752,0.0223204637465593,0.00659218543063849,"15516/15481/268373",3
"718","OPC.circadian","OPC","circadian","GO:0022804","active transmembrane transporter activity","3/28","403/28404",0.00713838773789344,0.0254419460401843,0.00751409235567731,"11931/11973/12858",3
"720","OPC.circadian","OPC","circadian","GO:0047485","protein N-terminus binding","2/28","134/28404",0.00770591667922083,0.0256019059410272,0.00756133534040183,"12313/12314",2
"721","OPC.circadian","OPC","circadian","GO:0004857","enzyme inhibitor activity","3/28","415/28404",0.0077358276944111,0.0256019059410272,0.00756133534040183,"56455/14433/54401",3
"728","OPC.circadian","OPC","circadian","GO:0005543","phospholipid binding","3/28","460/28404",0.0102362422676589,0.0290375035756039,0.0085760139299398,"14432/15481/64011",3
"730","OPC.circadian","OPC","circadian","GO:0043008","ATP-dependent protein binding","1/28","11/28404",0.0107921448892145,0.0294138850902122,0.00868717545261851,"15516",1
"736","OPC.circadian","OPC","circadian","GO:0005516","calmodulin binding","2/28","191/28404",0.0151588729409931,0.0362800551692085,0.0107150484786,"14432/64011",2
"737","OPC.circadian","OPC","circadian","GO:0042625","ATPase-coupled ion transmembrane transporter activity","1/28","16/28404",0.0156604554687231,0.0362800551692085,0.0107150484786,"11973",1
"740","OPC.circadian","OPC","circadian","GO:0016722","oxidoreductase activity, acting on metal ions","1/28","17/28404",0.0166313413094611,0.0378976465904113,0.0111927922531317,"14319",1
"743","OPC.circadian","OPC","circadian","GO:0016675","oxidoreductase activity, acting on a heme group of donors","1/28","19/28404",0.0185703434928357,0.0395466195560742,0.0116798043368943,"12858",1
"747","OPC.circadian","OPC","circadian","GO:0099186","structural constituent of postsynapse","1/28","20/28404",0.0195384615263818,0.039938914002457,0.0117956656273822,"11461",1
"752","OPC.circadian","OPC","circadian","GO:0019207","kinase regulator activity","2/28","246/28404",0.0243535666458965,0.0451569390144518,0.0133367710834049,"15516/54401",2
"753","OPC.circadian","OPC","circadian","GO:0001671","ATPase activator activity","1/28","25/28404",0.0243652548639128,0.0451569390144518,0.0133367710834049,"11931",1
"754","OPC.circadian","OPC","circadian","GO:0016769","transferase activity, transferring nitrogenous groups","1/28","25/28404",0.0243652548639128,0.0451569390144518,0.0133367710834049,"14433",1
"757","OPC.circadian","OPC","circadian","GO:1901567","fatty acid derivative binding","1/28","27/28404",0.0262895493940741,0.0468493252022603,0.0138366049442495,"15481",1
"762","OPC.circadian","OPC","circadian","GO:0140358","P-type transmembrane transporter activity","1/28","30/28404",0.0291691306098354,0.0485214902755848,0.0143304666470868,"11931",1
"765","OPC.sleep","OPC","sleep","GO:0019840","isoprenoid binding","1/2","37/28404",0.0026036158127517,0.00763156523166694,NA,"19215",1
"766","OPC.sleep","OPC","sleep","GO:0016860","intramolecular oxidoreductase activity","1/2","61/28404",0.00429063302254962,0.00763156523166694,NA,"19215",1
"767","OPC.sleep","OPC","sleep","GO:0005504","fatty acid binding","1/2","62/28404",0.0043608944180954,0.00763156523166694,NA,"19215",1
