X.1,X,p_val.x,avg_log2FC.x,pct.1.x,pct.2.x,p_val_adj.x,p_val.y,avg_log2FC.y,pct.1.y,pct.2.y,p_val_adj.y,hits in circadian databases
489,Dennd4c,1.21E-14,-0.11052176,0.195,0.254,4.23E-10,4.21E-08,0.08472939,0.242,0.195,0.001469237,1
490,Dgkb,1.81E-35,0.495217771,0.715,0.681,6.30E-31,2.45E-24,-0.35534175,0.668,0.715,8.54E-20,#N/A
491,Dhdds,1.32E-14,-0.116603382,0.275,0.34,4.60E-10,6.17E-08,0.073941603,0.33,0.275,0.002152713,1
492,Dhtkd1,2.22E-19,-0.090732991,0.064,0.11,7.75E-15,7.41E-12,0.070865693,0.099,0.064,2.59E-07,1
493,Dhx30,5.10E-22,-0.146051421,0.428,0.515,1.78E-17,3.17E-10,0.109935869,0.494,0.428,1.11E-05,#N/A
494,Diaph2,5.64E-87,-0.374401796,0.602,0.727,1.97E-82,3.86E-19,0.188144155,0.663,0.602,1.35E-14,#N/A
495,Dis3l2,6.30E-15,-0.114979964,0.471,0.548,2.20E-10,4.01E-09,0.109885582,0.536,0.471,0.000139918,1
496,Disp2,5.99E-17,0.169530534,0.357,0.294,2.09E-12,6.46E-08,-0.115915388,0.324,0.357,0.002252376,1
498,Dlg4,4.61E-09,0.139067534,0.411,0.375,0.000160828,2.83E-22,-0.20962378,0.347,0.411,9.87E-18,#N/A
499,Dmac2,4.46E-11,-0.058399887,0.109,0.15,1.56E-06,7.61E-07,0.062316198,0.142,0.109,0.026537471,#N/A
500,Dmd,5.20E-47,-0.187752202,0.932,0.968,1.81E-42,3.54E-88,0.301441223,0.92,0.932,1.24E-83,1
501,Dmtf1,1.87E-09,0.123643935,0.296,0.254,6.53E-05,1.30E-07,-0.115687165,0.262,0.296,0.004544039,1
502,Dmxl1,2.31E-17,-0.136693581,0.566,0.638,8.04E-13,1.83E-10,0.13160288,0.627,0.566,6.37E-06,#N/A
504,Dnah14,4.54E-11,-0.069002096,0.037,0.063,1.58E-06,5.90E-08,0.053296294,0.059,0.037,0.00205624,#N/A
506,Dnajb1,6.49E-19,0.100121014,0.085,0.046,2.26E-14,3.73E-18,-0.077053319,0.045,0.085,1.30E-13,3
507,Dnajb11,8.72E-17,0.178728886,0.218,0.163,3.04E-12,6.66E-18,-0.173092438,0.16,0.218,2.32E-13,2
508,Dnajb6,5.38E-40,0.295744049,0.502,0.409,1.87E-35,7.69E-35,-0.2448676,0.414,0.502,2.68E-30,13
509,Dnajc13,8.20E-11,-0.104758068,0.343,0.399,2.86E-06,6.19E-08,0.084686424,0.398,0.343,0.002157271,2
510,Dnajc21,4.78E-16,0.216308487,0.386,0.332,1.67E-11,7.50E-15,-0.203532147,0.333,0.386,2.61E-10,#N/A
511,Dnajc3,1.69E-20,0.215330596,0.335,0.269,5.91E-16,2.75E-24,-0.215635128,0.262,0.335,9.58E-20,2
512,Dnase1l3,4.69E-08,0.036016447,0.023,0.01,0.001634853,4.11E-10,-0.043320023,0.008,0.023,1.43E-05,1
513,Dnm1,2.36E-09,0.153321018,0.652,0.629,8.24E-05,2.04E-10,-0.107773792,0.625,0.652,7.12E-06,#N/A
514,Dock3,1.95E-52,-0.208320725,0.895,0.941,6.81E-48,1.64E-15,0.131542015,0.895,0.895,5.71E-11,#N/A
515,Dock7,1.50E-13,-0.103086489,0.507,0.574,5.24E-09,1.61E-07,0.10447199,0.568,0.507,0.005601377,#N/A
516,Dok6,3.35E-08,-0.064308386,0.81,0.852,0.001168256,2.91E-17,0.188485838,0.831,0.81,1.01E-12,#N/A
517,Dph6,1.05E-39,-0.19528902,0.246,0.353,3.66E-35,5.99E-33,0.192869437,0.352,0.246,2.09E-28,#N/A
518,Dpp10,1.32E-14,-0.132233383,0.956,0.975,4.60E-10,4.30E-16,0.17468647,0.955,0.956,1.50E-11,#N/A
519,Dpy19l4,8.66E-18,-0.105300435,0.174,0.238,3.02E-13,1.25E-07,0.056939897,0.217,0.174,0.004341349,#N/A
520,Dpysl2,3.48E-07,0.143659754,0.579,0.555,0.012131383,1.41E-15,-0.162690001,0.536,0.579,4.93E-11,1
521,Drap1,2.76E-20,0.187448024,0.202,0.142,9.62E-16,1.17E-12,-0.136344029,0.155,0.202,4.07E-08,#N/A
522,Dscam,1.26E-24,-0.153614313,0.805,0.872,4.40E-20,7.16E-22,0.18933038,0.838,0.805,2.50E-17,#N/A
524,Dtnb,4.86E-15,-0.121492151,0.648,0.718,1.69E-10,8.19E-12,0.127461087,0.71,0.648,2.86E-07,#N/A
525,Dync1i1,1.97E-17,-0.125450914,0.76,0.812,6.88E-13,9.11E-10,0.145998064,0.786,0.76,3.18E-05,#N/A
528,Dynlrb1,1.59E-27,0.259684661,0.257,0.179,5.54E-23,2.57E-13,-0.143419791,0.205,0.257,8.98E-09,#N/A
529,Dynlt2a2,6.38E-12,-0.070471647,0.131,0.176,2.22E-07,9.48E-12,0.072491772,0.18,0.131,3.31E-07,#N/A
530,Dynlt3,5.66E-21,0.203083848,0.182,0.124,1.97E-16,1.06E-07,-0.109807478,0.149,0.182,0.003691148,1
531,Dysf,1.35E-06,-0.042371357,0.047,0.067,0.047234965,6.07E-07,0.048175571,0.069,0.047,0.021154272,1
532,Dzip1,3.21E-15,-0.105197695,0.187,0.247,1.12E-10,6.89E-15,0.108493194,0.251,0.187,2.40E-10,#N/A
533,E230020A03Rik,1.07E-08,-0.056110555,0.075,0.105,0.000372747,2.11E-09,0.055913287,0.108,0.075,7.35E-05,#N/A
534,E230029C05Rik,6.23E-45,-0.211550113,0.168,0.272,2.17E-40,4.92E-49,0.230684669,0.284,0.168,1.71E-44,#N/A
535,Ebp,9.22E-13,0.089020529,0.074,0.044,3.21E-08,3.61E-10,-0.043814102,0.046,0.074,1.26E-05,3
536,Edf1,1.19E-16,0.229868668,0.316,0.257,4.15E-12,5.99E-09,-0.138553741,0.278,0.316,0.000208932,#N/A
538,Eef1a2,1.02E-11,0.17396333,0.322,0.274,3.56E-07,3.29E-13,-0.145058889,0.274,0.322,1.15E-08,#N/A
539,Eef1b2,1.47E-38,0.327603778,0.246,0.157,5.12E-34,3.93E-12,-0.146028576,0.197,0.246,1.37E-07,#N/A
540,Eef2,3.72E-22,0.187585826,0.243,0.177,1.30E-17,8.18E-17,-0.140100145,0.184,0.243,2.85E-12,#N/A
541,Eef2k,5.62E-34,-0.178959204,0.218,0.316,1.96E-29,4.92E-18,0.142778866,0.294,0.218,1.72E-13,2
542,Efcab7,1.65E-11,-0.057434786,0.056,0.087,5.77E-07,4.75E-16,0.066918069,0.096,0.056,1.66E-11,#N/A
543,Efhd2,3.15E-10,0.148705418,0.271,0.226,1.10E-05,1.11E-14,-0.165126389,0.217,0.271,3.87E-10,5
544,Eftud2,5.63E-11,-0.077858819,0.261,0.315,1.96E-06,4.75E-10,0.08767554,0.319,0.261,1.66E-05,#N/A
545,Egln2,3.70E-08,0.100121784,0.12,0.091,0.001290796,1.41E-09,-0.09901106,0.087,0.12,4.92E-05,2
547,Egr2,6.92E-18,0.061372838,0.029,0.008,2.41E-13,1.21E-26,-0.075678726,0.003,0.029,4.21E-22,#N/A
548,Egr3,9.24E-60,0.303715977,0.221,0.115,3.22E-55,6.56E-117,-0.4222947,0.07,0.221,2.29E-112,1
549,Egr4,9.39E-43,0.217652197,0.123,0.054,3.27E-38,5.20E-78,-0.292126941,0.028,0.123,1.81E-73,#N/A
550,Ehbp1,1.44E-07,-0.066968939,0.665,0.706,0.005032093,7.18E-14,0.142886407,0.721,0.665,2.50E-09,#N/A
552,Eid2,1.87E-12,0.127895465,0.137,0.097,6.53E-08,2.27E-08,-0.073664187,0.103,0.137,0.000792619,#N/A
554,Eif1ax,1.33E-21,0.176261355,0.195,0.133,4.64E-17,2.48E-12,-0.115668932,0.149,0.195,8.63E-08,1
555,Eif1b,1.12E-63,0.372084454,0.375,0.25,3.91E-59,7.71E-37,-0.250012366,0.278,0.375,2.69E-32,#N/A
556,Eif2s2,3.61E-23,0.269372233,0.417,0.343,1.26E-18,3.40E-19,-0.166229359,0.35,0.417,1.18E-14,2
557,Eif2s3y,1.29E-20,-0.133570142,0.384,0.469,4.51E-16,4.36E-08,0.092908122,0.441,0.384,0.00152148,1
558,Eif3c,2.54E-44,0.332097759,0.421,0.318,8.85E-40,1.32E-24,-0.203646973,0.345,0.421,4.61E-20,1
559,Eif3f,2.13E-20,0.173301201,0.154,0.1,7.42E-16,1.47E-09,-0.096866978,0.117,0.154,5.11E-05,#N/A
560,Eif3g,2.21E-10,0.093735851,0.085,0.056,7.72E-06,1.81E-08,-0.076693162,0.058,0.085,0.000631487,#N/A
561,Eif3j1,4.30E-09,0.149134526,0.278,0.237,0.000150027,6.92E-07,-0.131672168,0.248,0.278,0.024120641,#N/A
562,Eif3k,1.71E-27,0.216541845,0.211,0.139,5.97E-23,5.04E-13,-0.132887839,0.162,0.211,1.76E-08,#N/A
563,Eif4a1,2.71E-15,0.207275524,0.262,0.209,9.45E-11,1.74E-16,-0.186230325,0.205,0.262,6.05E-12,#N/A
564,Eif4a2,2.13E-16,0.246741716,0.386,0.333,7.43E-12,2.24E-09,-0.138004979,0.351,0.386,7.80E-05,2
565,Eif4g2,2.16E-21,0.24048905,0.412,0.348,7.54E-17,4.47E-27,-0.234585025,0.336,0.412,1.56E-22,#N/A
566,Eif4h,2.68E-07,0.128139773,0.318,0.281,0.009355834,1.62E-13,-0.153641328,0.267,0.318,5.65E-09,#N/A
567,Eif5a,1.29E-27,0.242761671,0.267,0.188,4.50E-23,1.45E-12,-0.137693892,0.216,0.267,5.04E-08,#N/A
568,Eif5b,2.39E-11,0.162803342,0.488,0.446,8.33E-07,3.17E-20,-0.172711486,0.424,0.488,1.11E-15,#N/A
569,Elob,7.75E-64,0.388497331,0.36,0.231,2.70E-59,5.11E-26,-0.208573056,0.28,0.36,1.78E-21,#N/A
570,Eloc,5.92E-19,0.204059191,0.265,0.203,2.07E-14,1.21E-07,-0.092388647,0.23,0.265,0.004234986,#N/A
571,Emc4,1.05E-12,0.190693823,0.209,0.163,3.65E-08,4.28E-07,-0.130578216,0.178,0.209,0.014939339,#N/A
572,Emc6,1.17E-11,0.114885796,0.13,0.093,4.07E-07,1.24E-11,-0.104854864,0.092,0.13,4.34E-07,#N/A
573,Emd,1.25E-09,0.079916077,0.081,0.054,4.36E-05,4.02E-08,-0.070787043,0.055,0.081,0.001403117,1
575,Eno1,1.31E-13,0.18614741,0.358,0.305,4.57E-09,1.19E-06,-0.122098698,0.332,0.358,0.041527943,3
576,Eno2,6.04E-22,0.229662396,0.436,0.371,2.11E-17,6.75E-17,-0.178753527,0.382,0.436,2.35E-12,1
577,Enox1,1.90E-20,0.186521666,0.763,0.738,6.64E-16,4.78E-19,-0.147807841,0.728,0.763,1.67E-14,#N/A
578,Ensa,2.43E-14,0.198484064,0.466,0.413,8.48E-10,2.66E-14,-0.175958833,0.419,0.466,9.28E-10,#N/A
579,ENSMUSG00000119974,5.08E-09,-0.033371803,0.024,0.043,0.000177066,6.78E-07,0.029008865,0.041,0.024,0.02365346,#N/A
580,ENSMUSG00000119980,2.10E-08,-0.038472913,0.042,0.064,0.000733689,1.62E-09,0.062090914,0.067,0.042,5.66E-05,#N/A
581,ENSMUSG00000120006,1.50E-15,-0.094069724,0.141,0.196,5.22E-11,1.73E-11,0.088277991,0.191,0.141,6.05E-07,#N/A
582,ENSMUSG00000120016,1.12E-07,-0.021813524,0.005,0.014,0.003892764,2.11E-07,0.018793068,0.014,0.005,0.007366858,#N/A
583,ENSMUSG00000120053,3.41E-08,-0.03571836,0.016,0.031,0.001189998,4.85E-11,0.047705034,0.035,0.016,1.69E-06,#N/A
584,ENSMUSG00000120148,3.87E-17,-0.084761155,0.078,0.124,1.35E-12,1.88E-19,0.092228799,0.13,0.078,6.55E-15,#N/A
585,ENSMUSG00000120248,5.69E-14,-0.050439345,0.033,0.062,1.98E-09,3.58E-15,0.057003153,0.065,0.033,1.25E-10,#N/A
586,ENSMUSG00000120264,6.62E-14,-0.033504925,0.003,0.015,2.31E-09,5.14E-19,0.037938636,0.019,0.003,1.79E-14,#N/A
587,ENSMUSG00000120285,1.02E-33,-0.227904797,0.533,0.629,3.55E-29,3.26E-38,0.297442053,0.628,0.533,1.14E-33,#N/A
588,ENSMUSG00000120334,4.84E-17,-0.101281445,0.121,0.175,1.69E-12,1.92E-24,0.146336621,0.19,0.121,6.69E-20,#N/A
589,ENSMUSG00000120362,1.87E-35,-0.162736853,0.082,0.153,6.50E-31,6.22E-18,0.099828024,0.132,0.082,2.17E-13,#N/A
590,ENSMUSG00000120376,5.88E-09,-0.02869178,0.012,0.027,0.000205112,4.51E-14,0.042093927,0.033,0.012,1.57E-09,#N/A
591,ENSMUSG00000120487,2.06E-10,-0.075098141,0.069,0.101,7.18E-06,1.54E-10,0.087875983,0.103,0.069,5.36E-06,#N/A
592,ENSMUSG00000120649,5.56E-12,-0.041198644,0.021,0.043,1.94E-07,8.89E-11,0.034653833,0.042,0.021,3.10E-06,#N/A
593,ENSMUSG00000120670,1.45E-17,-0.13347482,0.345,0.42,5.05E-13,2.94E-07,0.103006083,0.393,0.345,0.010257792,#N/A
594,ENSMUSG00000120686,6.96E-13,-0.050303437,0.021,0.043,2.43E-08,2.20E-07,0.032172544,0.037,0.021,0.00766797,#N/A
595,ENSMUSG00000120926,3.37E-24,-0.202748463,0.51,0.595,1.18E-19,1.90E-25,0.253139375,0.601,0.51,6.63E-21,#N/A
596,ENSMUSG00000120976,1.48E-11,0.123789865,0.222,0.175,5.16E-07,1.49E-12,-0.108649353,0.173,0.222,5.19E-08,#N/A
597,ENSMUSG00000121018,1.16E-13,-0.049915645,0.029,0.055,4.03E-09,1.88E-09,0.028619805,0.05,0.029,6.57E-05,#N/A
598,ENSMUSG00000121141,8.12E-13,0.11671304,0.186,0.14,2.83E-08,3.37E-08,-0.086372591,0.15,0.186,0.001174522,#N/A
599,ENSMUSG00000121275,4.91E-10,-0.061929105,0.074,0.106,1.71E-05,1.73E-12,0.060690961,0.114,0.074,6.02E-08,#N/A
600,ENSMUSG00000121395,4.91E-08,-0.058512007,0.25,0.297,0.001711863,3.04E-18,0.135773738,0.331,0.25,1.06E-13,#N/A
601,ENSMUSG00000121413,1.56E-10,-0.093922815,0.086,0.121,5.43E-06,3.30E-10,0.081857908,0.122,0.086,1.15E-05,#N/A
602,ENSMUSG00000121479,1.16E-07,-0.031902425,0.031,0.05,0.004052938,6.12E-10,0.04836122,0.055,0.031,2.14E-05,#N/A
603,Epha6,9.52E-34,-0.46182145,0.698,0.754,3.32E-29,3.53E-13,0.26892384,0.727,0.698,1.23E-08,1
604,Epm2a,4.47E-18,-0.109037116,0.161,0.224,1.56E-13,7.50E-35,0.185603839,0.257,0.161,2.61E-30,#N/A
605,Epm2aip1,1.26E-11,0.141772459,0.197,0.154,4.39E-07,1.30E-08,-0.102247147,0.16,0.197,0.000452158,1
606,Epop,3.02E-15,0.097005276,0.079,0.045,1.05E-10,5.29E-10,-0.06615786,0.051,0.079,1.84E-05,#N/A
607,Eps8l3,5.80E-07,0.028599639,0.021,0.01,0.020228606,1.70E-07,-0.030310296,0.009,0.021,0.005942192,1
609,Ercc6l2,1.33E-13,-0.078492754,0.162,0.215,4.65E-09,3.79E-14,0.083146617,0.222,0.162,1.32E-09,#N/A
612,Etl4,3.87E-84,-0.323558378,0.874,0.946,1.35E-79,1.13E-17,0.173854731,0.898,0.874,3.93E-13,1
613,Etnk1,1.65E-24,0.20682867,0.713,0.681,5.74E-20,4.20E-13,-0.12407123,0.689,0.713,1.46E-08,#N/A
614,Ets2,4.94E-08,0.077565694,0.144,0.111,0.001724099,2.80E-09,-0.078623456,0.108,0.144,9.77E-05,1
615,Etv4,5.67E-11,0.055722136,0.037,0.018,1.98E-06,5.14E-12,-0.068282055,0.016,0.037,1.79E-07,#N/A
616,Evi5,3.65E-13,-0.111437131,0.571,0.639,1.27E-08,2.57E-08,0.103257005,0.63,0.571,0.000897231,4
617,Ewsr1,3.90E-14,0.152550137,0.681,0.656,1.36E-09,4.96E-07,-0.085142315,0.666,0.681,0.017300237,#N/A
618,Exoc4,1.39E-11,-0.082028647,0.802,0.844,4.84E-07,5.58E-16,0.150732087,0.83,0.802,1.95E-11,3
619,F8,7.15E-09,-0.053888698,0.045,0.069,0.00024939,9.66E-10,0.049114369,0.072,0.045,3.37E-05,#N/A
620,Faap100,1.69E-19,0.098604881,0.086,0.046,5.88E-15,2.78E-19,-0.083479256,0.044,0.086,9.68E-15,#N/A
621,Fabp3,1.88E-27,0.237700819,0.247,0.172,6.54E-23,2.41E-16,-0.159734052,0.188,0.247,8.41E-12,#N/A
622,Fabp5,3.07E-27,0.243819369,0.214,0.142,1.07E-22,4.42E-10,-0.134428277,0.172,0.214,1.54E-05,#N/A
623,Faf1,2.37E-13,-0.090459904,0.625,0.69,8.27E-09,2.21E-19,0.167626313,0.694,0.625,7.70E-15,#N/A
624,Faim2,1.02E-11,0.183697053,0.399,0.355,3.55E-07,1.73E-11,-0.151477719,0.359,0.399,6.03E-07,#N/A
625,Fam104a,5.68E-11,0.144698891,0.247,0.204,1.98E-06,5.63E-08,-0.087238761,0.212,0.247,0.001961919,#N/A
626,Fam111a,5.64E-23,-0.101272601,0.062,0.112,1.97E-18,2.30E-17,0.075024084,0.106,0.062,8.02E-13,#N/A
627,Fam120c,1.79E-11,-0.104199292,0.338,0.399,6.25E-07,2.25E-13,0.128410274,0.413,0.338,7.85E-09,2
628,Fam126b,4.52E-15,0.181614962,0.543,0.503,1.58E-10,4.69E-14,-0.175236508,0.505,0.543,1.63E-09,4
629,Fam135a,9.80E-41,-0.236144759,0.34,0.453,3.42E-36,4.19E-17,0.164182667,0.423,0.34,1.46E-12,#N/A
630,Fam171b,4.60E-08,0.154557396,0.625,0.606,0.001603825,2.05E-08,-0.117971654,0.599,0.625,0.000716307,#N/A
631,Fam172a,1.05E-20,-0.125085793,0.61,0.688,3.65E-16,4.70E-19,0.172002398,0.683,0.61,1.64E-14,#N/A
632,Fam228a,5.64E-07,-0.043786404,0.044,0.064,0.019662788,4.78E-10,0.047903098,0.071,0.044,1.67E-05,#N/A
633,Fam228b,2.40E-16,-0.095992447,0.103,0.152,8.35E-12,3.79E-20,0.115126117,0.162,0.103,1.32E-15,#N/A
634,Fam229b,2.49E-17,-0.118866473,0.119,0.173,8.69E-13,1.44E-13,0.105074546,0.17,0.119,5.01E-09,#N/A
635,Fam32a,4.48E-11,0.113673587,0.123,0.087,1.56E-06,1.21E-07,-0.065308471,0.093,0.123,0.004208401,#N/A
636,Fam76b,1.82E-22,-0.138550447,0.22,0.298,6.33E-18,2.35E-08,0.06155002,0.272,0.22,0.000819627,#N/A
637,Fancm,1.22E-11,-0.061968987,0.075,0.111,4.24E-07,5.14E-11,0.073794973,0.112,0.075,1.79E-06,#N/A
638,Fap,1.78E-21,-0.11579469,0.078,0.131,6.19E-17,2.31E-08,0.058397193,0.11,0.078,0.00080448,#N/A
639,Far2os2,1.10E-09,-0.036659943,0.025,0.045,3.83E-05,7.99E-08,0.03093963,0.043,0.025,0.002786632,#N/A
641,Fbn1,1.29E-27,-0.1306419,0.076,0.135,4.50E-23,2.12E-10,0.077042437,0.111,0.076,7.41E-06,9
642,Fbxl17,5.70E-12,-0.10871936,0.77,0.819,1.99E-07,3.05E-12,0.14355939,0.798,0.77,1.06E-07,#N/A
643,Fbxl4,8.74E-22,-0.100801272,0.082,0.135,3.05E-17,1.69E-21,0.105797241,0.137,0.082,5.89E-17,#N/A
644,Fbxl5,9.39E-18,-0.118155407,0.451,0.53,3.28E-13,4.64E-08,0.085456164,0.514,0.451,0.001616565,#N/A
645,Fbxo16,6.73E-12,-0.075294251,0.094,0.134,2.35E-07,3.93E-07,0.054419015,0.125,0.094,0.013691885,1
646,Fbxo8,4.53E-11,-0.090897415,0.186,0.234,1.58E-06,8.02E-11,0.077911385,0.24,0.186,2.80E-06,2
647,Fdps,8.78E-09,0.092239879,0.137,0.104,0.000306207,8.42E-14,-0.091412023,0.094,0.137,2.93E-09,3
649,Fgf1,1.00E-123,0.458260519,0.294,0.125,3.50E-119,6.10E-13,-0.112984307,0.236,0.294,2.13E-08,5
650,Fgf12,3.14E-105,-0.281771824,0.947,0.978,1.09E-100,1.46E-40,0.200338093,0.936,0.947,5.10E-36,#N/A
652,Fgfr2,1.12E-17,-0.110533635,0.793,0.844,3.89E-13,4.06E-08,0.081749717,0.816,0.793,0.001415114,3
654,Fhad1,1.78E-16,-0.099083841,0.08,0.125,6.21E-12,3.39E-11,0.07317553,0.118,0.08,1.18E-06,1
656,Fhitos,1.72E-12,-0.046782764,0.014,0.033,5.99E-08,6.06E-09,0.02995881,0.029,0.014,0.000211302,#N/A
657,Fhod3,6.94E-34,-0.217004976,0.578,0.68,2.42E-29,4.80E-20,0.222375875,0.659,0.578,1.67E-15,#N/A
659,Fkbp2,1.76E-19,0.203778249,0.372,0.306,6.12E-15,3.97E-11,-0.085060803,0.324,0.372,1.38E-06,#N/A
660,Fkbp3,4.98E-41,0.351962247,0.445,0.346,1.74E-36,6.55E-22,-0.196432015,0.375,0.445,2.28E-17,#N/A
661,Fkbp4,1.89E-10,0.109399561,0.152,0.114,6.59E-06,9.74E-15,-0.132065747,0.105,0.152,3.40E-10,7
662,Flywch1,1.93E-07,0.129230295,0.358,0.323,0.00673551,3.92E-08,-0.118038799,0.322,0.358,0.001367486,1
664,Fmnl2,5.27E-27,-0.183568433,0.575,0.669,1.84E-22,1.22E-14,0.185656721,0.647,0.575,4.24E-10,3
665,Fnbp1l,7.60E-15,0.160864192,0.694,0.659,2.65E-10,7.78E-16,-0.153142564,0.659,0.694,2.71E-11,1
668,Fosb,1.01E-11,0.06267053,0.029,0.012,3.50E-07,2.70E-19,-0.084116185,0.006,0.029,9.42E-15,#N/A
669,Fosl2,6.75E-08,0.060170027,0.053,0.034,0.002354659,7.44E-32,-0.108384091,0.013,0.053,2.60E-27,#N/A
670,Frmd3,2.72E-12,-0.084780313,0.234,0.291,9.47E-08,2.50E-14,0.114734433,0.302,0.234,8.70E-10,#N/A
672,Frmd4b,2.63E-10,0.093281839,0.09,0.06,9.17E-06,2.84E-07,-0.0832107,0.065,0.09,0.009915602,#N/A
675,Frmpd4,2.62E-20,-0.16727526,0.911,0.95,9.13E-16,7.56E-12,0.181571615,0.898,0.911,2.64E-07,#N/A
676,Fscn1,6.57E-10,0.136797411,0.19,0.151,2.29E-05,1.58E-26,-0.201470392,0.121,0.19,5.52E-22,3
678,Ftl1,1.16E-42,0.301201521,0.254,0.158,4.03E-38,4.46E-17,-0.175390215,0.193,0.254,1.56E-12,#N/A
679,Fut2,6.49E-12,-0.040332718,0.012,0.03,2.26E-07,5.80E-11,0.031737627,0.029,0.012,2.02E-06,2
680,Fxyd7,4.47E-14,0.178699401,0.291,0.239,1.56E-09,7.97E-08,-0.113838051,0.255,0.291,0.002777631,#N/A
681,Fzd3,8.11E-14,0.175653078,0.41,0.356,2.83E-09,1.12E-18,-0.188583998,0.349,0.41,3.92E-14,2
682,G3bp2,1.84E-19,0.215578596,0.363,0.297,6.43E-15,4.29E-08,-0.123188163,0.33,0.363,0.001494694,4
684,Gabarap,7.18E-45,0.272477001,0.243,0.144,2.50E-40,2.16E-21,-0.165792626,0.174,0.243,7.54E-17,1
686,Gabarapl2,8.81E-15,0.175273308,0.305,0.247,3.07E-10,2.08E-12,-0.142029058,0.254,0.305,7.26E-08,#N/A
687,Gabbr1,5.32E-14,0.194761558,0.606,0.569,1.85E-09,4.82E-24,-0.178659986,0.55,0.606,1.68E-19,#N/A
688,Gabra2,7.66E-07,0.148421853,0.648,0.635,0.026695999,5.29E-09,-0.131899963,0.615,0.648,0.000184572,#N/A
689,Gabra4,1.78E-22,-0.148110612,0.496,0.575,6.20E-18,3.42E-08,0.10833701,0.543,0.496,0.001191584,#N/A
690,Galk2,6.84E-11,-0.080375779,0.165,0.212,2.39E-06,3.24E-17,0.123442306,0.229,0.165,1.13E-12,#N/A
691,Galnt13,9.67E-39,-0.219885577,0.674,0.769,3.37E-34,1.48E-22,0.231665614,0.743,0.674,5.16E-18,#N/A
693,Galnt9,5.08E-25,0.215000925,0.373,0.288,1.77E-20,3.31E-31,-0.276929268,0.285,0.373,1.15E-26,1
694,Galntl6,3.43E-14,-0.289817656,0.51,0.565,1.20E-09,3.63E-21,0.437321935,0.576,0.51,1.27E-16,#N/A
695,Ganc,1.85E-15,-0.078904629,0.063,0.103,6.44E-11,5.19E-09,0.047630739,0.093,0.063,0.000180844,#N/A
698,Garin5a,2.71E-11,-0.046636671,0.026,0.049,9.46E-07,1.00E-10,0.046268434,0.049,0.026,3.50E-06,#N/A
700,Gatb,3.72E-11,-0.046064457,0.073,0.107,1.30E-06,5.42E-18,0.079650773,0.121,0.073,1.89E-13,#N/A
701,Gbe1,8.21E-15,-0.071930295,0.048,0.082,2.86E-10,7.66E-11,0.055608842,0.077,0.048,2.67E-06,2
702,Gda,2.77E-07,0.146746819,0.598,0.581,0.009661957,1.33E-19,-0.188169253,0.552,0.598,4.64E-15,4
703,Gde1,6.73E-26,0.246885816,0.459,0.384,2.35E-21,3.30E-17,-0.133183659,0.402,0.459,1.15E-12,3
704,Gdi1,2.78E-25,0.237521327,0.344,0.268,9.70E-21,8.59E-18,-0.174334537,0.285,0.344,2.99E-13,#N/A
705,Gdpd3,1.15E-08,-0.045180004,0.053,0.079,0.00039962,2.34E-08,0.037865046,0.079,0.053,0.000814185,#N/A
706,Ggact,1.18E-18,-0.139566987,0.325,0.403,4.13E-14,2.51E-17,0.151763282,0.408,0.325,8.74E-13,#N/A
707,Ghitm,1.98E-30,0.264836351,0.246,0.166,6.89E-26,1.80E-11,-0.1467824,0.198,0.246,6.26E-07,1
708,Gipc1,1.08E-06,0.071026521,0.126,0.098,0.037813395,1.94E-07,-0.068095577,0.096,0.126,0.006763293,#N/A
709,Gkap1,9.91E-12,-0.087040308,0.151,0.198,3.46E-07,1.04E-06,0.052566746,0.187,0.151,0.036205536,1
710,Gle1,4.00E-15,-0.121053517,0.189,0.248,1.39E-10,7.53E-08,0.06728942,0.233,0.189,0.002626409,1
711,Glis1,3.07E-14,-0.07272399,0.053,0.088,1.07E-09,4.73E-13,0.072554648,0.087,0.053,1.65E-08,#N/A
712,Glp2r,6.12E-30,0.244283005,0.8,0.778,2.13E-25,7.40E-31,-0.229363879,0.762,0.8,2.58E-26,#N/A
713,Glrx2,2.29E-10,0.153605278,0.276,0.232,8.00E-06,2.99E-12,-0.124787566,0.226,0.276,1.04E-07,#N/A
714,Glrx5,7.19E-09,0.097224079,0.125,0.094,0.000250587,1.86E-07,-0.060758128,0.096,0.125,0.006480659,2
715,Gm10048,1.49E-22,-0.140357349,0.202,0.276,5.20E-18,2.52E-18,0.129942366,0.276,0.202,8.78E-14,#N/A
716,Gm10115,1.90E-27,-0.177239206,0.321,0.413,6.63E-23,1.76E-14,0.135618134,0.392,0.321,6.15E-10,#N/A
718,Gm10570,4.28E-15,-0.058980118,0.025,0.051,1.49E-10,9.86E-11,0.04834471,0.047,0.025,3.44E-06,#N/A
719,Gm11099,1.04E-11,-0.095354981,0.214,0.268,3.62E-07,1.63E-16,0.134260578,0.285,0.214,5.69E-12,#N/A
720,Gm11290,1.41E-18,0.158401469,0.108,0.065,4.93E-14,1.86E-49,-0.242078308,0.036,0.108,6.50E-45,#N/A
721,Gm11613,1.06E-11,-0.067520403,0.114,0.156,3.71E-07,8.71E-13,0.085939371,0.161,0.114,3.04E-08,#N/A
722,Gm12216,1.71E-11,-0.060869503,0.073,0.108,5.97E-07,5.07E-11,0.066548331,0.109,0.073,1.77E-06,#N/A
