X.1,X,p_val.x,avg_log2FC.x,pct.1.x,pct.2.x,p_val_adj.x,p_val.y,avg_log2FC.y,pct.1.y,pct.2.y,p_val_adj.y,hits in circadian databases
240,Bex3,5.91E-50,0.358862471,0.411,0.295,2.06E-45,5.26E-32,-0.26803031,0.322,0.411,1.83E-27,#N/A
241,Bhlhb9,2.38E-23,0.185588418,0.277,0.207,8.31E-19,7.52E-23,-0.180478034,0.206,0.277,2.62E-18,2
242,Bhlhe22,1.98E-12,0.08632252,0.073,0.044,6.89E-08,9.55E-07,-0.07069631,0.051,0.073,0.033314552,#N/A
243,Bhlhe40,6.17E-08,0.12406582,0.212,0.177,0.002150608,7.73E-29,-0.197554085,0.138,0.212,2.70E-24,6
244,Blm,3.21E-13,-0.079160058,0.06,0.095,1.12E-08,2.83E-09,0.056460411,0.089,0.06,9.88E-05,#N/A
245,Bnip3l,4.55E-14,0.157780067,0.228,0.176,1.59E-09,2.36E-10,-0.11592207,0.185,0.228,8.21E-06,5
246,Bora,5.50E-09,-0.054379908,0.076,0.107,0.000191736,2.77E-08,0.054590982,0.107,0.076,0.000966286,#N/A
247,Brat1,1.72E-12,-0.078583881,0.076,0.113,6.01E-08,1.42E-06,0.042009502,0.102,0.076,0.049356385,#N/A
248,Brca2,1.06E-14,-0.07065597,0.055,0.092,3.70E-10,1.48E-14,0.062191649,0.093,0.055,5.16E-10,#N/A
249,Brinp3,7.62E-21,-0.405169367,0.38,0.456,2.66E-16,6.37E-08,0.281259906,0.421,0.38,0.002222757,#N/A
250,Brk1,4.05E-08,0.138408823,0.385,0.347,0.001413708,1.37E-06,-0.102456713,0.357,0.385,0.047670603,#N/A
251,Bsg,5.37E-36,0.295835307,0.45,0.361,1.87E-31,3.15E-16,-0.132419038,0.394,0.45,1.10E-11,#N/A
252,Btf3,9.56E-23,0.200932319,0.22,0.155,3.33E-18,2.65E-10,-0.082924442,0.176,0.22,9.23E-06,#N/A
254,Btg1,2.52E-08,0.058409284,0.06,0.039,0.000879545,8.24E-07,-0.060466284,0.04,0.06,0.028732698,5
255,Bzw1,9.98E-15,0.184279845,0.301,0.246,3.48E-10,8.83E-19,-0.159258068,0.236,0.301,3.08E-14,1
256,C030015E24Rik,7.00E-07,-0.060893882,0.213,0.252,0.024413208,1.27E-12,0.113902466,0.273,0.213,4.42E-08,#N/A
257,C030047K22Rik,7.44E-16,-0.090473465,0.083,0.127,2.60E-11,3.05E-26,0.127383098,0.146,0.083,1.06E-21,#N/A
259,C1qbp,5.05E-13,0.131160126,0.135,0.095,1.76E-08,2.47E-08,-0.063690602,0.103,0.135,0.000861717,1
262,C230037L18Rik,1.26E-16,-0.096886026,0.09,0.138,4.39E-12,1.80E-13,0.072826097,0.135,0.09,6.27E-09,#N/A
263,C2cd2,6.12E-22,-0.164049702,0.217,0.292,2.14E-17,5.47E-12,0.133823572,0.275,0.217,1.91E-07,1
264,C730002L08Rik,1.20E-51,-0.233958954,0.162,0.271,4.18E-47,2.78E-34,0.187594141,0.254,0.162,9.69E-30,#N/A
265,Cabcoco1,3.49E-09,-0.034061764,0.022,0.04,0.000121656,2.21E-13,0.057934936,0.047,0.022,7.70E-09,#N/A
266,Cables1,4.37E-12,-0.074922608,0.103,0.145,1.52E-07,1.90E-08,0.070302131,0.139,0.103,0.000663342,2
268,Cacna1d,6.55E-18,-0.140933572,0.824,0.872,2.28E-13,3.38E-23,0.182216731,0.849,0.824,1.18E-18,2
269,Cacna1e,1.07E-49,0.271901507,0.88,0.865,3.74E-45,7.17E-25,-0.170941075,0.848,0.88,2.50E-20,#N/A
270,Cacna2d1,3.10E-14,-0.109264546,0.916,0.94,1.08E-09,2.55E-11,0.122807946,0.904,0.916,8.89E-07,#N/A
271,Cacnb4,1.50E-39,-0.204061665,0.888,0.937,5.23E-35,7.80E-16,0.165807745,0.891,0.888,2.72E-11,#N/A
272,Cacng8,4.25E-13,0.139316636,0.307,0.254,1.48E-08,6.04E-18,-0.181103545,0.247,0.307,2.10E-13,1
274,Cadm2,1.09E-08,-0.065697119,0.97,0.989,0.000380732,1.13E-31,0.191443309,0.962,0.97,3.93E-27,#N/A
275,Cadps,5.02E-20,-0.113839552,0.94,0.97,1.75E-15,1.05E-34,0.185555042,0.939,0.94,3.64E-30,#N/A
276,Calb1,1.05E-12,0.197908087,0.284,0.234,3.67E-08,1.35E-08,-0.133495592,0.244,0.284,0.00047022,#N/A
279,Calm3,5.00E-74,0.437703453,0.512,0.379,1.74E-69,5.10E-40,-0.276736036,0.415,0.512,1.78E-35,1
280,Calr,3.78E-53,0.328373823,0.396,0.279,1.32E-48,6.75E-51,-0.290059292,0.28,0.396,2.35E-46,8
281,Caly,4.10E-39,0.322710612,0.43,0.334,1.43E-34,3.33E-11,-0.14359951,0.388,0.43,1.16E-06,#N/A
282,Camk1d,5.22E-20,0.179958878,0.901,0.898,1.82E-15,5.21E-14,-0.091171772,0.88,0.901,1.82E-09,3
284,Camk2n2,1.38E-08,0.130406717,0.139,0.107,0.000480124,3.29E-07,-0.076588521,0.108,0.139,0.01146876,#N/A
285,Camkk1,1.55E-11,0.138967815,0.244,0.197,5.39E-07,8.33E-10,-0.13600074,0.203,0.244,2.90E-05,1
286,Canx,5.31E-25,0.236247918,0.447,0.374,1.85E-20,1.45E-18,-0.151999689,0.386,0.447,5.05E-14,1
287,Capn2,3.69E-13,-0.063932412,0.068,0.105,1.29E-08,2.40E-07,0.053209551,0.095,0.068,0.00835569,4
288,Caprin2,5.53E-19,-0.083027096,0.043,0.081,1.93E-14,3.62E-15,0.078912955,0.077,0.043,1.26E-10,1
289,Capza2,4.65E-21,0.223339736,0.375,0.307,1.62E-16,1.32E-13,-0.129265679,0.324,0.375,4.59E-09,1
290,Car7,3.97E-17,-0.124640835,0.139,0.195,1.38E-12,1.11E-11,0.07590009,0.189,0.139,3.86E-07,#N/A
291,Carf,2.92E-09,-0.069275127,0.139,0.179,0.000101798,8.90E-08,0.070632991,0.177,0.139,0.003102755,1
292,Carmil2,2.40E-07,0.068519203,0.074,0.052,0.00837664,2.46E-08,-0.073811471,0.05,0.074,0.000859378,#N/A
293,Castor2,3.95E-10,0.11283644,0.231,0.187,1.38E-05,3.59E-11,-0.123411558,0.186,0.231,1.25E-06,#N/A
294,Catspere2,1.62E-40,-0.24365624,0.344,0.456,5.66E-36,3.27E-32,0.241406422,0.452,0.344,1.14E-27,#N/A
295,Cbarp,1.12E-14,0.157123932,0.267,0.209,3.92E-10,1.94E-15,-0.127111514,0.209,0.267,6.75E-11,#N/A
296,Cblb,4.06E-10,-0.090004175,0.298,0.352,1.42E-05,6.83E-07,0.084569404,0.346,0.298,0.023810631,#N/A
297,Cbln2,2.00E-09,0.093124477,0.096,0.067,6.97E-05,5.48E-09,-0.069203483,0.066,0.096,0.000191221,#N/A
298,Cbx5,2.14E-19,0.220834454,0.417,0.356,7.47E-15,9.64E-18,-0.183081275,0.36,0.417,3.36E-13,1
299,Cbx6,8.01E-07,0.134406755,0.365,0.331,0.027923546,3.37E-13,-0.160488236,0.312,0.365,1.17E-08,1
300,Cc2d1b,2.31E-16,-0.092049932,0.082,0.128,8.07E-12,7.11E-09,0.057170813,0.116,0.082,0.000247735,1
301,Cc2d2a,2.22E-09,-0.07364142,0.21,0.257,7.74E-05,2.12E-15,0.132442385,0.277,0.21,7.40E-11,1
302,Ccdc124,6.00E-20,0.165010264,0.141,0.089,2.09E-15,6.69E-12,-0.109106315,0.101,0.141,2.33E-07,#N/A
303,Ccdc127,8.04E-16,0.142329413,0.211,0.157,2.80E-11,4.50E-11,-0.110956349,0.166,0.211,1.57E-06,1
304,Ccdc148,2.28E-24,-0.173244167,0.38,0.468,7.95E-20,2.87E-24,0.228620174,0.472,0.38,1.00E-19,#N/A
305,Ccdc15,2.28E-11,-0.057519212,0.034,0.059,7.96E-07,4.89E-10,0.058310322,0.058,0.034,1.70E-05,#N/A
306,Ccdc157,1.13E-22,-0.107989616,0.067,0.118,3.94E-18,2.48E-16,0.088335922,0.111,0.067,8.64E-12,#N/A
307,Ccdc186,2.64E-08,0.121354553,0.291,0.253,0.000921982,1.17E-12,-0.127909076,0.241,0.291,4.09E-08,#N/A
308,Ccdc191,7.29E-23,-0.131095055,0.191,0.267,2.54E-18,2.89E-18,0.131308246,0.262,0.191,1.01E-13,#N/A
309,Ccdc25,9.26E-13,0.140344074,0.215,0.168,3.23E-08,7.62E-10,-0.140553783,0.175,0.215,2.66E-05,#N/A
310,Ccdc32,4.72E-09,0.079463789,0.108,0.078,0.000164607,4.41E-09,-0.057800588,0.077,0.108,0.000153611,#N/A
311,Ccdc50,3.02E-08,-0.061598182,0.289,0.338,0.001052329,2.93E-07,0.070310077,0.341,0.289,0.010201873,2
312,Ccdc62,1.11E-08,-0.050259672,0.046,0.07,0.000388423,8.94E-07,0.054177973,0.067,0.046,0.031178094,#N/A
315,Ccn1,3.60E-09,0.059914128,0.023,0.01,0.000125389,2.13E-21,-0.086755047,0.002,0.023,7.43E-17,#N/A
316,Ccnb1,3.75E-11,0.120086918,0.112,0.078,1.31E-06,4.07E-35,-0.205076858,0.049,0.112,1.42E-30,#N/A
317,Ccnd1,1.35E-16,0.123146541,0.096,0.057,4.71E-12,2.06E-08,-0.085307879,0.068,0.096,0.000717366,1
318,Ccnd2,1.26E-28,0.292236036,0.412,0.336,4.41E-24,7.70E-44,-0.358958317,0.315,0.412,2.68E-39,#N/A
319,Ccsap,7.64E-14,0.154497427,0.268,0.216,2.66E-09,6.85E-11,-0.142341332,0.226,0.268,2.39E-06,#N/A
321,Cct2,1.23E-36,0.232084978,0.242,0.155,4.29E-32,7.08E-24,-0.165993808,0.171,0.242,2.47E-19,1
322,Cct3,6.82E-10,0.137931887,0.215,0.173,2.38E-05,3.88E-17,-0.134041098,0.157,0.215,1.35E-12,8
323,Cct4,1.64E-12,0.148366493,0.191,0.146,5.72E-08,5.66E-10,-0.109487767,0.151,0.191,1.97E-05,#N/A
324,Cct5,5.22E-14,0.162946919,0.223,0.173,1.82E-09,1.36E-14,-0.116814405,0.171,0.223,4.73E-10,3
325,Cct6a,1.03E-16,0.186666145,0.219,0.163,3.59E-12,6.98E-11,-0.117827438,0.174,0.219,2.43E-06,#N/A
326,Cct7,1.18E-31,0.252046143,0.278,0.193,4.10E-27,8.59E-30,-0.248585717,0.196,0.278,2.99E-25,2
327,Cct8,5.30E-19,0.179621358,0.231,0.17,1.85E-14,1.31E-10,-0.138580963,0.188,0.231,4.57E-06,#N/A
328,Cd2ap,5.48E-62,-0.279000237,0.336,0.483,1.91E-57,8.35E-27,0.198061135,0.439,0.336,2.91E-22,1
329,Cd40,1.14E-08,0.035581313,0.019,0.007,0.000397605,4.56E-08,-0.037488335,0.007,0.019,0.001589291,1
331,Cd47,1.30E-07,0.138641442,0.545,0.518,0.004516233,1.22E-09,-0.090677803,0.506,0.545,4.26E-05,2
332,Cd81,1.29E-29,0.289685601,0.381,0.295,4.52E-25,9.25E-07,-0.09423838,0.35,0.381,0.032261206,1
333,Cdan1,5.28E-16,-0.090761923,0.067,0.108,1.84E-11,4.19E-08,0.047575886,0.095,0.067,0.00146238,#N/A
334,Cdc42,1.82E-16,0.209709336,0.614,0.578,6.34E-12,3.40E-17,-0.127475565,0.572,0.614,1.19E-12,#N/A
335,Cdh10,2.94E-19,-0.203117284,0.727,0.77,1.03E-14,5.71E-21,0.289693072,0.746,0.727,1.99E-16,#N/A
336,Cdh11,1.25E-10,-0.097482674,0.75,0.798,4.36E-06,1.25E-06,0.095926123,0.779,0.75,0.043425165,2
337,Cdh18,1.01E-07,-0.28856574,0.726,0.746,0.003505011,4.09E-13,0.372389296,0.748,0.726,1.43E-08,#N/A
338,Cdhr3,1.24E-12,-0.037205177,0.012,0.03,4.31E-08,1.80E-09,0.032945812,0.027,0.012,6.26E-05,#N/A
339,Cdin1,2.79E-07,-0.06897134,0.172,0.21,0.009741994,3.28E-07,0.068534076,0.213,0.172,0.011421996,#N/A
340,Cdipt,1.13E-11,0.143083773,0.219,0.172,3.93E-07,8.61E-09,-0.123350656,0.18,0.219,0.000300063,#N/A
341,Cdk12,3.05E-07,-0.068936116,0.553,0.605,0.010617188,8.14E-07,0.081604471,0.605,0.553,0.028374778,#N/A
342,Cdk2ap2,5.73E-09,0.057857918,0.054,0.032,0.000199667,4.70E-07,-0.039524205,0.034,0.054,0.016398573,#N/A
343,Cdk5r1,7.02E-58,0.368317857,0.393,0.273,2.45E-53,5.20E-48,-0.311457794,0.283,0.393,1.81E-43,1
344,Cdk5r2,4.98E-29,0.184673095,0.158,0.093,1.74E-24,5.93E-19,-0.170554463,0.105,0.158,2.07E-14,#N/A
345,Cdkl2,9.13E-13,-0.087903825,0.223,0.281,3.18E-08,7.39E-08,0.07044928,0.271,0.223,0.002578345,1
346,Cdr1os,4.49E-48,0.295161376,0.636,0.566,1.57E-43,1.26E-14,-0.163276261,0.61,0.636,4.38E-10,#N/A
347,Cds2,3.78E-08,0.134642363,0.385,0.347,0.001319116,7.59E-08,-0.102294008,0.352,0.385,0.002648136,2
348,Celf2,1.74E-83,-0.201199131,0.978,0.994,6.06E-79,1.48E-85,0.235113858,0.97,0.978,5.15E-81,1
349,Celf5,3.06E-15,0.16382405,0.547,0.495,1.07E-10,1.92E-25,-0.192525468,0.478,0.547,6.68E-21,#N/A
350,Celsr2,1.57E-08,0.131023624,0.248,0.21,0.000547914,3.57E-07,-0.110677939,0.214,0.248,0.012447232,#N/A
351,Cend1,3.95E-23,0.226314919,0.28,0.209,1.38E-18,1.56E-18,-0.180441474,0.216,0.28,5.45E-14,1
353,Cep19,1.04E-06,0.140551149,0.261,0.229,0.036210283,1.90E-09,-0.124187946,0.22,0.261,6.62E-05,#N/A
354,Cep192,9.03E-14,-0.077033855,0.076,0.115,3.15E-09,1.10E-06,0.047500074,0.102,0.076,0.03848098,#N/A
355,Cep295,1.64E-13,-0.095533573,0.225,0.286,5.73E-09,9.66E-08,0.069918906,0.274,0.225,0.003367472,#N/A
356,Cep63,4.12E-08,-0.05130415,0.106,0.139,0.001437874,8.19E-07,0.050408228,0.138,0.106,0.028569754,#N/A
357,Cep83os,4.44E-12,-0.080289694,0.147,0.194,1.55E-07,1.57E-18,0.117390505,0.21,0.147,5.47E-14,#N/A
358,Cetn2,2.23E-16,0.119562737,0.108,0.067,7.77E-12,7.01E-12,-0.101569198,0.072,0.108,2.44E-07,#N/A
359,Cfap20dc,6.04E-34,-0.125989071,0.065,0.129,2.11E-29,8.49E-15,0.084340136,0.105,0.065,2.96E-10,#N/A
360,Cfap299,1.12E-21,-0.087941984,0.041,0.082,3.90E-17,1.08E-19,0.108069383,0.081,0.041,3.76E-15,#N/A
361,Cfap47,2.23E-10,-0.060054086,0.035,0.059,7.78E-06,1.22E-12,0.068124578,0.063,0.035,4.26E-08,#N/A
362,Cfap54,6.26E-07,-0.061087712,0.227,0.267,0.021826061,2.41E-20,0.15680449,0.306,0.227,8.39E-16,#N/A
363,Cfap70,2.87E-10,-0.043607448,0.02,0.039,1.00E-05,2.47E-08,0.032738575,0.038,0.02,0.000861282,#N/A
364,Cfdp1,2.87E-11,0.186823324,0.389,0.345,1.00E-06,3.03E-11,-0.146631741,0.346,0.389,1.06E-06,#N/A
366,Cggbp1,2.66E-12,0.120829363,0.153,0.112,9.28E-08,2.85E-19,-0.129187253,0.099,0.153,9.93E-15,#N/A
369,Chchd2l,1.44E-20,-0.071008143,0.029,0.063,5.02E-16,4.87E-16,0.058443663,0.059,0.029,1.70E-11,#N/A
370,Chd2,4.53E-21,0.184994497,0.517,0.451,1.58E-16,6.62E-09,-0.097558484,0.481,0.517,0.000230705,#N/A
371,Chd4,5.02E-08,0.149280125,0.506,0.475,0.00175138,9.27E-13,-0.144728967,0.463,0.506,3.23E-08,2
373,Chmp2a,1.89E-36,0.247060853,0.207,0.125,6.58E-32,2.15E-17,-0.161146363,0.151,0.207,7.50E-13,1
374,Chmp4b,2.44E-19,0.192040553,0.269,0.205,8.52E-15,6.90E-07,-0.126292424,0.237,0.269,0.024045541,#N/A
376,Chordc1,1.47E-13,0.174355249,0.337,0.283,5.13E-09,1.19E-11,-0.146076581,0.288,0.337,4.15E-07,3
377,Chst1,2.66E-19,0.227278469,0.412,0.348,9.26E-15,6.56E-17,-0.192591356,0.356,0.412,2.29E-12,1
378,Chsy3,1.15E-18,-0.148551492,0.77,0.845,4.02E-14,1.48E-15,0.222670985,0.804,0.77,5.16E-11,1
379,Cisd1,4.12E-29,0.239457175,0.262,0.182,1.44E-24,3.81E-15,-0.150349269,0.207,0.262,1.33E-10,3
380,Cited2,1.03E-12,0.073330813,0.068,0.039,3.59E-08,9.62E-12,-0.076916639,0.039,0.068,3.35E-07,2
382,Ckmt1,1.07E-31,0.269566745,0.311,0.222,3.71E-27,1.92E-19,-0.199582269,0.244,0.311,6.68E-15,#N/A
383,Clasp2,1.53E-26,-0.176482625,0.683,0.76,5.34E-22,1.62E-17,0.17278189,0.743,0.683,5.66E-13,#N/A
384,Clec18a,9.53E-09,-0.057715591,0.071,0.1,0.000332382,1.67E-21,0.10891223,0.124,0.071,5.82E-17,#N/A
385,Clk1,8.68E-07,0.120216378,0.5,0.473,0.030249494,6.55E-20,-0.187883861,0.443,0.5,2.29E-15,#N/A
386,Clnk,2.80E-07,-0.033895242,0.02,0.035,0.009776255,4.59E-07,0.035281062,0.035,0.02,0.015997385,#N/A
387,Clstn1,1.90E-27,0.231846953,0.742,0.709,6.64E-23,6.88E-53,-0.282537329,0.667,0.742,2.40E-48,#N/A
388,Clta,1.94E-34,0.266586985,0.456,0.365,6.75E-30,1.66E-27,-0.207346205,0.379,0.456,5.79E-23,2
389,Clybl,2.56E-14,-0.107508502,0.133,0.183,8.93E-10,3.75E-09,0.070562745,0.174,0.133,0.000130773,#N/A
390,Cmc2,1.32E-09,0.103870459,0.143,0.108,4.59E-05,2.43E-08,-0.090078983,0.11,0.143,0.000846483,#N/A
392,Cnih2,3.44E-12,0.136124659,0.172,0.128,1.20E-07,9.81E-15,-0.145643278,0.123,0.172,3.42E-10,#N/A
393,Cnksr2,4.44E-33,-0.162199418,0.897,0.934,1.55E-28,1.58E-16,0.169108001,0.887,0.897,5.50E-12,2
394,Cnot3,2.92E-29,0.224341707,0.332,0.25,1.02E-24,1.90E-28,-0.233649233,0.251,0.332,6.62E-24,#N/A
396,Cntn1,3.15E-14,-0.103991631,0.858,0.893,1.10E-09,3.78E-20,0.174554325,0.868,0.858,1.32E-15,#N/A
400,Cntnap2,1.03E-08,-0.090885923,0.938,0.969,0.000360532,1.34E-25,0.237521235,0.937,0.938,4.67E-21,#N/A
401,Cntnap4,2.74E-23,-0.131333608,0.26,0.349,9.55E-19,1.99E-08,0.089510189,0.312,0.26,0.000692341,#N/A
402,Coa3,5.19E-27,0.208870697,0.198,0.127,1.81E-22,3.37E-11,-0.116486169,0.152,0.198,1.17E-06,#N/A
403,Cog5,2.07E-18,-0.122183373,0.425,0.503,7.21E-14,3.16E-13,0.113151975,0.499,0.425,1.10E-08,#N/A
405,Col25a1,7.76E-39,0.287033102,0.387,0.285,2.70E-34,8.31E-07,-0.112504108,0.349,0.387,0.028980328,#N/A
406,Colgalt1,7.19E-13,-0.095439719,0.132,0.178,2.51E-08,7.60E-12,0.090938216,0.179,0.132,2.65E-07,#N/A
407,Cope,1.44E-15,0.181276154,0.225,0.171,5.02E-11,1.35E-14,-0.142663766,0.172,0.225,4.69E-10,1
409,Coq8b,1.80E-12,-0.064913091,0.094,0.135,6.27E-08,9.87E-10,0.048496626,0.131,0.094,3.44E-05,#N/A
410,Coro1a,9.57E-12,0.1532481,0.201,0.157,3.34E-07,3.86E-23,-0.204383322,0.135,0.201,1.34E-18,1
414,Cox6a1,1.42E-30,0.265200064,0.342,0.257,4.95E-26,1.47E-26,-0.203502531,0.264,0.342,5.13E-22,1
418,Cox7b,6.01E-41,0.346612217,0.421,0.325,2.10E-36,4.09E-15,-0.172337676,0.372,0.421,1.42E-10,1
419,Cox7c,1.10E-33,0.310769701,0.573,0.49,3.85E-29,4.98E-25,-0.179713065,0.502,0.573,1.73E-20,1
421,Cpe,5.27E-32,0.239789286,0.796,0.759,1.84E-27,4.74E-24,-0.16607155,0.761,0.796,1.65E-19,1
423,Cplx1,8.97E-13,0.126756995,0.209,0.161,3.13E-08,3.03E-07,-0.069828831,0.175,0.209,0.010572097,#N/A
425,Cpne6,2.14E-32,0.246226169,0.231,0.153,7.48E-28,7.73E-10,-0.141113184,0.19,0.231,2.69E-05,#N/A
426,Cpne9,1.34E-69,-0.32592548,0.217,0.352,4.66E-65,2.37E-24,0.179198693,0.301,0.217,8.28E-20,#N/A
427,Cpped1,1.41E-17,-0.113857836,0.177,0.24,4.91E-13,5.86E-08,0.07008809,0.22,0.177,0.002044479,#N/A
428,Cpq,1.37E-34,-0.125637762,0.037,0.091,4.79E-30,8.61E-13,0.073008143,0.067,0.037,3.00E-08,#N/A
429,Cpsf6,1.43E-15,-0.114811034,0.499,0.571,4.98E-11,2.48E-12,0.120686495,0.566,0.499,8.65E-08,#N/A
430,Cpt1c,6.38E-15,0.173486464,0.492,0.443,2.22E-10,1.90E-14,-0.15287576,0.447,0.492,6.61E-10,#N/A
431,Crip2,2.37E-23,0.217876067,0.235,0.168,8.26E-19,4.12E-17,-0.180303546,0.176,0.235,1.44E-12,4
432,Cript,7.64E-09,0.112670079,0.136,0.103,0.000266469,1.53E-08,-0.084389557,0.103,0.136,0.000533707,1
433,Crispld1,1.41E-17,0.131592542,0.108,0.066,4.92E-13,1.01E-07,-0.094191766,0.08,0.108,0.003509795,1
434,Crppa,2.24E-09,-0.083565111,0.195,0.239,7.80E-05,2.93E-15,0.110719765,0.259,0.195,1.02E-10,#N/A
435,Cry1,1.04E-09,0.086435708,0.1,0.07,3.63E-05,1.13E-19,-0.120037186,0.055,0.1,3.96E-15,17
438,Csmd3,4.13E-53,-0.225439473,0.924,0.958,1.44E-48,5.61E-31,0.201217263,0.918,0.924,1.96E-26,#N/A
439,Csnk1a1,4.16E-30,0.237391317,0.692,0.649,1.45E-25,1.60E-36,-0.207283101,0.632,0.692,5.57E-32,3
440,Csnk1e,3.15E-12,0.150599843,0.24,0.193,1.10E-07,2.74E-12,-0.154553955,0.193,0.24,9.56E-08,2
441,Csnk2b,4.00E-30,0.221146926,0.182,0.112,1.39E-25,1.14E-13,-0.11663841,0.134,0.182,3.96E-09,#N/A
442,Csrnp3,2.90E-12,-0.11625599,0.739,0.79,1.01E-07,3.66E-16,0.176515056,0.789,0.739,1.28E-11,#N/A
444,Cstad,6.63E-22,-0.056418217,0.011,0.036,2.31E-17,5.64E-12,0.041489525,0.028,0.011,1.97E-07,#N/A
445,Cstpp1,4.43E-08,-0.070522612,0.577,0.629,0.001546268,2.33E-08,0.107915778,0.625,0.577,0.000810683,#N/A
448,Ctsb,2.97E-20,0.247188962,0.371,0.306,1.04E-15,4.81E-14,-0.137159294,0.317,0.371,1.68E-09,3
450,Cuedc2,4.31E-19,0.221014354,0.257,0.195,1.50E-14,6.86E-10,-0.129953532,0.216,0.257,2.39E-05,1
451,Cul9,1.47E-15,-0.131078532,0.234,0.298,5.12E-11,6.38E-08,0.068023143,0.282,0.234,0.002226067,2
452,Cuta,1.39E-14,0.135385269,0.129,0.087,4.85E-10,1.10E-06,-0.073964911,0.101,0.129,0.03826498,1
453,Cx3cl1,6.33E-08,0.138854675,0.538,0.51,0.002208389,1.26E-59,-0.323106816,0.424,0.538,4.40E-55,2
454,Cxxc5,4.37E-10,0.12652152,0.132,0.098,1.52E-05,3.50E-11,-0.098784297,0.094,0.132,1.22E-06,2
455,Cyc1,1.24E-31,0.259621472,0.249,0.168,4.31E-27,2.05E-12,-0.156743878,0.2,0.249,7.14E-08,#N/A
457,Cyld,2.37E-08,0.153575761,0.529,0.497,0.000825869,1.01E-12,-0.164438472,0.485,0.529,3.51E-08,#N/A
458,Cyp4x1,1.39E-23,-0.121274218,0.103,0.164,4.85E-19,2.32E-08,0.068417071,0.138,0.103,0.000810124,#N/A
459,Cyp4x1os,1.52E-08,-0.022634347,0.006,0.017,0.000531326,3.93E-09,0.030766939,0.018,0.006,0.000137031,#N/A
460,Cyren,2.01E-13,-0.068569708,0.057,0.092,7.02E-09,2.27E-17,0.092274785,0.1,0.057,7.90E-13,#N/A
461,Cys1,9.59E-33,0.150547702,0.12,0.059,3.34E-28,2.59E-19,-0.122046602,0.071,0.12,9.04E-15,11
462,Cyth2,2.33E-12,0.10963383,0.127,0.088,8.11E-08,2.71E-08,-0.090011454,0.096,0.127,0.000944961,#N/A
463,D130043K22Rik,1.28E-30,-0.204901666,0.432,0.527,4.47E-26,3.23E-07,0.100052619,0.488,0.432,0.011275653,1
464,D3Ertd751e,1.09E-20,-0.129689175,0.122,0.182,3.80E-16,9.55E-22,0.128736491,0.188,0.122,3.33E-17,#N/A
465,Dad1,1.96E-31,0.262854374,0.283,0.197,6.84E-27,4.15E-17,-0.157015238,0.222,0.283,1.45E-12,1
466,Dalrd3,5.13E-20,0.185972748,0.447,0.38,1.79E-15,1.41E-15,-0.173577253,0.397,0.447,4.91E-11,#N/A
467,Dancr,7.61E-13,-0.090377705,0.113,0.157,2.65E-08,1.05E-06,0.072220516,0.145,0.113,0.036614571,#N/A
468,Dbpht2,1.09E-11,0.10736652,0.151,0.111,3.79E-07,3.01E-08,-0.087831946,0.118,0.151,0.001049236,#N/A
469,Dcaf12l1,4.00E-17,0.114545335,0.09,0.051,1.39E-12,1.36E-06,-0.039796665,0.066,0.09,0.047300308,#N/A
470,Dcaf17,8.84E-14,-0.116664121,0.27,0.331,3.08E-09,8.30E-15,0.117895474,0.344,0.27,2.89E-10,#N/A
471,Dcaf8,1.28E-09,-0.073167563,0.322,0.377,4.47E-05,5.73E-10,0.081968301,0.389,0.322,2.00E-05,1
472,Dcdc2c,1.27E-07,-0.043035415,0.028,0.046,0.004442888,1.70E-10,0.048070855,0.051,0.028,5.94E-06,#N/A
473,Dclk1,7.07E-30,-0.138029589,0.933,0.965,2.46E-25,6.60E-07,0.086066862,0.928,0.933,0.02302246,#N/A
474,Dctn3,1.02E-40,0.302467623,0.302,0.204,3.55E-36,2.53E-20,-0.180403373,0.234,0.302,8.83E-16,#N/A
475,Dcx,2.75E-64,-0.292488821,0.352,0.497,9.60E-60,4.30E-24,0.197053344,0.449,0.352,1.50E-19,#N/A
476,Ddb2,2.26E-39,-0.185558485,0.198,0.301,7.89E-35,1.46E-30,0.175037333,0.293,0.198,5.08E-26,#N/A
478,Ddit3,2.27E-16,0.100119458,0.079,0.044,7.92E-12,6.57E-17,-0.108589674,0.042,0.079,2.29E-12,1
479,Ddn,7.04E-10,0.119420359,0.151,0.116,2.45E-05,3.47E-09,-0.115503905,0.116,0.151,0.000120889,#N/A
481,Ddx10,4.71E-08,-0.052505545,0.299,0.348,0.001643895,8.62E-12,0.118099437,0.364,0.299,3.00E-07,#N/A
482,Ddx17,5.14E-61,-0.280799808,0.529,0.651,1.79E-56,1.94E-07,0.084391686,0.58,0.529,0.00674749,5
483,Ddx24,1.06E-17,0.215253478,0.706,0.675,3.69E-13,1.65E-18,-0.156446206,0.668,0.706,5.77E-14,#N/A
485,Ddx6,1.10E-07,0.13640165,0.351,0.316,0.003831147,8.23E-09,-0.116506819,0.316,0.351,0.000286935,2
486,Dek,1.02E-14,0.167275266,0.231,0.178,3.56E-10,1.53E-09,-0.111079874,0.189,0.231,5.34E-05,1
487,Dennd1a,1.26E-24,-0.150876984,0.757,0.825,4.38E-20,5.04E-18,0.167883545,0.797,0.757,1.76E-13,#N/A
488,Dennd4a,1.61E-16,-0.122227682,0.607,0.679,5.60E-12,4.83E-07,0.106974277,0.659,0.607,0.016849188,3
