"","X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","p_val_adj.y"
"22","Camk2n1",1.25494236288353e-09,0.425646880025301,0.435,0.309,4.375607536666e-05,1.11920383267708e-07,-0.379762735962819,0.321,0.435,0.00390232800339519
"23","Cfl1",3.61539410355104e-08,0.437372610886851,0.298,0.193,0.00126057946208514,3.07661111835939e-07,-0.460757545012365,0.202,0.298,0.0107272199863837
"24","Chchd2",2.77305816983676e-15,0.635401654676047,0.414,0.255,9.66882192076983e-11,7.64341586585253e-09,-0.476882951095506,0.304,0.414,0.00026650298099468
"25","Cmss1",3.33430458229612e-07,-0.330756038947407,0.509,0.6,0.0116257197870919,1.87895966290773e-08,-0.430562260680938,0.4,0.509,0.000655136865666037
"26","Cox4i1",9.05914012288223e-19,0.627582930606139,0.601,0.424,3.15865038664535e-14,2.16070061186227e-09,-0.429469654528117,0.484,0.601,7.53371482338019e-05
"27","Cox5a",2.53839684832795e-13,0.600901869183255,0.351,0.209,8.85062829106508e-09,1.28393147604117e-06,-0.387368434387923,0.255,0.351,0.0447668387751275
"28","Cox8a",1.99159053363371e-14,0.536987105641103,0.501,0.342,6.94407871362067e-10,1.51937582094539e-08,-0.390045202178264,0.386,0.501,0.000529760767489028
"29","Cryab",2.66880898932317e-23,0.85073274021847,0.495,0.3,9.3053363030731e-19,2.16269712849665e-23,-0.905211912123831,0.302,0.495,7.54067607792926e-19
"30","Ctnna3",1.22365453517991e-11,-0.48031113015731,0.53,0.643,4.26651626781179e-07,2.69071491868611e-07,0.406610202165517,0.615,0.53,0.00938171570698285
"31","Ddx5",1.26427823279048e-15,0.504311773154122,0.66,0.515,4.40815891427056e-11,8.32511875896015e-12,-0.444035267283204,0.548,0.66,2.90271915768664e-07
"32","Dlg1",1.95512756646668e-08,-0.470978674686998,0.429,0.516,0.000681694328599936,3.55161463432403e-07,0.411693985600389,0.519,0.429,0.0123834147454976
"33","Dnaja1",7.55927519550074e-11,0.594218247120204,0.286,0.17,2.63569248241524e-06,6.26940696911315e-13,-0.676521594684286,0.157,0.286,2.18595412792068e-08
"34","Dock10",6.2572589035804e-07,-0.223971799067338,0.836,0.894,0.0218171846191138,1.64339907643667e-15,0.351222304092691,0.908,0.836,5.73003955981173e-11
"35","Dtna",5.13407282870742e-12,-0.621788556136174,0.27,0.397,1.79009717318542e-07,1.49420731420285e-08,0.46772013315423,0.387,0.27,0.000520985264243108
"36","Dynll1",1.96536293799445e-23,0.759711315730684,0.446,0.242,6.85263095590526e-19,4.52214434253653e-15,-0.601007204997188,0.284,0.446,1.57673606791221e-10
"37","Egr1",4.91009553988633e-25,0.87375288971459,0.154,0.031,1.71200301189217e-20,1.86192739809033e-25,-0.921429390026379,0.028,0.154,6.49198225892157e-21
"38","ENSMUSG00000120522",5.01710022825609e-32,-0.906714806239205,0.329,0.559,1.74931233658605e-27,1.46001453019871e-20,0.678180882326216,0.52,0.329,5.09063266244385e-16
"39","Fnbp1",1.20647330173018e-17,-0.42482742589664,0.745,0.822,4.20661046114262e-13,4.00348330932329e-08,0.294758599152873,0.792,0.745,0.00139589452546175
"40","Fth1",6.82684950966311e-38,0.759220598493033,0.902,0.785,2.38031761853424e-33,1.6150745855683e-20,-0.543196592276283,0.812,0.902,5.63128055750099e-16
"41","Gabarapl1",4.24380339600351e-08,0.399881692746139,0.213,0.123,0.00147968693008454,1.18732505737847e-10,-0.552102359864286,0.11,0.213,4.13984627756151e-06
"42","Gap43",2.53802445503917e-09,0.469569843241434,0.251,0.147,8.84932986738506e-05,2.81169230059306e-08,-0.476170160235657,0.154,0.251,0.000980352754447782
"43","Gapdh",6.26940025042419e-34,0.79829857847906,0.705,0.467,2.1859517853154e-29,5.32309813146175e-17,-0.532008221744971,0.548,0.705,1.85600462549677e-12
"44","Hsp90aa1",1.28994580397373e-23,0.664717952351431,0.663,0.471,4.49765403471522e-19,1.10240598275256e-28,-0.762647694783235,0.459,0.663,3.84375894006336e-24
"45","Hsp90ab1",3.675282749685e-45,0.830333557706023,0.812,0.61,1.28146083633267e-40,8.84131674207108e-45,-0.843334782663003,0.629,0.812,3.08270190845792e-40
"46","Hspa5",1.01695860892737e-22,0.81968247068362,0.331,0.152,3.54582958174705e-18,4.88520542445354e-20,-0.824477946383132,0.164,0.331,1.70332457534422e-15
"47","Hspa8",1.48643648588582e-16,0.589683274739427,0.614,0.451,5.18275809533809e-12,1.93474287813488e-18,-0.641667164215248,0.458,0.614,6.74586799319289e-14
"48","Hsph1",6.74298768973059e-12,0.531522534396792,0.188,0.086,2.35107751777837e-07,1.40539073228323e-11,-0.598833128543998,0.087,0.188,4.90017586625194e-07
"49","Ier5",6.14985724447952e-11,0.505564235189284,0.097,0.03,2.14427072543267e-06,3.11442487538355e-08,-0.437142878859303,0.037,0.097,0.00108590652129998
