"","X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj.x","X.1","Targets.of.Pbx3","X.2","X.3","X.4","avg_log2FC_N4_N1_DEGs","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","p_val_adj.y","avg_log2FC_N5_N4","N5_N4_sig","color.code"
"73","Nrcam",3.81e-08,-0.266050848,0.684,0.742,0.001328394,NA,"Mafk","Mafk",0.010159722,1,-0.266050848,1.10464939278529e-08,0.256611802695956,0.757,0.684,0.000385158103782446,0.256611802695956,"sig","#E7B800"
"74","Nrg3",2.18e-07,-0.325028115,0.275,0.351,0.007595037,NA,"Taf2","Taf2",0.016452183,1,-0.325028115,0.150383372033856,0.0437234964675504,0.299,0.275,1,0.0437234964675504,"non-sig","#00AFBB"
"75","Nrgn",1.32e-10,-0.350765583,0.501,0.595,4.61e-06,NA,"Mafg","Mafg",-0.107468873,1,-0.350765583,0.00395098640887411,0.131011099825991,0.542,0.501,1,0.131011099825991,"non-sig","#00AFBB"
"76","Ntm",4.01e-11,-0.203641346,0.884,0.935,1.4e-06,NA,"Twist2","Twist2",0.026163461,1,-0.203641346,2.30340265011606e-13,0.207269947827945,0.921,0.884,8.03127402015965e-09,0.207269947827945,"sig","#E7B800"
"77","Nxn",9.84e-07,0.273086922,0.332,0.234,0.03429584,NA,"Ubtf","Ubtf",-0.023475659,1,0.273086922,0.255984476361076,-0.0423287067172087,0.309,0.332,1,-0.0423287067172087,"non-sig","#00AFBB"
"78","Ogn",4.61e-07,0.222980082,0.047,0.012,0.016074209,NA,"Gfi1","#N/A",NA,NA,0.222980082,8.59169886893099e-10,-0.260605186407157,0.009,0.047,2.99566764463017e-05,-0.260605186407157,"sig","#E7B800"
"79","Pcyt2",3.55e-15,-0.547529454,0.304,0.424,1.24e-10,NA,"Satb1","Satb1",-0.075307353,1,-0.547529454,0.532545521327603,0.00891593726227713,0.318,0.304,1,0.00891593726227713,"non-sig","#00AFBB"
"80","Pdgfd",7.73e-08,0.397760247,0.17,0.096,0.002693546,NA,"Hey1","Hey1",0.02817061,1,0.397760247,0.000227049567221812,-0.246305128613156,0.121,0.17,1,-0.246305128613156,"non-sig","#00AFBB"
"81","Per2",4.06e-07,0.242969529,0.138,0.074,0.014147304,NA,"Rorc","Rorc",0.026980272,1,0.242969529,3.17094547498614e-05,-0.209261239299017,0.089,0.138,1,-0.209261239299017,"non-sig","#00AFBB"
"82","Phka1",2.18e-12,0.421322378,0.552,0.411,7.61e-08,NA,"Hoxc9","#N/A",NA,NA,0.421322378,0.748801754282296,0.0263996602229621,0.547,0.552,1,0.0263996602229621,"non-sig","#00AFBB"
