"","X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj.x","X.1","Targets.of.Pbx3","X.2","X.3","X.4","avg_log2FC_N4_N1_DEGs","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","p_val_adj.y","avg_log2FC_N5_N4","N5_N4_sig","color.code"
"1","1110032A03Rik",1.71e-11,0.08737061,0.242,0.183,5.95e-07,NA,"","",NA,NA,0.08737061,0.252168821127634,-0.0185908214762512,0.232,0.242,1,-0.0185908214762512,"non-sig","#00AFBB"
"2","1700008O03Rik",7.86e-07,0.034211938,0.1,0.072,0.027402772,NA,"","",NA,NA,0.034211938,0.0102577718910456,-0.0182776828872111,0.084,0.1,1,-0.0182776828872111,"non-sig","#00AFBB"
"3","1700016P03Rik",1.24e-43,-0.316645616,0.14,0.24,4.34e-39,NA,"Nanog","Nanog",-0.000204628,1,-0.316645616,4.1176315113512e-08,-0.108030337057048,0.105,0.14,0.00143569457906282,-0.108030337057048,"sig","#E7B800"
"4","1700037C18Rik",1.75e-07,0.062040418,0.194,0.152,0.006086808,NA,"","",NA,NA,0.062040418,0.00354337933813839,-0.0499203508738794,0.171,0.194,1,-0.0499203508738794,"non-sig","#00AFBB"
"5","1700087I21Rik",4.43e-20,0.12744784,0.248,0.171,1.55e-15,NA,"Atf2","Atf2",-0.016385346,1,0.12744784,0.00027906053626087,-0.0645017575150791,0.216,0.248,1,-0.0645017575150791,"non-sig","#00AFBB"
"6","1700111E14Rik",8.59e-08,0.119837702,0.605,0.548,0.00299641,NA,"","",NA,NA,0.119837702,8.81297215303844e-10,0.154574251765252,0.645,0.605,3.07281900059991e-05,0.154574251765252,"sig","#E7B800"
"7","1700126G02Rik",1.92e-09,0.08047197,0.122,0.085,6.69e-05,NA,"","",NA,NA,0.08047197,0.721024031116741,-0.0166116042585353,0.124,0.122,1,-0.0166116042585353,"non-sig","#00AFBB"
"8","1810034E14Rik",6.01e-10,0.094274665,0.28,0.221,2.1e-05,NA,"","",NA,NA,0.094274665,5.79165691315036e-19,-0.172423729180279,0.204,0.28,2.01937701590813e-14,-0.172423729180279,"sig","#E7B800"
"9","2210408F21Rik",9.41e-07,0.109754294,0.714,0.681,0.032802297,NA,"","",NA,NA,0.109754294,0.0173360001276827,-0.0599778310750787,0.701,0.714,1,-0.0599778310750787,"non-sig","#00AFBB"
"10","2210408I21Rik",2.6e-18,-0.140033541,0.695,0.734,9.07e-14,NA,"Ep400","Ep400",-0.011169342,1,-0.140033541,2.11904371074173e-15,0.157134986538993,0.728,0.695,7.38846970624319e-11,0.157134986538993,"sig","#E7B800"
"11","2610044O15Rik8",3.24e-07,0.058750341,0.173,0.134,0.011303704,NA,"","",NA,NA,0.058750341,0.0389889895783589,-0.0238100623959296,0.157,0.173,1,-0.0238100623959296,"non-sig","#00AFBB"
"12","2610316D01Rik",6.07e-07,0.065476778,0.313,0.261,0.021172906,NA,"","",NA,NA,0.065476778,0.567882831308686,-0.00941812584426516,0.306,0.313,1,-0.00941812584426516,"non-sig","#00AFBB"
"13","2700069I18Rik",8.07e-07,0.06594362,0.11,0.081,0.028124315,NA,"","",NA,NA,0.06594362,0.80377432521525,-0.00380953562908976,0.108,0.11,1,-0.00380953562908976,"non-sig","#00AFBB"
"14","2900022M07Rik",4.36e-07,0.070053972,0.312,0.258,0.015214646,NA,"","",NA,NA,0.070053972,0.912565979524386,0.0164910225933413,0.31,0.312,1,0.0164910225933413,"non-sig","#00AFBB"
"15","2900027M19Rik",1.23e-07,0.085398982,0.416,0.353,0.00429935,NA,"","",NA,NA,0.085398982,0.100217816863574,0.0335635831201934,0.429,0.416,1,0.0335635831201934,"non-sig","#00AFBB"
"16","2900076A07Rik",5.76e-08,0.063919174,0.152,0.113,0.002007143,NA,"","",NA,NA,0.063919174,2.97065486595564e-05,-0.0608060671927146,0.122,0.152,1,-0.0608060671927146,"non-sig","#00AFBB"
"17","2900092N22Rik",1.79e-07,0.027159485,0.03,0.015,0.006255038,NA,"","",NA,NA,0.027159485,0.602549903640876,-0.00146084020102062,0.028,0.03,1,-0.00146084020102062,"non-sig","#00AFBB"
"18","3110039M20Rik",6.37e-15,0.105755774,0.217,0.154,2.22e-10,NA,"Hdac1","Hdac1",0.006796192,1,0.105755774,0.00156150853960836,0.0653242113985857,0.24,0.217,1,0.0653242113985857,"non-sig","#00AFBB"
"19","3110067C02Rik",1.11e-06,0.016588758,0.019,0.008,0.038592684,NA,"","",NA,NA,0.016588758,0.0555258928025745,-0.0116199146922203,0.014,0.019,1,-0.0116199146922203,"non-sig","#00AFBB"
"20","3300002I08Rik",2.02e-07,0.051073598,0.14,0.105,0.007040424,NA,"","",NA,NA,0.051073598,0.366331139354041,0.00522028008564668,0.133,0.14,1,0.00522028008564668,"non-sig","#00AFBB"
"21","4732471J01Rik",8.61e-09,0.102111936,0.54,0.47,0.000300359,NA,"","",NA,NA,0.102111936,0.168026814256153,-0.0351277740788913,0.524,0.54,1,-0.0351277740788913,"non-sig","#00AFBB"
"22","4833422C13Rik",3.41e-10,0.07938341,0.282,0.222,1.19e-05,NA,"","",NA,NA,0.07938341,0.42599499960009,-0.0034953810738938,0.272,0.282,1,-0.0034953810738938,"non-sig","#00AFBB"
"23","4930474M22Rik",1.85e-10,0.04423854,0.049,0.026,6.45e-06,NA,"","",NA,NA,0.04423854,0.0585716712047615,-0.0154862598758481,0.041,0.049,1,-0.0154862598758481,"non-sig","#00AFBB"
"24","4930547E14Rik",8.65e-13,0.151744005,0.223,0.168,3.02e-08,NA,"Bcl11b","Bcl11b",-0.00955671,1,0.151744005,1.41236163408314e-07,0.138069666692276,0.265,0.223,0.0049244813095577,0.138069666692276,"sig","#E7B800"
"25","4930548K13Rik",4.01e-08,-0.022770735,0.002,0.012,0.00139766,NA,"","",NA,NA,-0.022770735,6.22431341287166e-07,0.0165401138563783,0.011,0.002,0.0217023135766596,0.0165401138563783,"sig","#E7B800"
"26","4930555F03Rik",2.53e-21,0.227377549,0.069,0.03,8.83e-17,NA,"Kdm2a","Kdm2a",-0.005518188,1,0.227377549,2.51778469235985e-15,-0.22172047912005,0.033,0.069,8.77875988685107e-11,-0.22172047912005,"sig","#E7B800"
"27","4930563F08Rik",1.91e-07,0.036339512,0.046,0.027,0.006648261,NA,"","",NA,NA,0.036339512,0.732465349972981,-0.013418997997087,0.044,0.046,1,-0.013418997997087,"non-sig","#00AFBB"
"28","4930567K20Rik",5.42e-36,0.232825107,0.229,0.135,1.89e-31,NA,"Kdm4c","Kdm4c",0.061539436,1,0.232825107,2.24424106196888e-20,-0.190044233647274,0.156,0.229,7.8249953107669e-16,-0.190044233647274,"sig","#E7B800"
"29","4930570B17Rik",2.06e-08,0.095311227,0.389,0.321,0.000717462,NA,"","",NA,NA,0.095311227,0.00132748226896326,-0.0668376039665741,0.354,0.389,1,-0.0668376039665741,"non-sig","#00AFBB"
"30","4930570G19Rik",7.39e-11,0.101238055,0.307,0.242,2.58e-06,NA,"","",NA,NA,0.101238055,0.00695669365148155,-0.0580557198195112,0.285,0.307,1,-0.0580557198195112,"non-sig","#00AFBB"
"31","4930587E11Rik",1.43e-06,0.140686071,0.44,0.396,0.049757983,NA,"","",NA,NA,0.140686071,0.0522954445541002,-0.0607483732511964,0.427,0.44,1,-0.0607483732511964,"non-sig","#00AFBB"
"32","4931403E22Rik",1.68e-10,0.055841209,0.084,0.052,5.85e-06,NA,"","",NA,NA,0.055841209,0.180104352641926,-0.013784050824505,0.077,0.084,1,-0.013784050824505,"non-sig","#00AFBB"
"33","4933402D24Rik",2.86e-07,0.034254986,0.052,0.032,0.009973238,NA,"","",NA,NA,0.034254986,0.0135676214171415,-0.0159690256782494,0.041,0.052,1,-0.0159690256782494,"non-sig","#00AFBB"
"34","4933411O13Rik",1.4e-07,0.070814122,0.224,0.179,0.004890351,NA,"","",NA,NA,0.070814122,0.179279300016814,-0.0240519329341798,0.213,0.224,1,-0.0240519329341798,"non-sig","#00AFBB"
"35","4933412O06Rik",1.73e-15,0.091503792,0.158,0.104,6.02e-11,NA,"Utf1","Utf1",0,1,0.091503792,0.000719506626139912,-0.0478494769558019,0.132,0.158,1,-0.0478494769558019,"non-sig","#00AFBB"
"36","4933433G19Rik",2.46e-07,0.050727935,0.155,0.118,0.008584836,NA,"","",NA,NA,0.050727935,0.508619167118445,-0.00262149011195834,0.149,0.155,1,-0.00262149011195834,"non-sig","#00AFBB"
"37","5330434G04Rik",7.21e-15,0.172832651,0.645,0.57,2.51e-10,NA,"Neurog2","Neurog2",-0.004551636,1,0.172832651,1.86990309815325e-05,-0.124873847422426,0.622,0.645,0.651979113233092,-0.124873847422426,"non-sig","#00AFBB"
"38","5330438D12Rik",1.22e-06,0.108834552,0.823,0.806,0.042609012,NA,"","",NA,NA,0.108834552,0.12677659391438,-0.0497297232082698,0.827,0.823,1,-0.0497297232082698,"non-sig","#00AFBB"
"39","5530601H04Rik",9.21e-11,0.096771449,0.338,0.269,3.21e-06,NA,"","",NA,NA,0.096771449,0.0100512762003047,-0.0420557447369921,0.312,0.338,1,-0.0420557447369921,"non-sig","#00AFBB"
"40","6530401F13Rik",3.22e-10,0.076715802,0.135,0.095,1.12e-05,NA,"","",NA,NA,0.076715802,0.00318924809168167,-0.0581772244302336,0.115,0.135,1,-0.0581772244302336,"non-sig","#00AFBB"
"41","6530403H02Rik",1.11e-10,0.241869304,0.236,0.186,3.87e-06,NA,"","",NA,NA,0.241869304,0.0610037771896425,-0.100093512723418,0.221,0.236,1,-0.100093512723418,"non-sig","#00AFBB"
"42","9130015G15Rik",7.98e-09,0.055590106,0.098,0.067,0.000278072,NA,"","",NA,NA,0.055590106,0.0184067311031958,-0.0268078541877482,0.084,0.098,1,-0.0268078541877482,"non-sig","#00AFBB"
"43","9330162G02Rik",1.91e-08,0.110251803,0.89,0.896,0.000666277,NA,"","",NA,NA,0.110251803,0.0596225348954233,-0.0426699302444189,0.899,0.89,1,-0.0426699302444189,"non-sig","#00AFBB"
"44","9330175M20Rik",6.67e-14,0.09718055,0.208,0.15,2.32e-09,NA,"E2f3","E2f3",-0.093802023,1,0.09718055,0.00601080410743394,-0.0491115650548101,0.186,0.208,1,-0.0491115650548101,"non-sig","#00AFBB"
"45","9430069I07Rik",7.53e-08,0.025041529,0.025,0.011,0.002624402,NA,"","",NA,NA,0.025041529,0.000393538685603175,-0.0221047777551602,0.015,0.025,1,-0.0221047777551602,"non-sig","#00AFBB"
"46","9630028H03Rik",3.91e-34,-0.275825396,0.679,0.741,1.36e-29,NA,"Lmnb1","Lmnb1",-0.036318595,1,-0.275825396,0.19333818309714,-0.00244143438727251,0.66,0.679,1,-0.00244143438727251,"non-sig","#00AFBB"
"47","A230057D06Rik",2.17e-24,0.208373635,0.876,0.866,7.56e-20,NA,"Gabpa","Gabpa",0.025535652,1,0.208373635,0.98823114782917,-0.00222804918873587,0.887,0.876,1,-0.00222804918873587,"non-sig","#00AFBB"
"48","A330076H08Rik",4.63e-07,0.11544926,0.595,0.537,0.016127587,NA,"","",NA,NA,0.11544926,0.89879417435343,-0.0174643875123934,0.598,0.595,1,-0.0174643875123934,"non-sig","#00AFBB"
"49","A430090L17Rik",1.51e-07,0.069967618,0.157,0.12,0.00526876,NA,"","",NA,NA,0.069967618,1.14354127852276e-06,-0.0822261456315365,0.124,0.157,0.039871853758253,-0.0822261456315365,"sig","#E7B800"
"50","A530046M15Rik",3.77e-18,0.104458561,0.145,0.089,1.31e-13,NA,"Irf4","Irf4",-0.001736241,1,0.104458561,4.33164969295224e-05,-0.0575140591152957,0.116,0.145,1,-0.0575140591152957,"non-sig","#00AFBB"
"51","A530058O07Rik",9.75e-07,0.020833662,0.056,0.035,0.033980009,NA,"","",NA,NA,0.020833662,0.0699249042916334,-0.00847859874697762,0.047,0.056,1,-0.00847859874697762,"non-sig","#00AFBB"
"52","A930015D03Rik",2.7e-11,0.113230265,0.655,0.586,9.42e-07,NA,"","",NA,NA,0.113230265,1.53013214916248e-13,-0.126961901030233,0.586,0.655,5.3351117644848e-09,-0.126961901030233,"sig","#E7B800"
"53","Aak1",2e-08,0.109560511,0.827,0.788,0.000698769,NA,"","",NA,NA,0.109560511,0.000487283906598992,-0.0593218858571112,0.812,0.827,1,-0.0593218858571112,"non-sig","#00AFBB"
"54","Abat",6.56e-07,0.085797312,0.144,0.111,0.022864787,NA,"","",NA,NA,0.085797312,0.127421174182552,-0.0189602065736403,0.133,0.144,1,-0.0189602065736403,"non-sig","#00AFBB"
"55","Abcb7",1.92e-08,0.058241065,0.184,0.14,0.000671006,NA,"","",NA,NA,0.058241065,0.000155622750179966,-0.0504111657803761,0.155,0.184,1,-0.0504111657803761,"non-sig","#00AFBB"
"56","Abcd4",1.31e-07,0.046882168,0.136,0.1,0.004568223,NA,"","",NA,NA,0.046882168,6.75539289002926e-07,-0.0650805343609279,0.103,0.136,0.023554028389665,-0.0650805343609279,"sig","#E7B800"
"57","Abhd3",3.58e-07,0.067282691,0.099,0.07,0.012465713,NA,"","",NA,NA,0.067282691,0.0314640956462602,-0.0455388517054509,0.085,0.099,1,-0.0455388517054509,"non-sig","#00AFBB"
"58","Abi3bp",2.27e-50,-0.013472641,0.15,0.276,7.93e-46,NA,"Setdb1","Setdb1",0.032610369,0.581228704,-0.013472641,1.29059785646325e-25,-0.114941060474315,0.242,0.15,4.4999275461304e-21,-0.114941060474315,"sig","#E7B800"
"59","Acox2",1.08e-06,0.025944505,0.035,0.02,0.037680095,NA,"","",NA,NA,0.025944505,0.000397598943273394,-0.0265403425821258,0.023,0.035,1,-0.0265403425821258,"non-sig","#00AFBB"
"60","Actn4",1.36e-10,-0.159249859,0.418,0.445,4.74e-06,NA,"","",NA,NA,-0.159249859,0.923517640970979,0.0131619858324582,0.408,0.418,1,0.0131619858324582,"non-sig","#00AFBB"
"61","Actr1b",6.36e-11,-0.115653526,0.474,0.513,2.22e-06,NA,"","",NA,NA,-0.115653526,0.571582455924759,0.00157032228707799,0.479,0.474,1,0.00157032228707799,"non-sig","#00AFBB"
"62","Adam23",5.15e-40,-0.215584433,0.672,0.73,1.8e-35,NA,"Stat4","Stat4",-0.021313564,1,-0.215584433,3.04781874502181e-28,0.189723499241949,0.735,0.672,1.06268296182675e-23,0.189723499241949,"sig","#E7B800"
"63","Adam33",6.66e-08,-0.150353408,0.122,0.155,0.002322973,NA,"","",NA,NA,-0.150353408,0.00398466461355775,0.0750319069949038,0.14,0.122,1,0.0750319069949038,"non-sig","#00AFBB"
"64","Adamts17",1.88e-27,0.19530213,0.328,0.229,6.57e-23,NA,"Hey1","Hey1",-0.016357311,1,0.19530213,2.84887661006042e-18,-0.19346878425511,0.247,0.328,9.93317807629767e-14,-0.19346878425511,"sig","#E7B800"
"65","Adarb2",2.31e-11,0.2110221,0.184,0.136,8.06e-07,NA,"","",NA,NA,0.2110221,3.20129085865878e-05,-0.184899930755234,0.153,0.184,1,-0.184899930755234,"non-sig","#00AFBB"
"66","Adcy8",1.18e-11,-0.100752934,0.298,0.352,4.12e-07,NA,"Otx2","Otx2",0,1,-0.100752934,4.99185336365122e-09,0.0822448221922047,0.352,0.298,0.000174050951230427,0.0822448221922047,"sig","#E7B800"
"67","Adcyap1",5.6e-07,-0.048073857,0.054,0.079,0.019541349,NA,"","",NA,NA,-0.048073857,0.00954678515828886,0.00431452527948029,0.067,0.054,1,0.00431452527948029,"non-sig","#00AFBB"
"68","Adcyap1r1",3.32e-07,0.063856281,0.153,0.116,0.011590841,NA,"","",NA,NA,0.063856281,0.000291130521808968,-0.0485792209354686,0.126,0.153,1,-0.0485792209354686,"non-sig","#00AFBB"
"69","Adgrb1",4.11e-07,-0.079775775,0.608,0.619,0.014328474,NA,"","",NA,NA,-0.079775775,0.010799246094326,-0.0589710679216262,0.585,0.608,1,-0.0589710679216262,"non-sig","#00AFBB"
"70","Adgrb3",9.68e-11,0.093394602,0.956,0.984,3.37e-06,NA,"","",NA,NA,0.093394602,1.20583459206313e-06,0.0514392331873479,0.966,0.956,0.042043834721465,0.0514392331873479,"sig","#E7B800"
"71","Adgrd1",5.48e-09,-0.076841349,0.04,0.065,0.000191182,NA,"","",NA,NA,-0.076841349,0.243440055430072,0.00723167168009177,0.045,0.04,1,0.00723167168009177,"non-sig","#00AFBB"
"72","Agbl4",2.41e-08,-0.100249846,0.896,0.931,0.000841566,NA,"","",NA,NA,-0.100249846,6.6433366793699e-06,0.107586585881262,0.91,0.896,0.23163321999959,0.107586585881262,"non-sig","#00AFBB"
"73","Ahi1",1.61e-17,0.118669089,0.96,0.977,5.62e-13,NA,"Foxo3","Foxo3",-0.078012252,1,0.118669089,0.716260213825767,-0.000419325341892929,0.963,0.96,1,-0.000419325341892929,"non-sig","#00AFBB"
"74","AI593442",1.23e-08,-0.09883649,0.276,0.313,0.000428519,NA,"","",NA,NA,-0.09883649,8.71857814125687e-07,0.0808748514967425,0.318,0.276,0.0303990664051203,0.0808748514967425,"sig","#E7B800"
"75","Akap6",9.71e-08,0.101955665,0.899,0.913,0.003386232,NA,"","",NA,NA,0.101955665,0.000152421028250909,-0.0806258647899356,0.902,0.899,1,-0.0806258647899356,"non-sig","#00AFBB"
"76","Akr1e1",4.34e-07,0.036295976,0.116,0.085,0.015116893,NA,"","",NA,NA,0.036295976,0.0493789200844795,-0.014464582995956,0.103,0.116,1,-0.014464582995956,"non-sig","#00AFBB"
"77","Alas2",2.04e-09,0.050175983,0.138,0.098,7.13e-05,NA,"","",NA,NA,0.050175983,0.00272821256119077,-0.038081012125889,0.118,0.138,1,-0.038081012125889,"non-sig","#00AFBB"
"78","Aldh6a1",2.13e-08,0.0568671,0.138,0.101,0.000743082,NA,"","",NA,NA,0.0568671,0.0514428742880232,-0.0390636021095376,0.125,0.138,1,-0.0390636021095376,"non-sig","#00AFBB"
"79","Amy1",1.68e-07,0.087075668,0.322,0.267,0.005873966,NA,"","",NA,NA,0.087075668,0.147383534884322,-0.0270149734890135,0.306,0.322,1,-0.0270149734890135,"non-sig","#00AFBB"
"80","Anapc7",7.46e-07,0.039249842,0.109,0.08,0.026021256,NA,"","",NA,NA,0.039249842,0.000781850143172389,-0.0152184413164645,0.088,0.109,1,-0.0152184413164645,"non-sig","#00AFBB"
"81","Angpt2",8.56e-07,0.040412535,0.231,0.184,0.029857122,NA,"","",NA,NA,0.040412535,0.000658173130989088,-0.0397986453425119,0.2,0.231,1,-0.0397986453425119,"non-sig","#00AFBB"
"82","Angptl2",3.62e-08,0.07140523,0.294,0.237,0.00126292,NA,"","",NA,NA,0.07140523,0.000427299125033282,-0.0489712559888298,0.259,0.294,1,-0.0489712559888298,"non-sig","#00AFBB"
"83","Ank",3.79e-07,-0.080433329,0.581,0.604,0.013229293,NA,"","",NA,NA,-0.080433329,0.0102409690754476,-0.0621257876992409,0.565,0.581,1,-0.0621257876992409,"non-sig","#00AFBB"
"84","Ank2",1.16e-07,-0.053359135,0.955,0.981,0.004030723,NA,"","",NA,NA,-0.053359135,0.00101821834282201,0.0268505558056984,0.963,0.955,1,0.0268505558056984,"non-sig","#00AFBB"
"85","Ankrd10",4.52e-07,0.095829108,0.354,0.299,0.015774954,NA,"","",NA,NA,0.095829108,0.00902284443794246,-0.0689185272732561,0.328,0.354,1,-0.0689185272732561,"non-sig","#00AFBB"
"86","Ankrd12",8.96e-08,0.112351734,0.835,0.813,0.003125482,NA,"","",NA,NA,0.112351734,2.0691567371736e-07,-0.107362805586819,0.811,0.835,0.0072145287955032,-0.107362805586819,"sig","#E7B800"
"87","Ankrd24",1.05e-06,0.059327101,0.298,0.247,0.036726648,NA,"","",NA,NA,0.059327101,1.53171248176468e-06,-0.079836557836888,0.253,0.298,0.0534062191016891,-0.079836557836888,"non-sig","#00AFBB"
"88","Ankrd33b",1.87e-12,-0.159943852,0.545,0.575,6.53e-08,NA,"Hoxa9","#N/A",NA,NA,-0.159943852,2.59084266772675e-07,-0.114803083111968,0.505,0.545,0.00903349112956286,-0.114803083111968,"sig","#E7B800"
"89","Ankrd6",2.31e-11,0.097497453,0.241,0.184,8.07e-07,NA,"","",NA,NA,0.097497453,0.000513822963142068,-0.0757218919755061,0.211,0.241,1,-0.0757218919755061,"non-sig","#00AFBB"
"90","Ano2",1.05e-09,0.032796849,0.035,0.016,3.66e-05,NA,"","",NA,NA,0.032796849,2.52991757723671e-05,0.0729995080614765,0.053,0.035,0.882106361655125,0.0729995080614765,"non-sig","#00AFBB"
"91","Apbb2",3.99e-07,-0.084860573,0.625,0.643,0.013911733,NA,"","",NA,NA,-0.084860573,0.00456347549255343,0.0606812140025113,0.64,0.625,1,0.0606812140025113,"non-sig","#00AFBB"
"92","Apoe",3.11e-49,0.498235304,0.453,0.309,1.08e-44,NA,"Irf7","Irf7",0.000998455,1,0.498235304,1.48464099147955e-06,-0.181352350673304,0.405,0.453,0.0517649774499175,-0.181352350673304,"non-sig","#00AFBB"
"93","Araf",4.94e-08,0.113909013,0.435,0.371,0.001722772,NA,"","",NA,NA,0.113909013,0.30470097196116,-0.041246749957348,0.422,0.435,1,-0.041246749957348,"non-sig","#00AFBB"
"94","Arap2",2.57e-13,-0.148909842,0.54,0.585,8.97e-09,NA,"Nrf1","Nrf1",-0.014366186,1,-0.148909842,2.43036103062393e-13,0.173081139154307,0.599,0.54,8.47393980547644e-09,0.173081139154307,"sig","#E7B800"
"95","Arc",3.85e-43,-0.225052416,0.052,0.13,1.34e-38,NA,"Cdk9","Cdk9",-0.059401511,1,-0.225052416,9.92743778353909e-08,-0.041212867991719,0.03,0.052,0.00346139973198657,-0.041212867991719,"sig","#E7B800"
"96","Arhgap10",1.25e-21,-0.201701918,0.468,0.531,4.34e-17,NA,"Fbxl19","Fbxl19",-0.001789946,1,-0.201701918,1.45852808928361e-12,0.168495885877803,0.527,0.468,5.08544988890517e-08,0.168495885877803,"sig","#E7B800"
"97","Arhgap26",2.46e-43,0.244174244,0.184,0.092,8.57e-39,NA,"Ctcf","Ctcf",0.037996827,1,0.244174244,2.82239486428802e-07,-0.136520014571603,0.146,0.184,0.00984084417331303,-0.136520014571603,"sig","#E7B800"
"98","Arhgap42",1.09e-08,-0.12264758,0.289,0.329,0.000380254,NA,"","",NA,NA,-0.12264758,1.90619912209698e-08,0.135200432052401,0.337,0.289,0.000664634447901553,0.135200432052401,"sig","#E7B800"
"99","Arhgap44",5.68e-09,-0.096038119,0.532,0.552,0.00019797,NA,"","",NA,NA,-0.096038119,0.00100063722333355,0.0477144217040406,0.559,0.532,1,0.0477144217040406,"non-sig","#00AFBB"
"100","Arhgef28",4.51e-16,0.178939523,0.323,0.248,1.57e-11,NA,"Ar","Ar",-0.003357042,1,0.178939523,2.53716214603781e-09,-0.120305183769987,0.265,0.323,8.84632325459002e-05,-0.120305183769987,"sig","#E7B800"
"101","Arhgef33",5.96e-08,0.047735307,0.071,0.046,0.002078415,NA,"","",NA,NA,0.047735307,0.276625605919528,-0.0205309208151893,0.065,0.071,1,-0.0205309208151893,"non-sig","#00AFBB"
"102","Arhgef37",7.08e-11,-0.127812785,0.135,0.177,2.47e-06,NA,"","",NA,NA,-0.127812785,0.347894991328038,-0.0147632485277729,0.128,0.135,1,-0.0147632485277729,"non-sig","#00AFBB"
"103","Arid1b",4.46e-07,-0.101639756,0.662,0.679,0.015552903,NA,"","",NA,NA,-0.101639756,0.0944205288684372,0.031792384587163,0.681,0.662,1,0.031792384587163,"non-sig","#00AFBB"
"104","Arid3b",3.85e-07,-0.099735641,0.107,0.137,0.013429197,NA,"","",NA,NA,-0.099735641,0.819219472117596,0.015489696826066,0.108,0.107,1,0.015489696826066,"non-sig","#00AFBB"
"105","Arnt2",1.1e-14,-0.14169631,0.553,0.596,3.82e-10,NA,"Tbx3","Tbx3",-0.000919381,1,-0.14169631,1.43219090196862e-10,0.119843187758219,0.603,0.553,4.99362001789399e-06,0.119843187758219,"sig","#E7B800"
"106","Arntl",8.38e-30,-0.258436959,0.322,0.405,2.92e-25,NA,"Srsf2","Srsf2",0.056084759,1,-0.258436959,0.230338948986679,0.0258631720354574,0.33,0.322,1,0.0258631720354574,"non-sig","#00AFBB"
"107","Arpp21",2.24e-41,-0.159938131,0.958,0.983,7.8e-37,NA,"Kmt2b","Kmt2b",0.02951816,1,-0.159938131,1.43732017519389e-37,0.173907720641729,0.968,0.958,5.01150425484852e-33,0.173907720641729,"sig","#E7B800"
"108","Arr3",1.21e-09,-0.081732617,0.046,0.073,4.23e-05,NA,"","",NA,NA,-0.081732617,8.64974989650703e-09,0.0564281065620395,0.073,0.046,0.00030159082964151,0.0564281065620395,"sig","#E7B800"
"109","Asap1",6.11e-66,-0.298203503,0.813,0.87,2.13e-61,NA,"Esrrg","Esrrg",-0.009723565,1,-0.298203503,9.62077463091076e-18,0.164964938124374,0.844,0.813,3.35447549055965e-13,0.164964938124374,"sig","#E7B800"
"110","Asb3",2.27e-10,0.121359422,0.568,0.495,7.93e-06,NA,"","",NA,NA,0.121359422,0.17329227856135,-0.0432259667028296,0.555,0.568,1,-0.0432259667028296,"non-sig","#00AFBB"
"111","Asic2",1.11e-41,-0.173560735,0.927,0.975,3.88e-37,NA,"Twist2","Twist2",-0.010056632,1,-0.173560735,0.000157540541769746,0.0487543907986945,0.948,0.927,1,0.0487543907986945,"non-sig","#00AFBB"
"112","Astn2",3.25e-17,-0.161251359,0.658,0.697,1.13e-12,NA,"Ppara","Ppara",0.00449404,1,-0.161251359,6.52899098804591e-11,0.164302904105439,0.7,0.658,2.27646328780197e-06,0.164302904105439,"sig","#E7B800"
"113","Atat1",8.14e-08,0.053578814,0.134,0.099,0.002839209,NA,"","",NA,NA,0.053578814,0.00123833259397177,-0.0383159584185289,0.112,0.134,1,-0.0383159584185289,"non-sig","#00AFBB"
"114","Atp1a1",8.48e-14,-0.131464501,0.66,0.68,2.96e-09,NA,"Nelfb","Nelfb",0.040183168,1,-0.131464501,0.00124108159568178,-0.0668459559050456,0.631,0.66,1,-0.0668459559050456,"non-sig","#00AFBB"
"115","Atp1a4",2.79e-10,0.030636687,0.028,0.011,9.74e-06,NA,"","",NA,NA,0.030636687,0.000613283027670437,-0.0202466472650048,0.018,0.028,1,-0.0202466472650048,"non-sig","#00AFBB"
"116","Atp2a2",1.41e-12,-0.081720479,0.656,0.685,4.92e-08,NA,"Hnf1a","Hnf1a",0.001814973,1,-0.081720479,0.985918286751117,-0.0221201987816415,0.661,0.656,1,-0.0221201987816415,"non-sig","#00AFBB"
"117","Atp2b2",3.61e-24,-0.144371073,0.893,0.919,1.26e-19,NA,"Tfap2c","Tfap2c",0.009920061,1,-0.144371073,0.300271065178184,0.0091371417835604,0.905,0.893,1,0.0091371417835604,"non-sig","#00AFBB"
"118","Atp2c1",6.26e-08,-0.090989802,0.707,0.721,0.002182962,NA,"","",NA,NA,-0.090989802,0.0989829324424537,0.0246653461692665,0.715,0.707,1,0.0246653461692665,"non-sig","#00AFBB"
"119","Atp6ap1",4.47e-07,0.096192971,0.318,0.262,0.01556969,NA,"","",NA,NA,0.096192971,5.04875690113353e-09,-0.109621510346335,0.262,0.318,0.000176035006871823,-0.109621510346335,"sig","#E7B800"
"120","Atp6v1d",2.5e-07,0.146816685,0.436,0.375,0.008723692,NA,"","",NA,NA,0.146816685,4.10460095294643e-07,-0.132996219076562,0.387,0.436,0.0143115121426383,-0.132996219076562,"sig","#E7B800"
"121","B130034C11Rik",6.93e-09,0.05799556,0.14,0.101,0.000241544,NA,"","",NA,NA,0.05799556,0.912553016139816,0.00434434785233823,0.139,0.14,1,0.00434434785233823,"non-sig","#00AFBB"
