"","item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"so$nFeature_RNA1","1","N1",1,11718,2116.21624850657,1031.98849202719,2192,2078.16510238908,1335.8226,392,5709,5317,0.19666571676375,-0.935875140276756,9.53340641264641
"so$nFeature_RNA2","2","N2",1,12120,2136.97145214521,1022.8182948627,2166,2096.40924092409,1261.6926,395,5687,5292,0.254222798429117,-0.74629954762456,9.2906730631224
"so$nFeature_RNA3","3","N3",1,12042,1966.11576150141,1083.47502836198,1767,1885.61884990658,1289.862,359,6942,6583,0.518018669538972,-0.689463861949283,9.87346508723083
"so$nFeature_RNA4","4","N4",1,11262,2123.43802166578,1132.02629586103,1885,2047.57647058824,1350.6486,360,7088,6728,0.478887587638312,-0.786091633543138,10.6671586354904
"so$nFeature_RNA5","5","N5",1,11555,2028.58848983124,1075.09673034452,1899,1961.44856679286,1352.1312,362,5680,5318,0.40454665223334,-0.911897648679847,10.0014407425889
