"","   group","   log2TPM"
"","Length:88120      ","Min.   :-9.966  "
"","Class :character  ","1st Qu.:-1.280  "
"","Mode  :character  ","Median : 2.764  "
"",NA,"Mean   : 1.700  "
"",NA,"3rd Qu.: 4.904  "
"",NA,"Max.   :16.597  "
