"","   group","   log2TPM"
"","Length:88120      ","Min.   :-9.966  "
"","Class :character  ","1st Qu.: 0.448  "
"","Mode  :character  ","Median : 6.370  "
"",NA,"Mean   : 3.716  "
"",NA,"3rd Qu.: 8.815  "
"",NA,"Max.   :17.959  "
