"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","NS_1_FC_clean_L001","NS_2_FC_clean_L002","NS_3_FC_clean_L003","NS_4_FC_clean_L004","SD1D_1_FC_clean_L005","SD1D_2_FC_clean_L006","SD1D_3_FC_clean_L007","SD1D_4_FC_clean_L008","SD3D_1_FC_clean_L009","SD3D_2_FC_clean_L010","SD3D_3_FC_clean_L011","SD3D_4_FC_clean_L012","R7_1_FC_clean_L013","R7_2_FC_clean_L014","R7_3_FC_clean_L015","R7_4_FC_clean_L016"
"15","ENSMUSG00000050315.15",58.2473828589444,-1.08707932205398,0.217369265872961,-5.00107187503366,5.70124514649318e-07,0.000593005511837244,109.120247545666,83.485333407334,56.5119000257909,85.7893037721407,52.2298967953373,48.5954516481082,63.4553175091447,62.633151853634,37.9736028272045,42.5045258517875,40.4723909158709,36.2558247676136,54.5424825538854,47.4018908248008,56.1752802990497,54.811525145742
"16","ENSMUSG00000002831.15",43.5026516484081,2.33755212326318,0.477023327558221,4.90028891297329,9.56958255478691e-07,0.000878262511881091,18.3781469550596,8.97691757068107,16.4398254620482,14.6744861715504,42.0110039440756,121.984501075863,37.0156018803344,96.5166602334689,56.4472474458445,49.4238672695203,93.8223607595188,93.8932897827943,7.39559085476412,15.1686050639362,22.9807964859749,0.913525419095701
"17","ENSMUSG00000066687.6",200.191729733574,0.883500422046393,0.180141770880451,4.90447283674544,9.36785834125719e-07,0.000878262511881091,107.971613360975,116.699928418854,212.690241915249,149.002474972665,215.732182415523,257.853416908329,239.015029284445,247.452288470915,221.68373542368,236.246085548307,332.057570923395,290.976234673412,144.2140216679,138.413521208418,139.587060137033,153.472270408078
"18","ENSMUSG00000041378.3",661.67562136127,-1.37435352282414,0.282387706668139,-4.86690280904924,1.1336074149854e-06,0.000982585716033459,1451.8736094497,798.945663790615,742.874613066305,645.677391548217,731.218555134722,660.501444849797,595.422395960808,528.788085321665,396.157045710836,495.227150040594,223.517977103559,289.116961608406,575.931637814756,786.871387691693,769.431111974862,895.254910713787
"19","ENSMUSG00000042644.10",82.3175782797755,-0.942258996180881,0.19426631547897,-4.85034677194403,1.23245812776446e-06,0.00101204272154638,126.349760316034,115.802236661786,94.5289964067774,81.2740772578175,98.7826308955292,61.4881224935246,82.4919127618881,78.0347465717408,52.3419930861467,52.3892993056915,55.1896239761875,57.6374650151807,86.8981925434785,76.7910631361773,102.988013881591,94.0931181668572
"20","ENSMUSG00000004328.16",85.2998719821858,1.07261559779544,0.223092667633692,4.80793747805565,1.52495439068658e-06,0.00113296849540438,34.4590255407367,66.4291900230399,49.3194763861447,51.9251049147167,115.814118980965,155.703794056183,101.528508014632,166.337222955553,109.815554121916,86.9860063943558,117.737864482533,113.415656965355,40.6757497012027,61.622458072241,51.9195772460914,41.1086438593065
"21","ENSMUSG00000018900.8",239.204042851032,-0.597253730891293,0.123995219236129,-4.81674805343841,1.45916739564865e-06,0.00113296849540438,357.22523143897,286.363670504726,265.092185575528,287.845690288104,263.420349054744,218.183660460894,227.381554407769,195.086866429352,180.631191826702,206.591765186595,213.399879374592,188.716216098092,218.169930215542,239.853567573492,240.87279279744,238.430134383978
"22","ENSMUSG00000020363.7",113.004147311716,-0.928569517460151,0.193551164654552,-4.79754032540931,1.60625878773768e-06,0.00113912952755833,207.902787429111,142.732989373829,161.315787346348,129.812762286792,104.459793590675,86.2817202731716,95.1829762637171,77.0079735905337,83.13140078388,87.9744837397462,69.9068570365042,95.7525628478001,157.156305663738,97.6478950990896,114.052841819283,97.74721984324
"23","ENSMUSG00000006362.17",352.841179903739,0.540119545971221,0.115321052620737,4.68361616284882,2.81857598864461e-06,0.00141856201854301,304.388058943174,256.739842521479,315.439151053051,322.838695774108,334.952599013576,304.465380734065,307.758289919352,358.343770441283,439.262216487662,424.056781172484,440.59716474323,436.92917027637,330.028241893849,304.320139095221,426.421445906423,338.917930484505
"24","ENSMUSG00000020154.11",659.281063625059,-0.488364633795136,0.103960281330389,-4.69760785124365,2.63226197864158e-06,0.00141856201854301,949.920470739641,783.684903920457,740.819634883549,716.792209148807,689.207551190646,664.46842049454,627.15005471538,646.866978160483,533.683066760711,592.097929888853,564.773818689652,582.882105879327,662.829830358235,667.418622813195,517.49349123973,608.407929117737
"25","ENSMUSG00000020387.16",863.855381153021,0.406558357852502,0.086793917763071,4.68418027818862,2.81082537773218e-06,0.00141856201854301,678.842803152512,702.892645784328,836.376120381705,820.64241897824,872.012189974326,919.346605669312,860.877140874063,855.301893345527,970.892656068525,955.857592992523,1030.20631422217,1069.08201237835,831.079522304119,796.351765856653,879.228250741187,742.696165724805
"26","ENSMUSG00000020893.18",826.259703775624,0.609262715468711,0.129851931116754,4.69198039820372,2.70573056962214e-06,0.00141856201854301,563.97938468339,559.261964653431,748.012058523195,829.672872006887,808.427967788698,699.179457386046,654.647358969343,679.72371355911,973.971596838298,937.076523430105,1131.38729151184,1074.65983157337,886.546453714849,900.635925671215,1012.00618599349,760.966674106719
"27","ENSMUSG00000027435.9",121.567993566469,-1.00760896160931,0.214079741557524,-4.70669926205306,2.5175989121632e-06,0.00141856201854301,263.03722829429,145.426064645033,136.656049153276,124.168729143888,153.283392768925,107.108342408075,120.565103267375,102.677298120712,83.13140078388,91.9283931213078,72.6663382353136,84.5969244577652,112.782760535153,129.881180859954,102.988013881591,114.190677386963
"28","ENSMUSG00000036817.15",2110.53188154933,-0.391794566896211,0.0831926630761422,-4.70948461570007,2.48343957232823e-06,0.00141856201854301,2621.18320946537,2378.88315623048,2352.95001925566,2273.41654996173,1759.92043549506,2052.90989615477,1955.48136790681,1762.96920873262,1729.33839902269,2011.55139786948,1869.08859866022,1726.33504085791,2319.4421818254,2206.08399898623,2187.43136922057,2561.52527514434
"29","ENSMUSG00000043460.8",3221.98561166906,0.480000306602236,0.102326769515035,4.69085762090544,2.7206225001914e-06,0.00141856201854301,2251.3230019948,2395.04160785771,2908.82161769116,2877.32809625246,3131.52294264218,3536.55878728885,3302.84927635098,3458.17140070557,3662.91320244034,3648.46988183599,3782.32889650138,3456.38862784583,2759.47983768386,3238.49718115039,3313.49039703334,3828.58503143008
"30","ENSMUSG00000047259.4",54.3060787246095,1.42247886183556,0.300536487671175,4.73313198293555,2.21081627669342e-06,0.00141856201854301,20.675415324442,28.7261362261794,29.7971836499624,37.2506187431663,45.4173015611628,112.067061964005,64.5129061342971,57.4992869475985,58.4998746256933,56.3432086872532,111.299075018645,85.5265609902681,44.3735451285848,44.5577773753127,34.8967650342581,37.4545421829237
"31","ENSMUSG00000079481.12",356.984410214107,0.565797018682987,0.119295744143896,4.74280975187612,2.1077419518675e-06,0.00141856201854301,229.726836938244,322.27134078745,281.532011037576,287.845690288104,345.171491864838,397.689308385538,378.616727804563,444.592700862681,386.920223401516,403.298756919286,431.398894080533,441.577352938884,306.917020472711,378.26708878191,362.585900112048,313.339218749825
"32","ENSMUSG00000019970.16",831.762459477425,0.79757292315153,0.171623894701585,4.6472137492179,3.36448491963673e-06,0.00159068768836885,523.777188219197,593.374251422019,715.132407599099,793.551059892301,784.583884469088,1100.83574141633,795.306646114614,834.766433721385,954.471638629733,1106.10614949186,1151.62348696978,1350.76188172673,872.679720862167,688.275454776107,552.390256273988,490.563150054391
"33","ENSMUSG00000022237.18",1064.72722697943,0.53408711750984,0.114910958050912,4.64783451960438,3.35437835443481e-06,0.00159068768836885,662.761924566835,875.249463141404,999.746885910809,970.773700579487,1033.24361051645,1116.7036439953,1068.16451140394,1156.14637683921,1186.41850995266,1145.64524330748,1442.28883991103,1307.0689646991,938.315589698198,1059.90627884255,1091.16226277851,982.039825527878
"34","ENSMUSG00000022297.16",155.463405828215,-0.719277471462347,0.155738380837925,-4.61849845614416,3.86526855529405e-06,0.00177370352940288,238.915910415774,185.822193713098,189.057992813555,174.965027430024,182.80463878368,182.480879658202,166.041414148929,165.310449974346,120.07869002116,146.29464711778,103.020631422217,109.697110835344,160.85410109112,124.192953960978,107.243716934549,130.634134930685
"35","ENSMUSG00000051243.15",2144.75021377936,0.672410078243106,0.146288312238619,4.59647163846078,4.29705432975384e-06,0.00191550404722341,1054.44618154654,1649.05975773411,1654.2574371186,1947.19143430188,1976.78805044961,2884.98303763973,2386.97752696899,2404.70232198706,2552.44189814209,2504.80159321929,2718.08898082724,2274.82059503463,1883.10232139432,2062.93028869533,2028.26807503993,2333.14392037042
"36","ENSMUSG00000105843.3",62.6989393553902,1.38336576028643,0.303032745113305,4.56507021961995,4.99327174023697e-06,0.00216402849142159,27.5672204325893,51.1684301528821,28.7696945585844,55.3115248004591,63.584222185628,76.3642811613128,58.1673743833826,61.6063788724269,82.1050871939556,85.9975290489654,113.138729151184,144.093662537952,60.0891756949585,37.9215126598406,40.8547493083998,16.4434575437226
"37","ENSMUSG00000068037.12",373.138856891101,-0.576665165524749,0.127252020360678,-4.53167787741423,5.85170337122918e-06,0.0024675209729167,439.926892736738,433.585118663896,434.627885652901,502.318949718455,297.483325225617,335.209441980828,310.931055794809,285.442888775578,344.841366214613,323.232091942663,286.066217609905,260.298229100816,464.073326136449,357.410256818998,380.459852934473,514.31481095088
"38","ENSMUSG00000041957.16",64.7197518482454,1.16502158762082,0.262228068952438,4.44277987583444,8.88040063418118e-06,0.00364610554459197,29.8644888019718,35.9076702827243,49.3194763861447,56.4403314290399,88.5637380442675,88.2652080955434,59.2249630085351,84.1953844589835,64.65775616524,81.0551423220133,118.657691548803,118.993476160373,57.315829124422,36.9734748433446,33.1944838130748,32.8869150874452
"39","ENSMUSG00000021556.13",501.3396738976,0.526209845188025,0.118734514491928,4.43181872970725,9.34415594413549e-06,0.00373814156513851,313.577132420704,396.779756624103,436.682863835657,410.885612803411,547.278483812012,514.715089905472,591.192041460198,634.545702385997,497.762091113356,566.397518908703,604.326382539253,576.374650151807,480.713405559668,444.629735936631,439.188555065297,566.385759839334
"40","ENSMUSG00000036362.3",324.900012797115,-0.505043375629559,0.114311372717028,-4.41813761505401,9.95550286041833e-06,0.00378843306410358,360.671133993044,361.769778098447,355.511225616793,354.445281374371,303.160487920762,332.23421024727,317.276587545724,374.772138140597,288.394118768769,259.969541837677,239.155037230146,223.112767800699,402.135252727799,378.26708878191,338.753963015481,308.771591654347
"41","ENSMUSG00000055945.9",1246.06377289862,-0.690430471789992,0.156106142041542,-4.42282707624828,9.74177109381541e-06,0.00378843306410358,1640.24961573906,1982.10339960638,1131.2654896072,1545.33627452711,1191.0687334415,1133.56329048546,1312.46748381414,1038.06748400039,1101.23448198893,875.7909280159,849.000382167018,1078.37837770338,1502.22939237396,1288.38339261809,1314.16110275353,953.720537535912
"42","ENSMUSG00000032402.13",824.438725923854,0.359301638641177,0.081987722854939,4.38238343656513,1.17387974294707e-05,0.00391457355277132,709.855926139175,712.767255112077,730.544743969769,715.663402520226,892.44997567685,981.826472074022,852.416431872844,757.758460130851,904.182272723436,894.571997578318,929.02533693249,951.947809282984,730.314596907957,812.468408737085,808.583580062079,806.642945061504
"43","ENSMUSG00000035258.16",151.0749677139,-1.3177801992956,0.299293304506982,-4.40297253380373,1.06777688583024e-05,0.00391457355277132,413.50830648884,142.732989373829,173.645656442885,185.124287087251,94.2409007394129,112.067061964005,94.1253876385646,163.256904011931,72.8682648846356,138.386828354657,80.9447818317417,74.3709226002331,214.47213478816,128.933143043458,129.373372809933,199.148541362863
"44","ENSMUSG00000039304.12",34.8393437393829,-1.43698063279897,0.327637828999152,-4.38588131653958,1.15517097820264e-05,0.00391457355277132,81.5530271130768,52.9638136670183,53.4294327516568,31.6065856002624,38.6047063269884,27.7688295132047,30.6700701294199,32.8567353986277,15.3947038488667,27.6773656709314,16.5568871928563,21.381640247567,48.9957894128123,26.5450588618884,21.2785152647915,30.1463388301581
"45","ENSMUSG00000046916.10",12.0452886084647,-2.28603897867554,0.521660444888549,-4.38223561145018,1.17467673576401e-05,0.00391457355277132,22.9726836938244,22.4422939267027,15.4123363706702,19.1897126858736,5.67716269514535,10.9091830230447,10.5758862515241,19.5086866429352,5.13156794962222,3.95390938156163,6.43878946388854,0.929636532502914,15.7156305663738,7.58430253196812,15.3205309906499,10.9623050291484
"46","ENSMUSG00000060787.10",25.8877911285946,-1.59105141040201,0.36313840937856,-4.38139114263563,1.17923956531376e-05,0.00391457355277132,29.8644888019718,24.2376774408389,39.0445854723646,46.2810717718127,17.0314880854361,14.8761586677882,19.0365952527434,23.6157785677637,7.18419512947111,11.8617281446849,13.7974059940469,13.0149114550408,25.8845679916744,47.4018908248008,28.0876401495248,52.9844743075506
"47","ENSMUSG00000118219.3",140.260238364788,-0.731312195702187,0.166292033746798,-4.39775844473531,1.09374608249611e-05,0.00391457355277132,212.497324167876,144.528372887965,147.958429158434,177.222640687185,110.13695628582,120.992757164677,124.795457767985,97.543433214676,100.578731812596,126.525100209972,105.780112621026,77.1598321977418,159.005203377429,182.023260767235,183.846371887799,173.569829628183
"48","ENSMUSG00000022508.6",250.147748359117,0.53708611718273,0.12289894548172,4.37014422766237,1.24164498999062e-05,0.00403586356954867,188.37600628936,210.059871153937,218.855176463517,218.988485944675,247.524293508337,261.820392553073,288.721694666608,283.389342813164,324.315094416125,277.762134054704,298.023969471413,314.217147985985,167.325243089038,228.47711377554,231.510246080932,242.997761479456
"49","ENSMUSG00000020032.15",998.753756597491,0.427006532952334,0.0983699122445764,4.34082457947783,1.41949016162552e-05,0.00451977255136355,733.977244017691,855.500244485906,932.960094971238,866.923490750053,931.054682003838,1007.61181376486,932.793167384427,1030.88007313194,1147.41859353553,1064.59010098547,1212.33207334359,1134.15656965355,852.341846011565,1105.41209403435,1125.20788720218,1046.90013028367
"50","ENSMUSG00000056492.7",693.938515455068,-0.43358803916944,0.100337589306121,-4.32129217143736,1.55118113830962e-05,0.00484030562398134,962.555446771244,778.298753378049,778.836731264536,690.829656691449,751.656340837245,734.882238188738,698.008492600592,657.134707972554,620.919721904289,598.028793961196,593.288457744016,564.289375229269,733.087943478494,686.379379143115,628.141770616646,626.678437499651
"51","ENSMUSG00000092021.10",9.18771881053547,-2.60025829618981,0.602851772818176,-4.31326308295367,1.60862507418742e-05,0.00492113106028866,31.013122986663,9.87460932774918,14.3848472792922,15.8032928001312,9.08346031223257,5.95046346711529,8.46070900121929,9.24095683086404,4.10525435969778,2.96543203617122,0.919827066269792,3.71854613001166,10.1689374253007,3.79215126598406,10.2136873270999,7.30820335276561
"52","ENSMUSG00000026676.8",381.802581951299,0.682081100348562,0.158389039017157,4.3063655451226,1.65958725228333e-05,0.00495800632479329,217.091860906641,269.307527120432,333.933954697855,313.808242745462,322.462841084256,444.301272211275,350.061834925448,470.262025392859,412.578063149627,478.423035168957,488.42817218926,440.647716406381,345.743872460223,411.448412359271,323.433432024831,486.909048378009
"53","ENSMUSG00000032744.5",68.6646025707341,-0.992788563205248,0.230912037028711,-4.29942317420987,1.71243223092184e-05,0.00495800632479329,98.7825398834451,81.6899498931977,70.8967473050831,83.5316905149791,81.7511428100931,65.4550981382681,69.8008492600592,53.39219502277,61.5788153954667,44.4814805425683,36.7930826507917,26.0298229100816,83.2003971160964,97.6478950990896,72.3469519002912,71.2549826894647
"54","ENSMUSG00000078771.11",349.453309460857,-0.568212782836752,0.132174469833602,-4.29896018158493,1.71601295692115e-05,0.00495800632479329,405.467867196001,425.505892850283,386.335898358134,458.295491203804,331.546301396489,325.292002868969,364.868075677582,313.16575926817,303.788822617636,244.15390431143,252.952443224193,329.091332506032,459.451081852221,340.34557612207,341.307384847256,309.685117073443
"55","ENSMUSG00000022090.11",161.551973061116,-0.582234148410413,0.135944374832684,-4.28288518099412,1.84485383693992e-05,0.00513989456498868,213.645958352567,225.320631024095,171.590678260129,203.185193144544,132.845607066401,120.992757164677,164.983825523776,137.587579481753,154.973352078591,131.467486936924,118.657691548803,139.445479875437,170.098589659575,167.802693519795,165.972419065374,166.261626275418
"56","ENSMUSG00000030048.6",41.6872245643613,-1.51003271188291,0.352295301422538,-4.28626980202555,1.81698296291231e-05,0.00513989456498868,110.268881730357,65.5314982659718,47.2644982033887,29.3489723431008,18.1669206244651,36.6945247138776,49.7066653821634,33.8835083798348,19.4999582085644,21.7465015985889,21.1560225242052,26.0298229100816,35.1290565601296,51.1940420907848,50.217296024908,51.1574234693592
"57","ENSMUSG00000002885.15",218.407849654497,-0.747373776731457,0.176199001541088,-4.24164592418067,2.21886550717219e-05,0.00596874821429318,367.562939101191,264.819068335092,217.827687372139,238.178198630548,239.576265735134,186.447855302946,217.863256781397,200.220731335388,217.578481063982,162.110284644027,135.214578741659,133.86766068042,206.15209507655,255.022172637428,238.319370965665,213.764948068394
"58","ENSMUSG00000034911.9",103.65125745487,-0.76909282715401,0.181291081735826,-4.24230921780652,2.2123158673759e-05,0.00596874821429318,173.443761888375,128.369921260739,122.271201873984,108.365436343757,91.9700356613547,105.124854585703,106.816451140394,69.8205627220838,89.2892823234267,74.1358009042805,71.7465111690438,77.1598321977418,119.253902533072,118.504727062002,96.1788889968578,105.968948615101
"59","ENSMUSG00000030956.16",459.358789445007,0.473978847140117,0.113040007359648,4.19301854459462,2.75266930970639e-05,0.00698822992109096,383.643817686868,403.961290680648,358.593692890927,369.119767545921,515.486372719198,465.127894346178,421.977861435812,451.780111731131,618.86709472444,507.088878185278,491.187653388069,489.918452629036,395.664110729881,530.901177237769,448.551101781806,497.871353407157
"60","ENSMUSG00000042216.14",1272.666691054,0.429673659221149,0.102522426263233,4.19102117343512,2.77701740230508e-05,0.00698822992109096,1104.98608567296,968.609405876488,1038.79147138317,1115.26094903783,1407.93634839605,1495.54981806831,1323.04337006567,1205.43147993715,1431.7074579446,1363.11025929337,1423.89229858564,1472.54426748462,993.782521108929,1282.69516571911,1405.23314808683,1330.09301020334
