"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","NS_1_FC_clean_L001","NS_2_FC_clean_L002","NS_3_FC_clean_L003","NS_4_FC_clean_L004","SD1D_1_FC_clean_L005","SD1D_2_FC_clean_L006","SD1D_3_FC_clean_L007","SD1D_4_FC_clean_L008","SD3D_1_FC_clean_L009","SD3D_2_FC_clean_L010","SD3D_3_FC_clean_L011","SD3D_4_FC_clean_L012","R7_1_FC_clean_L013","R7_2_FC_clean_L014","R7_3_FC_clean_L015","R7_4_FC_clean_L016"
"8472","ENSMUSG00000021411.17",52.6141814992907,0.179638665617093,0.215666636486434,0.832946015868306,0.404875175953972,0.745036951620994,49.3912699417225,34.1122867685881,53.4294327516568,64.3419778291055,47.688166639221,50.5789394704799,53.937019882773,41.0709192482846,52.3419930861467,54.3662539964724,57.0292781087271,62.2856476776952,46.2224428422758,59.726382439249,59.5798427414163,55.7250505648378
"8473","ENSMUSG00000024425.5",10198.2740348524,0.137836397003192,0.165481665653444,0.832940594711276,0.404878233524451,0.745036951620994,8167.93768733928,9423.07037394392,10341.6777047197,12334.4700305024,9294.65076449197,13876.4808053128,10057.6678251994,11609.7220985089,9258.37489470842,12957.9495207228,11249.4850204796,10837.702695919,11062.8794698703,7518.8879226299,6200.55934816026,8980.86839512984
"8474","ENSMUSG00000027665.14",525.706234048732,0.0954441605345469,0.114615639589839,0.83273243403868,0.404995648042501,0.745036951620994,501.953138710064,592.476559664951,514.772034780386,470.712364118193,515.486372719198,509.756370349543,538.312610202578,577.046415438399,503.919972652902,493.250195349813,591.448803611476,634.94175169949,544.500376682009,529.953139421273,482.596726205472,410.17291317397
"8475","ENSMUSG00000028964.15",935.78822499683,0.069517099078456,0.083406850489711,0.833469896900513,0.404579768525974,0.745036951620994,838.502954824592,948.860187220989,962.7572786212,900.787689607477,875.418487591414,861.82545882053,874.625793001044,867.623169120013,1020.1557083849,953.880638301742,923.506374534871,937.073624762937,851.41739715472,1068.43861919101,1067.33032568194,1020.4078931299
"8476","ENSMUSG00000037681.14",40.4238455092338,0.20301480198131,0.24347599049347,0.833818569008984,0.404383229846206,0.745036951620994,29.8644888019718,45.7822796104735,46.2370091120107,49.6674916575551,44.2818690221338,36.6945247138776,34.9004246300296,30.8031894362135,35.9209756473556,57.3316860326436,55.1896239761875,49.2707362226544,34.2046077032841,26.5450588618884,40.8547493083998,29.2328134110624
"8477","ENSMUSG00000053166.15",1785.70051908712,0.106208465969382,0.127476135216026,0.833163523426539,0.404752511559923,0.745036951620994,1797.61249904176,1431.81835252363,1693.30202259097,1685.30829647113,1813.28576482943,1989.43828583888,1636.08960311078,1870.78037175936,1967.44315188516,1962.12753059996,1639.13183209277,1543.19664395484,1469.87368238437,1792.73951099397,1930.38690482189,2348.67385249505
"8478","ENSMUSG00000070000.14",1019.02272512285,-0.100665301274637,0.120813444807477,-0.833229293602657,0.404715424541346,0.745036951620994,1146.33691632184,1077.23010848173,1105.57826232274,877.08275040728,1002.58693196267,875.709873577133,903.18068588016,921.015364142783,1075.57664224082,932.134136703153,946.502051191616,969.610903400539,857.888539152638,1078.86703517247,1345.65330534542,1189.4100956626
"8479","ENSMUSG00000086740.2",8.89430450045002,-0.520416324239019,0.624716414886427,-0.833044101032034,0.404819857620426,0.745036951620994,14.9322444009859,9.87460932774918,8.21991273102412,6.77283977148479,17.0314880854361,5.95046346711529,9.51829762637171,8.21418384965692,4.10525435969778,4.94238672695203,9.19827066269792,9.29636532502914,5.54669314107309,0.948037816496016,7.66026549532496,20.0975592201054
"8480","ENSMUSG00000097466.10",24.8305499952316,-0.297561051829765,0.35734488743017,-0.832699899443538,0.405014001253202,0.745036951620994,24.1213178785157,22.4422939267027,32.8796509240965,22.576132571616,39.7401388660175,21.8183660460894,33.8428360048772,29.7764164550063,22.5788989783378,20.7580242531985,22.075849590475,17.6630941175554,25.8845679916744,18.0127185134243,34.8967650342581,8.22172877186131
"8481","ENSMUSG00000103400.3",15.7985276048418,0.358932612960943,0.430991847871711,0.83280603736102,0.404954129235202,0.745036951620994,10.337707662221,9.87460932774918,11.3023800051582,25.9625524573584,7.9480277732035,18.8431343125317,13.7486521269814,13.3480487556925,31.8157212876578,14.8271601808561,12.8775789277771,13.9445479875437,12.0178351389917,19.9087941464163,19.5762340436082,16.4434575437226
"8482","ENSMUSG00000117234.2",42.8639280077786,0.249461995776274,0.299456321369822,0.833049690302561,0.404816705504768,0.745036951620994,31.013122986663,28.7261362261794,54.4569218430348,48.5386850289743,49.9590317172791,52.5624272928517,54.9946085079254,47.2315571355273,34.8946620574311,53.3777766510819,49.6706615785688,54.8485554176719,52.6935848401944,33.1813235773605,19.5762340436082,20.0975592201054
"8483","ENSMUSG00000050668.11",233.714909835591,0.097844312054145,0.117548974458687,0.832370614075691,0.405199783621061,0.745246613704562,210.200055798494,245.967541436661,244.542403747968,244.951038402033,216.867614954553,222.150636105637,204.114604654415,276.201931944714,253.499456711338,233.280653512136,277.787774013477,248.212954178278,222.792174499769,198.139903647667,218.743136922057,221.986676840255
"8484","ENSMUSG00000028294.16",21.8812263662415,-0.31083928607349,0.373521810954823,-0.832185101263299,0.405304472132125,0.745351293517846,49.3912699417225,22.4422939267027,22.6047600103163,13.5456795429696,21.5732182415523,19.8348782237176,10.5758862515241,14.3748217368996,23.6052125682622,14.8271601808561,22.075849590475,26.0298229100816,27.7334657053655,23.7009454124004,20.4273746541999,17.3569829628183
"8485","ENSMUSG00000002475.17",646.028062458208,0.08302014846315,0.0998481196733541,0.831464315349597,0.40571137912131,0.745480978695506,542.155335174257,588.885792636678,641.153193019882,649.063811433959,728.947690056664,622.815176224733,630.322820590837,745.437184356366,570.630355997991,684.026323010161,644.798773455124,664.690120739583,621.229631800186,617.172618538906,645.16458282848,739.955589467518
"8486","ENSMUSG00000005871.16",5405.87194321099,-0.131716961685199,0.158349081590537,-0.831813865683133,0.405514016170308,0.745480978695506,5372.16208180085,4924.73697927564,6533.8031320728,4313.17012780723,7985.49704699146,5127.316020831,5962.6846686093,8413.3778080111,5260.8834619527,4031.99909184747,4645.12668466245,5361.2138829443,5472.73723252545,3891.69523671614,4933.21097898927,4264.33665633873
"8487","ENSMUSG00000025375.16",3895.70839446486,0.0900336479934206,0.108292070262449,0.831396498148218,0.40574967668401,0.745480978695506,3045.02922361643,3525.23553000646,4118.17627824309,3492.52770882899,3727.62502563244,4093.91886537532,3842.21947517871,4045.48554595603,4189.41207407158,3638.58510838209,3770.37114463988,3498.22227180846,3585.93711570375,4069.92634621739,4651.48343688343,5037.17916089369
"8488","ENSMUSG00000026158.12",1223.5249279774,0.145657137454057,0.175198577815976,0.831383104074348,0.405757240807732,0.745480978695506,1098.09428056481,1344.74225208802,1124.07306596755,1413.26589898316,1174.03724535606,1384.47450001549,1386.49868757481,1486.7672767879,1195.65533226198,1354.21396318486,1367.78284754318,1591.53774364499,1386.67328526827,885.467320607279,747.301456099479,635.813691690608
"8489","ENSMUSG00000035227.8",1420.28420265352,0.104109421927659,0.125144282123392,0.831915131567952,0.405456850190893,0.745480978695506,1110.72925659641,1446.18142063672,1435.40226065509,1652.57290424229,1367.060776991,1649.27012430212,1409.76563732816,1426.18767089668,1437.86533948415,1695.23864734455,1543.46981720071,1391.66588915686,1449.53580753377,1333.88920780989,1014.55960782526,1361.15287445259
"8490","ENSMUSG00000046185.11",80.3270579840557,0.168396574160636,0.202486109891831,0.831645065681761,0.405609316787337,0.745480978695506,48.2426357570313,75.406107593721,80.1441491274852,75.6300441149135,74.9385475759187,92.2321837402869,107.874039765546,102.677298120712,84.1577143738045,70.1818915227189,100.261150223407,60.4263746126894,83.2003971160964,71.1028362372012,77.4537955638412,81.3037622995174
"8491","ENSMUSG00000079598.5",790.419658270301,-0.0858920484689288,0.103309549351439,-0.831404734684697,0.405745025252238,0.745480978695506,759.247196080898,726.232631468099,854.870924026509,897.401269721735,723.270527361518,720.006079520949,705.411612976659,655.08116201014,847.735025277591,814.505332601695,656.756525316631,731.623951079793,764.519204611241,942.34958959704,939.659234093195,908.044266581127
"8492","ENSMUSG00000105055.2",13.3004574500302,-0.48154110367593,0.578974318749208,-0.831714098677522,0.40557034072103,0.745480978695506,12.6349760316034,22.4422939267027,16.4398254620482,14.6744861715504,5.67716269514535,22.8101099572753,17.979006627591,2.05354596241423,4.10525435969778,11.8617281446849,15.6370601265865,15.8038210525495,18.4889771369103,19.9087941464163,6.80912488473329,5.4811525145742
"8493","ENSMUSG00000000538.19",3804.33153125091,0.0766621214479383,0.0922385470100518,0.831128892778243,0.405900819200154,0.745528964554516,3328.74186723516,3667.96851938029,4034.94966184147,3259.99354334135,3742.38564863982,3640.69189796337,3867.60160218237,4174.85894158813,4108.33330046755,3347.97276883731,3851.31592647162,3766.88722970181,3705.19101823683,3714.41216503139,4454.86995583676,4203.13045325932
"8494","ENSMUSG00000039191.13",425.343625829336,-0.0840188106935179,0.101086305337334,-0.831159180396784,0.405883711178731,0.745528964554516,484.723625939696,431.78973514976,460.315112937351,409.75680617483,482.558829087355,360.994783671661,390.25020268124,406.602100558018,401.288613660458,406.264188955457,436.917856478151,439.718079873878,440.962104715311,402.916072010807,449.402242392397,401.037658983013
"8495","ENSMUSG00000058446.15",161.998775978353,0.132197810347004,0.159066906187811,0.831083055019111,0.405926711568428,0.745528964554516,156.214249118006,156.198365729851,156.178341889458,160.290541258473,182.80463878368,173.555184457529,166.041414148929,218.702644997116,147.78915694912,146.29464711778,181.205932055149,212.886765943167,161.778549947965,145.997823740386,119.159685482833,106.882474034197
"8496","ENSMUSG00000039187.17",19.3619364283791,-0.299201703383845,0.360059223821548,-0.830979137843542,0.405985414901031,0.74554901639429,29.8644888019718,17.9538351413621,12.3298690965362,25.9625524573584,31.792111092814,15.8679025789741,21.1517725030482,14.3748217368996,16.4210174387911,17.7925922170273,17.476714259126,17.6630941175554,22.1867725642924,17.0646806969283,13.6182497694666,18.270508381914
"8497","ENSMUSG00000020716.17",1096.95396523482,0.0857025845436972,0.103183136601635,0.830587122725046,0.406206911834992,0.745604733935241,949.920470739641,1115.83085403566,1130.23800051582,1049.79016458014,1137.70340410713,1170.25781519934,1245.83940042954,1360.47420009943,1022.20833556475,1099.18680807413,1145.18469750589,1240.13513435889,1169.42780390958,925.284908900111,907.315890890711,882.465554846447
"8498","ENSMUSG00000022125.8",196.688901211372,-0.116440331607834,0.140180162457415,-0.830647714816335,0.406172671293119,0.745604733935241,214.794592537259,236.092932108912,188.030503722177,225.76132571616,221.409345110669,189.423087036503,203.057016029263,221.782963940737,175.49962387708,248.107813692992,171.087834326181,203.590400618138,181.191975941721,176.335033868259,144.693903800582,146.164067055312
"8499","ENSMUSG00000039620.18",127.470816382214,-0.126247694835795,0.151964341523378,-0.830771834827929,0.406102536555494,0.745604733935241,155.065614933315,132.85838004608,117.133756417094,126.426342401049,119.220416598052,122.976244987049,99.4133307643267,109.864708989161,131.368139510329,117.628804101458,125.096481012692,112.486020432853,173.796385086957,141.257634657906,136.182497694666,118.758304482441
"8500","ENSMUSG00000044296.11",24.741652518513,-0.246266736192277,0.296469922102333,-0.830663476571066,0.406163764620689,0.745604733935241,24.1213178785157,35.0099785256562,29.7971836499624,28.22016571452,20.4377857025233,32.7275490691341,26.4397156288103,23.6157785677637,20.5262717984889,30.6427977071026,22.9956766567448,25.1001863775787,24.9601191348289,12.3244916144482,17.0228122118332,21.9246100582968
"8501","ENSMUSG00000031119.5",254.810390610376,-0.116230857411155,0.139992857220828,-0.830262769962684,0.406390232620855,0.745853477161579,284.861277803423,236.99062386598,283.586989220332,285.588077030942,181.669206244651,208.266221349035,234.784674783835,254.639699339365,259.657338250884,247.119336347602,231.796420699988,266.805684828336,261.619026487281,273.034891150853,222.147699364424,344.399082999079
"8502","ENSMUSG00000006651.9",34504.0328458914,0.0879426851970306,0.105943555622144,0.830089991605391,0.406487905295808,0.745944989229028,31003.9339131855,31406.6438127848,34538.0183175806,35940.074247384,29166.9910625788,36265.0996003341,32292.4110804037,33191.4633905012,37370.1304363289,39653.7571876815,33700.6240539926,30517.1784524732,33812.6413879816,37019.9286963529,32512.7201839909,43672.9097107082
"8503","ENSMUSG00000038777.20",401.4620053461,-0.103525722024426,0.124747667865299,-0.829881021392817,0.406606056169045,0.746062420024954,476.683186646857,362.667469855515,357.566203799549,406.370386289087,451.90215053357,404.631515763839,355.34977805121,360.397316403698,376.657087502271,388.47159673843,346.774803983712,378.362068728686,357.761707599215,432.305244322183,485.150148037247,482.34142128253
"8504","ENSMUSG00000057378.16",544.019041998063,-0.111285255861503,0.134109697820517,-0.829807669915413,0.406647533642623,0.746062420024954,583.506165823141,702.892645784328,478.809916582155,581.335413719111,551.820213968128,644.633542270823,567.925091706845,450.753338749924,497.762091113356,563.432086872532,571.212608153541,541.048461916696,603.665103520122,445.577773753127,448.551101781806,471.379116253382
"8505","ENSMUSG00000025875.15",453.782318803155,0.0994329227402823,0.119899973438805,0.829298955525052,0.406935261770713,0.746233891726627,391.684256979707,400.370523652376,474.699960216643,432.332938746446,438.276960065221,515.706833816658,413.517152434593,469.235252411652,470.051624185396,465.572829678881,432.318721146802,452.732991328919,379.948480163507,475.914983881,468.978476436006,579.175115706674
"8506","ENSMUSG00000030805.15",554.741580940204,-0.0955301307596498,0.115184507361262,-0.829366144355082,0.406897252905712,0.746233891726627,639.789240873011,600.555785478564,577.448869354445,526.023888918652,604.050110763466,493.888467770569,524.563958075596,512.359717622351,550.104084199502,508.077355530669,492.107480454339,643.308480492016,523.238052974562,567.874652081113,638.355457943746,474.119692510669
"8507","ENSMUSG00000041180.14",203.964577892049,0.146534319625162,0.176642393367633,0.829553522410617,0.406791263928234,0.746233891726627,182.632835365904,179.538351413621,208.580285549737,230.276552230483,273.639241906006,212.233196993779,235.842263408988,226.916828846773,165.236487977836,256.015632456115,230.876593633718,233.338769658231,215.396583645005,129.881180859954,164.270137844191,118.758304482441
