"","   group","   log2TPM"
"","Length:22030      ","Min.   :-9.966  "
"","Class :character  ","1st Qu.:-1.415  "
"","Mode  :character  ","Median : 2.702  "
"",NA,"Mean   : 1.632  "
"",NA,"3rd Qu.: 4.903  "
"",NA,"Max.   :16.565  "
